#ɿ	
ts	[1]资姿咨兹滋[3]紫姊子趾
tsʰ	[2]瓷糍慈磁辞词祠[3]此[5]刺次字寺
s	[1]斯撕私师狮尸司丝思[2]时[3]死屎使史[5]四视事
#i	
p	[2]皮疲脾枇琵[3]被比[5]蔽币毙闭臂避备鼻
pʰ	[1]批披[5]屁
m	[2]迷眉[3]米美[5]谜密蜜
f	[1]非飞[2]废肺肥[3]匪[5]痱费
t	[1]低[2]题提蹄啼[3]底抵弟[5]帝第笛敌
tʰ	[1]梯[3]体[5]替涕剃屉
n	[2]泥尼梨宜疑[3]蚁[5]利痢艺义议日
l	[2]黎犁离璃[3]礼李里理鲤[5]例厉励丽隶荔泪立笠栗力历
tɕ	[1]鸡知蜘支枝肢栀之芝脂饥肌基机讥饥[2]奇骑棋期旗[3]挤纸只{~有}指址指己几[5]际济制置治志痣继计繫1{~鞋带}寄技妓记集疾植
tɕʰ	[1]妻溪痴欺[2]齐池迟祁鳍其[3]耻齿起[5]砌器弃自气汽习直值席
ɕ	[1]西犀嬉希稀尿[2]脐匙[3]洗是喜[5]细婿势繫2{联~}试十拾实食石
Ø	[1]医衣依[2]移姨[3]椅[5]易意易
#u	
p	[2]菩浦脯[3]补[5]布怖部步
pʰ	[1]铺1{~桌子}[3]普谱[5]铺2{店~}
m	[2]模
f	[1]呼夫肤[2]胡{姓~}湖壶符扶芙浮[3]虎浒府斧辅腐附[5]戽互付附妇负富副
t	[1]都[2]徒屠途涂图[3]堵赌[5]妒度渡镀
tʰ	[3]土[5]吐兔
n	[2]奴[3]努[5]怒
l	[2]卢炉芦庐鸬[3]鲁卤[5]路赂露
ts	[1]租[3]组祖阻
tsʰ	[1]粗初[3]楚[5]助
s	[1]苏酥梳蔬[3]数1{~数}[5]素诉塑数2{识~}
k	[1]姑孤[3]古估牯股股[5]故固雇顾
kʰ	[1]枯[3]苦[5]库裤
Ø	[1]乌污[2]鬍{~鬚}狐[3]坞武舞鹉[5]雾务
#y	
n	[2]鱼渔愚[3]女语[5]遇
l	[2]驴[3]旅吕[5]虑
tɕ	[1]猪居诛蛛朱珠拘[2]槌锤[3]煮举主矩嘴跪[5]据锯聚注蛀旬柜醉
tɕʰ	[1]蛆厨区驱吹炊[2]徐除[3]处杵鼠取娶柱[5]趣住翠
ɕ	[1]书舒虚墟须需枢输[2]锄殊随[3]暑竖髓水[5]絮树岁税
Ø	[2]如余于盂榆愉[3]乳雨宇羽禹[5]誉预豫芋喻裕
#a	
p	[1]碑杯[2]培陪赔[5]贝辈背{违~，~书}焙
pʰ	[1]胚坯[5]派配白
m	[2]梅媒煤[3]每[5]妹麦脉
f	[1]灰[2]回茴槐[5]会1{开~}惠慧
t	[1]堆[5]待代袋对碓队兑
tʰ	[1]胎推[2]台抬[3]腿[5]退蜕特夺
n	[5]内
l	[2]来雷
ts	[1]灾栽[3]宰[5]再债泽择
tsʰ	[1]猜催崔筝争[2]才财材裁豺[3]彩采在[5]菜蔡厕贼
s	[1]腮鳃[5]赛碎
k	[1]该耕[3]改待[5]概溉盖
kʰ	[1]开[3]凯
ŋ	[5]碍爱
x	[2]孩还1{~有}[3]海[5]害合盒核
#ia	
Ø	[3]两1{~个}
#ua	
k	[1]规龟[5]鳜桂贵
kʰ	[1]盔亏[2]葵逵[5]会2{~计}
x	[3]悔
Ø	[1]煨微[2]危围违[3]委[5]外为位胃味
#ya	
tɕʰ	[5]脆
ɕ	[5]睡帅
#ɒ	
p	[1]包胞[2]刨[3]保堡宝饱[5]报暴豹爆
pʰ	[1]抛[2]袍跑[5]炮泡
m	[2]毛矛[5]冒帽貌
t	[1]刀[2]桃陶萄[3]岛祷倒1{打~}[5]到倒2{~水}道稻盗
tʰ	[1]滔掏[2]逃淘[3]讨[5]套
n	[3]脑恼[5]闹
l	[2]劳牢[3]老
ts	[1]遭糟[3]早枣蚤澡[5]躁皂造
tsʰ	[1]操抄[2]曹槽巢[3]草炒吵钞
s	[1]骚臊[3]扫嫂
k	[1]高膏羔糕[5]告教
kʰ	[1]敲[3]考烤[5]靠犒
ŋ	[2]熬[3]袄咬
x	[2]豪壕毫[3]好1{~坏}[5]好2{喜~}耗号
#iɒ	
p	[3]表裱
pʰ	[1]飘[2]嫖[5]票漂
m	[2]苗描[3]秒[5]庙妙
t	[1]刁雕貂[5]钓吊调1{音~，~动}掉
tʰ	[1]挑[2]条调2{~料}[5]跳
n	[3]绕
l	[2]聊撩僚[5]料
tɕ	[1]交焦蕉椒朝1{今~}招昭骄娇浇[2]荞桥[3]缴[5]赵照轿叫
tɕʰ	[1]超[2]朝2{~代}潮[5]俏
ɕ	[1]消霄宵销硝烧箫[3]小少1{多~}晓[5]校效笑鞘少2{~年}
Ø	[1]妖邀腰要1{~求}[2]摇遥谣瑶窑姚[3]舀[5]要2{需~}耀
#ɔ	
p	[1]班斑颁扳[2]排牌[3]摆板版[5]拜败扮
pʰ	[1]攀[5]盼
m	[2]埋蛮[3]买[5]卖慢
f	[1]欢番翻[2]凡烦繁[3]反[5]范犯贩饭
t	[1]耽担1{~心}丹单[2]谭潭谈痰檀弹[3]胆打[5]戴带旦担2{挑~}淡弹蛋达
tʰ	[1]贪瘫摊滩[3]毯坦[5]态太泰探
n	[2]男南难1{困~}[5]耐奈奶1难2{灾~}纳捺
l	[2]蓝篮兰拦栏[3]懒[5]赖癞拉腊蜡辣
ts	[3]盏[5]暂杂铡
tsʰ	[1]差{相~，出~}参1{~加}餐[2]残[3]斩铲产[5]擦
s	[1]筛三杉杉山栓[2]柴[3]陕伞[5]晒散
k	[1]佳街甘柑监艰间奸[2]含[3]解蟹感敢减碱简[5]介界戒届疥械
kʰ	[1]揩铅[3]楷[5]看
ŋ	[1]鸦丫庵安鞍[2]涯颜[3]矮瓦眼[5]岸按案
x	[2]鞋咸寒韩闲
Ø	[3]我
#iɔ	
ɕ	[5]善
#uɔ	
k	[1]乖官棺观关[3]管馆柺[5]怪贯灌罐冠
kʰ	[1]宽[3]款[5]块
x	[2]环
Ø	[1]豌剜弯湾[2]还2{钱~}[3]皖碗晚挽歪[5]坏换腕万
#ə	
m	[5]物墨默
k	[2]蛤
Ø	[2]儿[3]耳[5]二
#e	
m	[3]尾
k	[2]𠍲{第三人称代词}
kʰ	[5]去
#ue	
s	[1]虽
k	[1]归[3]鬼
#ye	
tɕ	[1]追[5]最
#o	
p	[1]帮邦[3]榜绑[5]雹薄
pʰ	[5]胖
m	[2]忙芒[3]蟒[5]忘望1{白，~~看}耳
f	[1]方芳[2]房防[5]放服
t	[1]当[2]堂塘糖唐[3]党挡
tʰ	[1]汤[5]烫
l	[1]狼廊螂[5]浪落乐绿六
ts	[1]脏庄装[5]葬壮状撞
tsʰ	[1]仓苍疮[5]昨创镯
s	[1]桑霜双[2]床[5]上俗熟
k	[1]冈岗刚纲缸钢光江[3]广讲港[5]降1{下~}
kʰ	[1]康糠[5]抗囥况
ŋ	[5]岳
x	[1]荒慌[2]航杭皇蝗黄1{姓~}[3]谎[5]鹤学
Ø	[1]汪[2]黄2{~色}王[3]网枉往[5]望2{文，希~}
#io	
n	[2]娘瓤[5]让弱肉
l	[2]良凉量1{测~}粮粱梁[3]两2{几~}[5]量2{数~}亮
tɕ	[1]将浆张樟章疆僵缰姜[2]长1{~短}[3]奖蒋桨长2{~大}涨[5]酱帐胀账杖杖障着2{睡~}局
tɕʰ	[1]枪昌[2]墙详肠场常强[3]抢象像丈厂[5]匠唱倡嚼
ɕ	[1]相厢箱湘商伤香乡[2]裳降2{投~}[3]享响[5]向
Ø	[1]央秧殃[2]羊洋烊杨扬疡[3]养痒[5]样药钥浴
#əu	
p	[1]波菠玻[2]婆
pʰ	[1]坡[5]破
m	[2]魔磨1{~刀}馍[3]某亩母拇[5]磨2{石~}墓贸
