ʦɿ	1	支枝肢翅资姿咨兹滋淄之芝
ʦɿ	2	池驰瓷餈迟雉慈磁辞祠词饲嗣持时鲥
ʦɿ	4a	纸氏
ʦɿ	4b	姊指旨子梓置滓稚
ʦɿ	5	制致至志痣质
ʦɿ	6	脂紫只[～有]
ʦʰɿ	1	雌痴
ʦʰɿ	4b	此疵侈耻嗤齿
ʦʰɿ	6	刺赐次
sɿ	1	斯撕施私师狮蛳尸丝司思诗
sɿ	4a	匙是屎痔市拾十
sɿ	4b	死史使驶止址趾始
sɿ	5	世势四肆试式
sɿ	6	誓逝自示视巳侍士仕豉
pi	2	皮疲琵枇
pi	4a	被
pi	4b	蓖陛彼臂比秕
pi	5	蔽弊币毙闭避毕必碧
pi	6	备鼻篦脾
pi	7	笔璧
pʰi	1	批披拼匹癖
pʰi	2	庇痹丕
pʰi	4b	痞
pʰi	5	屁
pʰi	6	鄙
pʰi	7	弼
mi	1	抿觅米
mi	2	眉民迷谜
mi	4b	每尾闽悯敏皿
mi	5	秘泌密蜜命
ti	1	低
ti	2	堤题提蹄啼
ti	4a	涕
ti	4b	抵
ti	5	帝蒂嫡狄笛敌
ti	6	第递隶地弟
ti	7	的
tʰi	1	梯屜
tʰi	4b	体
tʰi	6	剔替
li	2	黎离篱璃梨厘涤
li	4b	礼狸李里理鲤
li	5	厉丽荔利痢吏立笠粒栗历力砾励
ʨi	1	鸡知蜘饥肌基萁箕姬杞机讥吸
ʨi	2	齐脐奇骑岐徛奇祁棋旗其期棘
ʨi	4a	企
ʨi	4b	挤几己
ʨi	5	济计技企剂继系[～鞋带]智寄纪记忌既季缉集辑执汁级疾侄吉即职戟迹积籍绩激击
ʨi	6	妓治极
ʨi	7	蛰急鲫织脊
ʨʰi	1	妻淒悽溪欺泣
ʨʰi	4a	值
ʨʰi	4b	启起岂祈契
ʨʰi	6	砌器气汽及植戚寂直秩
ʨʰi	7	七膝乞漆
ɕi	1	西棲熙希稀蟋犀
ɕi	2	婿失
ɕi	4b	嬉嘻禧喜蟢几
ɕi	5	细系[关～，联～，中文～]牺戏矢弃习袭悉实室息食蚀识饰昔惜席适释析夕
ɕi	6	什
ɕi	7	熄湿恤媳
ȵi	1	议
ȵi	2	宜仪蚁谊尼呢疑拟吟宁灵零铃伶翎龄泥
ȵi	5	艺义膩廿佞溺[～死]另逆
ŋi	5	毅
i	1	医衣依
i	2	移懿姨夷怡遗
i	4b	椅已以
i	5	缢易肄意矣一壹抑忆亿翼益亦译易
i	7	揖邑逸伊
pu	2	菩脯
pu	4a	部
pu	4b	补蒲
pu	5	布佈怖不
pu	6	步
pʰu	1	铺[～开]
pʰu	4b	谱普脯捕甫赴讣卜
pʰu	6	铺[店～]瀑曝
pʰu	7	扑仆僕
mu	4b	母拇
fu	1	忽
fu	2	佛
fu	4b	付武
fu	5	咐
fu	6	戊
tu	1	都督
tu	2	途屠徒涂图毒
tu	4a	肚杜
tu	4b	堵赌
tu	5	独
tu	6	妒度踱读犊
tu	7	笃
tʰu	4b	土
tʰu	6	突吐兔
nu	1	录
nu	2	奴努卢炉芦卤
nu	4b	鲁橹
nu	5	怒路虏露鹭
nu	7	绿
lu	1	鹿禄
lu	2	骡庐驴虞
lu	5	赂陆
lu	7	禄
tsu	ʦ1	租
tsu	2	锄
tsu	4b	祖组阻
tsu	5	做猝烛
tsu	6	助辱
tsu	7	镯足祝
ʦʰu	1	粗初
ʦʰu	4b	楚础
ʦʰu	6	醋族促触束
ʦʰu	7	逐筑畜蜀
su	1	梳疏蔬缩
su	4b	苏酥所数[(动词)]
su	5	素诉恕墅数[～字]宿[星～]漱述粟俗嘱属速宿肃续赎
su	6	续[连～]
su	7	叔淑熟
ku	1	姑孤箍辜估
ku	4a	鼓说
ku	4b	古股
ku	5	故固雇顾
ku	7	谷
kʰu	1	枯窟
kʰu	4b	苦
kʰu	6	库裤
kʰu	7	哭酷
xu	1	呼麸夫肤府俘孵
xu	2	敷釜巫弗佛袱
xu	4b	斧虎浒腐辅附腑俯
xu	5	火富副覆傅符复[重～]获幅福蝠腹伏辐
xu	7	复[～印]服赋
u	1	乌污诬握沃
u	2	梧扶无芙娱禾胡湖狐壶葫糊蝴沪互
u	4a	父负
u	4b	五伍鹉舞
u	5	误悟勿
u	6	务雾物户
u	7	屋抚
ly	4b	吕旅缕
ly	5	虑滤律率[效～]
ȵy	4b	女
ʨy	1	猪诸居車[～马炮]诛蛛株拄朱硃珠矩驻
ʨy	2	徐除薯厨橱殊儒乳瞿衢槌雏
ʨy	4a	拒距苣娶柱竖
ʨy	4b	举主
ʨy	5	序叙绪着储煮据注蛀铸拘句嘴剧剧菊鞠局注
ʨy	6	树俱具惧睡坠骤处[～所]渠蓄聚住
ʨʰy	1	蛆趋须须需区驱躯岖吹
ʨʰy	4b	取曲趣屈
ʨʰy	6	处[～理]
ʨʰy	7	出
ɕy	1	胥絮书舒墟虚嘘枢输输吁绥术畜[～牧]
ɕy	4a	水入
ɕy	4b	鼠暑署许戍
ɕy	5	岁缀
ɕy	7	戌
y	1	淤迂逾
y	2	如于余与予愚盂禹
y	4b	语雨宇羽
y	5	御誉预豫愉喻裕喂域役疫育玉狱浴欲欲寓芋俞愈郁遇
pa	1	巴芭疤吧笆爸杷班
pa	2	爬琶钯耙划百
pa	4a	罢白
pa	4b	把
pa	5	欛坝坝
pʰa	1	攀□[(表示过于熟烂)]
pʰa	4b	帕
pʰa	6	怕
pʰa	7	拔拍
ma	1	妈马慢漫幔
ma	2	麻蟆痳
ma	4b	码
ma	5	麦骂
ma	6	瓣
ma	7	抹
ta	2	搭
ta	4a	打
ta	5	答达
ta	6	大
tʰa	1	他
tʰa	7	塔榻遢塌踏沓
na	1	懒烂垃
na	2	拿
na	5	纳捺
la	1	拉
la	5	挪那婪辣
la	7	腊蜡
ʦa	1	楂渣糟
ʦa	2	茶查劄
ʦa	5	诈榨炸乍闸煠
ʦa	7	札扎轧摘杂眨
ʦʰa	1	搽叉杈差[～别，参～]
ʦʰa	5	岔
ʦʰa	7	擦察拆坼㿭斥插
sa	1	沙纱痧砂杉衫山
sa	4a	散[～开]伞撒
sa	4b	傻
sa	7	萨
ka	1	家间[中～]
ka	2	痂
ka	5	嫁间[～断，离～]
kʰa	7	客
ŋa	1	眼
ŋa	2	牙芽伢
ŋa	5	砑晏额
ŋa	7	鸭
xa	1	虾[鱼～]蟹鼾
xa	2	虾[～蟆（青蛙、蛙类、蝌蚪）]
xa	4a	喊下[～降]
xa	4b	傻
xa	5	吓[～一跳，恐～]
pia	7	壁
pʰia	7	劈
tia	1	爹
tia	2	提[～东西]
tia	4a	底
tia	5	滴渧
tʰia	7	踢
ʨia	1	佳
ʨia	2	茄斜
ʨia	[4a22]	姐假贾
ʨia	5	架驾嫁价甲胛匣借
ʨia	7	涩只炙
ʨʰia	1	夏[～天]
ʨʰia	4b	扯
ʨʰia	6	恰洽
ʨʰia	7	尺赤
ɕia	2	蛇
ɕia	4a	下[～面]
ɕia	4b	舍[～不得]
ɕia	5	写峡侠辖
ɕia	6	夏[(姓氏)]石厦[～门，高楼大～]
ɕia	7	锡
ia	1	丫亚
ia	2	牙芽衙霞爷崖
ia	4b	雅哑野
ia	5	夜涯
ia	7	押压
pua	5	半
mua	1	满
tua	6	断短
nua	2	圞[(圆)]
ʦua	1	抓爪
ʦua	5	啄钻[(名词)，～子]
sua	1	酸
sua	4a	耍
sua	5	算蒜
sua	7	刷
kua	1	瓜荚干[天～地支]乾[～湿]肝
kua	4a	寡赶
kua	5	括挂卦褂
kua	7	刮鰥
kʰua	1	跨夸
kʰua	4a	看[～守，～见]
xua	1	花翻
xua	2	划
xua	5	化法泛乏伐筏罚
xua	7	发[～财，头～]
ua	1	鸦蛙[青～，～跳]剜挖
ua	2	蛙[～跳]华[中～]
ua	4a	碗汗
ua	4b	瓦
ua	5	洼滑猾凹
ua	6	画话万饭袜豌
po	4a	帛
po	6	薄泊[停～]珀魄
po	7	博剥驳脖勃
pʰo	1	泊[梁山～]
pʰo	6	擘
pʰo	7	朴
mo	1	摸
mo	2	膜
mo	5	莫幕寞陌沐
ko	1	歌哥锅豇
ko	2	鸽
ko	4b	果裹馃棵
ko	5	个教[～书]
ko	7	骼胳各阁搁葛戈郭角
kʰo	1	科窠
kʰo	4b	可颗
kʰo	6	课阔廓扩
kʰo	7	壳磕渴
ŋo	5	鄂鳄腭愕厄扼
xo	1	喝[～酒]
xo	2	和[～面，我～你]
xo	5	鹤
xo	6	学
xo	7	喝[～喝]
o	1	阿窝蜗莴
o	2	何河荷[～花]咸
o	4a	荷[薄～]
o	6	贺祸
o	7	恶[～毒]恶[可～]
tio	4a	长涨
ʨio	5	着浊仗帐觉[知～]酌
ʨio	7	脚角斫
ʨʰio	5	鹊
ʨʰio	6	确
ʨʰio	7	却雀
ȵio	7	虐
ɕio	5	学略乐[音～]岳硕
ɕio	7	削
io	2	羊
io	5	药钥
io	6	上若箬勺
io	7	约
tuo	2	驼驮
tuo	4a	舵惰
tuo	4b	朵躲
tuo	5	剁
tuo	7	夺
tʰuo	1	拖
tʰuo	4b	妥
tʰuo	7	脱托拓
nuo	1	拽
nuo	2	裸螺
nuo	4b	卵
nuo	5	糯诺落洛乐[快～]络
nuo	7	烙骆
luo	2	罗锣箩萝脶
luo	5	哪
ʦuo	2	床
ʦuo	4a	坐
ʦuo	4b	左佐
ʦuo	5	作
ʦuo	6	座
ʦuo	7	琢捉桌卓
ʦʰuo	1	搓窗
ʦʰuo	4a	吵炒
ʦʰuo	6	锉措凿戳
ʦʰuo	7	绰错撮
suo	1	蓑梭霜
suo	4b	锁琐塑索朔
suo	5	潲[～食]
ŋuo	2	蛾鹅俄
ŋuo	4b	我
ŋuo	5	饿卧
xuo	4b	夥合[～伙～食]
xuo	5	货合盒霍藿
xuo	7	活豁
pe	2	浮
pe	6	菢[～小鸡]
pe	7	北百柏
pʰe	7	迫
me	2	毛
me	5	蔑没灭
me	7	默脉
te	1	刀
te	2	綯[(鞋带等系紧的动作)]
te	4a	倒[打～，～水]岛
te	5	到
te	7	得德
tʰe	7	特
ne	1	恼老
ne	2	牢
ne	5	脑
ne	7	勒肋
ʦe	1	遮蜇
ʦe	2	槽
ʦe	4a	早澡
ʦe	4b	者枣
ʦe	5	灶
ʦe	6	浞择贼
ʦe	7	褶哲折[打～]浙则仄窄责
ʦʰe	4a	草
ʦʰe	4b	厕
ʦʰe	6	泽册策
ʦʰe	7	铡侧测
se	4b	畲蚤
se	5	扫
se	7	虱塞色
ke	1	高膏[牙～]茭
ke	4b	减
ke	5	锯革
ke	6	嗝
ke	7	夹掐搛隔挟格
kʰe	2	咳
kʰe	6	去
kʰe	7	克刻揢
ŋe	2	鱼渔熬
xe	1	薅
xe	4a	好[～坏，喜～]
xe	5	狭核赫
xe	6	号[～码]
xe	7	瞎
e	2	而儿
e	4b	耳饵
e	5	二贰
pie	1	鳖
pie	2	平坪
pie	5	变
pie	6	别[离～]病瘪扁
pie	7	憋滗逼蹩八
pʰie	6	别[区～]
pʰie	7	撇
mie	1	买卖□[(用手掰、撕、扯)]
mie	5	篾
tie	1	颠钉[铁～]
tie	2	镰甜田
