tsɿ	1	44	支(~书)资姿之芝
tsɿ	3	42	紫纸姊脂指子梓址止
tsɿ	5	35	制只(~有)翅致置至志誌痣智枳(~木子)
tsʰɿ	1	44	雌摛(伸手)
tsʰɿ	2	13	匙(锁~子)瓷餈慈磁糍辞词祠嗣饲时
tsʰɿ	3	42	此耻齿
tsʰɿ	5	35	刺赐(赏~)次
tsʰɿ	6	21	是氏自字豉示祀巳寺痔士柿事市侍誓逝视
sɿ	1	44	斯撕施私师狮尸司丝思诗
sɿ	3	42	屎使史驶始死
sɿ	5	35	世势试式四肆赐(杯子拿~他打烂哩:杯子被他打破了)
pi	1	44	蓖屄边辫鞭
pi	2	13	臂碧璧壁=(墙~)别(~针)笔毕必逼
pi	3	42	彼比蝙扁匾
pi	5	35	斃秘(~密)闭泌痹憋变滗(~米汤‖《广韵》入声质韵鄙密切:去滓)
pʰi	1	44	批披匹篇偏编
pʰi	2	13	皮疲脾避琵枇弼僻便(~宜)
pʰi	3	42	鄙痞
pʰi	5	35	屁遍(一~)片骗
pʰi	6	21	被(一床~)被(~打)婢庇备鼻篦弊蔽陛币辩辨便(方~)
ti	1	44	爹=低颠癫
ti	2	13	的嫡敌滴=
ti	3	42	底抵点碘典
ti	5	35	帝店
tʰi	1	44	梯添天
tʰi	2	13	题堤提=跌甜田填
tʰi	3	42	体舔誊
tʰi	6	21	弟第地电殿奠佃垫簟靛(脱~：退色)
li	2	13	犁离梨璃篱
li	3	42	礼狸李里理鲤澧醴
li	5	35	厉励丽莉立笠粒力历栗
li	6	21	例荔利痢吏
li	0	0	哩(助词,既可用于句中动词或动词短语后表完成,又可用于句末肯定事态出现了变化或即将出现变化,与了基本相当)
ʦi	1	44	尖櫼(楔子;揳入 ‖《集韵》平声盐韵将廉切:说文楔也)
ʦi	2	13	即积迹绩脊=
ʦi	3	42	挤剪姐=(小~)
ʦi	5	35	祭际剂济煎(~药,~油)箭
ʦʰi	1	44	妻歼=签迁千
ʦʰi	2	13	齐脐钱前潜七漆膝𥉻(凑近看‖《广韵》去声霁韵七计切:视也)
ʦʰi	5	35	砌籍藉戚寂疾缉集辑嫉
si	1	44	西犀仙先闪(老鼠、蛇等一闪而过)□(白~子:白条鱼)□(形容词前缀:~咸)
si	2	13	习袭锡析席惜息熄媳悉
si	3	42	洗陕
si	5	35	细婿线羨鏾(~鸡:阉鸡)
ʨi	1	44	鸡知支枝肢饥肌基箕机肩沾坚粳瞻隻=兼
ʨi	2	13	蜘织职侄质吉激蛰汁执急级给吸击膱(油或油食物变质|《广韵》人声职韵之翼切:油败)
ʨi	3	42	几(茶~)己纪杞幾(~个)检展
ʨi	5	35	计继繫(~鞋带)智寄季记既见剑占战颤建键荐
ʨi	0	0	唧(伢~:男孩儿)
ʨʰi	1	44	溪欺牵谦
ʨʰi	2	13	池驰骑奇迟持-其沏棋期旗祈祁秩斥赤=钳乾虔
ʨʰi	3	42	启起遣=
ʨʰi	5	35	气汽去-器弃契直值殖植及极欠芡歉
ʨʰi	6	21	企技妓治俭徛(站|广韵》上声纸韵集绮切:立也)
ɕi	1	44	牺嬉熙希稀掀□(~风)□(通~：通条)
ɕi	2	13	识饰適释失湿贤嫌湿缠
ɕi	3	42	喜闪险
ɕi	5	35	戏食蚀实室十什拾石=现(~形)扇献
ɕi	6	21	系(~统)现(~饭)繋(桶子等器物上供手提的部分,箢箕~)善鳝禅(~让)件健
i	1	44	伊医衣依
i	2	13	移姨饴遗揖一壹□(副词,常用于否定句中,相当于一点都:~要不得:一点都不好)
i	3	42	椅已以
i	5	35	瞖意异日=忆亿益亦译易(交~)液腋燕(~子)□(熄灭)
i	6	21	易(~得)敥(撒:~灰(撒灰)|《集韵》去声艳韵以赡切:以手散物)
pu	3	42	补
pu	5	35	布
pʰu	1	44	铺(床~)捕
pʰu	2	13	蒲菩脯(胸~)仆(倒)扑卜覆不婆(外~)
pʰu	3	42	谱普潽(液体沸腾溢出)
pʰu	5	35	铺(店~)破
pʰu	6	21	部簿步
ku	1	44	姑孤箍估(~计)
ku	2	13	谷骨=
ku	3	42	古牯股鼓估(猜:~一~)□(~ka0:这么)
ku	5	35	过-(~去,动作)故固雇
kʰu	1	44	窠(鸟~:鸟窝)枯(食物松脆)□(榨油后的渣饼,有茶~,菜~等)
kʰu	3	42	苦
kʰu	5	35	库裤
xu	1	44	夫肤敷俘麸呼
xu	2	13	福幅蝠复腹忽
xu	3	42	府腑俯斧辅虎
xu	5	35	斛服伏富副付赋傅缚=(束~)讣戽□(鸡~子:阴囊)
ɣu	1	44	窠□(榨油后的渣饼,有茶~,菜~等)
ɣu	2	13	胡湖糊狐壶和(~牌)符扶芙哭
ɣu	6	21	户互护父腐附妇负
u	1	44	乌污巫诬□(~者:捂着)
u	2	13	吴(新派读法)无禾
u	3	42	五伍午武舞侮武鹉
u	5	35	握屋物
u	6	21	误(失~)雾务戊
ly	1	44	□(滚动)□(形容词前缀:~壮,很胖)□(~子;装鱼的篓子)
ly	3	42	吕旅累(~积)
ly	5	35	律
ly	6	21	虑滤类泪累(连~)
ʈy	1	44	猪诸居车(~马炮)诛蛛株朱珠拘(~板:呆板)俱
ʈy	3	42	煮主矩举
ʈy	5	35	著驻注蛀句橘剧(~烈,戏~)局锯据□(掏)
ʈʰy	1	44	区(地~)吹
ʈʰy	2	13	徐除薯渠厨殊瞿出屈拳-锤
ʈʰy	3	42	处(~理)
ʈʰy	5	35	处(到~)去=
ʈʰy	6	21	苧巨拒距柱住具橱
ʨy	2	13	□(~密:很密)𡎺(塞;~子:塞子|《广韵》人声屋韵侧六切:塞也)
ʨy	3	42	嘴
ʨy	5	35	醉
ʨʰy	1	44	蛆趋焌
ʨʰy	2	13	徐随垂□(~死:找死，骂人，詈语)
ʨʰy	3	42	取娶
ʨʰy	5	35	趣脆翠粹□(擦或揩)
ʨʰy	6	21	序叙绪聚袖(衫~)
ȵy	2	13	愚
ȵy	3	42	女
ȵy	6	21	语御遇寓
ɕy	1	44	书舒虚须需输(~赢,运~)虽绥
ɕy	2	13	戍戌
ɕy	3	42	暑鼠许髓水
ɕy	5	35	絮署岁税术述睡
ɕy	6	21	树瑞竖
y	1	44	淤
y	2	13	蜈(~蚣)如鱼渔余娱于榆愉□(把布、纸等向内捲或折)
y	3	42	雨宇禹羽
y	5	35	誉裕人域玉淤(~桶:尿桶)饫(喂:~饭 ‖《广韵》去声御韵依据切:饱也,厌也,赐也)
y	6	21	与芋预豫喻纬(~纱:织物上横的方向的纱或线)
pa	1	44	跛(脚瘸)掰班斑颁扳
pa	2	13	八捌
pa	3	42	摆板版
pa	5	35	拜霸(~蛮:蛮横;蛮干;勉强)扮绊(~一跤:摔一跤;苹果~下来:苹果跌落下来）
pʰa	1	44	攀
