正體	省写	/IPA/	[IPA]	注释
傢	家	tɕia˥	tɕiᴀ˦˥	
稼	稼	tɕia˥	tɕiᴀ˦˥	
加	加	tɕia˥	tɕiᴀ˦˥	
枷	枷	tɕia˥	tɕiᴀ˦˥	
伽	伽	tɕia˥	tɕiᴀ˦˥	
迦	迦	tɕia˥	tɕiᴀ˦˥	
咖	咖	tɕia˥	tɕiᴀ˦˥	
嘉	嘉	tɕia˥	tɕiᴀ˦˥	
夾	夹	tɕia˥	tɕiᴀ˦˥	即“茄”，~克衫
茄	茄	tɕia˥	tɕiᴀ˦˥	~克衫
甲	甲	tɕia˥	tɕiᴀ˦˥	指~壳
夾	夹	tɕia˨˩	tɕiᴀ˨˩	文读
挾	挟	tɕia˨˩	tɕiᴀ˨˩	~持
唊	唊	tɕia˨˩	tɕiᴀ˨˩	指人轻言妄语或口音不纯
濇	濇	tɕia˨˩	tɕiᴀ˨˩	~抠、~核桃，即小气
𠎸	𠎸	tɕia˨˩	tɕiᴀ˨˩	形容人差劲或不讲义气
嗇	啬	tɕia˨˩	tɕiᴀ˨˩	形容人差劲或不讲义气；~抠，即小气
甲	甲	tɕia˨˩	tɕiᴀ˨˩	
假	假	tɕia˦˨	tɕiᴀ˦˧	
賈	贾	tɕia˦˨	tɕiᴀ˦˧	姓氏
架	架	tɕia˩˧	tɕiᴀ˨˦	
駕	驾	tɕia˩˧	tɕiᴀ˨˦	
嫁	嫁	tɕia˩˧	tɕiᴀ˨˦	
價	价	tɕia˩˧	tɕiᴀ˨˦	
恰	恰	tɕʰia˨˩	tɕʰiᴀ˨˩	
洽	洽	tɕʰia˨˩	tɕʰiᴀ˨˩	
掐	掐	tɕʰia˨˩	tɕʰiᴀ˨˩	文读
匣	匣	tɕʰia˨˩	tɕʰiᴀ˨˩	
喫	吃	tɕʰia˨˩	tɕʰiᴀ˨˩	~䏵䏵；~亏；~苦
卡	卡	tɕʰia˦˨	tɕʰiᴀ˦˧	大拇指和食指张至最大时可衡量的长度
跒	跒	tɕʰia˦˨	tɕʰiᴀ˦˧	
下	下	ɕia˥	ɕiᴀ˦˥	地~
蝦	虾	ɕia˥	ɕiᴀ˦˥	
瑕	瑕	ɕia˥	ɕiᴀ˦˥	
霞	霞	ɕia˨˩	ɕiᴀ˨˩	
暇	暇	ɕia˨˩	ɕiᴀ˨˩	
瞎	瞎	ɕia˨˩	ɕiᴀ˨˩	
辖	辖	ɕia˨˩	ɕiᴀ˨˩	
斜	斜	ɕia˨˩	ɕiᴀ˨˩	~斗门
黠	黠	ɕia˨˩	ɕiᴀ˨˩	
俠	侠	ɕia˨˩	ɕiᴀ˨˩	
狹	狭	ɕia˨˩	ɕiᴀ˨˩	
挾	挟	ɕia˨˩	ɕiᴀ˨˩	
峽	峡	ɕia˨˩	ɕiᴀ˨˩	
硤	硖	ɕia˨˩	ɕiᴀ˨˩	
嚇	吓	ɕia˨˩	ɕiᴀ˨˩	~唬
下	下	ɕia˩˧	ɕiᴀ˨˦	
夏	夏	ɕia˩˧	ɕiᴀ˨˦	
廈	厦	ɕia˩˧	ɕiᴀ˨˦	~门
鴉	鸦	ʑa˥	jʱᴀ˦˥	
呀	呀	ʑa˥	jʱᴀ˦˥	
丫	丫	ʑa˥	jʱᴀ˦˥	
椏	桠	ʑa˥	jʱᴀ˦˥	
鴨	鸭	ʑa˨˩	jʱᴀ˨˩	
押	押	ʑa˨˩	jʱᴀ˨˩	
壓	压	ʑa˨˩	jʱᴀ˨˩	~岁
衙	衙	ʑa˨˩	jʱᴀ˨˩	
牙	牙	ʑa˨˩	jʱᴀ˨˩	
伢	伢	ʑa˨˩	jʱᴀ˨˩	
蚜	蚜	ʑa˨˩	jʱᴀ˨˩	
呀	呀	ʑa˨˩	jʱᴀ˨˩	哎~
涯	涯	ʑa˨˩	jʱᴀ˨˩	
爺	爷	ʑa˨˩	jʱᴀ˨˩	老~车
啞	哑	ʑa˦˨	jʱᴀ˦˧	
鴉	鸦	ʑa˦˨	jʱᴀ˦˧	~片烟；~片花
訝	讶	ʑa˦˨	jʱᴀ˦˧	
雅	雅	ʑa˦˨	jʱᴀ˦˧	
夜	夜	ʑa˦˨	jʱᴀ˦˧	~郎
亞	亚	ʑa˦˨	jʱᴀ˦˧	东~
亞	亚	ʑa˩˧	jʱᴀ˨˦	
壓	压	ʑa˩˧	jʱᴀ˨˦	文读
砑	砑	ʑa˩˧	jʱᴀ˨˦	文读
雅	雅	ʑa˩˧	jʱᴀ˨˦	湘~村
抓	抓	tsua˥	tsuᴀ˦˥	
苴	苴	tsua˥	tsuᴀ˦˥	
蚱	蚱	tsua˥	tsuᴀ˦˥	蚂~
吒	吒	tsua˥	tsuᴀ˦˥	哪~
啄	啄	tsua˨˩	tsuᴀ˨˩	
吒	吒	tsua˨˩	tsuᴀ˨˩	
撾	挝	tsua˨˩	tsuᴀ˨˩	外~，即外加、连带
膼	膼	tsua˨˩	tsuᴀ˨˩	用脚踢
蚱	蚱	tsua˨˩	tsuᴀ˨˩	~蜢
砸	砸	tsua˨˩	tsuᴀ˨˩	~药罐；~丢
爪	爪	tsua˦˨	tsuᴀ˦˧	文读
唰	唰	tsʰua˦˨	tsʰuᴀ˦˧	
刷	刷	sua˨˩	suᴀ˨˩	
耍	耍	sua˦˨	suᴀ˦˧	
廈	厦	sua˦˨	suᴀ˦˧	
灑	洒	sua˦˨	suᴀ˦˧	潇~
挼	挼	zua˨˩	zuᴀ˨˩	搓揉
瓜	瓜	kua˥	ɟ̊uᴀ˦˥	
呱	呱	kua˥	ɟ̊uᴀ˦˥	
刮	刮	kua˨˩	ɟ̊uᴀ˨˩	
括	括	kua˨˩	ɟ̊uᴀ˨˩	
颳	颳	kua˨˩	ɟ̊uᴀ˨˩	
蝈	蝈	kua˨˩	ɟ̊uᴀ˨˩	
嘓	啯	kua˨˩	ɟ̊uᴀ˨˩	
虢	虢	kua˨˩	ɟ̊uᴀ˨˩	
剮	剐	kua˦˨	ɟ̊uᴀ˦˧	扒衣服
寡	寡	kua˦˨	ɟ̊uᴀ˦˧	
拐	拐	kua˦˨	ɟ̊uᴀ˦˧	左~~，指左撇子；~走
卦	卦	kua˩˧	ɟ̊uᴀ˨˦	
掛	挂	kua˩˧	ɟ̊uᴀ˨˦	
褂	褂	kua˩˧	ɟ̊uᴀ˨˦	
啩	啩	kua˩˧	ɟ̊uᴀ˨˦	
夸	夸	kʰua˥	cʰuᴀ˦˥	
誇	夸	kʰua˥	cʰuᴀ˦˥	
廓	廓	kʰua˨˩	cʰuᴀ˨˩	
垮	垮	kʰua˦˨	cʰuᴀ˦˧	
掛	挂	kʰua˦˨	cʰuᴀ˦˧	~裤子
侃	侃	kʰua˦˨	cʰuᴀ˦˧	屄~卵~，形容人胡搅蛮缠
髂	髂	kʰua˩˧	cʰuᴀ˨˦	
䯊	䯊	kʰua˩˧	cʰuᴀ˨˦	
跨	跨	kʰua˩˧	cʰuᴀ˨˦	
胯	胯	kʰua˩˧	cʰuᴀ˨˦	文读
绔	绔	kʰua˩˧	cʰuᴀ˨˦	
袴	袴	kʰua˩˧	cʰuᴀ˨˦	
花	花	xua˥	çuᴀ˦˥	
化	化	xua˥	çuᴀ˦˥	叫~子
㩇	㩇	xua˥	çuᴀ˦˥	切割
華	华	xua˨˩	çuᴀ˨˩	
樺	桦	xua˨˩	çuᴀ˨˩	
劃	划	xua˨˩	çuᴀ˨˩	~船
搳	搳	xua˨˩	çuᴀ˨˩	~拳
滑	滑	xua˨˩	çuᴀ˨˩	
猾	猾	xua˨˩	çuᴀ˨˩	
嘩	哗	xua˦˨	çuᴀ˦˧	
華	华	xua˩˧	çuᴀ˨˦	姓氏；~山
畫	画	xua˩˧	çuᴀ˨˦	
劃	划	xua˩˧	çuᴀ˨˦	笔~；~分；~钱
話	话	xua˩˧	çuᴀ˨˦	
化	化	xua˩˧	çuᴀ˨˦	
杹	杹	xua˩˧	çuᴀ˨˦	
蛙	蛙	wa˥	wʱᴀ˦˥	
哇	哇	wa˥	wʱᴀ˦˥	夜~子，即猫头鹰幼崽
窪	洼	wa˥	wʱᴀ˦˥	山~~，即山谷
媧	娲	wa˥	wʱᴀ˦˥	
挖	挖	wa˥	wʱᴀ˦˥	
𢰸	𢰸	wa˥	wʱᴀ˦˥	~亡，指做事过分，毫无底线
娃	娃	wa˨˩	wʱᴀ˨˩	
襪	袜	wa˨˩	wʱᴀ˨˩	
瓦	瓦	wa˦˨	wʱᴀ˦˧	
𣁳	𣁳	wa˦˨	wʱᴀ˦˧	用瓢~
𦧌	𦧌	wa˦˨	wʱᴀ˦˧	即“𣁳”
搲	搲	wa˦˨	wʱᴀ˦˧	
㧚	㧚	wa˦˨	wʱᴀ˦˧	
碗	碗	wa˦˨	wʱᴀ˦˧	~儿糕
哇	哇	wa˦˨	wʱᴀ˦˧	唤牛、马停住声音
窪	洼	wa˩˧	wʱᴀ˨˦	
哇	哇	wa˩˧	wʱᴀ˨˦	婴儿啼哭声
鴰	鸹	wa˩˧	wʱᴀ˨˦	老~，即乌鸦
凹	凹	wa˩˧	wʱᴀ˨˦	
佤	佤	wa˩˧	wʱᴀ˨˦	
波	波	po˥	b̥ɔ˦˥	
玻	玻	po˥	b̥ɔ˦˥	
菠	菠	po˥	b̥ɔ˦˥	
啵	啵	po˥	b̥ɔ˦˥	
蕃	蕃	po˥	b̥ɔ˦˥	吐~
鉢	钵	po˨˩	b̥ɔ˨˩	
撥	拨	po˨˩	b̥ɔ˨˩	
潑	泼	po˨˩	b̥ɔ˨˩	活~
鈸	钹	po˨˩	b̥ɔ˨˩	
脖	脖	po˨˩	b̥ɔ˨˩	
博	博	po˨˩	b̥ɔ˨˩	
膊	膊	po˨˩	b̥ɔ˨˩	
縛	缚	po˨˩	b̥ɔ˨˩	
餺	馎	po˨˩	b̥ɔ˨˩	
薄	薄	po˨˩	b̥ɔ˨˩	
剝	剥	po˨˩	b̥ɔ˨˩	
駁	驳	po˨˩	b̥ɔ˨˩	
雹	雹	po˨˩	b̥ɔ˨˩	~子
般	般	po˨˩	b̥ɔ˨˩	~若
簸	簸	po˦˨	b̥ɔ˦˧	
笸	笸	po˦˨	b̥ɔ˦˧	
播	播	po˩˧	b̥ɔ˨˦	
薄	薄	po˩˧	b̥ɔ˨˦	~荷
撥	拨	po˩˧	b̥ɔ˨˦	~款
坡	坡	pʰo˥	pʰɔ˦˥	
岥	岥	pʰo˥	pʰɔ˦˥	
陂	陂	pʰo˥	pʰɔ˦˥	~陀
潑	泼	pʰo˨˩	pʰɔ˨˩	
婆	婆	pʰo˨˩	pʰɔ˨˩	
鄱	鄱	pʰo˨˩	pʰɔ˨˩	
釙	钋	pʰo˨˩	pʰɔ˨˩	
颇	颇	pʰo˦˨	pʰɔ˦˧	
剖	剖	pʰo˦˨	pʰɔ˦˧	文读
叵	叵	pʰo˦˨	pʰɔ˦˧	
破	破	pʰo˩˧	pʰɔ˨˦	
剖	剖	pʰo˩˧	pʰɔ˨˦	白读
磨	磨	mo˥	mᵇɔ˦˥	~时间
摩	摩	mo˥	mᵇɔ˦˥	
摹	摹	mo˥	mᵇɔ˦˥	
摸	摸	mo˥	mᵇɔ˦˥	
模	模	mo˥	mᵇɔ˦˥	~特
麼	么	mo˥	mᵇɔ˦˥	什~；这~
磨	磨	mo˨˩	mᵇɔ˨˩	
蘑	蘑	mo˨˩	mᵇɔ˨˩	
魔	魔	mo˨˩	mᵇɔ˨˩	
末	末	mo˨˩	mᵇɔ˨˩	
沫	沫	mo˨˩	mᵇɔ˨˩	
茉	茉	mo˨˩	mᵇɔ˨˩	
莫	莫	mo˨˩	mᵇɔ˨˩	
模	模	mo˨˩	mᵇɔ˨˩	文读
膜	膜	mo˨˩	mᵇɔ˨˩	
寞	寞	mo˨˩	mᵇɔ˨˩	
牟	牟	mo˨˩	mᵇɔ˨˩	释迦~尼
無	无	mo˨˩	mᵇɔ˨˩	南~，佛教用语
麼	么	mo˨˩	mᵇɔ˨˩	
麼	麽	mo˨˩	mᵇɔ˨˩	
麼	庅	mo˨˩	mᵇɔ˨˩	
嚒	嚒	mo˨˩	mᵇɔ˨˩	
尛	尛	mo˨˩	mᵇɔ˨˩	
抹	抹	mo˦˨	mᵇɔ˦˧	
磨	磨	mo˩˧	mᵇɔ˨˦	推~杠
多	多	to˥	d̥ɔ˦˥	
哆	哆	to˥	d̥ɔ˦˥	
朵	朵	to˥	d̥ɔ˦˥	耳~
奪	夺	to˨˩	d̥ɔ˨˩	
鐸	铎	to˨˩	d̥ɔ˨˩	
度	度	to˨˩	d̥ɔ˨˩	揣~
剟	剟	to˨˩	d̥ɔ˨˩	文读，即“戳”
搠	搠	to˨˩	d̥ɔ˨˩	即“戳”
戳	戳	to˨˩	d̥ɔ˨˩	白读
咄	咄	to˨˩	d̥ɔ˨˩	
矬	矬	to˨˩	d̥ɔ˨˩	矮~~，蔑称，指矮子
朵	朵	to˦˨	d̥ɔ˦˧	量词
躲	躲	to˦˨	d̥ɔ˦˧	
舵	舵	to˩˧	d̥ɔ˨˦	
馱	驮	to˩˧	d̥ɔ˨˦	~起，指安放；一~，量词；~子，即底座
拸	拸	to˩˧	d̥ɔ˨˦	
惰	惰	to˩˧	d̥ɔ˨˦	
墮	堕	to˩˧	d̥ɔ˨˦	
剁	剁	to˩˧	d̥ɔ˨˦	
跺	跺	to˩˧	d̥ɔ˨˦	
拖	拖	tʰo˥	tʰɔ˦˥	
馱	驮	tʰo˨˩	tʰɔ˨˩	
托	托	tʰo˨˩	tʰɔ˨˩	
託	讬	tʰo˨˩	tʰɔ˨˩	
飥	饦	tʰo˨˩	tʰɔ˨˩	
砣	砣	tʰo˨˩	tʰɔ˨˩	
陀	陀	tʰo˨˩	tʰɔ˨˩	
駝	驼	tʰo˨˩	tʰɔ˨˩	
坨	坨	tʰo˨˩	tʰɔ˨˩	
佗	佗	tʰo˨˩	tʰɔ˨˩	
脫	脱	tʰo˨˩	tʰɔ˨˩	
妥	妥	tʰo˦˨	tʰɔ˦˧	
唾	唾	tʰo˦˨	tʰɔ˦˧	
脫	脱	tʰo˦˨	tʰɔ˦˧	~肛
囉	啰	lo˥	l̃ɔ˦˥	
落	落	lo˥	l̃ɔ˦˥	~巴，指最后一名
摞	摞	lo˥	l̃ɔ˦˥	一窝~，指一大堆
螺	螺	lo˥	l̃ɔ˦˥	圆~~；~~转，指晕头转向；蛤~，即陀螺
搙	搙	lo˥	l̃ɔ˦˥	睡~~
喏	喏	lo˥	l̃ɔ˦˥	即“搙”
挪	挪	lo˥	l̃ɔ˦˥	~动
咯	咯	lo˥	l̃ɔ˦˥	~嘛，疑问句句尾，相当于“吗”
羅	罗	lo˨˩	l̃ɔ˨˩	
鑼	锣	lo˨˩	l̃ɔ˨˩	
籮	箩	lo˨˩	l̃ɔ˨˩	
蘿	萝	lo˨˩	l̃ɔ˨˩	
騾	骡	lo˨˩	l̃ɔ˨˩	
螺	螺	lo˨˩	l̃ɔ˨˩	
腡	脶	lo˨˩	l̃ɔ˨˩	
洛	洛	lo˨˩	l̃ɔ˨˩	
落	落	lo˨˩	l̃ɔ˨˩	
駱	骆	lo˨˩	l̃ɔ˨˩	
酪	酪	lo˨˩	l̃ɔ˨˩	
絡	络	lo˨˩	l̃ɔ˨˩	
烙	烙	lo˨˩	l̃ɔ˨˩	
咯	咯	lo˨˩	l̃ɔ˨˩	句末语气词
樂	乐	lo˨˩	l̃ɔ˨˩	
諾	诺	lo˨˩	l̃ɔ˨˩	~贝尔；~苏
喏	喏	lo˨˩	l̃ɔ˨˩	
挪	挪	lo˨˩	l̃ɔ˨˩	
儺	傩	lo˨˩	l̃ɔ˨˩	
難	难	lo˨˩	l̃ɔ˨˩	阿~
倮	倮	lo˦˨	l̃ɔ˦˧	
裸	裸	lo˦˨	l̃ɔ˦˧	
謱	謱	lo˦˨	l̃ɔ˦˧	~謰，指说话啰嗦或做事裹搅
糯	糯	lo˩˧	l̃ɔ˨˦	
摞	摞	lo˩˧	l̃ɔ˨˦	
諾	诺	lo˩˧	l̃ɔ˨˦	
做	做	tso˨˩	tsɔ˨˩	~爱
作	作	tso˨˩	tsɔ˨˩	
昨	昨	tso˨˩	tsɔ˨˩	
著	着	tso˨˩	tsɔ˨˩	文读
桌	桌	tso˨˩	tsɔ˨˩	
卓	卓	tso˨˩	tsɔ˨˩	
茁	茁	tso˨˩	tsɔ˨˩	~壮
琢	琢	tso˨˩	tsɔ˨˩	
捉	捉	tso˨˩	tsɔ˨˩	
鐲	镯	tso˨˩	tsɔ˨˩	
濯	濯	tso˨˩	tsɔ˨˩	
酌	酌	tso˨˩	tsɔ˨˩	
左	左	tso˦˨	tsɔ˦˧	
佐	佐	tso˦˨	tsɔ˦˧	
這	这	tso˦˨	tsɔ˦˧	“这个”合音
坐	坐	tso˩˧	tsɔ˨˦	
座	座	tso˩˧	tsɔ˨˦	
佐	佐	tso˩˧	tsɔ˨˦	扎~
搓	搓	tsʰo˥	tsʰɔ˦˥	
蹉	蹉	tsʰo˥	tsʰɔ˦˥	
初	初	tsʰo˥	tsʰɔ˦˥	~~，指刚开始的时候
撮	撮	tsʰo˨˩	tsʰɔ˨˩	
拙	拙	tsʰo˨˩	tsʰɔ˨˩	~笨
涰	涰	tsʰo˨˩	tsʰɔ˨˩	
啜	啜	tsʰo˨˩	tsʰɔ˨˩	
戳	戳	tsʰo˨˩	tsʰɔ˨˩	文读
綽	绰	tsʰo˨˩	tsʰɔ˨˩	
踔	踔	tsʰo˨˩	tsʰɔ˨˩	闲逛
促	促	tsʰo˨˩	tsʰɔ˨˩	白读
齪	龊	tsʰo˨˩	tsʰɔ˨˩	
踀	踀	tsʰo˨˩	tsʰɔ˨˩	
濁	浊	tsʰo˨˩	tsʰɔ˨˩	霉~，即倒霉；瞎~~
昨	昨	tsʰo˨˩	tsʰɔ˨˩	~天
鑿	凿	tsʰo˨˩	tsʰɔ˨˩	
嗾	嗾	tsʰo˦˨	tsʰɔ˦˧	~狗
挫	挫	tsʰo˦˨	tsʰɔ˦˧	~折
挫	挫	tsʰo˩˧	tsʰɔ˨˦	
銼	锉	tsʰo˩˧	tsʰɔ˨˦	
矬	矬	tsʰo˩˧	tsʰɔ˨˦	
脞	脞	tsʰo˩˧	tsʰɔ˨˦	
唑	唑	tsʰo˩˧	tsʰɔ˨˦	
錯	错	tsʰo˩˧	tsʰɔ˨˦	
措	措	tsʰo˩˧	tsʰɔ˨˦	
鑿	凿	tsʰo˩˧	tsʰɔ˨˦	~子
蓑	蓑	so˥	sɔ˦˥	
簑	簑	so˥	sɔ˦˥	
梭	梭	so˥	sɔ˦˥	
唆	唆	so˥	sɔ˦˥	
嗦	嗦	so˥	sɔ˦˥	
掇	掇	so˥	sɔ˦˥	撺~，指唆使
趖	趖	so˥	sɔ˦˥	
窣	窣	so˥	sɔ˦˥	
說	说	so˨˩	sɔ˨˩	
率	率	so˨˩	sɔ˨˩	
蟀	蟀	so˨˩	sɔ˨˩	
索	索	so˨˩	sɔ˨˩	
朔	朔	so˨˩	sɔ˨˩	
溯	溯	so˨˩	sɔ˨˩	追本~源
𣷥	𣷥	so˨˩	sɔ˨˩	
碩	硕	so˨˩	sɔ˨˩	
勺	勺	so˨˩	sɔ˨˩	
芍	芍	so˨˩	sɔ˨˩	
縮	缩	so˨˩	sɔ˨˩	
鎖	锁	so˦˨	sɔ˦˧	
瑣	琐	so˦˨	sɔ˦˧	
叒	叒	zo˨˩	zɔ˨˩	
若	若	zo˨˩	zɔ˨˩	
楉	楉	zo˨˩	zɔ˨˩	
箬	箬	zo˨˩	zɔ˨˩	
弱	弱	zo˨˩	zɔ˨˩	
篛	篛	zo˨˩	zɔ˨˩	
偌	偌	zo˦˨	zɔ˦˧	
歌	歌	ko˥	ɟ̊ɔ˦˥	
哥	哥	ko˥	ɟ̊ɔ˦˥	
牁	牁	ko˥	ɟ̊ɔ˦˥	
牱	牱	ko˥	ɟ̊ɔ˦˥	
鍋	锅	ko˥	ɟ̊ɔ˦˥	
戈	戈	ko˥	ɟ̊ɔ˦˥	
鴿	鸽	ko˨˩	ɟ̊ɔ˨˩	
割	割	ko˨˩	ɟ̊ɔ˨˩	
葛	葛	ko˨˩	ɟ̊ɔ˨˩	
佮	佮	ko˨˩	ɟ̊ɔ˨˩	相處
合	合	ko˨˩	ɟ̊ɔ˨˩	体积单位，一合相当于一百毫升
各	各	ko˨˩	ɟ̊ɔ˨˩	
閣	阁	ko˨˩	ɟ̊ɔ˨˩	
擱	搁	ko˨˩	ɟ̊ɔ˨˩	
咯	咯	ko˨˩	ɟ̊ɔ˨˩	文读
郭	郭	ko˨˩	ɟ̊ɔ˨˩	
椁	椁	ko˨˩	ɟ̊ɔ˨˩	
槨	槨	ko˨˩	ɟ̊ɔ˨˩	
箇	个	ko˨˩	ɟ̊ɔ˨˩	~人；~旧
角	角	ko˨˩	ɟ̊ɔ˨˩	㮟㮟~~；三~形；牛~；~逆
覺	觉	ko˨˩	ɟ̊ɔ˨˩	不警不~
腳	脚	ko˨˩	ɟ̊ɔ˨˩	吊~楼
果	果	ko˨˩	ɟ̊ɔ˨˩	毛辣~，即番茄
果	果	ko˦˨	ɟ̊ɔ˦˧	
裹	裹	ko˦˨	ɟ̊ɔ˦˧	
個	个	ko˩˧	ɟ̊ɔ˨˦	
箇	个	ko˩˧	ɟ̊ɔ˨˦	
過	过	ko˩˧	ɟ̊ɔ˨˦	
咯	咯	ko˩˧	ɟ̊ɔ˨˦	鸡~~
軻	轲	kʰo˥	cʰɔ˦˥	
柯	柯	kʰo˥	cʰɔ˦˥	
苛	苛	kʰo˥	cʰɔ˦˥	
科	科	kʰo˥	cʰɔ˦˥	
棵	棵	kʰo˥	cʰɔ˦˥	
顆	颗	kʰo˥	cʰɔ˦˥	白读
窠	窠	kʰo˥	cʰɔ˦˥	
擱	搁	kʰo˥	cʰɔ˦˥	放下
毃	毃	kʰo˥	cʰɔ˦˥	白读
磕	磕	kʰo˨˩	cʰɔ˨˩	
瞌	瞌	kʰo˨˩	cʰɔ˨˩	
嗑	嗑	kʰo˨˩	cʰɔ˨˩	侃天~地
喝	喝	kʰo˨˩	cʰɔ˨˩	鬼声~气
渴	渴	kʰo˨˩	cʰɔ˨˩	
殼	壳	kʰo˨˩	cʰɔ˨˩	
確	确	kʰo˨˩	cʰɔ˨˩	~得定，表示能完成；~不定，表示不能完成
榷	榷	kʰo˨˩	cʰɔ˨˩	
搉	搉	kʰo˨˩	cʰɔ˨˩	
傕	傕	kʰo˨˩	cʰɔ˨˩	
毃	毃	kʰo˨˩	cʰɔ˨˩	文读
塙	塙	kʰo˨˩	cʰɔ˨˩	
恪	恪	kʰo˨˩	cʰɔ˨˩	
可	可	kʰo˦˨	cʰɔ˦˧	
坷	坷	kʰo˦˨	cʰɔ˦˧	
棵	棵	kʰo˦˨	cʰɔ˦˧	草~
顆	颗	kʰo˦˨	cʰɔ˦˧	文读
課	课	kʰo˩˧	cʰɔ˨˦	
騍	骒	kʰo˩˧	cʰɔ˨˦	
擱	搁	kʰo˩˧	cʰɔ˨˦	长时间放置
咯	咯	kʰo˩˧	cʰɔ˨˦	呛
惡	恶	ŋo˨˩	ɲᶡɔ˨˩	
歺	歺	ŋo˨˩	ɲᶡɔ˨˩	及“歹”
我	我	ŋo˦˨	ɲᶡɔ˦˧	
個	个	ŋo˩˧	ɲᶡɔ˨˦	这~，程度副词，表示“这么”
喝	喝	xo˥	çɔ˦˥	~鼾
呼	呼	xo˥	çɔ˦˥	呜~
呵	呵	xo˥	çɔ˦˥	文读
和	和	xo˥	çɔ˦˥	即“乎”
乎	乎	xo˥	çɔ˦˥	热~
蠚	蠚	xo˥	çɔ˦˥	~人，指细小的针或毛发残留在皮肤上导致奇痒或刺痛；欺骗
河	河	xo˨˩	çɔ˨˩	
何	何	xo˨˩	çɔ˨˩	
荷	荷	xo˨˩	çɔ˨˩	
和	和	xo˨˩	çɔ˨˩	
禾	禾	xo˨˩	çɔ˨˩	
合	合	xo˨˩	çɔ˨˩	
盒	盒	xo˨˩	çɔ˨˩	
喝	喝	xo˨˩	çɔ˨˩	
活	活	xo˨˩	çɔ˨˩	
壑	壑	xo˨˩	çɔ˨˩	
貉	貉	xo˨˩	çɔ˨˩	
鶴	鹤	xo˨˩	çɔ˨˩	
霍	霍	xo˨˩	çɔ˨˩	
藿	藿	xo˨˩	çɔ˨˩	
豁	豁	xo˨˩	çɔ˨˩	
蠚	蠚	xo˨˩	çɔ˨˩	~麻，即荨麻
郝	郝	xo˨˩	çɔ˨˩	
火	火	xo˦˨	çɔ˦˧	
夥	伙	xo˦˨	çɔ˦˧	
呵	呵	xo˦˨	çɔ˦˧	白读
吁	吁	xo˦˨	çɔ˦˧	语气词，表示不屑一顾
賀	贺	xo˩˧	çɔ˨˦	
貨	货	xo˩˧	çɔ˨˦	
禍	祸	xo˩˧	çɔ˨˦	
和	和	xo˩˧	çɔ˨˦	加~；~面
荷	荷	xo˩˧	çɔ˨˦	
阿	阿	ɣo˥	ɣɔ˦˥	~胶；~弥陀佛；~房宫；~难
屙	屙	ɣo˥	ɣɔ˦˥	
倭	倭	ɣo˥	ɣɔ˦˥	
窩	窝	ɣo˥	ɣɔ˦˥	
喔	喔	ɣo˥	ɣɔ˦˥	
撾	挝	ɣo˥	ɣɔ˦˥	老~
凹	凹	ɣo˥	ɣɔ˦˥	~进去
鋨	锇	ɣo˨˩	ɣɔ˨˩	
蛾	蛾	ɣo˨˩	ɣɔ˨˩	
峨	峨	ɣo˨˩	ɣɔ˨˩	
俄	俄	ɣo˨˩	ɣɔ˨˩	
娥	娥	ɣo˨˩	ɣɔ˨˩	
鵝	鹅	ɣo˨˩	ɣɔ˨˩	
訛	讹	ɣo˨˩	ɣɔ˨˩	
惡	恶	ɣo˨˩	ɣɔ˨˩	~心
噁	噁	ɣo˨˩	ɣɔ˨˩	
噁		ɣo˨˩	ɣɔ˨˩	
咹	咹	ɣo˨˩	ɣɔ˨˩	
斡	斡	ɣo˨˩	ɣɔ˨˩	
鄂	鄂	ɣo˨˩	ɣɔ˨˩	
腭	腭	ɣo˨˩	ɣɔ˨˩	
噩	噩	ɣo˨˩	ɣɔ˨˩	
鱷	鳄	ɣo˨˩	ɣɔ˨˩	
握	握	ɣo˨˩	ɣɔ˨˩	
齷	龌	ɣo˨˩	ɣɔ˨˩	
沃	沃	ɣo˨˩	ɣɔ˨˩	
肟	肟	ɣo˨˩	ɣɔ˨˩	
遏	遏	ɣo˨˩	ɣɔ˨˩	
罯	罯	ɣo˨˩	ɣɔ˨˩	密封不透气
餓	饿	ɣo˩˧	ɣɔ˨˦	
臥	卧	ɣo˩˧	ɣɔ˨˦	
哦	哦	Øo˥	Øɔ˦˥	句末语气词，表示提醒或警告
噢	噢	Øo˥	Øɔ˦˥	
嗚	呜	Øo˨˩	Øɔ˨˩	~呼
哦	哦	Øo˨˩	Øɔ˨˩	~呵，即“呜呼”，表示感叹
哦	哦	Øo˦˨	Øɔ˦˧	应答语，表示“知道了”
噢	噢	Øo˦˨	Øɔ˦˧	
吘	吘	Øo˩˧	Øɔ˨˦	
了	了	Øo˩˧	Øɔ˨˦	白读二
略	略	nio˨˩	nᵈiɔ˨˩	
掠	掠	nio˨˩	nᵈiɔ˨˩	
虐	虐	nio˨˩	nᵈiɔ˨˩	
瘧	疟	nio˨˩	nᵈiɔ˨˩	
爵	爵	tɕio˨˩	tɕiɔ˨˩	
腳	脚	tɕio˨˩	tɕiɔ˨˩	
攪	搅	tɕio˨˩	tɕiɔ˨˩	王大妈裹~又臭又长，形容说话或行文啰嗦，通“裹脚”
覺	觉	tɕio˨˩	tɕiɔ˨˩	~得；发~；~悟
