来源：	任冲 2018《山西偏关方言语音研究》；sainirwuu, Skanda, Hynuza 整理录入
tɕʰ	［1］侵钦亲卿清轻{～重，年～}青蜻倾［2］琴禽擒勤芹情晴［3］寝请顷［5］吣{猫～}亲{～家}庆磬
ɕ	［1］心辛新薪欣兴{～旺}星腥馨［2］寻行{～为}形型刑陉{井～}荥{～阳}［3］省{反～}醒［5］信衅{挑～}兴{高～}杏幸性姓
Ø	［1］音阴荫{屋子很～}因姻殷应{～当}鹰莺鹦{～鹉}樱{～桃}英婴缨［2］吟淫银蝇迎盈赢营茔萤［3］饮{～酒}寅引隐尹影颖［5］窨{地～子}饮{～马}洇印应{～对}映
#uɤŋ
t	［1］敦{～厚}墩蹲东冬［3］董懂［5］沌顿钝遁盾{矛～}动冻栋洞
tʰ	［1］通熥{把凉了的熟食物再蒸热或烤热}［2］屯豚臀囤饨{馄～}同铜桐童瞳［3］筒桶捅{～破了}统□{：臭～子：狐臭}□{被圪～：被窝}［5］痛
n	［2］农脓侬浓
l	［2］论{～语}仑伦沦轮笼聋隆龙［3］拢陇垅［5］弄论{议～}
ts	［1］尊撙遵棕鬃{马～}宗踪［3］总［5］粽纵{～横}纵{放～}
tsʰ	［1］村忖皴{脸皱}聪匆葱囱{烟～}丛［2］存从{～容}从{跟～}［5］寸
s	［1］孙松嵩［2］□{：精液，本字为“尸+从”，上下结构}［3］损榫{～头}怂{～恿}［5］送宋诵颂讼
tʂ	［1］中{当～}忠终钟盅［3］准冢种{～类}肿［5］中{射～}众仲重{轻～}种{～树}
tʂʰ	［1］椿{～树}春充冲{～水}舂{～米}［2］唇纯莼{～菜}醇{酒味～}虫崇重{～复}［3］蠢宠［5］铳{旧时指枪一类的火器}冲{气～}
ʂ	［5］顺舜
ʐ	［2］戎绒茸{参～}冗{～长}［5］润闰
k	［1］公蚣{蜈～}工功攻{～击}弓躬宫恭□{不～大：短}［3］滚汞拱{～手}巩{～固}供{～给，～不起}［5］棍贡共翁-{冰～}供{上～}共
kʰ	［1］昆坤空{～虚}［3］捆孔恐［5］困控空{～缺}
x	［1］昏婚荤轰烘{～干}［2］魂馄{～饨}浑{～浊}弘宏红洪鸿虹［3］哄{～骗}［5］混{相～，～沌}哄{起～}
#yɤŋ
tɕ	［1］均钧菌君军［3］窘迥{～然不同}［5］俊浚{：疏通河道}郡
tɕʰ	［2］群裙穷
ɕ	［1］熏薰荤兄胸凶{吉～}［2］荀旬循巡熊雄［5］逊讯迅殉训
Ø	［1］雍臃庸拥［2］匀云荣融容蓉{芙～}镕［3］允永泳咏甬{～道}勇湧［5］熨煴韵运晕孕用
#ᴀʔ
p	［7］钵拨钹勃饽博剥{～皮}驳□{水圪～：水坑儿}脖{围～子：围巾}
pʰ	［7］泼朴扑醭{醋生白～}仆瀑
m	［7］末沫抹莫膜幕摸陌{～生}木
f	［7］发
v	［7］握沃
tʰ	［7］特
n	［7］纳
l	［7］拉
ts	［7］则泽择{～菜，选～}宅砟{：剁，把肉～碎做馅儿}
tsʰ	［7］侧={～面}策册衩{倒～～：口袋}
s	［7］瑟色啬{吝～}
tʂ	［7］折{～叠}褶{～子}蛰{惊～}哲蜇{蝎子～人}折{～断}浙着{睡～，附～}
tʂʰ	［7］徹撤辙
ʂ	［7］涉舍设折{弄～了}芍{～药花}
ʐ	［7］若弱
k	［7］鸽割葛各阁搁胳{～臂}格革隔
kʰ	［7］磕客={～气}咳壳颏{下～子：下巴}
x	［7］合升喝{～酒}盒烟喝{～彩，吆～}郝{姓}鹤
ŋ	［7］鄂恶{善～}额扼轭
#uᴀʔ
t	［7］夺铎踱
tʰ	［7］脱托□{舒～：舒服}
n	［7］诺
l	［7］落{～下来}洛络乐{快～}
ts	［7］作{～坊，工～}昨
s	［7］索{绳～}吮
tʂ	［7］拙酌桌琢啄涿{～州}浊捉镯{～子}
tʂʰ	［7］绰{宽～}㪕{～起棍子}戳
ʂ	［7］说{～话}朔
k	［7］郭
kʰ	［7］括{包～}廓扩{～充}
x	［7］豁{～然}活或惑获
#iɛʔ
p	［7］鳖别-{离～}憋百柏伯白-{～生生}帛碧掰
pʰ	［7］撇{～捺，～开}泊{梁山～}迫拍魄
m	［7］灭蔑{竹～}麦脉
t	［7］跌叠碟牒蝶谍
tʰ	［7］帖{碑～，请～}贴铁
n	［7］孽捏虐疟{～疾}逆{顺～，～风}
l	［7］列烈裂
tɕ	［7］接捷杰节截结洁脚角-{豆～}戟秸{豆～子}
tɕʰ	［7］妾劫怯{畏～}切{～开}缺客-{～人}
ɕ	［7］胁协楔{～子}学-{～校}
Ø	［7］靥{酒～}叶页业噎{～住了}约药钥{～匙}岳乐{音～}
#yɛʔ
l	［7］略掠
tɕ	［7］绝崛厥撅爵蹶獗撅{：把树枝～断}橛{～子：刨土工具}决噘{日～：骂}诀嚼䦆{～头，大锄}觉{知～}角={三～形}饺{～子}
tɕʰ	［7］缺雀鹊{喜～}确榷{商～}
ɕ	［7］薛雪血穴削{剥～}学-{～艺}
Ø	［7］悦阅月越曰粤
#əʔ
p	［7］不
m	［7］没{沉～，～有}目
f	［7］佛{仿～}佛{～像}缚福幅蝠{蝙～}腹覆{反～}服伏栿{～梁}复{～兴}
v	［7］物勿屋
t	［7］得{～脑：人的头}
tʰ	［7］忒{～好}
ts	［7］侧-{～楞}窄指-{～头}子-{儿～}脊{～背}
tsʰ	［7］拆{～开}㿭{皱}
s	［7］涩
tʂ	［7］执汁姪秩质稙直值织职殖植只
tʂʰ	［7］赤斥尺吃
ʂ	［7］什{～物}拾{～起来}实失室食蚀试式饰适释石□{捣～：顽皮}
ʐ	［7］日
k	［7］去-{哪～呀}圪疙{～蛋：疙瘩}
kʰ	［7］刻{时～}刻{用刀～}克去-{～哪}
x	［7］黑赫吓{恐～}核{～桃}骇{惊～}
#iəʔ
p	［7］笔毕必北逼璧壁□{：步～}
pʰ	［7］匹{一～布}僻劈
m	［7］密墨默觅
t	［7］得德的{目～}滴嫡笛敌狄糴{～米}
tʻ	［7］踢剔
n	［7］匿溺{～死}
l	［7］立笠粒栗力历
tɕ	［7］缉{～鞋口}集辑{编～}急级及疾吉即极积迹脊籍藉{狼～}借绩寂击
tɕʰ	［7］七漆乞讫戚
ɕ	［7］习袭吸悉膝塞-{～住}息熄媳昔席夕锡析□{～人：漂亮}
Ø	［7］邑揖{作～}一逸益亦译驿疫役缢-
#uəʔ
t	［7］独读牍犊{牛～子}笃督毒㞘{：屁股}㧻{：捅，戳，用棍子～鸟窝}
tʰ	［7］突秃
l	［7］鹿禄六-陆绿录
ts	［7］卒{兵～}做作
tsʰ	［7］族促
s	［7］速缩
tʂ	［7］术{白～，著～}竹筑逐祝烛
tʂʰ	［7］出触绌{：圪～，皱}
ʂ	［7］术述叔熟{～人}淑赎束蜀属
ʐ	［7］入辱褥
k	［7］骨{～头}国谷榖
kʰ	［7］窟{～窿}哭酷
x	［7］忽核{果子～}霍藿{～香}劐{用刀～开}
#yəʔ
l	［7］律率{速～}
tɕ	［7］掘橘菊掬{一～，一捧}足局
tɕʰ	［7］屈曲-{～折，歌～}
ɕ	［7］戌恤肃宿畜{～生}畜{～牧}蓄{储～}俗续
Ø	［7］域郁育狱裕浴
