#调值	［1］213［2］45［3］24［5］42 ［0］轻声	
#ɿ		
ts	[1]资兹滋咨姿眦呲[3]子籽紫[5]自字姊恣	
tsʰ	[1]刺{刺进去}[2]词磁糍茨辞瓷雌慈祠[3]此[5]次赐疵厕伺刺{鱼刺}寺	
s	[1]斯司丝思私撕咝[3]死[5]四似饲伺肆泗巳	
#ʅ		
tʂ	[1]之芝植值只织汁执职支枝肢[2]直殖侄质[3]纸旨指止址[5]治智致至志痣置制	
tʂʰ	[1]吃[2]池驰[3]耻齿[5]翅赤[0]匙	
ʂ	[1]师狮尸湿虱识[2]时十拾实食蚀石室适释[3]史使驶始屎矢[5]世势誓是示视士柿事式试市	
ʐ	[1]日	
#i		
p	[1]屄毕[2]逼鼻必[3]彼鄙[5]蔽敝弊闭臂避篦壁秘	
pʰ	[1]批披匹劈铠辟[2]皮疲啤脾脾气[3]脾脾脏癖[5]屁	
m	[2]迷谜密蜜[3]米	
t	[1]低[2]敌笛[3]抵[5]的帝弟递[0]弟{兄弟}	
tʰ	[1]梯踢剔[2]堤题提啼蹄[3]体[5]替剃涕惕	
ȵ	[2]尼泥倪霓[3]你[5]逆腻	
l	[1]力立粒栗[2]梨犁篱黎[3]里理厘李鲤[5]离例励历厉丽隶利痢吏[0]狸璃{玻璃}	
tɕ	[1]机讥饥迹绩激击级箕{粪箕}[2]及吉极集即疾{疾病}脊籍[3]几挤己[5]祭际济剂计继寄技妓纪记忌既季[0]疾痢疾箕簸箕	
tɕʰ	[1]妻凄七漆期[2]齐脐奇骑其棋麒[3]启起岂[5]契器弃气汽[0]戚{亲戚}	
ɕ	[1]西牺希稀析息熄惜吸锡[2]溪习[3]洗喜[5]细系戏	
	[1]医衣依一乙[2]宜移疑夷姨遗役[3]倚椅已以尾{尾巴}[5]艺意义议易异亿益译疫	
#u		
p	[1]不[3]捕补[5]布怖部簿{练习簿}[0]埠{蚌埠}	
pʰ	[1]铺{铺床}[2]葡蒲菩[3]脯{胸脯}普谱[5]扑铺{床铺}	
m	[1]牧[2]模[3]母亩拇[5]暮慕墓募幕目[0]目{题目}	
