pa	1	45	巴芭疤坝（～田）百伯拔		
pa	3	52	把（～握）		
pa	5	44	霸把（刀～）坝（堤～）爸罢		
po	1	45	波菠博泊(停～)剥勃驳		
po	2	434	脖		
po	3	52	跛		
po	5	44	簸（～箕）		
pø	1	45	北		
pai	3	52	摆		
pai	5	44	稗		
pau	1	45	褒包胞		
pau	3	52	保堡宝饱		
pau	5	44	报暴抱豹鲍		
pan	1	45	班斑颁扳（～手）掰		
pan	3	52	板版		
pan	5	44	扮		
pɛn	1	45	奔(～跑)		
pɛn	3	52	本		
pɛn	5	44	奔(投～)笨		
pɔn	1	45	般搬		
pɔn	5	44	半绊瓣		
paŋ	5	44	蚌		
pɔŋ	1	45	帮邦浜		
pɔŋ	3	52	榜绑		
pɔŋ	5	44	谤棒		
pəŋ	1	45	崩		
pəŋ	5	44	迸		
pi	5	44	贝毕必蔽敝毙币弊箅闭陛辈背臂悲庇痹备壁		
pi	1	45	笔杯卑碑逼		
pi	3	52	彼鄙比秕		
pie	1	45	别(区～)憋别(离～)		
piau	1	45	膘标彪		
piau	3	52	表(～面)表(手～)		
piɛn	1	45	鞭编鳖边蝙辫		
piɛn	5	44	变辨辩便(方～)		
piɛn	3	52	扁匾贬		
pin	3	52	丙禀		
pin	5	44	殡鬓		
pin	1	45	冰兵彬宾槟		
pin	5	44	并(合～)并(肩～肩)		
piaŋ	3	52	秉柄饼		
pu	3	52	补		
pu	5	44	怖布(棉～)不		
pʰa	5	44	怕帕白		
pʰa	2	434	爬杷钯耙		
pʰa	1	45	琶		
pʰo	1	45	颇坡泼泊(梁山～)		
pʰo	5	44	破薄（厚～）迫魄		
pʰø	5	44	薄(～荷)		
pʰai	1	45	拍		
pʰai	2	434	排(～挤)牌排(竹～)		
pʰai	5	44	派败		
pʰau	2	434	雹袍炮刨刨		
pʰau	5	44	爆泡		
pʰau	1	45	泡(豆～儿)抛		
pʰau	3	52	跑		
pʰɛu	1	45	剖		
pʰan	5	44	办		
pʰɛn	1	45	喷(～水)喷(～香)		
pʰɛn	2	434	盆		
pʰɔn	5	44	盼判拌叛		
pʰɔn	1	45	潘		
pʰɔn	2	434	盘伴		
pʰɔn	1	45	攀		
pʰaŋ	2	434	彭膨		
pʰɔŋ	2	434	旁螃滂膀庞		
pʰɔŋ	5	44	胖		
pʰəŋ	2	434	朋棚篷蓬		
pʰəŋ	1	45	烹		
pʰəŋ	3	52	捧		
pʰi	1	45	批胚坯披劈丕鼻		
pʰi	3	52	匹		
pʰi	5	44	配倍佩背避被(～迫)婢譬璧僻辟备屁		
pʰi	2	434	培陪赔裴焙皮疲脾被(～子)琵枇		
pʰie	3	52	撇		
pʰiau	1	45	飘		
pʰiau	3	52	漂(～白)		
pʰiau	5	44	票漂(～亮)		
pʰiau	2	434	瓢嫖薸		
pʰiɛn	2	434	便(～宜)爿		
pʰiɛn	1	45	篇偏		
pʰiɛn	5	44	骗(欺～)遍(一～)遍(～地)		
pʰin	1	45	拼(～音)		
pʰin	3	52	品		
pʰin	2	434	赁评瓶屏萍贫频凭		
pʰin	5	44	聘		
pʰiaŋ	2	434	平坪		
pʰiaŋ	5	44	病		
pʰu	1	45	扑仆(前～后继)		
pʰu	3	52	谱普浦捕卜朴(～素)		
pʰu	5	44	布(宣～)铺(店～)怖部埠步曝瀑		
pʰu	2	434	瓠(～瓜)菩脯(胸～)蒲仆(～人)		
ma	2	434	麻痲		
ma	1	45	蟆妈		
ma	3	52	马码		
ma	5	44	骂		
mo	2	434	魔磨（～刀）摩膜模（～子）模（～范）摹		
mo	5	44	馍磨（名词，石～）陌莫寞末沫饽		
mo	1	45	摸么		
mø	1	45	抹（～布，～桌子,涂～）		
mø	5	44	墨默		
mai	3	52	买		
mai	2	434	埋		
mai	5	44	卖麦脉		
mau	1	45	冇没毛猫		
mau	2	434	茅矛		
mau	3	52	卯		
mau	5	44	冒帽貌茂贸		
mɛu	3	52	某亩谋		
mɔi	5	44	妹昧迈		
man	2	434	蛮		
man	5	44	慢		
mɛn	2	434	门		
mɛn	1	45	闷		
mɔn	2	434	馒瞒		
mɔn	3	52	满		
mɔn	5	44	漫幔		
mɔŋ	2	434	忙芒茫		
