繁體	简体	音標	註釋	聲	韻	調							
獷	犷	kwɑŋ˥˧		k	wɑŋ	˥˧							
光	光	kwɑŋ˨˦	~溜溜	k	wɑŋ	˨˦							
曠	旷	kʰwɑŋ˨˦		kʰ	wɑŋ	˨˦							
鄺	邝	kʰwɑŋ˨˦		kʰ	wɑŋ	˨˦							
荒	荒	xwɑŋ˧˥		x	wɑŋ	˧˥							
慌	慌	xwɑŋ˧˥		x	wɑŋ	˧˥							
恍	恍	xwɑŋ˥˧		x	wɑŋ	˥˧							
恍	恍	xwɑŋ˨˦	~心	x	wɑŋ	˨˦							
謊	谎	xwɑŋ˥˧		x	wɑŋ	˥˧							
貺	贶	xwɑŋ˨˦		x	wɑŋ	˨˦							
晃	晃	xwɑŋ˥˧		x	wɑŋ	˥˧							
榥	榥	xwɑŋ˥˧		x	wɑŋ	˥˧							
幌	幌	xwɑŋ˥˧		x	wɑŋ	˥˧							
晃	晃	xwɑŋ˨˦		x	wɑŋ	˨˦							
黃	黄	xwɑŋ˧˩		x	wɑŋ	˧˩							
蝗	蝗	xwɑŋ˧˩		x	wɑŋ	˧˩							
皇	皇	xwɑŋ˧˩		x	wɑŋ	˧˩							
汪	汪	wɑŋ˧˥		Ø	wɑŋ	˧˥							
㧍	㧍	fɑŋ˧˥	不給某人面子，使某人下不來台	f	ɑŋ	˧˥							
邡	邡	fɑŋ˧˥		f	ɑŋ	˧˥							
方	方	fɑŋ˧˥		f	ɑŋ	˧˥							
坊	坊	fɑŋ˧˥	牌～	f	ɑŋ	˧˥							
肪	肪	fɑŋ˧˩		f	ɑŋ	˧˩							
仿	仿	fɑŋ˥˧		f	ɑŋ	˥˧							
放	放	fɑŋ˨˦		f	ɑŋ	˨˦							
芳	芳	fɑŋ˧˥		f	ɑŋ	˧˥							
妨	妨	fɑŋ˧˩		f	ɑŋ	˧˩							
紡	纺	fɑŋ˥˧		f	ɑŋ	˥˧							
仿	仿	fɑŋ˥˧		f	ɑŋ	˥˧							
彷	彷	fɑŋ˥˧		f	ɑŋ	˥˧							
訪	访	fɑŋ˥˧		f	ɑŋ	˥˧							
房	房	fɑŋ˧˩		f	ɑŋ	˧˩							
防	防	fɑŋ˧˩		f	ɑŋ	˧˩							
坊	坊	fɑŋ˧˩	作～	f	ɑŋ	˧˩							
亡	亡	wɑŋ˧˩		Ø	wɑŋ	˧˩							
忘	忘	wɑŋ˧˩	白讀，如：搞～去	Ø	wɑŋ	˧˩							
惘	惘	wɑŋ˥˧		ø	wɑŋ	˥˧							
棢	棢	wɑŋ˥˧		ø	wɑŋ	˥˧							
罔	罔	wɑŋ˥˧		ø	wɑŋ	˥˧							
菵	菵	wɑŋ˥˧		ø	wɑŋ	˥˧							
蛧	蛧	wɑŋ˥˧		ø	wɑŋ	˥˧							
誷	𫍬	wɑŋ˥˧		ø	wɑŋ	˥˧							
𫍬	𫍬	wɑŋ˥˧		ø	wɑŋ	˥˧							
輞	辋	wɑŋ˥˧		ø	wɑŋ	˥˧							
魍	䰣	wɑŋ˥˧		ø	wɑŋ	˥˧							
𡔞	𡔞	wɑŋ˥˧		ø	wɑŋ	˥˧							
𦖉	𦖉	wɑŋ˥˧		ø	wɑŋ	˥˧							
網	网	wɑŋ˥˧		ø	wɑŋ	˥˧							
望	望	wɑŋ˨˦	上望	ø	wɑŋ	˨˦							
忘	忘	wɑŋ˨˦		x	wɑŋ	˧˩							
妄	妄	wɑŋ˨˦		x	wɑŋ	˨˦							
逛	逛	kwɑŋ˥˧	白讀二形容人走神或分心的樣子	k	wɑŋ	˥˧							
逛	逛	kɑŋ˨˦	白讀	k	wɑŋ	˨˦							
逛	逛	kwɑŋ˨˦		k	wɑŋ	˨˦							
匡	匡	t͡ɕʰi̯ɑŋ˧˥	最老派白讀	t͡ɕʰ	i̯ɑŋ	˧˥							
匡	匡	kʰwɑŋ˧˥		kʰ	wɑŋ	˧˥							
筐	筐	t͡ɕʰi̯ɑŋ˧˥	最老派白讀	t͡ɕʰ	i̯ɑŋ	˧˥							
筐	筐	kʰwɑŋ˧˥		kʰ	wɑŋ	˧˥							
框	框	t͡ɕʰi̯ɑŋ˧˥	最老派白讀	t͡ɕʰ	i̯ɑŋ	˧˥							
框	框	kʰwɑŋ˧˥		kʰ	wɑŋ	˧˥							
眶	眶	t͡ɕʰi̯ɑŋ˧˥	最老派白讀	t͡ɕʰ	i̯ɑŋ	˧˥							
眶	眶	kʰwɑŋ˧˥		kʰ	wɑŋ	˧˥							
狂	狂	kʰwɑŋ˧˩		kʰ	wɑŋ	˧˩							
𪔠	𪔠	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
夼	夼	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
𤿰	𤿰	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
𢬤	𢬤	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
儣	儣	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
懭	𰐾	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
𰐾	𰐾	kʰwɑŋ˥˧		kʰ	wɑŋ	˥˧							
況	况	kʰwɑŋ˨˦		kʰ	wɑŋ	˨˦							
㫛	㫛	kʰwɑŋ˨˦		kʰ	wɑŋ	˨˦							
壙	圹	kʰwɑŋ˨˦		kʰ	wɑŋ	˨˦							
礦	矿	kʰwɑŋ˨˦		kʰ	wɑŋ	˨˦							
枉	枉	wɑŋ˥˧		ø	wɑŋ	˥˧							
王	王	wɑŋ˧˩		ø	wɑŋ	˧˩							
往	往	wɑŋ˥˧		ø	wɑŋ	˥˧							
旺	旺	wɑŋ˧˥	~實:份量足	ø	wɑŋ	˧˥							
旺	旺	wɑŋ˨˦		ø	wɑŋ	˨˦							
垹	垹	pɑŋ˧˥		p	ɑŋ	˧˥							
梆	梆	pɑŋ˧˥		p	ɑŋ	˧˥							
𤰫	𤰫	pɑŋ˧˥		p	ɑŋ	˧˥							
邦	邦	pɑŋ˧˥		p	ɑŋ	˧˥							
綁	绑	pɑŋ˥˧		p	ɑŋ	˥˧							
肨	肨	pʰɑŋ˨˦		pʰ	ɑŋ	˨˦							
胖	胖	pʰɑŋ˨˦		pʰ	ɑŋ	˨˦							
龐	庞	pʰɑŋ˧˩		pʰ	ɑŋ	˧˩							
棒	棒	pɑŋ˨˦		p	ɑŋ	˨˦							
蚌	蚌	pɐ̞n˨˦	白讀1，如：～殼	p	ɐ̞n	˨˦							
蚌	蚌	pɑŋ˨˦		p	ɑŋ	˨˦							
樁	桩	t͡swɑŋ˧˥		t͡s	wɑŋ	˧˥							
撞	撞	t͡sʰwɑŋ˥˧	白讀1	t͡sʰ	wɑŋ	˥˧							
撞	撞	t͡swɑŋ˨˦	白讀2	t͡s	wɑŋ	˨˦							
撞	撞	t͡sʰwɑŋ˨˦		t͡sʰ	wɑŋ	˨˦							
窗	窗	t͡sʰɑŋ˧˥		t͡sʰ	ɑŋ	˧˥							
雙	双	swɑŋ˧˥		s	wɑŋ	˧˥							
㦼	㦼	swɑŋ˨˦		s	wɑŋ	˨˦							
江	江	t͡ɕi̯ɑŋ˧˥		t͡ɕ	i̯ɑŋ	˧˥							
肛	肛	kɑŋ˧˥		k	ɑŋ	˧˥							
摃	扛	kʰɑŋ˧˩		kʰ	ɑŋ	˧˩							
戅	戆	kɑŋ˨˦		k	ɑŋ	˨˦							
戅	戆	t͡sʰwɑŋ˨˦		t͡sʰ	wɑŋ	˨˦							
戇	戆	kɑŋ˨˦		k	ɑŋ	˨˦							
戇	戆	t͡sʰwɑŋ˨˦		t͡sʰ	wɑŋ	˨˦							
槓	杠	kɑŋ˨˦		k	ɑŋ	˨˦							
虹	虹	kɑŋ˨˦	白讀，如：～吃水	k	ɑŋ	˨˦							
講	讲	t͡ɕi̯ɑŋ˥˧		t͡ɕ	i̯ɑŋ	˥˧							
港	港	kɑŋ˥˧		k	ɑŋ	˥˧							
耩	耩	t͡ɕi̯ɑŋ˥˧		t͡ɕ	i̯ɑŋ	˥˧							
降	降	t͡ɕi̯ɑŋ˨˦		t͡ɕ	i̯ɑŋ	˨˦							
虹	虹	xɔŋ˧˩		x	ɔŋ	˧˩							
腔	腔	t͡ɕʰi̯ɑŋ˧˥		t͡ɕʰ	i̯ɑŋ	˧˥							
降	降	ɕi̯ɑŋ˧˩		ɕ	i̯ɑŋ	˧˩							
項	项	xɑŋ˨˦		x	ɑŋ	˨˦							
巷	巷	xɑŋ˨˦		x	ɑŋ	˨˦							
邈	邈	mᵇɔ˨˨˩		mᵇ	ɔ	˨˨˩							
㦝	㦝	mᵇɔ˨˨˩		mᵇ	ɔ	˨˨˩							
皃	皃	mᵇɔ˨˨˩		mᵇ	ɔ	˨˨˩							
瞀	瞀	mᵇɔ˨˨˩		mᵇ	ɔ	˨˨˩							
瞐	瞐	mᵇɔ˨˨˩		mᵇ	ɔ	˨˨˩							
犖	荦	nɔ˨˨˩		n	ɔ	˨˨˩							
䃕	䃕	nɔ˨˨˩		n	ɔ	˨˨˩							
搦	搦	nɔ˨˨˩		n	ɔ	˨˨˩							
𧢺	𧢺	nɔ˨˨˩		n	ɔ	˨˨˩							
䚥	䚥	nɔ˨˨˩		n	ɔ	˨˨˩							
𧣺	𧣺	nɔ˨˨˩		n	ɔ	˨˨˩							
搙	搙	nɔ˨˨˩		n	ɔ	˨˨˩							
駮	駮	pɔ˨˨˩		p	ɔ	˨˨˩							
𦢊	𦢊	pɔ˨˨˩		p	ɔ	˨˨˩							
嚗	嚗	pɔ˨˨˩		p	ɔ	˨˨˩							
肑	肑	pɔ˨˨˩		p	ɔ	˨˨˩							
髉	髉	pɔ˨˨˩		p	ɔ	˨˨˩							
趵	趵	pɔ˨˨˩		p	ɔ	˨˨˩							
䑈	䑈	pɔ˨˨˩		p	ɔ	˨˨˩							
剝	剥	pɔ˨˨˩		p	ɔ	˨˨˩							
駁	驳	pɔ˨˨˩		p	ɔ	˨˨˩							
璞	圤	pʰe˨˨˩		pʰ	e	˨˨˩							
圤	圤	pʰe˨˨˩		pʰ	e	˨˨˩							
㹒	㹒	pʰɔ˨˨˩		pʰ	ɔ	˨˨˩							
颮	飑	pʰɔ˨˨˩		pʰ	ɔ	˨˨˩							
㺪	㺪	pʰɔ˨˨˩		pʰ	ɔ	˨˨˩							
𧴤	𧴤	pʰɔ˨˨˩		pʰ	ɔ	˨˨˩							
謈	謈	pʰɔ˨˨˩		pʰ	ɔ	˨˨˩							
㩧	㩧	pʰɔ˨˨˩		pʰ	ɔ	˨˨˩							
璞	璞	pʰe˨˨˩		pʰ	e	˨˨˩							
䮀	䮀	pɔ˨˨˩		p	ɔ	˨˨˩							
骲	骲	pɔ˨˨˩		p	ɔ	˨˨˩							
䈏	䈏	pɔ˨˨˩		p	ɔ	˨˨˩							
瓝	瓝	pɔ˨˨˩		p	ɔ	˨˨˩							
瓟	瓟	pɔ˨˨˩		p	ɔ	˨˨˩							
謈	謈	pɔ˨˨˩		p	ɔ	˨˨˩							
犦	犦	pɔ˨˨˩		p	ɔ	˨˨˩							
窇	窇	pɔ˨˨˩		p	ɔ	˨˨˩							
𦢊	𦢊	pɔ˨˨˩		p	ɔ	˨˨˩							
懪	懪	pɔ˨˨˩		p	ɔ	˨˨˩							
㩧	㩧	pɔ˨˨˩		p	ɔ	˨˨˩							
䨌	䨌	pɔ˨˨˩		p	ɔ	˨˨˩							
雹	雹	pɔ˨˨˩		p	ɔ	˨˨˩							
雹	雹	pɑʊ̯˧˥		p	ɑʊ̯	˧˥							
斲	斲	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
涿	涿	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
斀	斀	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
諑	诼	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
噣	噣	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
䐁	䐁	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
倬	倬	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
晫	晫	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
菿	菿	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
𢽚	𢽚	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
卓	卓	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
㧻	椓	t͡swɑ˨˨˩	動詞，表示踢	t͡s	wɑ	˨˨˩							
桌	桌	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
琢	琢	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
硺	硺	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
啄	啄	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
啄	啄	t͡swɑ˨˨˩	白讀1，如：雞～米	t͡s	wɑ	˨˨˩							
啄	啄	twɑ˨˨˩	白讀2，如：～木鳥	t	wɑ	˨˨˩							
逴	逴	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
趠	趠	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
晫	晫	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
踔	踔	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
㪬	㪬	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
齪	龊	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
齱	齱	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
娕	娕	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
擉	擉	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
䃗	䃗	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
娖	娖	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
簎	簎	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
戳	戳	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
戳	戳	tɔ˨˨˩	白讀，表示戳	t	ɔ	˨˨˩							
齺	齺	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
篧	篧	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
澩	泶	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
灂	灂	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
鋜	鋜	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
丵	丵	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
浞	浞	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
鷟	鷟	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
斮	斮	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
穱	穱	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
𥼚	𥼚	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
穛	穛	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
𣄽	𣄽	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
捉	捉	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
濁	浊	t͡sʰɔ˨˨˩		t͡sʰ	ɔ	˨˨˩							
鐲	鐲	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
濯	濯	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
擢	擢	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
嬥	嬥	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
鵫	鵫	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
㺟	㺟	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
鸀	鸀	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
蠗	蠗	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
鸐	鸐	t͡sɔ˨˨˩		t͡s	ɔ	˨˨˩							
碩	硕	sɔ˨˨˩		s	ɔ	˨˨˩							
欶	欶	sɔ˨˨˩		s	ɔ	˨˨˩							
矟	矟	sɔ˨˨˩		s	ɔ	˨˨˩							
槊	槊	sɔ˨˨˩		s	ɔ	˨˨˩							
蒴	蒴	sɔ˨˨˩		s	ɔ	˨˨˩							
箾	箾	sɔ˨˨˩		s	ɔ	˨˨˩							
𦂗	𦂗	sɔ˨˨˩		s	ɔ	˨˨˩							
㮶	㮶	sɔ˨˨˩		s	ɔ	˨˨˩							
揱	揱	sɔ˨˨˩		s	ɔ	˨˨˩							
朔	朔	sɔ˨˨˩		s	ɔ	˨˨˩							
覺	觉	kɔ˨˨˩	白讀，如：不緊～	k	ɔ	˨˨˩							
覺	觉	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
斠	斠	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
桷	桷	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
䡈	䡈	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
珏	珏	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
瑴	瑴	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
䮸	䮸	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
䚫	䚫	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
榷	榷	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
捔	捔	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
䁷	䁷	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
傕	傕	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
䮤	䮤	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
龣	龣	t͡ɕi̯ɔ˨˨˩		t͡ɕ	i̯ɔ	˨˨˩							
角	角	t͡ɕi̯ɔ˨˨˩	角色	t͡ɕ	i̯ɔ	˨˨˩							
角	角	kɔ˨˨˩		k	ɔ	˨˨˩							
餃	饺	t͡ɕi̯ɑʊ̯˥˧		t͡ɕ	i̯ɑʊ̯	˥˧							
確	确	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
殼	壳	t͡ɕʰi̯ɔ˨˨˩	地殼，殼牌	t͡ɕʰ	i̯ɔ	˨˨˩							
毃	毃	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
𢡱	愨	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
慤	愨	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
搉	搉	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
確	确	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
碻	碻	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
㲉	㲉	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
嶨	嶨	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
礐	礐	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
塙	塙	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
埆	埆	t͡ɕʰi̯ɔ˨˨˩		t͡ɕʰ	i̯ɔ	˨˨˩							
硞	硞	t͡ɕʰi̯ɔ˨˨˩	1.石聲。2.堅固	t͡ɕʰ	i̯ɔ	˨˨˩							
硞	硞	kʰɔ˨˨˩	[礐～]：水激石險峻不平的樣子	kʰ	ɔ	˨˨˩							
㱿	壳	kʰɔ˨˨˩		kʰ	ɔ	˨˨˩							
鸑	鸑	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
𩓥	𩓥	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
觷	觷	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
㹊	㹊	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
捳	捳	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
嶽	岳	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
樂	乐	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
㕰	㕰	xɔ˨˨˩		x	ɔ	˨˨˩							
豿	豿	xɔ˨˨˩		x	ɔ	˨˨˩							
翯	翯	xɔ˨˨˩		x	ɔ	˨˨˩							
瀥	瀥	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
䤕	䤕	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
滈	滈	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
㿥	㿥	xɔ˨˨˩		x	ɔ	˨˨˩							
澩	澩	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
觷	觷	ɕi̯ɔ˨˨˩	把獸角加工成器具	ɕ	i̯ɔ	˨˨˩							
鷽	鷽	xɔ˨˨˩		x	ɔ	˨˨˩							
嶨	嶨	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
𠐮	𬾣	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
𬾣	𬾣	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
𤒎	𤊀	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
㶅	㶅	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
𤊀	𤊀	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
學	学	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
斈	斈	ɕi̯ɔ˨˨˩		ɕ	i̯ɔ	˨˨˩							
渥	渥	ɔ˨˨˩		Ø	ɔ	˨˨˩							
偓	偓	ɔ˨˨˩		Ø	ɔ	˨˨˩							
幄	幄	ɔ˨˨˩		Ø	ɔ	˨˨˩							
楃	楃	ɔ˨˨˩		Ø	ɔ	˨˨˩							
喔	喔	ɔ˨˨˩		Ø	ɔ	˨˨˩							
腛	腛	ɔ˨˨˩		Ø	ɔ	˨˨˩							
齷	龌	ɔ˨˨˩		Ø	ɔ	˨˨˩							
媉	媉	ɔ˨˨˩		Ø	ɔ	˨˨˩							
龏	龏	ɔ˨˨˩		Ø	ɔ	˨˨˩							
𠿟	𠿟	ɔ˨˨˩		Ø	ɔ	˨˨˩							
䮸	䮸	ɔ˨˨˩		Ø	ɔ	˨˨˩							
握	握	ɔ˨˨˩		Ø	ɔ	˨˨˩							
箹	𰩺	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
𰩺	𰩺	jɔ˨˨˩		j	i̯ɔ	˨˨˩							
𪮤	𪮤	pɛn˧˥		p	ɛn	˧˥							
傰	傰	pɛn˧˥		p	ɛn	˧˥							
傰	傰	pʰɛn˧˩		pʰ	ɛn	˧˩							
𡡈	𡡈	pɛn˧˥		p	ɛn	˧˥							
崩	崩	pɛn˧˥		p	ɛn	˧˥							
繃	绷	pɛn˧˥	白讀，表示（褲腰帶等）約束過緊。如：～爛了	p	ɛn	˧˥							
繃	绷	pɔŋ˧˥	文讀	p	ɔŋ	˧˥							
蹦	蹦	pɔŋ˨˦		p	ɔŋ	˨˦							
朋	朋	pʰɔŋ˧˩		pʰ	ɔŋ	˧˩							
登	登	tɛn˧˥		t	ɛn	˧˥							
燈	灯	tɛn˧˥		t	ɛn	˧˥							
等	等	tɛn˥˧		t	ɛn	˥˧							
𫮨	𫮨	tɛn˥˧		t	ɛn	˥˧							
𨅸	𨅸	tɛn˥˧	鞋跟	t	ɛn	˥˧							
㩐	㩐	tɛn˨˦	動詞，同（扽）	t	ɛn	˨˦							
凳	凳	tɛn˨˦		t	ɛn	˨˦							
藤	藤	tʰɛn˧˩		tʰ	ɛn	˧˩							
騰	腾	tʰɛn˧˩		tʰ	ɛn	˧˩							
疼	疼	tʰɛn˧˩		tʰ	ɛn	˧˩							
謄	誊	tʰɛn˧˩		tʰ	ɛn	˧˩							
鄧	邓	tɛn˨˦		t	ɛn	˨˦							
能	能	nɛn˧˩		n	ɛn	˧˩							
棱	棱	nɛn˧˩		n	ɛn	˧˩							
楞	楞	nɛn˧˩		n	ɛn	˧˩							
稜	稜	nɛn˧˩		n	ɛn	˧˩							
睖	睖	nɛn˧˩	動詞表示瞪，瞟之意	n	ɛn	˧˩							
愣	愣	nɛn˨˦		n	ɛn	˨˦							
增	增	t͡sɛn˧˥		t͡s	ɛn	˧˥							
憎	憎	t͡sɛn˧˥		t͡s	ɛn	˧˥							
曾	曾	t͡sɛn˧˥		t͡s	ɛn	˧˥							
曾	曾	t͡sʰɛn˧˩		t͡sʰ	ɛn	˧˩							
層	层	t͡sʰɛn˧˩		t͡sʰ	ɛn	˧˩							
贈	赠	t͡sɛn˨˦		t͡s	ɛn	˨˦							
甑	甑	t͡sɛn˨˦	~子飯	t͡s	ɛn	˨˦							
僧	僧	sɛn˧˥		s	ɛn	˧˥							
亙	亘	kɛn˨˦		k	ɛn	˥˧							
肯	肯	kʰɛn˥˧		kʰ	ɛn	˥˧							
恆	恒	xɛn˧˩		x	ɛn	˧˩							
仌	仌	pin˧˥		p	in	˧˥							
仒	仒	pin˧˥		p	in	˧˥							
冰	冰	pin˧˥		p	in	˧˥							
氷	氷	pin˧˥		p	in	˧˥							
憑	凭	pʰin˧˩		pʰ	in	˧˩							
淩	凌	nin˧˩		n	in	˧˩							
菱	菱	nin˧˩		n	in	˧˩							
綾	绫	nin˧˩		n	in	˧˩							
夌	夌	nin˧˩		n	in	˧˩							
陵	陵	nin˧˩		n	in	˧˩							
凌	凌	nin˧˩		n	in	˧˩							
凌	凌	nin˨˦	凌氷	n	in	˨˦							
徵	征	t͡sɛn˧˥		t͡s	ɛn	˧˥							
澄	澄	t͡sʰɛn˧˩		t͡sʰ	ɛn	˧˩							
懲	惩	t͡sʰɛn˥˧		t͡sʰ	ɛn	˥˧							
逞	逞	t͡sʰɛn˥˧		t͡sʰ	ɛn	˥˧							
𪮭	𪭧	t͡sʰɛn˥˧	動詞，表示用手撐地	t͡sʰ	ɛn	˥˧							
橙	橙	t͡sʰɛn˧˩		t͡sʰ	ɛn	˧˩							
瞪	瞪	tɛn˨˦		t	ɛn	˨˦							
瞪	瞪	tɛn˨˦		t	ɛn	˨˦							
澄	澄	t͡sɛn˨˦	動詞.~清：把~變清澈	t͡s	ɛn	˨˦							
蒸	蒸	t͡sɛn˧˥		t͡s	ɛn	˧˥							
𣑕	𣑕	t͡sɛn˥˧	表示腐敗, 腐爛,(腐)朽之意	t͡s	ɛn	˥˧							
拯	拯	t͡sɛn˥˧		t͡s	ɛn	˥˧							
證	证	t͡sɛn˨˦		t͡s	ɛn	˨˦							
症	症	t͡sɛn˨˦		t͡s	ɛn	˨˦							
爯	爯	t͡sʰɛn˧˥		t͡sʰ	ɛn	˧˥							
稱	称	t͡sʰɛn˧˥		t͡sʰ	ɛn	˧˥							
稱	称	t͡sʰɛn˨˦		t͡sʰ	ɛn	˨˦							
秤	秤	t͡sʰɛn˨˦		t͡sʰ	ɛn	˨˦							
乘	乘	sɛn˧˩		s	ɛn	˧˩							
塖	塖	sɛn˧˩		s	ɛn	˧˩							
溗	溗	sɛn˧˩		s	ɛn	˧˩							
