字表	聲母	韻母	聲調		序號
孫	s	əŋ	1		1432
孫	s	əŋ	1		1445
猻	s	əŋ	1		3745
猻	s	əŋ	1		3771
笋	s	əŋ	5		4443
筍	s	əŋ	5		4464
損	s	əŋ	5		2295
損	s	əŋ	5		2384
榫	s	əŋ	5		2949
娑	s	a	1		1355
娑-	s	uˠ	1		1356
梭	s	uᵝ	1		2884
蓑	s	uᵝ	1		5363
嗍	s	oʔ	7		984
縮	s	oʔ	7		4692
縮	s	oʔ	7		4832
所	s	uᵝ	5		2134
索	s	oʔ	7		4612
索	s	uᵝ	5		4613
嗩	s	uᵝ	5		917
嗩	s	uᵝ	5		995
瑣	s	uᵝ	5		3828
瑣	s	uᵝ	5		3853
鎖	s	uᵝ	5		6688
鎖	s	uᵝ	5		6805
他	tʰ	a	1		150
它	tʰ	a	1		1454
她	tʰ	a	1		1296
塌	tʰ	aʔ	7		1175
遢	tʰ	aʔ	7		6469
溻	tʰ	aʔ	7		3411
塔	tʰ	aʔ	7		1178
獺	tʰ	aʔ	7		3780
獺	tʰ	aʔ	7		3785
鰨	tʰ	aʔ	7		7472
鰨	tʰ	aʔ	7		7518
拓	tʰ	oʔ	7		2219
搨	tʰ	aʔ	7		2399
榻	tʰ	aʔ	7		2953
撻	d	aʔ	8		2262
撻	d	aʔ	8		2464
踏	d	aʔ	8		6240
蹋	tʰ	aʔ	7		6256
闥	d	aʔ	8		6909
闥	d	aʔ	8		6934
胎	tʰ	ᴇ	1		4998
台	d	ᴇ	6		781
抬	d	ᴇ	6		2194
苔	d	ᴇ	6		5188
苔	tʰ	ᴇ	1		5189
臺	d	ᴇ	6		5105
颱	d	ᴇ	6		7213
薑	tɕ	iã	1		5423
薹	d	ᴇ	2		5423
檯	d	ᴇ	6		3016
太	tʰ	ᴇ	5		1249
太-	tʰ	a	5		1250
汰	tʰ	ᴇ	5		3178
汰-	tʰ	a	5		3179
泰	tʰ	a	5		3242
態	tʰ	ᴇ	5		1918
態	tʰ	ᴇ	5		2037
坍	tʰ	ᴇ	1		1104
貪	tʰ	ø	1		6063
貪	tʰ	ø	1		6132
攤	tʰ	ᴇ	1		2412
攤	tʰ	ᴇ	1		2512
灘	tʰ	ᴇ	1		3433
灘	tʰ	ᴇ	1		3545
癱	tʰ	ᴇ	1		4018
癱	tʰ	ᴇ	1		4042
坛	d	ᴇ	6		1113
昙	d	ᴇ	6		2619
覃	d	ø	6		5713
痰	d	ᴇ	6		3992
談	d	ᴇ	6		5837
談	d	ᴇ	6		5998
潭	d	ø	6		3476
壇	d	ᴇ	6		1205
曇	d	ᴇ	6		2679
檀	d	ᴇ	6		3007
罈	d	ø	6		4849
譚	d	ø	6		5886
譚	d	ᴇ	6		6024
坦	tʰ	ᴇ	5		1121
袒	tʰ	ᴇ	5		5651
毯	tʰ	ᴇ	1		3127
毯	tʰ	ᴇ	5		3128
叹	tʰ	ᴇ	5		789
炭	tʰ	ᴇ	5		3571
探	tʰ	ø	5		2332
碳	tʰ	ᴇ	5		4247
嘆	tʰ	ᴇ	5		1002
湯	tʰ	ɑ̃	1		3174
湯	tʰ	ɑ̃	1		3387
唐	d	ɑ̃	6		915
堂	d	ɑ̃	6		1155
棠	d	ɑ̃	6		2902
塘	d	ɑ̃	6		1180
搪	d	ɑ̃	6		2400
溏	d	ɑ̃	6		3394
樘	d	ɑ̃	6		2973
膛	d	ɑ̃	6		5074
踼	tʰ	ã	5		6249
糖	d	ɑ̃	6		4575
螳	d	ɑ̃	6		5580
餳	z	iŋ	6		7254
餳	z	iŋ	6		7268
倘	tʰ	ɑ̃	5		316
淌	tʰ	ɑ̃	5		3328
躺	tʰ	ɑ̃	5		6290
儻	d	ɑ̃	6		357
儻	d	ɑ̃	6		400
趟	tʰ	ɑ̃	5		6204
燙	tʰ	ɑ̃	5		3596
燙	tʰ	ɑ̃	5		3655
掏	d	ɔ	6		2320
絛	tʰ	ɔ	1		4631
絛	tʰ	ɔ	1		4789
滔	tʰ	ɔ	1		3422
濤	d	ɔ	6		3305
濤	d	ɔ	6		3517
燾	d	ɔ	6		3605
燾	d	ɔ	6		3664
韜	tʰ	ɔ	1		7119
韜	tʰ	ɔ	1		7125
饕	tʰ	ɔ	1		7264
咷	d	ɔ	6		881
逃	d	ɔ	6		6421
桃	d	ɔ	6		2846
陶	d	ɔ	6		7003
萄	d	ɔ	6		5304
淘	d	ɔ	6		3332
討	tʰ	ɔ	5		5759
討	tʰ	ɔ	5		5909
套	tʰ	ɔ	5		1277
忒	tʰ	əʔ	7		1898
特	d	əʔ	8		3714
膯	t	əŋ	5		5081
疼	d	əŋ	6		3968
滕	d	əŋ	6		3423
藤	d	əŋ	6		5434
騰	d	əŋ	6		5064
騰	d	əŋ	6		7332
剔	tʰ	iɪʔ	7		563
梯	tʰ	i	1		2885
踢	tʰ	iɪʔ	7		6243
銻	tʰ	i	1		6643
銻	tʰ	i	1		6817
擿	t	iɪʔ	7		2501
提	d	i	6		2360
啼	d	i	6		949
渧	t	i	5		3370
醍	d	i	6		6561
蹄	d	i	6		6252
題	d	i	6		7159
題	d	i	6		7202
体	tʰ	i	5		222
體	tʰ	i	5		7406
屉	tʰ	i	5		1579
剃	tʰ	i	5		553
涕	tʰ	i	5		3304
惕	tʰ	iɪʔ	7		1999
屜	tʰ	i	5		1591
替	tʰ	i	5		2702
嚏	tʰ	i	5		1039
天	tʰ	i	1		1248
添	tʰ	i	1		3351
田	d	i	6		3903
恬	d	i	6		1959
甜	d	i	6		3893
湉	d	i	6		3380
填	d	i	6		1184
闐	d	i	6		6901
闐	d	i	6		6952
忝	tʰ	i	5		1904
舔	tʰ	i	5		5122
掭	tʰ	i	5		2342
佻	tʰ	iɔ	1		244
挑	tʰ	iɔ	1		2258
祧	tʰ	iɔ	1		4296
迢	d	iɔ	6		6406
條	d	iɔ	6		2754
條	d	iɔ	6		2877
笤	d	iɔ	6		4451
眺	tʰ	iɔ	1		4133
跳	tʰ	iɔ	5		6233
糶	tʰ	iɔ	5		4553
糶	tʰ	iɔ	5		4586
帖	tʰ	iɪʔ	7		1697
貼	tʰ	iɪʔ	7		6076
貼	tʰ	iɪʔ	7		6142
鐵	tʰ	iɪʔ	7		6718
鐵	tʰ	iɪʔ	7		6773
汀	tʰ	iŋ	1		3154
听	tʰ	iŋ	1		818
听	tʰ	iŋ	5		819
聽	tʰ	iŋ	1		4953
聽	tʰ	iŋ	5		4954
廳	tʰ	iŋ	1		716
廳	tʰ	iŋ	1		1796
廷	d	iŋ	6		1798
亭	d	iŋ	6		120
庭	d	iŋ	6		1770
停	d	iŋ	6		338
婷	d	iŋ	6		1384
霆	d	iŋ	6		7065
挺	tʰ	iŋ	5		2278
艇	tʰ	iŋ	5		5137
濎	t	iŋ	5		3505
通	tʰ	oŋ	1		6432
蓪	tʰ	oŋ	1		5367
同	d	oŋ	6		799
彤	d	oŋ	6		1845
桐	d	oŋ	6		2852
烔	d	oŋ	6		3586
衕	d	oŋ	6		5622
童	d	oŋ	6		4427
僮	d	oŋ	6		380
銅	d	oŋ	6		6631
銅	d	oŋ	6		6783
潼	d	oŋ	6		3483
瞳	d	oŋ	6		4173
捅	tʰ	oŋ	5		2283
桶	d	oŋ	6		2869
筒	d	oŋ	6		4468
統	tʰ	oŋ	5		4640
統	tʰ	oŋ	5		4785
痛	tʰ	oŋ	5		3984
慟	d	oŋ	6		1966
慟	d	oŋ	6		2044
偷	tʰ	ɤ	1		344
投	d	ɤ	6		2178
骰	d	ɤ	6		7392
頭	d	ɤ	6		1256
頭	d	ɤ	6		7150
透	tʰ	ɤ	5		6426
凸	d	əʔ	8		506
禿	tʰ	oʔ	7		4321
禿	tʰ	oʔ	7		4325
突	d	əʔ	8		4388
荼	d	uᵝ	6		5255
徒	d	uᵝ	6		1872
途	d	uᵝ	6		6429
涂	d	uᵝ	6		3294
屠	d	uᵝ	6		1593
塗	d	uᵝ	6		1179
圖	d	uᵝ	6		1075
圖	d	uᵝ	6		1088
土	tʰ	uᵝ	5		1090
吐	tʰ	uᵝ	5		803
兔	tʰ	uᵝ	5		425
堍	tʰ	uᵝ	5		1159
湍	tʰ	ø	1		3382
团	d	ø	6		1061
摶	d	ø	6		2186
摶	d	ø	6		2425
蓴	z	əŋ	6		5278
蓴	z	əŋ	6		5370
團	d	ø	6		1089
篿	d	ø	6		4520
糰	d	ø	6		4584
推	tʰ	ᴇ	1		2336
頹	tʰ	ᴇ	5		7155
頹	d	ᴇ	6		7156
頹	tʰ	ᴇ	5		7197
頹	d	ᴇ	6		7198
腿	tʰ	ᴇ	5		5065
退	tʰ	ᴇ	5		6418
蛻	tʰ	ø	5		5526
蛻	tʰ	uᵝ	5		5527
蛻	tʰ	ø	5		5540
蛻	tʰ	uᵝ	5		5541
煺	tʰ	ø	5		3631
褪	tʰ	ᴇ	5		5695
吞	tʰ	əŋ	1		810
暾	t	əŋ	1		2677
屯	d	əŋ	6		1599
豚	d	əŋ	6		6041
飩	d	əŋ	6		7230
飩	d	əŋ	6		7269
臀	d	əŋ	6		5087
氽	tʰ	əŋ	5		3153
托	tʰ	oʔ	7		2146
拖	tʰ	uᵝ	1		2221
拖	tʰ	a	1		2222
沰	t	oʔ	7		3209
袥	tʰ	oʔ	7		5655
脫	tʰ	əʔ	7		5032
脫	tʰ	əʔ	7		5036
佗	d	uᵝ	6		225
陀	d	uᵝ	6		6974
坨	d	uᵝ	6		1122
沱	d	uᵝ	6		3210
砣	d	uᵝ	6		4211
跎	d	uᵝ	6		6217
馱	d	uᵝ	6		7308
馱	d	uᵝ	6		7351
駝	d	uᵝ	6		7320
駝	d	uᵝ	6		7364
橐	tʰ	oʔ	7		2994
鴕	d	uᵝ	6		7538
鴕	d	uᵝ	6		7587
妥	tʰ	uᵝ	5		1318
庹	tʰ	oʔ	7		1775
橢	tʰ	uᵝ	5		2917
橢	tʰ	uᵝ	5		3000
柝	tʰ	oʔ	7		2806
唾	tʰ	uᵝ	5		926
毻	tʰ	uᵝ	5		3129
挖	∅	uaʔ	7		2259
洼	∅	ua	1		3265
媧	∅	ua	1		1367
媧	∅	ua	1		1391
蛙	∅	ua	1		5513
蛙-	∅	uˠ	1		5514
搲	∅	uˠ	1		2403
窪	∅	ua	1		4407
娃	∅	ua	1		1351
譁	h	ua	1		5879
譁	ɦ	uˠ	6		5880
瓦	ŋ	uˠ	6		3881
袜	m	aʔ	8		5653
襪	m	aʔ	8		5706
歪	∅	ua	1		3067
歪	h	ua	1		3068
外	ŋ	a	6		1237
剜	∅	uø	5		567
蜿	∅	uø	5		5553
豌	∅	uø	5		6036
彎	∅	uᴇ	1		1824
彎	∅	uᴇ	1		1835
灣	∅	uᴇ	1		3388
灣	∅	uᴇ	1		3546
丸	ɦ	uø	6		45
完	ɦ	uø	6		1460
玩	ɦ	uø	6		3799
玩-	m	ᴇ	6		3800
紈	ɦ	uø	6		4596
紈	ɦ	uø	6		4738
頑	ɦ	uø	6		7143
頑	ɦ	uø	6		7179
頑-	m	ᴇ	6		7144
頑-	m	ᴇ	6		7180
宛	∅	uø	5		1467
挽	∅	uᴇ	5		2279
菀	∅	uø	5		5280
晚	∅	uᴇ	5		2645
晚-	m	ᴇ	6		2646
惋	∅	uø	5		1997
婉	∅	uø	5		1374
皖	∅	uø	5		4057
碗	∅	uø	5		4238
輓	∅	uᴇ	5		6307
綰	∅	uᴇ	5		4654
綰	∅	uᴇ	5		4810
万	∅	vᴇ	6		4
万-	m	ᴇ	6	麻將牌中的“萬”	5
萬	∅	vᴇ	6		5319
萬-	m	ᴇ	6	麻將牌中的“萬”	5320
腕	∅	uø	5		5050
汪	∅	uɑ̃	1		3177
亡	∅	vɑ̃	6		107
亡	m	ɑ̃	6		108
王	ɦ	uɑ̃	6		3795
王-	ɦ	iɑ̃	6		
网	∅	vɑ̃	6		4852
网-	m	ɑ̃	6		4853
枉	∅	uɑ̃	5		2769
罔	m	ɑ̃	6		4854
往	∅	uɑ̃	5		1860
網	∅	vɑ̃	6		4656
網-	m	ɑ̃	6		4657
魍	m	ɑ̃	6		7439
妄	∅	vɑ̃	6		1301
妄-	m	ɑ̃	6		1302
忘	∅	vɑ̃	6		1901
忘-	m	ɑ̃	6		1902
旺	ɦ	uɑ̃	6		2609
旺-	ɦ	iɑ̃	6		2610
望	∅	vɑ̃	6		2717
望-	m	ɑ̃	6		2718
望	b	ɑ̃	6	平~	
危	ɦ	uᴇ	6		701
威	∅	uᴇ	1		1350
偎	∅	uᴇ	1		335
微	∅	vi	6		1886
煨	∅	uᴇ	1		3626
薇	∅	vi	6		5411
薇	b	i	6	薔~花	5412
巍	ɦ	uᴇ	6		1660
韋	ɦ	uᴇ	6		7114
韋	ɦ	uᴇ	6		7120
桅	ɦ	uᴇ	6		2848
唯	∅	vi	6		922
帷	∅	vi	6		1713
惟	∅	vi	6		2001
幃	ɦ	uᴇ	6		1694
幃	ɦ	uᴇ	6		1719
圍	ɦ	uᴇ	6		1069
圍	ɦ	uᴇ	6		1084
圍-	ɦ	y	6		1070
圍-	ɦ	y	6		1085
爲	ɦ	uᴇ	6		47
爲	ɦ	uᴇ	6		3579
爲	ɦ	uᴇ	6		3679
違	ɦ	uᴇ	6		6403
違	ɦ	uᴇ	6		6463
維	∅	vi	6		4653
維	∅	vi	6		4801
闈	ɦ	uᴇ	6		6898
闈	ɦ	uᴇ	6		6919
濰	∅	vi	6		3466
濰	∅	vi	6		3521
尾	∅	vi	6		1564
尾-	ȵ	i	6		1565
尾-	m	i	6		1566
委	∅	uᴇ	5		1335
萎	∅	uᴇ	1		5309
偉	ɦ	uᴇ	6		195
偉	ɦ	uᴇ	6		334
葦	ɦ	uᴇ	6		5181
葦	ɦ	uᴇ	6		5336
瑋	ɦ	uᴇ	6		3802
瑋	ɦ	uᴇ	6		3844
痿	∅	uᴇ	5		3997
煒	ɦ	uᴇ	6		3569
煒	ɦ	uᴇ	6		3616
僞	ɦ	uᴇ	6		200
僞	ɦ	uᴇ	6		346
僞	ɦ	uᴇ	6		377
諉	∅	uᴇ	5		5838
諉	∅	uᴇ	5		5992
緯	ɦ	uᴇ	6		4679
緯	ɦ	uᴇ	6		4741
緯-	ɦ	y	6		4680
緯-	ɦ	y	6		4742
韙	ɦ	uᴇ	6		7118
韙	ɦ	uᴇ	6		7124
未	∅	vi	6		2726
未	m	i	6		2727
位	ɦ	uᴇ	6		217
味	∅	vi	6		853
味-	m	i	6		854
畏	∅	uᴇ	5		3915
胃	ɦ	uᴇ	6		4993
尉	∅	uᴇ	5		1537
喂	∅	uᴇ	1		951
喂	∅	uᴇ	5		952
喂-	∅	y	5		953
猬	ɦ	uᴇ	6		3766
渭	ɦ	uᴇ	6		3373
蔚	ɦ	uᴇ	6		5376
蝟	ɦ	uᴇ	6		5561
衛	ɦ	uᴇ	6		698
衛	ɦ	uᴇ	6		5627
慰	∅	uᴇ	5		2052
謂	ɦ	uᴇ	6		5858
謂	ɦ	uᴇ	6		6006
魏	ɦ	uᴇ	6		7441
餵	∅	uᴇ	5		7255
餵-	∅	y	5		7256
殟	∅	uəʔ	7		3093
溫	∅	uəŋ	1		3371
溫	∅	uəŋ	1		3405
瘟	∅	uəŋ	1		4008
文	∅	vəŋ	6		2557
蚊	∅	vəŋ	6		5486
蚊-	m	əŋ	6		5487
紋	∅	vəŋ	6		4599
紋	∅	vəŋ	6		4754
雯	∅	vəŋ	6		7053
聞	∅	vəŋ	6		4942
聞	∅	vəŋ	6		6932
聞-	m	əŋ	6		4943
聞-	m	əŋ	6		6933
刎	∅	vəŋ	6		519
吻	∅	vəŋ	6		833
紊	∅	vəŋ	6		4598
脗	m	iŋ	5		5030
穩	∅	uəŋ	5		4361
穩	∅	uəŋ	5		4377
問	∅	vəŋ	6		933
問	∅	vəŋ	6		6914
問-	m	əŋ	6		934
問-	m	əŋ	6		6915
翁	∅	oŋ	1		4887
嗡	∅	oŋ	1		992
瓮	∅	oŋ	5		3882
蕹	∅	oŋ	1		5405
齆	∅	oŋ	5		7666
倭	∅	uᵝ	1		328
萵	∅	uᵝ	1		5273
萵	∅	uᵝ	1		5323
唩	∅	uᵝ	1		920
窩	∅	uᵝ	1		4400
窩	∅	uᵝ	1		4406
蝸	k	uᵝ	5		5542
蝸	k	uᵝ	5		5569
我	ŋ	uᵝ	1		2109
我-	ŋ	uᵝ	6		2110
沃	∅	oʔ	7		3189
臥	ŋ	uᵝ	6		697
握	∅	oʔ	7		2365
幄	∅	oʔ	7		1720
渥	∅	oʔ	7		3369
齷	∅	oʔ	7		7680
齷	∅	oʔ	7		7689
污	∅	uᵝ	1		3172
涴	∅	uᵝ	5	大便（《上海市區方言志》記作“污”）	3173
巫	∅	vuᵝ	6		1676
屋	∅	oʔ	7		1582
烏	∅	uᵝ	1		57
烏	∅	uᵝ	1		3585
鄔	∅	uᵝ	1		6501
鄔	∅	uᵝ	1		6526
嗚	∅	uᵝ	1		849
嗚	∅	uᵝ	1		988
誣	∅	uᵝ	1		5823
誣	∅	uᵝ	1		5974
鎢	∅	uᵝ	1		6690
鎢	∅	uᵝ	1		6760
无	∅	vuᵝ	6		2593
毋	∅	vuᵝ	6		3111
芜	∅	vuᵝ	6		5160
吾	ŋ	uᵝ	6		836
吴	ɦ	ɔ	6		826
吴	ɦ	uᵝ	6		827
吳	ɦ	ɔ	6		824
吳	ɦ	uᵝ	6		825
梧	ŋ	uᵝ	6		2882
無	∅	vuᵝ	6		3608
無-	m		6	~沒：沒有	844
無-	m		6	~沒：沒有	1020
蜈	ŋ	uᵝ	6		5534
蕪	∅	vuᵝ	6		5400
五	∅	uᵝ	1	~里橋	100
五-	ŋ		6		101
午	∅	vuᵝ	6		670
午	∅	uᵝ	5		671
午-	ŋ		6		672
伍	∅	uᵝ	1		176
伍	ɦ	uᵝ	6		178
伍-	ŋ		6		177
武	∅	vuᵝ	6		3065
侮	∅	vuᵝ	6		271
捂	∅	uᵝ	1		2282
舞	∅	vuᵝ	6		5124
嫵	∅	vuᵝ	6		1320
嫵	∅	vuᵝ	6		1408
鵡	∅	vuᵝ	6		7549
鵡	∅	vuᵝ	6		7596
兀	ŋ	əʔ	8		405
勿	∅	vəʔ	7		638
戊	∅	vuᵝ	6		2101
杌	ŋ	əʔ	8		2744
物	∅	vəʔ	8		3708
物-	m	əʔ	8		3709
悟	ŋ	uᵝ	6		1979
務	∅	vuᵝ	6		598
務	∅	vuᵝ	6		620
晤	ŋ	uᵝ	6		2648
焐	∅	uᵝ	1		3603
塢	∅	uᵝ	1		1116
塢	∅	uᵝ	1		1183
誤	ŋ	uᵝ	6		5824
誤	ŋ	uᵝ	6		5976
寤	ŋ	uᵝ	6		1510
霧	∅	vuᵝ	6		7061
霧	∅	vuᵝ	6		7075
騖	∅	vuᵝ	6		7329
騖	∅	vuᵝ	6		7385
鶩	∅	vuᵝ	6		7554
鶩	∅	vuᵝ	6		7601
夕	z	iɪʔ	8		1236
兮	ɦ	i	6		436
西	s	i	1		5710
吸	ɕ	iɪʔ	7		830
希	ɕ	i	1		1693
昔	s	iɪʔ	7		2618
析	s	iɪʔ	7		2771
矽	z	iɪʔ	8		4194
息	s	iɪʔ	7		1961
奚	ɦ	i	6		1280
悉	s	iɪʔ	7		1974
淅	s	iɪʔ	7		3323
惜	s	iɪʔ	7		2000
晰	s	iɪʔ	7		2653
稀	ɕ	i	1		4345
粞	s	i	1		4554
犀	s	i	1		3717
溪	tɕʰ	i	1		3404
熙	ɕ	i	1		3640
蜥	s	iɪʔ	7		5548
熄	s	iɪʔ	7		3633
嘻	ɕ	i	1		1021
膝	s	iɪʔ	7		5076
嬉	ɕ	i	1		1412
熹	ɕ	i	1		3649
錫	s	iɪʔ	7		6667
錫	s	iɪʔ	7		6824
羲	ɕ	i	1		4883
蟋	s	iɪʔ	7		5585
曦	ɕ	i	1		2686
犧	ɕ	i	1		3715
犧	ɕ	i	1		3722
席	z	iɪʔ	8		1708
習	z	iɪʔ	8		74
習	z	iɪʔ	8		4891
媳	s	iɪʔ	7		1394
襲	z	iɪʔ	8		5658
襲	z	iɪʔ	8		5708
洗	s	i	5		3255
徙	s	i	5		1875
喜	ɕ	i	5		963
銑	s	i	5		6632
銑	s	i	5		6787
禧	ɕ	i	5		4312
蟢	ɕ	i	5		5590
璽	s	i	5		3808
璽	s	i	5		3871
系	ɦ	i	6		4588
系	tɕ	i	5		4589
係	ɕ	i	5		276
係	ɦ	i	6		277
細	s	i	5		4619
細	s	i	5		4763
隙	ɕ	iɪʔ	7		7022
戲	ɕ	i	5		2107
戲	ɕ	i	5		2124
瞎	h	aʔ	7		4159
蝦	h	ø	1		5481
蝦	h	ø	1		5564
匣	ɦ	aʔ	8		655
狎	ɦ	aʔ	8		3732
俠	ɦ	iaʔ	8		261
俠	ɦ	iaʔ	8		291
峽	tɕ	iaʔ	7		1625
峽	ɦ	iaʔ	8		1626
峽	tɕ	iaʔ	7		1635
峽	ɦ	iaʔ	8		1636
峽-	k	aʔ	7		1627
峽-	k	aʔ	7		1637
狹	ɦ	aʔ	8		3740
狹	ɦ	aʔ	8		3747
遐	∅	ia	1		6459
瑕	∅	ia	1		3845
暇	∅	ia	1		2660
轄	ɕ	iaʔ	7		6323
轄	ɕ	iaʔ	7		6362
轄-	h	aʔ	7		6324
轄-	h	aʔ	7		6363
霞	∅	ia	1		7074
下	ɕ	ia	5		9
下-	ɦ	uˠ	6		10
吓	h	aʔ	7		805
夏	ɕ	ia	5		1233
夏-	ɦ	uˠ	6		1234
嚇	h	aʔ	7		1037
仙	s	i	1		154
先	s	i	1		415
纤	s	i	1		4734
秈	s	i	1		4327
籼	s	i	1		4546
掀	ɕ	i	1		2310
掀	ɕ	iŋ	1		2311
暹	s	i	1		2676
鮮	s	i	1		7453
鮮	s	i	1		7497
纖	s	i	1		4727
纖	tsʰ	i	5		4728
闲	ɦ	i	6		6920
闲	ɦ	iᴇ	6		6921
闲-	ɦ	ᴇ	6		6922
弦	ɦ	i	6		1821
咸	ɦ	ᴇ	6		882
涎	ɦ	i	6		3300
涎	z	ᴇ	6		3301
娴	ɦ	i	6		1368
娴	ɦ	iᴇ	6		1369
娴-	ɦ	ᴇ	6		1370
舷	ɦ	i	6		5134
閑	ɦ	i	6		6873
閑	ɦ	iᴇ	6		6874
閑-	ɦ	ᴇ	6		6875
嫌	ɦ	i	6		1401
銜	ŋ	ᴇ	6	~頭：頭銜	5620
銜	ɦ	ᴇ	6		5621
銜	ŋ	ᴇ	6	~頭：頭銜	6634
銜	ɦ	ᴇ	6		6635
賢	ɦ	i	6		6099
賢	ɦ	i	6		6127
嫻	ɦ	i	6		1409
嫻	ɦ	iᴇ	6		1410
嫻-	ɦ	ᴇ	6		1411
筅	s	i	5		4460
跣	s	i	5		6225
蜆	ɕ	i	5		5497
蜆	ɕ	i	5		5532
險	ɕ	i	5		6997
險	ɕ	i	5		7027
蘚	s	i	5		5430
蘚	s	i	5		5454
顯	ɕ	i	5		2631
顯	ɕ	i	5		7169
限	ɦ	iᴇ	6		6986
限-	ɦ	ᴇ	6		6987
宪	ɕ	i	5		1479
莧	ɕ	i	5		5182
莧	ɕ	i	5		5268
陷	ɦ	i	6		7004
陷-	ɦ	ᴇ	6		7005
現	ɦ	i	6		3804
現	ɦ	i	6		3822
羡	z	i	6		4879
綫	s	i	5		4651
線	s	i	5		4671
線	s	i	5		4758
縣	ɦ	yø	6		738
縣	ɦ	yø	6		4690
餡	ɦ	i	6		7251
餡	ɦ	i	6		7289
餡-	ɦ	ᴇ	6		7252
餡-	ɦ	ᴇ	6		7290
憲	ɕ	i	5		2070
獻	ɕ	i	5		3767
獻	ɕ	i	5		3786
相	s	iã	1		4108
相	s	iã	5		4109
香	ɕ	iã	1		7301
鄉	ɕ	iã	1		75
鄉	ɕ	iã	1		6524
廂	s	iã	1		725
廂	s	iã	1		1778
湘	s	iã	1		3384
箱	s	iã	1		4498
襄	s	iã	1		5701
鑲	s	iã	1		6731
鑲	s	iã	1		6861
祥	z	iã	6		4295
翔	z	iã	6		4892
詳	z	iã	6		5804
詳	z	iã	6		5968
享	ɕ	iã	5		118
想	s	iã	5		2013
餉	ɕ	iã	5		7241
餉	ɕ	iã	5		7282
鯗	s	iã	5		7460
鯗	s	iã	5		7498
饗	ɕ	iã	5		7229
饗	ɕ	iã	5		7265
響	ɕ	iã	5		894
響	ɕ	iã	5		7133
向	ɕ	iã	5		804
巷	ɦ	ɑ̃	5		1685
象	z	iã	6		6042
項	ɦ	ɑ̃	5		7137
項	ɦ	ɑ̃	5		7176
像	z	iã	6		372
橡	z	iã	6		2999
嚮	ɕ	iã	5		1044
枵	ɕ	iɔ	1		2786
逍	s	iɔ	1		6425
消	s	iɔ	1		3297
宵	s	iɔ	1		1485
梟	ɕ	iɔ	1		2783
梟	ɕ	iɔ	1		2878
硝	s	iɔ	1		4226
霄	s	iɔ	1		7064
銷	s	iɔ	1		6642
銷	s	iɔ	1		6804
蕭	s	iɔ	1		5317
蕭	s	iɔ	1		5401
簫	s	iɔ	1		4495
簫	s	iɔ	1		4528
瀟	s	iɔ	1		3465
瀟	s	iɔ	1		3537
囂	ɕ	iɔ	1		1042
囂	ɕ	iɔ	1		1049
淆	ɦ	iɔ	6		3325
小	s	iɔ	5		1542
筱	s	iɔ	5		4474
曉	ɕ	iɔ	5		2641
曉	ɕ	iɔ	5		2680
孝	ɕ	iɔ	5		1436
孝-	h	ɔ	5		1437
肖	s	iɔ	5		4967
肖	s	ɔ	5	生~	
校	ɦ	iɔ	6		2829
校	tɕ	iɔ	5		2830
校-	k	ɔ	5		2831
哮	ɕ	iɔ	5		907
笑	s	iɔ	5		4444
嘯	s	iɔ	1		948
嘯	s	iɔ	1		1013
些	s	i	1		105
楔	s	iɪʔ	7		2924
歇	ɕ	iɪʔ	7		3054
蝎	ɕ	iɪʔ	7		5557
邪	z	ia	6		6500
協	ɦ	iaʔ	8		678
協	ɦ	iaʔ	8		682
挾	ɦ	iaʔ	8		2263
挾	tɕ	iɪʔ	7	~菜	2264
挾	ɦ	iaʔ	8		2280
挾	tɕ	iɪʔ	7	~菜	2281
脅	ɕ	iɪʔ	7		4992
脅	ɕ	iɪʔ	7		5020
斜	z	ia	6		2568
携	ɦ	i	6		2405
鞋	ɦ	a	6		7103
攜	ɦ	i	6		2510
寫	s	ia	5		460
寫	s	ia	5		1517
泄	s	iɪʔ	7		3221
卸	s	ia	5		709
屑	s	iɪʔ	7		1589
械	ɦ	iᴇ	6		2886
械	tɕ	iᴇ	1		2887
榭	z	ia	6		2950
澥	g	a	6		3497
懈	ɦ	iᴇ	6		2076
懈-	g	a	6		2077
謝	z	ia	6		5870
謝	z	ia	6		6015
褻	s	iɪʔ	7		123
褻	s	iɪʔ	7		5699
瀉	s	ia	5		3247
瀉	s	ia	5		3527
蟹	h	a	5		5596
心	s	iŋ	1		1891
芯	s	iŋ	1		5171
辛	s	iŋ	1		6367
欣	ɕ	iŋ	5		3045
新	s	iŋ	1		2580
歆	ɕ	iŋ	1		3053
鋅	s	iŋ	1		6647
鋅	s	iŋ	1		6813
薪	s	iŋ	1		5419
馨	ɕ	iŋ	1		7303
鑫	ɕ	iŋ	1		6729
囟	s	iŋ	5		1057
信	s	iŋ	5		292
衅	ɕ	iŋ	5		5614
釁	ɕ	iŋ	5		6579
星	s	iŋ	1		2620
猩	s	iŋ	1		3762
惺	s	iŋ	1		2016
腥	s	iŋ	1		5053
刑	ɦ	iŋ	6		520
邢	ɦ	iŋ	6		6497
行	ɦ	ɑ̃	5		5615
行	ɦ	iŋ	6		5616
行-	ɦ	ã	6		5617
形	ɦ	iŋ	6		1844
型	ɦ	iŋ	6		1132
醒	s	iŋ	5		6563
擤	h	əŋ	5		2484
杏	ɦ	ã	6		2746
幸	ɦ	iŋ	6		1741
