tsɿ	21	1	资姿咨
tsɿ	32	2a	雌兹滋慈磁辞祠词
tsɿ	33	2b	瓷餈[糍粑]
tsɿ	24	3	紫姊子滓
tsɿ	44	6	自字
tsʰɿ	35	5	刺疵[瑕~]赐次伺
sɿ	21	1	斯厮撕私师狮蛳[~蛳]思丝司饲
sɿ	24	3	死
sɿ	35	5	四肆寺
sɿ	44	6	似士仕柿事侍
pi	32	2a	枇[~杷]匹[一~布]
pi	33	2b	皮疲脾琵[~琶]
pi	24	3	敝[~人]彼比秕[~谷：不饱满的稻谷]憋撇[~捺]笔毕必弼逼碧璧壁
pi	35	5	蔽弊币毙闭臂庇痹[~痹]
pi	44	6	被[~窝，~迫]婢避备鼻篦[~子：中间有粱儿，两侧有密齿，主要用于刮头虱]
pʰi	21	1	批披劈
pʰi	24	3	鄙匹[~配]僻辟霹
pʰi	35	5	屁别[区~，离~]
mi	32	2a	迷
mi	33	2b	糜[~烂]弥靡楣
mi	24	3	米
mi	35	5	谜秘篾[竹~]密蜜觅
mi	44	6	眉
ti	21	1	低
ti	32	2a	提蹄
ti	33	2b	堤题
ti	24	3	底抵的嫡狄敌
ti	35	5	帝
ti	44	6	弟第递地滴
tʰi	21	1	梯
tʰi	24	3	体跌帖贴铁踢
tʰi	35	5	替涕[鼻~]剃屉[抽~]隶叠碟牒蝶谍剔笛
li	32	2a	犁[耕田用具]黎
li	33	2b	离篱璃[玻~]梨厘狸
li	24	3	旅礼履李里[一~路，~面]理鲤吏立笠劣律率[效~]肋历[~史，日~]
li	35	5	粒栗力
li	44	6	滤厉励丽莉荔利痢[瘌~头]
ʨi	21	1	鸡岐饥肌基箕[簸~]期机讥
ʨi	32	2a	齐脐徛[站立]倚杞棋旗其
ʨi	33	2b	奇[~怪]骑[~马]
ʨi	24	3	挤几[茶~，~乎，~个]己纪接缉集辑急级及吸杰揭节结洁疾吉鲫极脊籍绩激击
ʨi	35	5	聚祭际济荠[荸~]剂稽[~查]计继寄技妓冀记忌既醉季迹积寂
ʨʰi	21	1	蛆[生~]妻溪欺
ʨʰi	24	3	且砌启起岂祈切窃截七漆膝乞戚吃
ʨʰi	35	5	契企器弃气汽妾捷怯泣绝又[断子~孙]
ȵi	32	2a	泥
ȵi	33	2b	宜仪谊尼凝[鱼、肉汤结冻]
ȵi	24	3	你业
ȵi	35	5	议腻
ȵi	44	6	艺蚁义
ɕi	21	1	须[锦旗下面垂的须]需西栖犀奚牺熙[康~]蟋[~蟀]
ɕi	32	2a	斜希稀
ɕi	33	2b	邪谐携袭薛
ɕi	24	3	些洗婿玺徙嬉禧[慈~]喜髓歇蝎雪穴悉戌恤息熄媳隙昔惜夕析锡
ɕi	35	5	谢絮细戏协习泄席
ɕi	44	6	系[~鞋带，~统，连~，关~]
i	21	1	医依
i	32	2a	移
i	33	2b	姨夷怡贻衣
i	24	3	椅伊[~犁]以已沂[~蒙山]页揖[作~]噎乙一逸逆
i	35	5	缢[自~]肄[~业]意异毅叶忆亿益腋亦译
i	44	6	易[容~，贸~]疑遗
pu	32	2a	蒲[~稳：地名]菩[~萨]脯[胸~]葡[~萄]
pu	24	3	补不
pu	35	5	薄[~荷]布[棉~，宣~]怖卜[萝~]
pu	44	6	部步
pʰu	24	3	捕讣[~告]仆[~人]
fu	21	1	夫[~妻]
fu	32	2a	呼
fu	33	2b	胡[~子，二~]湖糊狐壶乎[在~]葫[~芦]俘[~虏]孵扶芙[~蓉]浮
fu	24	3	虎浒[水~传]肤府腑俯斧敷抚釜复幅福佛[阿弥陀~]蝠[蝙~]腹复[~印，~原]覆伏服
fu	35	5	付赋傅[姓氏]咐赴富副袱[包~]
fu	44	6	户互护符沪父腐附负妇忽
ku	21	1	姑孤箍
ku	32	2a	跍[蹲]
ku	24	3	古估牯[牛~：公牛]股鼔骨谷[山~，~子]
ku	35	5	故固锢[禁~]雇顾
kʰu	21	1	枯
kʰu	24	3	苦哭
kʰu	35	5	库裤窟酷
u	21	1	乌污坞[船~]巫诬
u	32	2a	蜈[~蚣]吾梧[~桐]无
u	33	2b	吴
u	24	3	五伍午悟武舞侮鹉[鹦~]物屋
u	35	5	□[抹]
u	44	6	误务雾戊
ly	24	3	缕[千丝万~]捋[~胡子]
ly	35	5	绿
ly	44	6	虑
ʨy	21	1	猪诸居车[象棋棋子的一种]诛蛛株朱硃[朱砂]珠
ʨy	32	2a	除瞿[姓氏]
ʨy	33	2b	褚[姓氏]储[~蓄]渠厨
ʨy	24	3	煮举主橘菊鞠麴[酒曲：用来酿酒]
ʨy	35	5	著据拒距驻注蛀拘句惧剧局
ʨy	44	6	拄[~拐杖]柱住俱矩[规~]具
ʨʰy	21	1	趋区驱吹
ʨʰy	24	3	取娶出屈曲[戏~]
ʨʰy	35	5	处[~理，到~]趣
ȵy	24	3	女
ɕy	21	1	书舒墟虚嘘枢输[~赢，运~]殊吁绥[~宁：地名]
ɕy	32	2a	徐
ɕy	33	2b	薯
ɕy	24	3	鼠暑许水
ɕy	35	5	序叙庶恕墅[别~]署[~名]戍述术
ɕy	44	6	绪竖树
xy	21	1	须[必~]
y	21	1	淤
y	32	2a	鱼渔
y	33	2b	如余[姓氏；多~]愚于榆入
y	24	3	语儒乳虞寓雨宇禹羽
y	35	5	御誉预豫逾裕抑翼役疫郁玉狱浴欲
y	44	6	娱遇盂[痰~]芋愉喻
pa	21	1	巴芭疤笆[篱~]爸
pa	32	2a	爬琶[琵~]杷[枇~]钯[钉~]
pa	33	2b	耙[犁~]
pa	24	3	把[~握，一~]八
pa	35	5	把[刀柄]坝霸
pa	44	6	罢
pʰa	35	5	怕帕拔
ma	21	1	妈
ma	32	2a	麻
ma	33	2b	痳[~疹]
ma	24	3	马码抹[~布]
ma	35	5	蟆[蛤~]
ma	44	6	骂
fa	21	1	花
fa	32	2a	划[~船]
fa	33	2b	华[中~]画
fa	24	3	法乏发[~东西]
fa	35	5	化发[头~]伐罚
fa	44	6	华[~山]桦[~树]话划[计~]
ta	21	1	遮
ta	32	2a	溻[汗水浸湿]
ta	24	3	搭答达打
tʰa	21	1	他
tʰa	24	3	扯塔塌
tʰa	35	5	踏沓[一~]
la	21	1	拉捺[撇~]
la	32	2a	揉[~眼睛]
la	24	3	哪纳腊蜡
la	35	5	那拿辣
tsa	21	1	楂[山~]渣抓爪[鸡~]
tsa	32	2a	查[调~]
tsa	33	2b	茶
tsa	24	3	杂眨闸扎[~头发]轧[~钢厂]铡[~刀]
tsa	35	5	诈榨[~油]炸[~弹]乍煠[把食物放入煮沸的油里弄熟]啄[鸡~米]
tsʰa	21	1	叉杈[树~]差[~不多]茬
tsʰa	24	3	搽[~药]插擦
tsʰa	35	5	岔[三~路口]
sa	21	1	沙纱砂[~纸]赊杉衫[衬~]
sa	32	2a	佘
sa	33	2b	蛇
sa	24	3	洒[~水]舍[~得]傻耍撒[~种]萨杀刷
tʂʰa	24	3	察
ka	21	1	家[成~]痂
ka	24	3	夹裌[~衣]挟[~菜]
ka	35	5	嫁
ŋa	33	2b	牙芽
ŋa	24	3	伢[小孩子]
xa	21	1	虾[龙~]
xa	33	2b	霞虾[~蟆：亦作蛤蟆]
xa	24	3	瞎
xa	35	5	吓蛤[~蜊]
xa	44	6	下
a	24	3	哑鸭
pia	35	5	□[~耳屎：打耳光]
tia	21	1	爹
lia	32	2a	□[累，乏力]
ʨia	21	1	加嘉家[~具]稼佳
ʨia	32	2a	茄
ʨia	24	3	假[真~，放~]贾[姓氏]甲胛[肩~骨]
