#汉字	音标	注释	声母	韵母	声调
#名称	/	汝城方言字表			
#日期	/	2024/11/20			
#作者	/	汝人			
淡	tʰa1	白读	tʰ	a	1
拉	lai1	白读	l	ai	1
买	mai1	白读	m	ai	1
拖	tʰai1	白读，~舌头：伸舌头	tʰ	ai	1
坑	kʰaŋ1	白读，粪~	kʰ	aŋ	1
上	saŋ1	白读，~去	s	aŋ	1
生	saŋ1	白读，~疏人：陌生人	s	aŋ	1
甥	saŋ1	白读，外~	s	aŋ	1
牲	saŋ1	白读，头~：鸡	s	aŋ	1
争	tsaŋ1	白读，~东西	ts	aŋ	1
坑	xaŋ1	白读，沟~	x	aŋ	1
交	kau1	白读	k	au	1
鸡	kɛi1	白读	k	ɛi	1
我	ŋɛi1	白读	ŋ	ɛi	1
低	tɛi1	白读	t	ɛi	1
弟	tʰɛi1	白读	tʰ	ɛi	1
巾	kɛŋ1	白读，头~	k	ɛŋ	1
筋	kɛŋ1	白读，牛~	k	ɛŋ	1
冷	lɛŋ1	白读	l	ɛŋ	1
泡	pʰɛu1	白读，~唧：气泡	pʰ	ɛu	1
厚	xɛu1	白读	x	ɛu	1
后	xɛu1	白读，~日	x	ɛu	1
渠	tɕi1	白读，他	tɕ	i	1
养	iaŋ1	白读		iaŋ	1
张	iaŋ1	白读，装		iaŋ	1
丈	tʰiaŋ1	白读，姊~：姐夫	tʰ	iaŋ	1
朝	iau1	白读，~晨：早上		iau	1
有	iəu1	白读		iəu	1
也	iɛ1	白读		iɛ	1
岭	liŋ1	白读	l	iŋ	1
领	liŋ1	白读，衫~：衣领	l	iŋ	1
野	io1	白读		io	1
重	tʰioŋ1	白读，轻~	tʰ	ioŋ	1
弓	tɕioŋ1	白读，蒜~：蒜苔	tɕ	ioŋ	1
马	mo1	白读	m	o	1
疏	so1	白读，与“密”相对	s	o	1
下	xo1	白读，~昼：下午	x	o	1
笼	loŋ1	白读	l	oŋ	1
蜂	pʰoŋ1	白读	pʰ	oŋ	1
动	tʰoŋ1	白读，~棋：下棋	tʰ	oŋ	1
妇	fu1	白读，新~：儿媳	f	u	1
肚	tʰu1	白读	tʰ	u	1
肝	kua1	白读，~唧：肝	k	ua	1
干	kua1	白读，天~：天气干旱	k	ua	1
暖	nua1	白读	n	ua	1
断	tʰua1	白读	tʰ	ua	1
安	ua1	白读		ua	1
腮	suai1	白读	s	uai	1
梯	tʰuai1	白读	tʰ	uai	1
栽	tsuai1	白读	ts	uai	1
开	xuai1	白读，~门	x	uai	1
尾	muəi1	白读，~巴	m	uəi	1
被	pʰuəi1	白读，棉~	pʰ	uəi	1
密	muɛ1	白读，盖~：盖紧实	m	uɛ	1
核	uɛ1	白读，~唧：果核		uɛ	1
丘	ɕy1	白读，一~田	ɕ	y	1
欺	tɕʰy1	白读，心~：心不正	tɕʰ	y	1
箕	tɕy1	白读，簸~	tɕ	y	1
柱	tʰy1	白读，屋~：柱子	tʰ	y	1
猪	y1	白读		y	1
软	ȵya1	白读	ȵ	ya	1
近	tɕʰyŋ1	白读	tɕʰ	yŋ	1
你	ŋ1	白读	ŋ		1
行	xaŋ2	白读，走；银~	x	aŋ	2
巧	kʰau2	白读，刚~唧：碰巧	kʰ	au	2
来	lɛi2	白读	l	ɛi	2
泥	nɛi2	白读	n	ɛi	2
提	tɛi2	白读	t	ɛi	2
啼	tɛi2	白读	t	ɛi	2
齐	tsʰɛi2	白读	tsʰ	ɛi	2
柿	tsʰɛi2	白读	tsʰ	ɛi	2
含	xɛŋ2	白读	x	ɛŋ	2
浮	pɛu2	白读	p	ɛu	2
微	mi2	白读，~风细雨	m	i	2
鱼	ȵi2	白读	ȵ	i	2
肠	tiaŋ2	白读，~唧：肠子	t	iaŋ	2
场	tiaŋ2	白读，屋~：村庄	t	iaŋ	2
长	tiaŋ2	白读，~短	t	iaŋ	2
翘	ɕiau2	白读，~喥：去世了	ɕ	iau	2
求	ɕiəu2	白读，寻找	ɕ	iəu	2
粟	ɕiəu2	白读，番~：玉米	ɕ	iəu	2
人	ȵiŋ2	白读	ȵ	iŋ	2
银	ȵiŋ2	白读	ȵ	iŋ	2
虫	tioŋ2	白读，~虫：蚊子	t	ioŋ	2
和	u2	白读，~尚		u	2
胡	u2	白读，姓		u	2
芋	u2	白读，香~		u	2
蚊	mua2	白读，~虫	m	ua	2
还	ua2	白读，~钱		ua	2
环	ua2	白读，耳~		ua	2
黄	uaŋ2	白读		uaŋ	2
磺	uaŋ2	白读		uaŋ	2
菌	kʰuəŋ2	白读，~唧：蘑菇	kʰ	uəŋ	2
裙	kʰuəŋ2	白读	kʰ	uəŋ	2
锤	ty2	白读，铁~	t	y	2
芹	tɕʰyŋ2	白读，~菜	tɕʰ	yŋ	2
哽	kaŋ3	白读	k	aŋ	3
网	maŋ3	白读	m	aŋ	3
米	mɛi3	白读	m	ɛi	3
蚁	ŋɛi3	白读，~崽：蚂蚁	ŋ	ɛi	3
使	sɛi3	白读，~性：小孩子生气	s	ɛi	3
抵	tɛi3	白读，~得：值得	t	ɛi	3
底	tɛi3	白读	t	ɛi	3
肯	xɛŋ3	白读	x	ɛŋ	3
朽	ŋɛu3	白读，木头腐烂	ŋ	ɛu	3
守	tsɛu3	白读，~屋：看家	ts	ɛu	3
长	iaŋ3	白读，~幼：妯娌		iaŋ	3
恐	ɕioŋ3	白读，怕	ɕ	ioŋ	3
扯	tsʰo3	白读	tsʰ	o	3
起	sɿ3	白读	s	ɿ	3
苦	xu3	白读，~瓜	x	u	3
敢	kua3	白读	k	ua	3
梗	kuaŋ3	白读，蔗~：甘蔗	k	uaŋ	3
五	ŋ3	白读	ŋ		3
孝	kʰau5	白读，大~子	kʰ	au	5
个	kɛi5	白读	k	ɛi	5
细	sɛi5	白读	s	ɛi	5
剃	tʰɛi5	白读，~脑：剃头	tʰ	ɛi	5
替	tʰɛi5	白读	tʰ	ɛi	5
额	ȵi5	白读，~头	ȵ	i	5
胀	iaŋ5	白读		iaŋ	5
宿	ɕiəu5	白读，过夜	ɕ	iəu	5
着	iəu5	白读，穿		iəu	5
昼	iəu5	白读，上~：上午		iəu	5
竹	iəu5	白读		iəu	5
足	tɕiəu5	白读，心满意~	tɕ	iəu	5
客	kʰo5	白读	kʰ	o	5
百	po5	白读	p	o	5
去	sɿ5	白读	s	ɿ	5
哭	xu5	白读	x	u	5
裤	xu5	白读，衫~	x	u	5
暗	ua5	白读		ua	5
盖	kuai5	白读，~唧：盖子	k	uai	5
戴	tuai5	白读，~口罩	t	uai	5
爱	uai5	白读		uai	5
外	uai5	白读，~甥		uai	5
问	muəŋ5	白读，~问题	m	uəŋ	5
望	maŋ6	白读	m	aŋ	6
硬	ŋaŋ6	白读	ŋ	aŋ	6
毒	tɛu6	白读，~死	t	ɛu	6
麦	mo6	白读，油~菜	m	o	6
话	o6	白读，说		o	6
白	po6	白读	p	o	6
腐	fu6	白读，豆~	f	u	6
卧	mu6	白读，~槽：象棋术语	m	u	6
择	tu6	白读，~菜	t	u	6
代	tuai6	白读，~驾	t	uai	6
待	tuai6	白读，~客	t	uai	6
袋	tuai6	白读	t	uai	6
害	xuai6	白读	x	uai	6
会	uəi6	白读		uəi	6
泪	ly6	白读，眼~	l	y	6
住	ty6	白读，~院	t	y	6
肝	ka1	文读	k	a	1
干	ka1	文读，~净	k	a	1
拉	la1	文读	l	a	1
安	ŋa1	文读	ŋ	a	1
开	kʰai1	文读	kʰ	ai	1
腮	sai1	文读	s	ai	1
栽	tsai1	文读	ts	ai	1
张	tsaŋ1	文读	ts	aŋ	1
泡	pʰau1	文读	pʰ	au	1
朝	tsau1	文读	ts	au	1
坑	kʰɛŋ1	文读	kʰ	ɛŋ	1
牲	sɛŋ1	文读，畜~	s	ɛŋ	1
生	sɛŋ1	文读	s	ɛŋ	1
甥	sɛŋ1	文读	s	ɛŋ	1
争	tsɛŋ1	文读	ts	ɛŋ	1
欺	tɕʰi1	文读	tɕʰ	i	1
鸡	tɕi1	文读	tɕ	i	1
箕	tɕi1	文读	tɕ	i	1
梯	tʰi1	文读	tʰ	i	1
低	ti1	文读	t	i	1
交	tɕiau1	文读，~代	tɕ	iau	1
丘	tɕʰiəu1	文读	tɕʰ	iəu	1
