来源：	高晓慧 2019《山西中阳方言语音研究》；1990《中阳方言志》；Skanda, Hynuza 整理录入																		
kʰ	［1］枯［3］苦［5］裤库																		
x	［1］呼夫麸［2］壶浮胡湖狐肤扶芙符午{晌~}［3］虎府浒甫斧腐辅否□{信~，指猫头鹰}［5］户驸父富副妇沪互付赋傅讣赴糊{眼~，指看不清}																		
Ø	［1］乌诬污坞{~城}巫［2］吴梧{~桐}无［3］五={单念}武伍午{中~}舞鹉［5］雾误悟务恶戊																		
#y																			
n	［2］鱼-［3］女={~的}语-{言~}［5］鱼{单念}遇-{~见}																		
l	［2］驴{毛~}［3］吕摞-{~起来}旅缕铝侶屡垒-{~起来}捋={~一下}［5］类-{一~}滤虑累-{~人}泪驴{单念}																		
tɕ	［1］居车{象棋}拘駒［3］举嘴{~巴骨}［5］锯句剧巨据聚具惧柜俱距醉																		
tɕʰ	［1］区蛆趋□{活~~，活结}［2］渠随{~他去吧}［3］取={~舍}娶={嫁~}［5］去{减~}趣粹翠-脆-{可~了}																		
ɕ	［1］兄-{~弟}墟虚虽-{~然}［2］徐随{~便}需须［3］许［5］遂-岁{~数}序叙绪絮续穗-{~~}																		
Ø	［2］余芋榆={~次}［3］雨语={~文}与宇禹羽纬={~子}［5］玉={人名}御狱={~头}誉预豫寓茔-{坟}喻魏-{地名}裕={地名}																		
#ᴀ																			
p	［1］爬-{~山}巴疤［3］把{量词}靶㞎{~~，指让婴儿大便}［5］霸坝爸罢																		
pʰ	［2］爬={~行}琶={琵~}杷={枇~}耙{~地}［5］怕帕																		
m	［1］妈-{呼称，实际调值接近243}［2］麻蟆{蛤~}［3］马码［5］骂																		
t	［2］□{拟声词，如水滴的声音}□{这~}［3］打																		
tʰ	［1］他它她［3］塌{形容词重叠式后缀，灰不~~}［5］□{拟声词，忽~，指突然一下}																		
n	［2］拿挪［3］哪［5］那																		
l	［1］拉																		
ts	［1］遮渣奓{手~开，指张开手}［2］□{拟声词，如吵闹的声音，教室里~~的}［3］拃{一~}［5］昨诈榨{~油}炸{~弹}奓{头发~}																		
tsʰ	［1］叉杈差{~别}□{喉咙~，指嗓子哑}［2］茶查楂{山~}茬搽咱［5］差{~不多}岔{~路}错{~了}□{不~，拟声词，泼水在地上的声音}																		
s	［1］沙纱［3］洒傻［5］厦{偏~}沙{挑选}筛{稀疏，这块布特别~}																		
tʂ	［1］遮睁-																		
tʂʰ	［1］车［3］扯{~面}［5］□{拟声词，不~，东西摔在地上的声音}																		
ʂ	［1］赊-{~账}生-{~的}甥{外~}［2］蛇［3］舍-撒騇社-{~会}																		
ʐ	［3］惹																		
k	［2］嘎{拟声词，鸭子叫的声音}［5］尬																		
kʰ	［1］咖［2］□{拟声词，~~几下就弄完了，形容利索}［3］卡																		
x	［2］还{副词}［3］荷-{~上}［5］下-{~面}夏-{立~}吓{~一跳}																		
Ø	［1］啊［2］阿																		
#iᴀ																			
p	［1］绷{~出去了，指迸出去了}□{~上一块布}［5］蹦-迸-{炒豆子时老往出~}																		
pʰ	［2］棚-{~~}□{水快要溢出来了}［3］□{~上一根树枝}□{~溢着，形容说话比较夸张}□{~开}［5］□{拟声词，东西摔倒地上的声音}																		
m	［2］□{~住了，指突然愣住了}虻{~蝇：牛虻}［3］猛{~则古，突然，没有预兆}［5］□{吹~~，将物体放在嘴巴里使发出声音}乜																		
t	［1］爹{呼称}［2］爹{弥~，背称}［3］嗲																		
tʰ	［1］□{粪圪~，指放垃圾的地方。}［3］□{~~地，指什么都不用干，不用操心。}																		
n	［1］□{[你些]的合音}［2］牙芽衙{~门}伢{孩~~，指小孩子}凌{冻~，结的冰}［3］哑□{圪~，指躺着休息一会}［5］硬-{~米，~柴}压-{~力}亚-{不~于}																		
l	［2］□{~~地，拟声词，哭的~~的}□{脖子~，指脖子斜}［3］冷-{天~了}［5］□{~塔，指闲聊}落{~在后面了}																		
tɕ	［1］耕-{~地}家加嘉佳痂［3］假{~的}姐-贾［5］褯嫁借-{~东西}假{放~}架驾价																		
tɕʰ	［1］揢坑-{单念}［2］茄-{~子}［3］卡{鱼刺~住了}［5］□{用两手卡住脖子}																		
ɕ	［2］虾蝦斜-霞邪-些-{这~}［3］写-{~字}［5］夏=厦{~门}卸-{~下来}下={~水}谢-{~土}																		
Ø	［2］爷-{~~}衙=涯{天~}丫衙=［3］野-{~的}雅也-{~是}［5］夜-{~夜}亚={~运会}压={~强}																		
#uᴀ																			
tʂ	［1］抓{用手~牌}髽{~髻，梳在头顶两旁的发髻}［2］□{拟声词，水滴的~~的}																		
tʂʰ	［2］欻{拟声词，走得~~的，形容步伐矫健}																		
ʂ	［3］耍																		
k	［1］瓜剐刮{~下来}［3］寡剐［5］卦掛□{左~子，左撇子}																		
kʰ	［1］夸［3］胯［5］跨垮																		
x	［1］花华［2］划{~点一下}铧{农具}［3］滑猾［5］化话华{~山}桦{~树}画																		
Ø	［1］挖蛙洼搲{~抓}［2］□{~上一把}［3］瓦［5］忘-□{一~，指特别多}□{~在家里不出门，带有感情色彩}																		
#yᴀ																			
tɕ	［1］僵-{硬~~的，指僵硬的感觉}																		
tɕʰ	［2］瘸□{~~的，拟声词，咳嗽咳的~~的}																		
ɕ	［1］靴□{~住我了，指赖上了}［2］横-{~放}［5］□{~住不走}																		
#ɤ																			
p	［1］般-{万~}搬-{~家}菠{~菜}玻{~璃}帮-{鞋~}［3］簸{~一~}跛{~子}［5］畔半-{一~}簸{~箕}拚{~命}伴-{作~}拌-{~起来}																		
pʰ	［1］坡［2］婆盘-{~子}庞-{~家会，地名}［3］□{~上这条命}［5］破判-{~刑}																		
m	［2］磨{动词}忙-{~的}魔摩馍瞒-蔓{~菁}［3］满-{~了}抹{~油油}［5］幔-{~子}磨{名词}漫-{水把路面都漫了}																		
t	［2］□{拟声词，形容一个人话多，如这个人~~的}																		
tʂ	［1］毡-知{~识}蜘沾遮=粘张-{一~纸}蒸-{~馍馍}正-{~月}［3］展{~览}长-{~大}涨-{~价}者［5］滞稚制治战-{~斗}占-{~住}致置丈-{一~}仗-{打~}账-{算~}胀-{肚~}帐-{~子}智正-{~好}																		
tʂʰ	［1］痴称-{~一下}［2］蝉蟾迟池持{支~}肠-{~~}缠-{~线线}长-{~的}［3］氅{二~：小大衣}场-{戏~}厂-{~子}耻{可~}扯=［5］秤-唱-{~戏}																		
ʂ	［1］扇煽搧伤-{受~}声-{嚎上一~}升-{容积单位}奢羶{羊~气：羊羶味}［2］尚-{和~}尝-{~一下}绳-{~~}裳{衣~}禅{~着：呆着；~房：地名}［5］社=世{~界}上-{~面}射={~箭}麝{~香}势{~力}骟赦善-{普~，地名}誓{发~}扇-{~子}																		
ʐ	［2］然-{不~：过错}穰黏{~牙}瓤-{~~}［3］碾冉染-{~颜色}																		
k	［1］歌柯［5］个={~体户}																		
kʰ	［1］糠-{~~}［3］可={~以}［5］炕-{上~}																		
ŋ	［1］屙{~屎}［2］鹅俄蛾娥峨讹［3］我［5］饿																		
x	［1］呵□{指瞎说，如你~了吧}［2］河何荷																		
#uɤ																			
t	［1］端-{~午}［3］躲短朵［5］断惰堕刴锻-{~练}段-{一~}缎-{~子}□{赶走}																		
tʰ	［2］团砣-{车~，车轮子}［3］妥椭{~圆}［5］唾{~沫}砣{铁~}																		
n	［3］暖{~天：夏天}［5］糯																		
l	［2］骡螺恋［3］裸［5］乱-{~遭遭}摞{一~书}																		
tʂ	［1］砖-{~头}钻-{~里去}专-{~门}［3］转-{~眼}［5］坐座传-{自~}转-{~圈圈}钻-{~石}撰-{~写}																		
tʂʰ	［1］矬穿-{~衣裳}［2］传-{~下来}船-{轮~}［3］喘-{~的不能}［5］篡-{~改}串-{一~}窜-{~门子}																		
ʂ	［1］酸-{~了}蓑梭［3］所锁琐{~碎}［5］算-{~一下}蒜-																		
ʐ	［3］软-{~硬}																		
k	［1］官-{当~}锅棺-{~木}光-{~的}观-{~音老母}［3］果裹管-{灯~}馆-{~子}馃［5］过灌-{~水}罐-{瓦~}																		
kʰ	［1］科宽-{~窄}棵［3］颗款-{~~地}［5］课嗑{~瓜子}																		
x	［1］欢-{~天喜地}［2］黄-{~的}和{~气，~面}簧-{双~}［3］火伙［5］唤-{~客：事宴邀请亲朋}货祸换-{~一下}和{~子饭}																		
Ø	［1］豌-{~豆}剜踒{~折，折断}［2］完-{~成}王-{姓}丸-{~药}［3］碗-{单念}腕-{手~子}［5］卧																		
#ie																			
p	［1］鞭编边蝙［3］扁={~食：饺子}匾贬□{把东西放在腰间}缏{~袖子}［5］变便{方~}辨遍辫																		
pʰ	［1］篇［2］便{~宜}［3］片{~子：揪片}［5］骗片{~柴}																		
m	［2］棉绵眠［3］免勉娩{分~}缅渑□{笑~圪陀，指酒窝}［5］面{~孔}																		
t	［1］滇颠掂［3］点典［5］店垫簟电殿奠佃																		
tʰ	［1］添天［2］甜田填［3］舔腆{腼~}［5］田{用在人名中，如根~。}																		
n	［2］颜年拈{~起来}仰-{抬，把头~起来}崖言-{~语}娘-{~~庙}［3］眼{~珠子}腆{~肚子}辇捻撵蹨{追赶}［5］念砚酽{浓}雁-																		
l	［2］连莲廉镰帘梁{~里}良{的确~}量{~长短}凉-{~菜}裢{褡~，中间开口两端装东西的口袋}［3］两-{~斤}敛脸［5］晾-练炼链{脚~}																		
tɕ	［1］将-僵-缰街监尖间奸肩阶歼兼艰间{空~，~断}煎笺［3］解减剪检简柬拣茧□{~爷，指外公}［5］酱-浆-戒剑件建健见界介芥械渐谏箭溅践饯毽苋{马齿~}																		
tɕʰ	［1］签牵铅揩谦迁千杴{木~}鹐{~奔奔：啄木鸟}［2］钱钳前乾虔犍强-{比你~}墙-{~上}□{~~地，你甚也不要做，你就~~地等着吧}［3］浅抢且遣［5］欠嵌歉																		
ɕ	［1］先仙涎乡-{~俗}香-箱-{~子}相-{~[媳妇]子}鼾憨-{~子}［2］嫌限{门~}谐闲寒-{~露}孩{~~}衔={~接}贤弦襄-{~哄，指帮助}［3］险鲜显想-{~得不行}写=响-{~炮}［5］汗-{脚~}泻泄谢=蟹汉-{老~}限{~制}线现县向-{~阳}像-{不~}孩{单念}陷={~阱}旱-{天~}限羡宪献腺{腮~}																		
k	［1］甘-{~草}肝-{~子}干竿矸{瓦~石}［3］敢-{~不~}擀{~面}杆秆																		
kʰ	［2］看{小~}［3］砍［5］看																		
ŋ	［1］庵-安-{~灯}淹埯{~山药，挖坑种土豆}［2］严-{盖~}［3］唵{一口~下去}揞{~盖}［5］案-{~板}砚{~瓦}按{~你说的}揞{~住}																		
Ø	［1］烟秧-{~子}腌苶{发~}蔫{食物不新鲜}醃{~菜}［2］杨-{青~坪，地名}阳-{~坡}羊-{羚~}岩=盐严={~格}延言={发~}炎阎研=爷=［3］演黡养-{~活；~孩，生小孩}野={越~}也=［5］验厌样-{~~}艳焰谚堰燕宴羊-{放~}雁=液腋咽夜=																		
#ye																			
l	［2］联［5］恋{恩~：小孩对大人产生信任感后的亲热}𥽸{熬粥黏也}																		
tɕ	［3］卷噘□{骂人}［5］捐眷绢圈{猪~}																		
tɕʰ	［1］圈{~子}［2］全权泉鬈{头上的~子}颧{~骨}［3］犬［5］劝																		
ɕ	［1］喧宣揎{~开，推开}［2］玄悬轩［3］选［5］眩楦{鞋~}																		
Ø	［1］冤渊［2］宛圆原园元源袁援辕［3］远［5］院愿怨苑																		
#ɒ																			
p	［1］帮={~忙}邦［2］□{拟声词，敲击物体时~~的声音}［3］绑榜［5］棒谤蚌傍																		
pʰ	［1］肨［2］滂旁螃庞［5］胖={肥~}																		
m	［2］忙={帮~}芒={~果}茫盲［3］莽蟒																		
t	［1］多裆{裤~}当{~时}［3］档党挡［5］大当{典~}荡宕驮铛{烙饼工具}																		
tʰ	［1］拖汤［2］驼驮{~起来}糖堂棠螳唐塘［3］倘{~使}躺={~下}［5］趟烫□{~得快，指跑得快}																		
n	［2］囊{胶~}［3］□{~丈京，形容话多}囊{窝~，指无能}［5］□{~~地吃，形容吃饭的样子}																		
l	［2］罗锣箩萝螺{~丝}郎廊狼□{~当，指粗心}［3］朗［5］浪																		
ts	［1］装={假~}［3］左佐［5］左-{~挂子：左撇子}匠-{木~}壮撞={~击}葬藏{西~}																		
tsʰ	［1］仓疮苍搓［2］床藏{~东西}［3］闯［5］错{~误}畅创□{不要~，不让碰}																		
s	［1］霜桑孀［3］爽［5］丧																		
tʂ	［1］张={姓}章樟［3］长={生~}涨=掌［5］帐={~子}账={~单子}胀={~气}丈={方~}杖={拐~}仗=障																		
tʂʰ	［1］昌窗［2］长={~短}肠={~胃炎}常偿=［3］场={广~}敞氅{大衣}［5］倡畅																		
ʂ	［1］伤商双{一~}墒［2］裳={衣~}［3］赏晌［5］尚上={~海}双{~生，指双胞胎}																		
ʐ	［2］瓤={瓜~}［3］壤嚷=攘［5］让																		
k	［1］钢光={~辉}刚={名字}缸岗冈［2］哥［3］广港={~口}［5］逛□{跑}																		
kʰ	［1］筐康慷匡眶［2］狂［3］扛［5］抗炕=旷况矿																		
ŋ	［1］肮［2］昂																		
x	［1］方荒慌［2］房防行航杭皇={~帝}蝗妨［3］纺仿彷访［5］项-{脖~筋：脖子}放晃巷-{~子}贺-{~家社}																		
Ø	［5］□{语气词，说完一句话后加~，希望得到对方肯定的回答}																		
#iɒ																			
n	［2］娘={姑~}［3］仰□{~一会}［5］酿																		
l	［2］良凉={~~}量={人名}梁=［3］两={斤~}辆［5］亮																		
tɕ	［1］姜江将{~来}疆僵=豇{~豆}礓［3］讲蒋奖桨港-{毛~，地名}耩{农具}［5］浆将{大~}降{下~}虹-{天上的虹}醤																		
tɕʰ	［1］枪腔羌［2］墙={城~}强={~大}［3］抢={~劫}强{勉~}［5］炝呛																		
ɕ	［1］相={~互}厢襄香={人名}乡=箱={~子}湘镶［2］降{投~}详祥［3］想={思~}享饷［5］像={图~}向项=象橡巷={柳~}																		
Ø	［1］秧={~歌}央殃［2］洋羊={喜~~}阳={人名}扬疡［3］痒养={~育}［5］样={~式}																		
#uɒ																			
Ø	［2］王={姓}亡［3］网□{指第三人称}往={来~}［5］旺望={~远镜}妄忘={~记}																		
#ʌ																			
t	［1］都{~是}兜［3］抖陡□{~的，指有优越感}□{把衣服~开}［5］豆稻={~子}斗逗痘																		
tʰ	［1］偷逃［2］头投［5］透																		
n	［2］奴［3］努{~力}［5］怒{~了}																		
l	［1］□{圪~，直打嗝}［2］楼炉庐芦耧{~谷}垆［3］鲁搂虏篓［5］路-{单念}露-{~水}漏陋赂瘘																		
ts	［1］租组邹诌{~经，指胡说}掫{~碗}［3］祖走肘={~子}［5］就奏皱																		
tsʰ	［1］粗［2］愁□{~一下}［5］凑醋																		
s	［1］苏酥搜［2］□{~子，[新妇]合音}［3］□{特~，形容身体在抖动}叟［5］嗽瘦素塑{~像}诉																		
tʂ	［1］州周舟洲粥=［5］昼宙纣骤咒□{~住，时刻把经~住，不要放松}																		
tʂʰ	［1］抽［2］稠绸筹仇={报~}酬［3］丑［5］臭																		
ʂ	［1］收□{圪~，形容不慌不忙的}［2］仇-{~人}［3］手首守［5］寿兽受授售																		
ʐ	［2］柔揉□{窝~，指不捣蛋}［3］扭{~的；~干：拧干}［5］肉																		
k	［1］钩勾沟［3］狗苟［5］够																		
kʰ	［1］抠［3］口［5］扣寇																		
ŋ	［1］欧呕［3］藕-熰偶-{配~，~然}［5］怄{~气}沤{久浸水中}购{~物}构																		
x	［2］候喉猴瘊［3］吼喊［5］后厚																		
#iʌ																			
t	［1］丢																		
tʰ	［2］□{提溜}																		
n	［2］牛［3］纽扭{~秧歌}［5］牛{单念}																		
l	［2］流刘留榴硫{~磺}瘤琉馏{蒸~}［3］柳［5］六={单念}溜□{鞋~子，鞋拔子}																		
tɕ	［1］揫{一把~住}纠{~缠}究［3］九酒久韭灸鸠［5］救旧舅臼																		
tɕʰ	［1］秋{~天，~千}丘［2］球求																		
ɕ	［1］修休羞［3］朽［5］袖宿-{星~}锈嗅																		
Ø	［1］优幽忧悠［2］油游犹尤由蚰［3］有莠［5］右幼柚釉{彩~}诱又佑																		
#æ																			
p	［1］班斑颁扳般=搬={~家}［3］摆板扁-{~豆}版□{反复在水里淘洗衣服}［5］拜办扮瓣伴拌败-																		
pʰ	［1］攀潘［2］排牌［3］派-［5］盼叛																		
m	［2］埋蛮瞒=［3］买满=［5］卖慢迈漫=幔=																		
t	［1］单{~人}耽担{~东西}丹［3］胆疸{黄~}［5］大-淡担{挑~}诞旦但弹{子~}蛋																		
tʰ	［1］贪滩摊［2］潭弹{~琴}谭谈痰檀坛［3］瘫毯掸{鸡毛~子}坦［5］炭太探叹泰碳																		
n	［2］男难{~了}奶{名词}［3］奶{动词}［5］难{患~}																		
l	［2］蓝兰漤{~菜}篮拦栏［3］懒览揽榄［5］烂滥赖癞																		
ts	［1］簪［3］斩盏攒［5］寨暂站蘸{~酱油}赞绽栈债																		
tsʰ	［1］搋差-参餐搀=［2］柴蚕惭{~愧}谗残［3］产{~妇}惨铲［5］燦□{~皮皮，弄饺子皮}□{不~子，底子浅的器皿}□{量词，便，洗了一~}□{~开，把捆着的东西解开}																		
s	［1］三衫杉山筛{~子}珊删［3］伞散{~架}［5］晒散{失~}疝{~气}																		
z	［2］諵喃{无根据的瞎说}□{圪~，嚼东西}［5］𩅠{道路泥泞难行}																		
tʂ	［1］瞻［3］展={人名}［5］占={~便宜}战={~争}																		
tʂʰ	［2］缠={纠~}蝉=禅={~宗}																		
ʂ	［3］陕={~北}闪=［5］扇={桃花~}膳单{姓}善={~良}																		
ʐ	［2］然=燃=□{无根据的瞎说}□{圪~，嚼东西}［5］□{道路泥泞难行}																		
k	［1］甘={~蔗}肝={~炎}柑尴［3］感敢={勇~}																		
kʰ	［1］堪龛勘［3］坎																		
ŋ	［1］安={~全}庵［5］暗-岸-{~边}揞																		
x	［1］憨={~厚}［2］鞋含咸={~菜}函酣寒={~冷}［3］槛{门~}喊罕［5］汉={~族}汗={可~}解-{~下}澥撼憾旱={~灾}翰陷-{~子}																		
Ø	［1］安={人名}［5］案={~件}岸={人名}暗={~杀}																		
#uæ																			
l	［3］卵［5］乱={~世佳人}																		
tʂ	［1］专={~一}砖=钻={~研}［5］赚={~下了}传={~记}转=篆={~刻}钻={电~}撰																		
tʂʰ	［1］川={人名}穿={~衣打扮}［2］船=椽=传={~达}［3］喘=揣=［5］篡=串={~连}窜={读字}																		
ʂ	［1］闩拴酸={~~梅}［5］漱{~口}涮{洗~}算=蒜=																		
ʐ	［3］阮软={~胶囊}																		
k	［1］乖关观=冠={衣~}鳏{~寡}［2］□{拟声词，把门踢的~~的。}［3］拐［5］怪惯贯灌=罐=冠={~军}																		
kʰ	［1］宽={人名}［2］款=［3］块□{~孩，哄孩子}［5］快筷																		
x	［1］欢={~迎}翻幡［2］淮怀还{动词，~原}槐凡帆环槐{~树}鬟［3］反缓［5］坏犯饭范唤=焕=幻患宦贩																		
Ø	［1］歪弯湾豌=［2］完={~整}顽玩{古~}［3］晚崴{~了脚}挽皖碗=［5］万{麻将牌}蔓={瓜~子}																		
#ɛe																			
p	［1］杯碑白={姓~}背悲卑□{无~，一种鸟}［5］贝背{~诵}倍辈焙{~干}败=																		
pʰ	［1］坯{土~}［2］赔培{尘土覆盖}陪裴［3］派［5］配佩																		
m	［2］煤篾{~笛}谜-梅媒玫枚［3］每美［5］妹昧																		
t	［1］呆［3］逮［5］袋带待怠殆戴贷代																		
tʰ	［1］胎□{~子，样子，有感情色彩}［2］苔台{戏~}抬{收拾，收藏}□{~盐，加点盐}［3］奤{~气，有面子}［5］态泰																		
n	［2］捱{~打}［3］乃=［5］耐奈																		
l	［2］来［5］癞=籁赖=																		
ts	［1］灾栽斋贼□{[这一]的合音}［3］宰载［5］在再																		
tsʰ	［2］财才材裁豺［3］彩采睬［5］菜蔡																		
s	［1］腮筛=鳃［5］赛																		
k	［1］该［3］改［5］盖概溉丐{乞~}																		
kʰ	［1］开［3］凯慨楷																		
ŋ	［1］挨{~住}［3］矮碍［5］爱艾																		
x	［3］海［5］害亥骇																		
#uɛe																			
t	［1］堆［5］对碓队兑																		
tʰ	［1］推［3］腿［5］退褪蜕																		
n	［5］内																		
l	［2］雷［3］磊累{积~}儡［5］类=累={~的}泪={~多了}																		
tʂ	［1］追锥={圆~}［5］最罪醉={~驾}缀={点~}赘坠={~落}																		
tʂʰ	［1］猜-催炊崔［2］垂槌=［5］脆=翠={人名中}粹=																		
ʂ	［1］衰虽=［2］随={~机}绥［3］甩［5］碎税={~务局}帅率穗={禾~}遂隧																		
ʐ	［5］芮锐瑞																		
k	［1］规龟乖归闺圭［2］谷{单念}［3］鬼轨诡［5］桂柜={~子}贵																		
kʰ	［1］亏盔逵葵盔魁奎［3］傀{~儡}［5］跪块会{~计}愧刽																		
x	［1］灰飞恢非妃匪挥辉徽［2］回肥={~皂}淮=茴［3］悔翡{~翠}毁［5］会{开~}肺费={浪~}贿汇晦绘惠慧废桧□{比如说疼、烧的时候嘴里发出的声音。}																		
Ø	［1］危桅{~杆}威□{~个人，[兀一]的合音}［2］微{稍~}围={包~}维唯惟违硙{挪，往那边~一下}［3］尾={追~}伪委={~员}纬={~线}苇={芦~}伟［5］外卫位味胃硙{磨}未魏={姓}畏谓																		
#ɔo																			
p	［1］包胞刨{~地}剖-{~腹产}［3］宝饱褒保堡={城~}［5］抱={拥~}报暴豹曝爆鲍{~鱼}																		
pʰ	［1］抛剖={解~}［2］袍［3］跑［5］泡炮																		
m	［2］猫{熊~}毛={~病}茅［3］卯［5］帽冒貌贸茂耮{农具，地湿时使用，人可以站在后面}																		
t	［1］刀叨□{活~活强}［2］□{拟声词，指说话的声音，~~的}［3］祷岛倒□{以拳击打}［5］道到盗																		
tʰ	［1］掏［2］涛滔淘陶桃{~园}［3］讨［5］桃{单念}套																		
n	［2］脑{剃~}［3］脑{~筋}恼［5］闹□{~死了，毒死了}																		
l	［2］劳捞牢唠［3］老□{圪~，放东西的器物}［5］涝烙骆痨																		
ts	［1］遭糟［3］早找枣蚤澡［5］灶罩皂躁笊{~篱}																		
tsʰ	［1］抄操超［2］曹槽{马~}巢潮褿{衣服上的污渍}［3］草吵炒［5］糙造□{~上些东西}																		
s	［1］骚{风~}臊{~气}梢{树~}捎{~带}稍{~微}［2］□{圪~，如坐实，不要圪~的一点点，小心掉下来}［3］嫂扫晌{~午，中午}［5］□{~~地，形容串门子次数多}□{褪色，衣服~了}□{~火火}																		
z	［2］挠-{~脊背：抓痒}																		
tʂ	［1］朝{今~}招{~手}召昭沼［5］赵兆照诏																		
tʂʰ	［1］超［2］朝{~代}潮																		
ʂ	［1］烧［2］绍邵韶［3］少{多~}［5］少{~年}																		
ʐ	［2］饶［3］扰［5］绕{~九曲}																		
k	［1］高膏糕［2］□{~子，人名}［3］膏稿搞［5］告																		
kʰ	［3］考烤［5］靠犒																		
ŋ	［2］熬{~了}爊{~白菜}［3］袄［5］傲{骄~}鏊{~子}爊{水~干了}撬{~锁子}																		
x	［1］蒿{杂草}［2］毫豪壕［3］好{~坏，~事}［5］号浩耗孝-{~帽}好{~吃}																		
#iɔo																			
p	［1］标彪镖膘{~子，指肥肉}［3］表裱婊																		
pʰ	［1］飘嫖［2］瓢［3］漂{~白}［5］票漂{~亮}																		
m	［2］苗描［3］藐渺秒［5］庙妙谬																		
t	［1］刁貂雕{~眉，指画眉毛}［5］钓吊掉藋{灰~}调{音~}																		
tʰ	［1］挑{~选}［2］条调{~和}［3］挑{~拨离间}［5］跳糶																		
