#調值	[1]21 [2]24 [3]53 [5]44		
57	uã	上聲53	碗
58	uã	去聲44	玩
59	yã	陰平21	鴛, 淵, 冤
60	yã	陽平24	猿, 轅, 園, 援, 袁, 源, 圓, 員, 元, 原
61	yã	上聲53	遠
62	yã	去聲44	願, 遠, 院, 怨
63	iẽ	陰平21	音, 殷, 因, 姻, 陰, 蔭
64	iẽ	陽平24	淫, 吟, 寅, 銀, 勻
65	iẽ	上聲53	䌥, 引, 尹, 隱, 癮, 飲
66	iẽ	去聲44	飲, 印, 洇, 引, 窨, 孕, 胤
67	uẽ	陰平21	溫, 瘟
68	uẽ	上聲53	穩
69	yẽ	陽平24	勻, 云, 雲
70	yẽ	上聲53	允
71	yẽ	去聲44	韻, 運, 暈, 熨
72	iɑɣ̃	陰平21	央, 秧, 殃
73	iɑɣ̃	陽平24	羊, 洋, 陽, 楊, 揚
74	iɑɣ̃	上聲53	癢, 養, 仰
75	iɑɣ̃	去聲44	映, 樣, 漾
76	uɑɣ̃	陰平21	汪
77	uɑɣ̃	陽平24	王
78	uɑɣ̃	上聲53	枉
79	uɑɣ̃	去聲44	忘, 旺
80	iɣ̃	陰平21	英, 鷹, 櫻, 鶯, 嬰, 鸚, 纓, 應
81	iɣ̃	陽平24	盈, 迎, 螢, 贏, 營, 蠅
82	iɣ̃	上聲53	癭, 影, 穎
83	iɣ̃	去聲44	應{~答，~對，~屆畢業生}
84	uoɣ̃	陰平21	翁
85	uoɣ̃	去聲44	甕
86	yoɣ̃	陰平21	㙲, 庸, 擁, 雍
87	yoɣ̃	陽平24	容, 榮, 熔, 融, 溶
88	yoɣ̃	上聲53	泳, 永, 蛹, 踴, 俑, 詠, 勇, 湧
89	yoɣ̃	去聲44	傭, 用
90	pi	陰平21	鐴, 逼, 碑, 壁, 筆, 蓖, 必, 畢, 荸
91	pi	陽平24	鼻
92	pi	上聲53	秕, 比
93	pi	去聲44	箅, 備, 鐾, 幣, 背, 斃, 蔽, 閉, 篦, 潷, 被
94	pu	陰平21	不
95	pu	陽平24	不, 鵓
96	pu	上聲53	堡, 補
97	pu	去聲44	步, 布, 佈, 部
98	pa	陰平21	巴, 把, 鈀, 芭, 八, 疤, 扒, 笆
99	pa	陽平24	拔
100	pa	上聲53	㞎, 把
101	pa	去聲44	爸, 霸, 壩, 灞, 罷, 欛
102	piɛ	陰平21	鼈, 憋
103	piɛ	陽平24	別
104	puɤ	陰平21	撥, 鈸, 鉢, 玻, 博, 剝, 菠, 駁
105	puɤ	陽平24	脖, 薄
106	puɤ	上聲53	簸, 跛, 播
107	puɤ	去聲44	簸
108	pai	上聲53	擺
109	pai	去聲44	敗, 拜, 稗
110	pei	陰平21	百, 伯, 柏, 揹, 北, 擘, 泊
111	pei	陽平24	背, 白
112	pei	上聲53	迫, 悲
113	pei	去聲44	貝, 背, 褙, 焙, 輩
114	pau	陰平21	包, 雹, 嫑
115	pau	陽平24	刨
116	pau	上聲53	寶, 保, 飽
117	pau	去聲44	豹, 報, 菢, 暴, 抱, 爆, 刨
118	piau	陰平21	蝙, 彪, 標, 臕
119	piau	上聲53	裱, 表, 錶
120	pã	陰平21	般, 頒, 斑, 扳, 班, 搬
121	pã	上聲53	版, 板
122	pã	去聲44	伴, 半, 扮, 絆, 畔, 瓣, 辦, 拌
123	piã	陰平21	編, 鞭, 邊
124	piã	上聲53	扁{文讀}, 匾, 貶
125	piã	去聲44	辨, 辯, 便, 變, 遍, 辮
126	pẽ	陰平21	錛, 奔
127	pẽ	上聲53	本
128	pẽ	去聲44	笨
129	piẽ	陰平21	彬, 殯, 賓
130	piẽ	去聲44	鬢
131	pɑɣ̃	陰平21	乓, 幫, 梆, 邦
132	pɑɣ̃	陽平24	棒
133	pɑɣ̃	上聲53	綁, 榜
134	pɑɣ̃	去聲44	磅, 棒, 半
135	pəɣ̃	陰平21	繃, 崩
136	pəɣ̃	去聲44	泵, 迸, 蹦
137	piɣ̃	陰平21	冰, 兵, 乒, 檳
138	piɣ̃	上聲53	餅, 柄, 稟, 秉, 丙
139	piɣ̃	去聲44	並, 併, 病
140	pʰi	陰平21	毴, 批
141	pʰi	陽平24	痹, 皮, 枇, 疲, 琵, 脾
142	pʰi	上聲53	批, 劈, 避, 僻, 匹
143	pʰi	去聲44	屁
144	pʰu	陰平21	撲, 捕, 脖, 鋪
145	pʰu	陽平24	蒲, 菩, 卜, 餑, 葡
146	pʰu	上聲53	譜, 脯, 瀑, 普, 圃, 樸
147	pʰu	去聲44	鋪
148	pʰa	陽平24	爬, 筢, 耙
149	pʰa	去聲44	怕
150	pʰiɛ	陰平21	撇
151	pʰiɛ	上聲53	撇, 劈{折：~樹股}
152	pʰuɤ	陰平21	波, 潑, 頗, 坡
153	pʰuɤ	陽平24	婆
154	pʰuɤ	去聲44	婆, 破
155	pʰai	陽平24	排, 牌
156	pʰai	上聲53	派{幫~}, 魄
157	pʰai	去聲44	派{~兵}
158	pʰei	陰平21	坯, 披, 杯, 拍
159	pʰei	陽平24	賠, 陪
160	pʰei	上聲53	佩
161	pʰei	去聲44	培, 倍, 配
162	pʰau	陰平21	泡, 脬, 拋, 胞
163	pʰau	陽平24	跑, 袍
164	pʰau	上聲53	跑
165	pʰau	去聲44	泡, 薄, 炮
166	pʰiau	陰平21	漂, 飄
167	pʰiau	陽平24	嫖, 瓢, 瞟
168	pʰiau	去聲44	票, 漂
169	pʰã	陰平21	潘, 攀
170	pʰã	陽平24	盤
171	pʰã	去聲44	襻, 判, 盼, 叛, 坢{~麥：用镢頭挖地種麥子}
172	pʰiã	陰平21	偏
173	pʰiã	陽平24	緶, 便
174	pʰiã	上聲53	片, 篇
175	pʰiã	去聲44	騙
176	pʰẽ	陰平21	噴
177	pʰẽ	陽平24	盆
178	pʰẽ	去聲44	噴{~嚏}
179	pʰiẽ	陰平21	姘, 拚
180	pʰiẽ	陽平24	頻, 貧
181	pʰiẽ	上聲53	品
182	pʰiẽ	去聲44	拼, 聘
183	pʰɑɣ̃	陰平21	肨
184	pʰɑɣ̃	陽平24	傍, 龐, 螃, 旁
185	pʰɑɣ̃	去聲44	肨
186	pʰəɣ̃	陰平21	烹
187	pʰəɣ̃	陽平24	朋, 膨, 蓬, 棚, 篷, 彭, 鵬
188	pʰəɣ̃	上聲53	捧
189	pʰəɣ̃	去聲44	碰
190	pʰiɣ̃	陽平24	平, 評, 屏, 瓶, 憑, 坪, 萍
191	mi	陰平21	蜜, 密, 祕, 泌, 瞇
192	mi	陽平24	迷, 糜, 眉, 縻, 䉲, 彌, 郿
193	mi	上聲53	米
194	mi	去聲44	瞇, 郿, 謎, 咪
195	mu	陰平21	牧, 木, 穆, 苜, 目
196	mu	陽平24	模, 謀
197	mu	上聲53	模, 畝, 母, 某, 牡
198	mu	去聲44	幕, 慕, 木, 募, 墓
199	ma	陰平21	抹, 媽
200	ma	陽平24	媽, 麻, 螞, 痲
201	ma	上聲53	螞, 馬, 碼
202	ma	去聲44	罵
203	miɛ	陰平21	滅, 覓
204	muɤ	陰平21	摸, 茉, 沒, 末, 莫
205	muɤ	陽平24	魔, 摩, 模, 磨{~刀}, 蘑
206	muɤ	上聲53	漠, 抹
207	muɤ	去聲44	磨{~面}, 沫, 耱, 饃
208	mai	陽平24	埋
209	mai	上聲53	買
210	mai	去聲44	邁, 賣
211	mei	陰平21	默, 脈, 麥, 陌
212	mei	陽平24	墨, 黴, 煤, 媒, 梅
213	mei	上聲53	每, 美
214	mei	去聲44	妹, 昧
215	mau	陰平21	摸
216	mau	陽平24	貓, 毛, 錨, 矛, 茅
217	mau	上聲53	卯
218	mau	去聲44	帽, 貌, 冒, 貿, 茂
219	miau	陽平24	描, 苗, 矛
220	miau	上聲53	秒
221	miau	去聲44	廟, 妙
222	mã	陽平24	蔓, 鞔, 饅, 瞞, 埋, 蠻
223	mã	上聲53	滿
224	mã	去聲44	蔓, 漫, 慢, 墁, 曼
225	miã	陽平24	棉, 眠, 綿
226	miã	上聲53	免, 勉, 緬
227	miã	去聲44	面, 麵
228	mẽ	陰平21	燜
229	mẽ	陽平24	門
230	mẽ	去聲44	燜, 拇, 悶
231	miẽ	陽平24	抿, 民
232	miẽ	上聲53	憫, 敏, 抿, 閩
233	mɑɣ̃	陽平24	忙, 芒, 盲, 茫
234	mɑɣ̃	上聲53	莽, 蟒
235	məɣ̃	陰平21	蒙, 䏵{小夥子塊頭大：~小夥}
236	məɣ̃	陽平24	虻, 盟, 蒙, 萌
237	məɣ̃	上聲53	猛, 蠓
238	məɣ̃	去聲44	夢, 孟
239	miɣ̃	陽平24	銘, 明, 名, 鳴
240	miɣ̃	去聲44	命
241	pfu	陰平21	珠, 硃, 朱, 諸, 竹, 蛛, 囑, 豬
242	pfu	陽平24	逐, 觸, 軸, 築
243	pfu	上聲53	主, 柱, 煑
244	pfu	去聲44	箸, 苎, 著, 柱, 助, 炷, 鑄, 駐, 蛀, 注, 註, 住
245	pfa	陰平21	抓
246	pfa	上聲53	爪
247	pfuɤ	陰平21	捉, 桌, 拙
248	pfuɤ	陽平24	着
249	pfei	陰平21	追, 錐
250	pfei	去聲44	, 贅, 墜
251	pfã	陰平21	磚, 專
252	pfã	上聲53	轉
253	pfã	去聲44	傳, 篆, 轉, 撰
254	pfẽ	陽平24	衠{全，都}
255	pfẽ	上聲53	準, 准
256	pfɑɣ̃	陰平21	莊, 樁, 裝
257	pfɑɣ̃	去聲44	壯, 狀
258	pfəɣ̃	上聲53	種, 腫
259	pfəɣ̃	去聲44	終, 衷, 眾, 鐘, 鍾, 仲, 重, 盅, 中, 種, 中, 忠
260	pfʰu	陰平21	初, 畜, 出
261	pfʰu	陽平24	儲, 除, 廚, 鋤, 櫥
262	pfʰu	上聲53	處, 褚
263	pfʰuɤ	陰平21	綽, 戳
264	pfʰuɤ	陽平24	着
265	pfʰai	陰平21	揣{壞~}, □{待，站，不走：~著不動彈}
266	pfʰai	上聲53	揣{摸}
267	pfʰai	去聲44	膪
268	pfʰei	陰平21	炊, 吹
269	pfʰei	陽平24	錘, 垂, 捶, 槌
270	pfʰei	上聲53	捶
271	pfʰã	陰平21	川, 穿
272	pfʰã	陽平24	椽, 傳
273	pfʰã	上聲53	喘
274	pfʰã	去聲44	篡, 串
275	pfʰẽ	陰平21	椿, 春
276	pfʰẽ	陽平24	純
277	pfʰẽ	上聲53	蠢
278	pfʰɑɣ̃	陰平21	窗, 瘡
279	pfʰɑɣ̃	陽平24	牀
280	pfʰɑɣ̃	上聲53	創, 闖
281	pfʰɑɣ̃	去聲44	撞
282	pfʰəɣ̃	陰平21	衝{~鋒，~刺}, 充
283	pfʰəɣ̃	陽平24	重, 崇, 蟲
284	pfʰəɣ̃	上聲53	充, 寵
285	pfʰəɣ̃	去聲44	衝{~子，~眼兒}
286	fi	陰平21	妃, 飛, 非
287	fi	陽平24	肥
288	fi	上聲53	匪, 疿
289	fi	去聲44	廢, 肺, 費, 稅
290	fu	陰平21	輸, 輻, 複, 幅, 福, 覆, 復, 樞, 麩, 叔{文讀}, 夫, 梳, 蔬, 書
291	fu	陽平24	服, 浮, 熟, 俘, 符, 扶, 術, 伏, 殊, 訃, 贖, 朮, 叔{白讀}
292	fu	上聲53	暑, 鼠, 否, 斧, 腐, 俯, 腑, 府, 署, 腹, 膚, 屬, 數
293	fu	去聲44	負, 婦, 副, 幅, 富, 樹, 數, 付, 輔, 父, 豎, 附, 屬{~馬的}
294	fa	陰平21	發, 法, 髮, 刷
295	fa	陽平24	伐, 罰, 乏
296	fa	上聲53	耍
297	fuɤ	陽平24	彿, 芍, 佛, 勺, 縛
298	fuɤ	上聲53	所
299	fai	陰平21	衰
300	fai	上聲53	甩
301	fai	去聲44	帥, 率
302	fei	陰平21	摔
303	fei	上聲53	水, 翡
304	fei	去聲44	睡, 瑞
305	fã	陰平21	拴, 帆, 翻, 反, 番, 閂{~上}
306	fã	陽平24	礬, 煩, 船, 繁, 凡
307	fã	上聲53	返, 反
308	fã	去聲44	泛, 犯, 閂{門~子}, 飯, 涮, 范, 販, 範
309	fẽ	陰平21	紛, 芬, 分
310	fẽ	陽平24	焚, 墳, 唇
311	fẽ	上聲53	粉
312	fẽ	去聲44	順, 奮, 憤, 忿, 糞, 舜, 份
313	fɑɣ̃	陰平21	方, 霜, 雙, 枋
314	fɑɣ̃	陽平24	防, 妨, 房
315	fɑɣ̃	上聲53	彷, 仿, 紡, 倣, 訪, 爽, 芳
316	fɑɣ̃	去聲44	放, 雙
317	fəɣ̃	陰平21	灃, 諷, 蜂, 封, 豐, 瘋, 風
318	fəɣ̃	陽平24	縫, 馮, 峯, 鋒, 逢
319	fəɣ̃	去聲44	奉, 縫, 鳳, 俸
320	vi	陽平24	維, 微, 唯
321	vi	去聲44	未, 味
322	vu	陰平21	入, 褥
323	vu	陽平24	儒, 如, 無
324	vu	上聲53	乳, 撫, 鵡, 侮, 武, 舞
325	vu	去聲44	戊, 霧, 務
326	va	陰平21	襪
327	va	陽平24	挼
328	vo	陰平21	勿, 物, 若
329	vo	陽平24	弱
330	vei	去聲44	銳, 蘂
331	vã	陽平24	頑{不酥，不脆：肉~得很}
332	vã	上聲53	晚, 阮, 惋, 軟, 挽, 婉, 綰
333	vã	去聲44	腕, 蔓, 萬
334	vẽ	陽平24	文, 聞, 紋, 蚊
335	vẽ	去聲44	璺, 問, 閏, 潤
336	vɑɣ̃	陽平24	亡, 芒
337	vɑɣ̃	上聲53	網, 往
338	vɑɣ̃	去聲44	望, 妄, 往
339	vəɣ̃	陽平24	茸, 仍, 戎, 絨
340	ti	陰平21	的, 低, 滴
341	ti	陽平24	敵, 狄, 笛
342	ti	上聲53	抵, 底
343	ti	去聲44	地, 帝, 弟, 第, 遞
344	tu	陰平21	督, 嘟, 都
345	tu	陽平24	毒, 讀, 獨
346	tu	上聲53	堵, 肚, 賭
347	tu	去聲44	杜, 肚, 鍍, 度, 渡
348	ta	陰平21	答, 搭, 褡, 耷
349	ta	陽平24	達
350	ta	上聲53	打
351	ta	去聲44	大{~得很}
352	tiɛ	陰平21	跌, 爹, 滴
353	tiɛ	陽平24	諜, 疊, 碟, 咥, 挃
354	tuɤ	陰平21	多
355	tuɤ	陽平24	多, 奪
356	tuɤ	上聲53	朶, 躱
357	tuɤ	去聲44	大{老~}, 馱, 刴
358	tai	陰平21	逮
359	tai	上聲53	歹
360	tai	去聲44	代, 貸, 帶, 戴, 待, 怠, 袋
361	tei	陰平21	得, 德
362	tei	陽平24	得{認不~：不認得}
363	tuei	陰平21	堆
364	tuei	去聲44	兌, 隊, 對
365	tau	陰平21	叨, 刀
366	tau	上聲53	島, 倒, 禱, 搗, 導
367	tau	去聲44	到, 道, 鑄, 盜
368	tiau	陰平21	刁, 貂, 雕
369	tiau	陽平24	藋
370	tiau	去聲44	弔, 調, 釣, 掉
371	tɤu	陰平21	兜, 都
372	tɤu	陽平24	抖{~擻}, 都
373	tɤu	上聲53	抖{發~}, 斗, 陡
374	tɤu	去聲44	鬥, 痘, 豆, 逗
375	tiɤu	陰平21	丟
376	tã	陰平21	耽, 擔, 單, 丹
377	tã	上聲53	撣, 膽
378	tã	去聲44	旦, 但, 彈, 石, 擔, 淡, 蛋, 啖
379	tiã	陰平21	顛, 掂
380	tiã	上聲53	典, 點
381	tiã	去聲44	店, 殿, 奠, 墊, 澱, 電
382	tuã	陰平21	端
383	tuã	上聲53	短
384	tuã	去聲44	段, 鍛, 緞, 斷
385	tuẽ	陰平21	敦, 墩
386	tuẽ	上聲53	躉, 盹
387	tuẽ	去聲44	遁, 燉, 鈍, 盾, 囤, 扽, 頓
388	tɑɣ̃	陰平21	當, 襠
389	tɑɣ̃	上聲53	黨
390	tɑɣ̃	去聲44	宕, 當, 擋, 黨, 蕩
391	təɣ̃	陰平21	登, 蹬, 燈
392	təɣ̃	上聲53	等, 戥
393	təɣ̃	去聲44	澄, 凳, 鐙, 瞪, 鄧
394	tiɣ̃	陰平21	疔, 丁, 釘
395	tiɣ̃	陽平24	盯
396	tiɣ̃	上聲53	鼎, 頂
397	tiɣ̃	去聲44	訂, 釘, 定, 錠
398	tuoɣ̃	陰平21	東, 冬
399	tuoɣ̃	上聲53	懂, 董
400	tuoɣ̃	去聲44	凍, 動, 棟, 洞
401	tʰi	陰平21	踢, 梯
402	tʰi	陽平24	提, 啼, 題, 堤, 蹄
403	tʰi	上聲53	體
404	tʰi	去聲44	剃, 惕, 替
405	tʰu	陰平21	禿
406	tʰu	陽平24	徒, 屠, 圖, 塗, 途
407	tʰu	上聲53	土, 突, 吐
408	tʰu	去聲44	兔
409	tʰa	陰平21	塔, 搨, 他, 溻, 塌
410	tʰa	陽平24	踏, 沓
411	tʰiɛ	陰平21	鐵, 貼, 帖
412	tʰuɤ	陰平21	拖, 託, 脫, 托, 庹
413	tʰuɤ	陽平24	砣, 馱, 坨
414	tʰuɤ	上聲53	妥
415	tʰuɤ	去聲44	唾
416	tʰai	陰平21	胎
417	tʰai	陽平24	臺, 抬, 薹
418	tʰai	去聲44	泰, 態, 太
419	tʰei	陽平24	特
420	tʰuei	陰平21	推
421	tʰuei	上聲53	腿
422	tʰuei	去聲44	蛻, 褪, 退
423	tʰau	陰平21	濤, 掏, 滔
424	tʰau	陽平24	桃, 陶, 淘, 逃
425	tʰau	上聲53	䵚, 稻, 討
426	tʰau	去聲44	套
427	tʰiau	陰平21	挑{~選}
428	tʰiau	陽平24	笤, 調, 條, 跳
429	tʰiau	上聲53	挑{~擔子}
430	tʰiau	去聲44	跳, 糶
431	tʰɤu	陰平21	偷
432	tʰɤu	陽平24	投, 頭
433	tʰɤu	去聲44	透
434	tʰã	陰平21	貪, 攤, 灘
435	tʰã	陽平24	壇, 檀, 彈, 痰, 談, 譚, 潭, 罈
436	tʰã	上聲53	坦, 癱, 毯
437	tʰã	去聲44	探, 炭, 嘆
438	tʰiã	陰平21	添, 天
439	tʰiã	陽平24	甜, 塡, 田
440	tʰiã	上聲53	舔, 腆
441	tʰuã	陰平21	貒{~豬豬：豬貛。《揚子·方言》卷八：“貛，關西謂之貒”}
442	tʰuã	陽平24	糰, 團
443	tʰuẽ	陽平24	童, 囤, 臀, 屯
444	tʰɑɣ̃	陰平21	湯
445	tʰɑɣ̃	陽平24	塘, 搪, 糖, 唐, 螳, 堂, 棠
446	tʰɑɣ̃	上聲53	趟, 淌
447	tʰɑɣ̃	去聲44	燙
448	tʰəɣ̃	陰平21	吞
449	tʰəɣ̃	陽平24	疼, 謄, 藤, 騰
450	tʰiɣ̃	陰平21	聽, 廳, 庭, 廷
451	tʰiɣ̃	陽平24	停, 亭
452	tʰiɣ̃	上聲53	艇, 挺
453	tʰiɣ̃	去聲44	停
454	tʰuoɣ̃	陰平21	捅, 通
455	tʰuoɣ̃	陽平24	銅, 同, 桐, 茼, 瞳, 童, 筒, 潼
456	tʰuoɣ̃	上聲53	桶, 筒, 統
457	tʰuoɣ̃	去聲44	痛
458	ni	陰平21	匿, 逆, 你
459	ni	陽平24	倪, 誼, 尼, 呢, 泥, 疑, 宜，妮
460	ni	上聲53	你，擬
461	ni	去聲44	泥{~壁：泥抹子}, 膩
462	ny	上聲53	女
463	na	陰平21	捺, 納
464	na	陽平24	拿
465	nia	陰平21	押, 壓, 伢
466	nia	陽平24	牙
467	nia	去聲44	軋
468	niɛ	陰平21	聶, 鑷, 捏, 業, 孽
469	niɛ	去聲44	苶
470	nuɤ	陽平24	挪
471	nuɤ	上聲53	諾
472	nyɤ	陰平21	握{~手}
473	nai	陽平24	捱, 崖
474	nai	上聲53	奶
475	nai	去聲44	耐, 奈, 那
476	nau	陽平24	撓, 鐃
477	nau	上聲53	惱, 腦
478	nau	去聲44	鬧, 癆
479	niau	上聲53	咬, 鳥
480	niau	去聲44	尿,拗
481	nɤu	陽平24	奴
482	nɤu	上聲53	努
483	nɤu	去聲44	怒
484	niɤu	陽平24	牛
485	niɤu	上聲53	紐, 扭
486	niɤu	去聲44	拗, 謬
487	nã	陽平24	南, 難, 男
488	nã	去聲44	難, 湳
489	niã	陰平21	蔫, 醃, 淹
490	niã	陽平24	嚴, 言, 年
491	niã	上聲53	碾, 攆, 眼
492	niã	去聲44	念
493	nuã	上聲53	卵, 暖
494	nuẽ	去聲44	嫩
495	nɑɣ̃	陰平21	骯, 囔，囊{~中取物，~括}
496	nɑɣ̃	上聲53	攮
497	niɑɣ̃	陽平24	娘
498	niɑɣ̃	上聲53	仰
499	niɑɣ̃	去聲44	娘{叔母；~家}
500	nəɣ̃	陽平24	能
501	niɣ̃	陽平24	凝, 擰, 寧
502	niɣ̃	去聲44	寧, 硬
503	nuoɣ̃	陽平24	膿, 聾
504	nuoɣ̃	去聲44	弄
505	li	陰平21	力, 荔, 立, 栗, 曆，礫，璃{白讀}
506	li	陽平24	剺, 犁, 梨, 離, 籬, 黎, 釐，璃
507	li	上聲53	里, 理, 禮, 鯉, 裏, 李
508	li	去聲44	利, 離, 隸, 歷, 例, 麗, 勵, 厲
509	lɤu	陰平21	陸, 轆, 鹿, 祿，錄
510	lɤu	陽平24	廬, 盧
511	lɤu	上聲53	魯, 滷
512	lɤu	去聲44	路, 露
513	ly	陰平21	律, 率, 捋
514	ly	陽平24	驢
515	ly	上聲53	慮, 旅, 濾, 呂, 鋁
516	ly	去聲44	勴
517	la	陰平21	臘, 拉, 蠟, 辣, 邋
518	la	上聲53	喇
519	la	去聲44	拉
520	lia	陰平21	倆
521	liɛ	陰平21	獵, 躐, 列, 挒, 烈, 咧, 裂
522	liɛ	去聲44	趔
523	lyɛ	陰平21	劣
524	luɤ	陰平21	囉, 駱, 烙, 落, 絡, 洛, 樂, 掠
525	luɤ	陽平24	螺, 蘿, 鑼, 騾, 羅
526	luɤ	上聲53	略, 掠
527	luɤ	去聲44	摞, 糯
528	lai	陽平24	來
529	lai	去聲44	賴
530	lei	陰平21	勒, 肋
531	luei	陽平24	雷
532	luei	上聲53	壘, 累
533	luei	去聲44	類, 累, 內, 淚
534	lau	陽平24	癆, 牢, 撈, 嘮, 醪, 勞
535	lau	上聲53	老
536	lau	去聲44	澇, 絡
537	liau	陽平24	聊, 遼, 療, 繚, 撩, 嫽
538	liau	上聲53	燎, 了
539	liau	去聲44	撂, 尥, 料
540	lɤu	陰平21	摟, 錄, 碌
541	lɤu	陽平24	摟, 樓, 爐, 耬
542	lɤu	上聲53	摟, 虜, 簍
543	lɤu	去聲44	漏, 露
544	liɤu	陰平21	六, 綠
545	liɤu	陽平24	瘤, 劉, 硫, 琉, 留, 流
546	liɤu	上聲53	柳, 綹
547	liɤu	去聲44	綹, 溜, 餾
548	lã	陽平24	欄, 藍, 籃, 蘭, 爦, 攔
549	lã	上聲53	欖, 纜, 覽, 攬, 懶
550	lã	去聲44	爛, 亂, 濫
551	liã	陽平24	鐮, 簾, 廉, 連, 蓮, 憐, 鰱
552	liã	上聲53	臉, 斂
553	liã	去聲44	練, 鍊, 鏈, 連, 殮
554	luã	陽平24	戀, 鸞, 聯
555	luã	上聲53	卵
556	luã	去聲44	亂
557	liẽ	陽平24	臨, 鱗, 燐, 林, 鄰
558	liẽ	上聲53	領, 檁
559	liẽ	去聲44	霖, 賃, 吝
560	lyẽ	陽平24	掄, 崙, 輪, 倫, 淋
561	lyẽ	去聲44	論
562	lɑɣ̃	陽平24	狼, 榔, 郎, 廊
563	lɑɣ̃	去聲44	朗, 浪
564	liɑɣ̃	陽平24	涼, 量, 梁, 良, 糧
565	liɑɣ̃	上聲53	輛, 兩
566	liɑɣ̃	去聲44	諒, 量, 亮, 涼, 晾
567	ləɣ̃	陽平24	稜
568	ləɣ̃	上聲53	冷
569	ləɣ̃	去聲44	愣
570	liɣ̃	陽平24	菱, 伶, 翎, 凌, 陵, 零, 靈, 鈴
571	liɣ̃	上聲53	領, 嶺
572	liɣ̃	去聲44	另, 令
573	luoɣ̃	陽平24	籠, 農, 濃, 隆, 龍
574	luoɣ̃	上聲53	隴, 籠, 攏, 壟
575	ʦɿ	陰平21	指{~頭}, 支, 芝, 脂, 趾, 咨, 茲, 枝, 資, 只, 姿, 肢, 滋, 之
576	ʦɿ	上聲53	址, 自, 紫, 梓, 指{~路}, 紙, 姊, 子, 止
577	ʦɿ	去聲44	漬, 痔, 字, 自, 志, 誌, 至
578	ʦu	陰平21	租, 足
579	ʦu	陽平24	族, 卒
580	ʦu	上聲53	阻, 組, 祖
581	ʦu	去聲44	做
582	ʦa	陰平21	咂, 劄, 渣, 紮
583	ʦa	陽平24	砸, 雜, 煠, 側
584	ʦa	上聲53	拃, 咋
585	ʦa	去聲44	奓, 炸, 閘, 栅, 詐, 榨
586	ʦuɤ	陰平21	作, 撮
