#来源	Pekkhak（啵啵）整理自顏森《高安（老屋周家）方言的语音系统》																																								
#说明	這份資料記錄的並非高安市區方言，其面貌與高安市區方言存在一定的差異																																								
#符号说明：-白=文*俗?待考																																									
#调值	［1］⁵⁵［2］²⁴［3］⁴²［5］³³［6］¹¹［7］³［8］¹［0］⁰																																								
#a																																									
p	［1］鞭边［3］贬蝙扁匾［5］变																																								
pʰ	［1］编{集韵平声仙韵纰延切}篇偏［2］便{～宜}［3］□{衣服上的边：做衣裳要贴～}［5］骗遍片［6］辨辩便{方～}辫																																								
m	［2］绵棉眠［3］免勉缅［5］面［6］麵																																								
tʰ	［1］添天［2］田填［6］电殿奠佃垫																																								
l	［1］颠［2］连联壣{畦：一～菜地}怜莲［3］脸典［6］殓练炼栋恋																																								
ts	［1］煎{拿油～}［3］剪［5］箭荐煎{～药，广韵去声线韵子贱切}																																								
tsʰ	［1］歼迁笺千［2］潜钱前全泉［3］浅癣［6］渐践贱旋{～吃～做}																																								
s	［1］仙先宣［2］涎旋{～转}［3］鲜{朝～}选［5］线骟?{阉：～鸡}［6］羡［0］鲜{新～}																																								
tɕ	［1］毡肩坚［3］展茧□{碾，动词}［5］战建毽见																																								
tɕʰ	［2］缠［5］蹭{磨磨～～}																																								
ɕ	［1］膻搧牵［2］禅?{～头：傻子}蝉乾{～坤}虔贤舷{边沿}［3］遣显［5］扇宪献芡□{～人：羡慕}［6］俭善件膳鱔单{姓}健现［0］键{关～}																																								
k	［1］跟根更={～换}庚［3］哽埂耿梗{桔～}［5］更{～加}																																								
kʰ	［1］坑={莫～人：别害人}［3］恳垦肯																																								
ŋ	［1］恩鹰［5］应{～一句：答应一声}																																								
∅	［1］淹焉烟燕{姓}［2］延筵言年研［3］演撚［5］燕宴																																								
#ɵn																																									
f	［1］喷{～水}昏婚分{～开}芬纷荤［2］魂焚坟［3］粉［5］粪喷{喷射}［6］混{～到一起}愤忿奋份																																								
t	［1］敦墩□{拉，扯：～平来}［5］顿{～首}敦{竖立：拿筷子～到}																																								
tʰ	［1］□{～家荡产}［2］臀［6］囤沌盾钝																																								
l	［2］壬人={～民}仁仍［3］忍［6］任纴论{～语；议～}嫩润闰［0］仑{昆～山}																																								
ts	［1］尊遵																																								
tsʰ	［1］村［2］存蹲［5］寸																																								
s	［1］孙																																								
#un																																									
k	［3］滚［5］棍																																								
kʰ	［1］昆崑坤［3］捆［5］困睏{～觉：睡觉}																																								
∅	［1］温瘟［2］文纹炆{小火炖：～肉}闻［3］稳刎［6］问酝?{～脓：化脓}																																								
#in																																									
p	［1］彬宾槟奔冰兵［3］禀本丙秉［5］殡鬓併																																								
pʰ	［1］拼{～命}［2］贫频盆凭平={和～}评瓶屏萍［3］品［5］聘［6］病={疾～}並𣴞{溢：水～出来箇}																																								
m	［1］蚊［2］民缗{～钱：旧时圆形方孔铜钱}闽门鸣明={光～}名=铭［3］悯敏皿［6］闷命={生～}																																								
tʰ	［1］听=厅=［2］亭停廷庭蜓［3］艇挺{集韵上声迥韵他顶切}［5］听{～下子：搁一段时间再说}［6］定锭［0］情{道～：一种曲艺}																																								
l	［1］丁=拎□{～甜：很甜；～清：很稀，不稠}［2］林淋临吟邻鳞燐伦沦轮陵凌菱灵铃=苓{茯～}□{～～槌：打夯用的大木槌}［3］领=顶鼎［5］订［6］令［0］笠{斗～}																																								
ts	［1］津精=晶睛=［3］儘井=［5］进晋俊																																								
tsʰ	［1］侵亲{～人；～家}清=青=蜻［2］秦情［3］寝请=［6］尽静靖=净																																								
s	［1］辛新薪荀星=腥=［2］旬循巡［3］笋榫省{反～}醒=［5］囟信讯迅性=姓=擤［6］殉																																								
tɕ	［1］今襟珍真巾斤筋徵蒸京荆惊=贞侦征经=［3］紧仅诊疹谨拯{包～}景警整=□{趼子}［6］镇振震劲证症境敬竟镜=竞正=政劲［0］螼{寒～哩：蚯蚓；蚂蟥～哩：蚂蟥}																																								
tɕʰ	［1］称抻{（服装）平整，挺直}［2］陈尘臣澄惩呈程=成=城=诚［3］趁逞［5］秤［6］阵郑=																																								
ɕ	［1］身申伸欣升兴{～旺}卿声=轻=［2］琴神辰晨勤芹乘绳承行={～为}形型刑［5］胜{～任；～利}兴{高～}庆圣［6］甚肾慎近剩杏=幸={～福}盛{茂～}□{鸡～子：鸡肫}［0］塍{田～}丞{县～}																																								
∅	［1］音因姻殷应={～当}莺鹦樱英婴缨［2］人银寅蝇迎盈=［3］引影=［5］印应={响～}映［6］认韧□{～念～念：嘟嘟囔囔}																																								
#yn																																									
tɕ	［1］均钧君军［3］準准菌［5］甽{田间小水沟}圳{田间小水沟}																																								
tɕʰ	［1］椿春［2］群裙琼［3］蠢顷																																								
ɕ	［1］熏勋薰［2］唇纯□{得意的样子：～里～气}［5］舜训□{～斗：鞋楦}［6］顺																																								
∅	［2］匀云雲营萤［3］允永［6］韵运孕泳□{～人：在人身上搔弄使人发笑}																																								
#aŋ																																									
p	［5］迸																																								
pʰ	［1］烹㧸{用力敲打：～门}□{～满：很满}［2］彭棚{南瓜～}□{～～：一种藤，果实可做“凉粉”}［6］㼞{大缸}																																								
m	［1］𥌯{～～哩箇：眼睛似乎睁不开的样子}［3］猛{身材高：长得～}																																								
tʰ	［1］□{～光：很光洁；～扁：很～；～响：很响}																																								
l	［3］冷																																								
ts	［1］争［2］争{努嘴，也可读阴平}［0］□{拔～：鞋拔子}																																								
tsʰ	［1］撑［2］橙程{姓}［3］牚［5］锃{平滑光亮}																																								
s	［1］生［3］省{节～}［0］甥{外～}																																								
k	［1］更{打～}粳{～米}羹{糊～}耕																																								
kʰ	［1］坑［6］□{lɔŋ˨˦ lɔŋ˨˦～～：捣乱，胡搅}																																								
ŋ	［1］□{～绿：翠绿；～苦：（味道）很苦}［6］雁{～鹅}硬																																								
h	［2］桁{～条：檁子}行{～气：交了好运}［6］杏幸{姓}																																								
#uaŋ																																									
k	［3］梗{菜～子}																																								
kʰ	［1］桄?{一～线}［2］□{～骨：颧骨}																																								
∅	［2］横																																								
#iaŋ																																									
p	［3］饼																																								
pʰ	［2］平坪{草～}［3］平?{平平哩：平地}［6］病																																								
m	［2］明名［6］命																																								
tʰ	［1］听厅［6］定																																								
l	［1］丁钉{～子}疔［2］零铃零?{～～子走：三个两个地走}［3］领岭［5］钉{动词}																																								
ts	［1］精睛腈{～肉：瘦肉}［3］井																																								
tsʰ	［1］清青［2］晴［3］请［6］靖																																								
s	［1］星腥［3］醒{融化：～冰；～雪}［5］性姓																																								
tɕ	［1］惊正{～月}经{～布：织布}［3］整頸［5］镜正磬□{还～：刚才}																																								
tɕʰ	［2］成{八～九～}［6］郑{姓}																																								
ɕ	［1］声轻兄［2］城［6］□{～惜：爱惜}																																								
∅	［1］萦{～线：绕线}［2］盈{剩：～一斤}赢迎?{举起来看}迎-{～龙：闹龙灯}［3］影［5］䁐{～牛：放牛}																																								
#ɔŋ																																									
p	［1］帮邦浜{沙家～}［3］榜绑［0］谤{诽～}																																								
pʰ	［2］旁螃庞{～统}［5］胖［6］傍{～到某人势力}棒蚌□{用手抱树量大小：～下几大子}																																								
m	［2］忙芒茫盲［3］莽蟒［0］蜢{蚱～子}																																								
f	［1］荒慌方芳［2］黄=皇=蝗肪{广韵平声阳韵符方切}妨房防坊［3］谎纺仿彷访［5］放																																								
t	［1］当{～时}裆［3］党挡［5］当{典～}																																								
tʰ	［1］汤［2］堂螳唐糖=塘=［3］倘躺［5］烫［6］荡{～路：逛街}																																								
l	［1］荡{闲逛：到墟上～下子}［2］囊郎廊狼瓤［3］朗壤嚷［5］浪让=［6］晾䀶																																								
ts	［1］赃脏{肮～}庄装桩［5］葬壮																																								
tsʰ	［1］仓苍疮窗［2］藏{躲～}床［6］藏{西～}脏{肝～}状撞																																								
s	［1］桑丧霜孀双［3］嗓磉爽［5］丧{～失}																																								
k	［1］冈岗刚纲钢江扛［3］讲港［5］杠降{投～；～落}																																								
kʰ	［1］康糠匡筐［2］抗{～战；太冷箇，～不住}狂［3］慷［5］旷况{情～}矿炕{动词}																																								
ŋ	［1］肮{～脏}［2］昂																																								
h	［1］汤［2］糖塘行{银～}航杭绗［6］荡{～碗}项巷																																								
#uɔŋ																																									
k	［1］光［3］广																																								
∅	［1］汪［2］黄簧皇亡王忘蟥{蚂～螼哩}［3］网杠往［6］晃{日头照得～人}妄望旺={兴～}																																								
#iɔŋ																																									
l	［2］良凉量粮梁粱杨{～柳}□{～桶：汲井水用的小桶}［3］两［5］亮谅量{数～}																																								
ts	［1］将{～来}浆［3］蒋奖桨［5］醬将{大～}																																								
tsʰ	［1］枪［2］墙［3］抢创［5］摪{箩～：两根交叉的尖竹子，支撑萝底用}［6］像匠																																								
s	［1］相{互～}箱厢湘襄镶［2］详祥［3］想［5］相{～貌}［6］象橡																																								
tɕ	［1］张章樟獐疆僵薑缰姜［3］长{生～}涨掌［5］仗{打～}帐账胀障瘴																																								
tɕʰ	［1］昌菖倡腔［2］长{～短}肠场［3］厂闯［5］畅唱［6］丈杖仗{～势力}																																								
ɕ	［1］商伤香乡［2］常尝强{～大；勉～}［3］偿{集韵上声养韵始两切}饷{集韵始两切}赏享响［5］况-{姓}向［6］上强{～嘴}尚［0］裳																																								
∅	［1］央秧殃□{～kai˧：蜻蜓}［2］娘羊洋烊杨阳扬疡［3］养痒［5］让□{～忽子布：卖布时尺寸上给点饶头}［6］样旺{生意好～}仰{～到睏}																																								
#uŋ																																									
pʰ	［1］□{～香：很香}［2］朋{亲～}棚=硼{～砂}篷蓬［6］埲{尘土飞扬}																																								
m	［1］蒙{～到眼睛}［2］蒙{～古}［3］猛=懵［］梦																																								
f	［1］轰=哄{热闹～～}烘风枫疯丰封峰蜂锋［2］宏{宽～}红洪鸿虹冯缝{～补}逢［3］哄{～骗}讽［6］凤奉俸缝{门～}																																								
t	［1］东冬终□{～tʰuŋ：厕所}［3］董懂［5］冻栋戆																																								
tʰ	［1］通充冲［2］同铜桐筒童瞳虫重{～复}［3］桶捅统宠{莫～细人子}［5］痛铳［6］动洞仲{伯～}重{轻～}［0］□{tuŋ˥～：厕所}																																								
l	［1］聋［2］笼农脓隆={～重}浓绒茸𢙱{～里～戆：愚笨，呆痴}［3］拢［6］弄垅																																								
ts	［1］棕鬃宗踪{～迹}□{～～俚箇：形容头发多而厚}［3］总［5］粽综纵□{～眉：皱眉}［0］□{i˨˦～：丝瓜}																																								
s	［1］鬆［5］送宋																																								
k	［1］公蚣工功攻弓={～箭}躬宫恭［3］汞{红～水}［5］贡																																								
kʰ	［1］空{～虚}［3］孔恐［5］控空{有～}［6］共{～产党}																																								
∅	［1］翁［5］甕𪖵{～鼻哩：感冒时鼻子不通气}																																								
#iuŋ																																									
l	［2］龙隆{乾～}																																								
tsʰ	［1］聪匆葱囱从{～容}［2］丛崇从{～前}松{～树}																																								
s	［1］嵩{严～}松{武～}［3］怂{唆～}［6］诵颂讼																																								
tɕ	［1］中{～间}忠钟锺盅舂{～米}供{～不起}弓{弹棉花用的～子}龚{姓}［3］种{～类}肿拱{～手}巩［5］中{～状元}众种{～树}																																								
ɕ	［1］胸凶兇兄=［2］穷熊雄［5］嗅［6］共{～一隻碗}																																								
∅	［1］雍{～正}搑{拥挤：～到一起}［2］荣融容蓉熔［3］拥勇涌［6］用																																								
#ap																																									
t	［7］搭{～车}溚{湿：身上汗～～哩箇}																																								
tʰ	［7］踏塔䵬{皮肤黑：这人面上黑～～哩箇}獭［8］踏达																																								
l	［7］腊蜡																																								
ts	［7］眨闸																																								
tsʰ	［7］插［8］煠{拿油来～}																																								
k	［7］夹裌甲胛																																								
kʰ	［7］掐																																								
ŋ	［7］鸭押压																																								
h	［7］狭峡																																								
#ɔp																																									
t	［7］答																																								
l	［7］纳																																								
tsʰ	［8］杂																																								
k	［7］合{十～一升}鸽佮{～伙}																																								
kʰ	［7］磕																																								
ŋ	［7］罯{捂：～出汗来箇；～豆豉}																																								
h	［8］合{～作}盒□{煮：～饭｜～菜}合?{两臂伸开的长度：这堵墙有五～}																																								
#ɛp																																									
s	［7］涩																																								
h	［7］□{心悸：心里～一下}																																								
#iɛp																																									
t	［7］帖贴［8］叠碟蝶谍																																								
ts	［7］接																																								
tɕ	［7］摺褶劫□{涩：柿子～人}□{咸～：咸得过份}																																								
ɕ	［7］怯□{～薄：很薄}［8］胁{～下：腋下}																																								
∅	［7］聂𩑃{玩：到墟上～下子}𥣘{瘪：肚子～下去箇}□{～声：嗓音沙哑}［8］叶页业																																								
#ip																																									
tɕ	［7］急汲吸{～一口气}																																								
ɕ	［7］湿㬤{汗～人}□{～胯哩：腋下}［8］十																																								
#at																																									
p	［7］八																																								
pʰ	［8］拔□{～～子：八哥鸟}																																								
f	［7］法髮发［8］乏伐罚																																								
t	［7］搭{囟～俚：小孩髮式}褡																																								
tʰ	［7］搨榻塌																																								
l	［7］捺［8］辣																																								
ts	［7］札扎□{轧：～棉花}□{～粉：用大米做粉条}□{～实：结实}																																								
tsʰ	［7］擦察［8］铡																																								
s	［7］撒萨杀																																								
kʰ	［7］𩮝{～头：瘌痢头}恰																																								
ŋ	［7］䰲{鱼名}																																								
h	［7］瞎［8］□{烧，烤：拿猪脚到火上去～（烧掉毛）}［0］辖{管～}																																								
#uat																																									
k	［7］刮																																								
∅	［7］挖袜𣁳{（用碗勺等）取物}［8］滑猾																																								
#iat																																									
ɕ	［7］瞎=																																								
#ɔt																																									
t	［7］掇																																								
tʰ	［7］脱□{～大：很大；～高：很高}［8］夺																																								
l	［8］捋																																								
ts	［7］撮{用手指捏住少量细碎物品}																																								
tsʰ	［7］撮{一小～}竄{跑：到块（到处）乱～}［8］□{淋：雨～到身上}																																								
s	［7］刷																																								
k	［7］割葛																																								
kʰ	［7］渴																																								
h	［7］□{煮：～饭～菜}																																								
#yɔt																																									
tɕ	［7］决诀																																								
tɕʰ	［7］缺［8］穴{脉～，中医术语}																																								
ɕ	［7］说{小～}血穴{～葬}																																								
∅	［7］悦阅□{～嘴哩：豁嘴}［8］月={一个～}越曰粤																																								
#ɛt																																									
p	［7］钵拨北迫{强～}百={～姓}																																								
pʰ	［7］泼［8］魄□{焯：拿菜～一下}［0］不{加在动词后，相当于“掉”}																																								
m	［7］抹末沫默脉麦={～冬}［8］墨																																								
f	［8］活={生～}或惑获																																								
t	［7］得德［8］□{～ɕit˩：很稠}																																								
tʰ	［8］特=																																								
l	［7］热=□{荆棘}［8］肋勒																																								
ts	［7］则鲫侧窄责蚱{～蜢子}□{掷：拿砖～狗}□{～谷哩：秕谷}																																								
tsʰ	［7］厕{～所}测泽择宅策［8］贼																																								
s	［7］虱塞色																																								
h	［7］黑［8］特核{审～}																																								
#uɛt																																									
k	［7］国																																								
kʰ	［7］括阔																																								
∅	［8］活																																								
#iɛt																																									
p	［7］屄																																								
pʰ	［7］撇［8］别																																								
m	［7］灭搣{～开：擘开}［8］篾																																								
tʰ	［7］铁																																								
l	［7］跌列裂烈劣［8］猎捩{拗～；拧干巾子（毛巾）}裂{皴：～面～手}																																								
ts	［7］节疖																																								
tsʰ	［7］妾切捷［8］截{～止}绝																																								
s	［7］薛泄屑楔{拣块石头～到桌子脚}雪																																								
tɕ	［7］哲蜇{等螃蟹～箇一口}折{～断}浙揭结洁桔{～梗}吃{～巴子：口吃的人。《集韵》入声屑韵练结切}																																								
tɕʰ	［7］彻撤□{骗：～白鬼（爱说假话的人）}																																								
ɕ	［7］摄胁{威～}设歇［8］涉协舌折{～本}杰蝎{～子：壁虎}																																								
k	［7］革嗝																																								
kʰ	［7］咳刻克																																								
ŋ	［7］额={定～}																																								
∅	［7］孽［8］热{～褂子：单衣}捏{手～子：手帕}月{～光：月亮}																																								
#ɵt																																									
f	［7］忽佛［8］佛																																								
t	［7］腯{～～子；～壮箇：形容人或畜长得肥壮}																																								
tʰ	［7］突腯																																								
l	［7］入𢫫{往下叫捋，往上叫～}□{眼睛（朝两边）～来～去}																																								
ts	［7］卒{兵～}□{～子：塞子}																																								
tsʰ	［7］猝																																								
s	［7］祟{集韵入声術韵雪律切}□{塞：～背手（贿赂）}□{～线子：一种焰火}［0］蟀{蟋～}																																								
#it																																									
p	［7］笔毕必不逼碧壁□{憋：～一口气；焖：煎豆干～肉}																																								
pʰ	［7］弼僻闢［8］鼻匹勃𤐧{烤肉}［0］卜{萝～}																																								
m	［7］密蜜没{～到水里}□{抿：～到嘴笑}																																								
tʰ	［7］踢剔［8］笛																																								
l	［7］立栗律率{效～}力［8］粒																																								
ts	［7］即积㰵{吮吸}																																								
tsʰ	［7］七漆蒺{～藜}［8］集辑疾{～病}籍																																								
s	［7］袭戌恤蟋{～蟀}息熄媳席={主～}［8］习																																								
tɕ	［7］指{～头哩}执汁级给{供～}质吉织职戟膱{油质食物腐败：腊肉做～气哩}织{～蛛子：蜘蛛}［0］蛰{惊～}																																								
tɕʰ	［7］赤{～卫队；～芍}斥［8］侄秩直值殖植																																								
ɕ	［7］失室讫乞识式饰适释什{～俚：什么}［8］及实食蚀极□{稠：粥煮得～}																																								
∅	［7］揖日=乙一逸益译易={交～}液翼{～老鼠子：蝙蝠}［8］翼{～kai：翅膀}日																																								
#yt																																									
tɕ	［7］桔{柑～}竹筑祝粥烛嘱□{填塞：拿细人子～饱来}																																								
tɕʰ	［7］出屈畜{～生}逐触□{束：一～禾草}［8］轴																																								
ɕ	［7］術述叔［8］术{白～，苍～}熟塾赎属蜀																																								
∅	［7］熨{～斗；～贴}域疫役愠{闷闷不乐：心里一股～气}□{腻：吃多肥肉好～人}																																								
#ak																																									
p	［7］百柏伯檗{黄～}																																								
pʰ	［7］拍劈［8］白																																								
m	［7］□{～开脚：叉开脚}［8］陌{～生}麦																																								
f	［8］劃{拿刀子～开皮来}																																								
l	［7］搦																																								
ts	［7］摘																																								
tsʰ	［7］拆㿭{皮肤干裂}册［8］□{～一下：猛然一惊}																																								
s	［7］䅴{稻穗，集韵色窄切}□{分开：拿锯子～开板来}																																								
k	［7］格隔□{泥～子：抹墙工具}□{“这下”的合音}																																								
kʰ	［7］客																																								
h	［7］吓{～一跳}																																								
#uak																																									
kʰ	［7］□{tɕʰit～：拨弄新钞票时发出的响声}［8］□{沸：多～下子粥}																																								
∅	［8］□{用手势招呼：～渠过来}																																								
#iak																																									
p	［7］壁																																								
pʰ	［7］□{枪声：枪打得～响}																																								
tʰ	［7］□{系：拿绳子～}［8］籴{～米}																																								
l	［7］扚{掐}□{小孩顽皮：这细人子好～}［8］笛																																								
ts	［7］迹脊																																								
tsʰ	［8］席{～子}																																								
s	［7］锡																																								
tɕ	［7］隻炙																																								
tɕʰ	［7］赤{～膊}																																								
ɕ	［7］喫吃［8］石																																								
∅	［8］额{～高：额头}逆{～风}易{姓}																																								
#ɔk																																									
p	［7］博剥驳□{～鱼：木鱼·}																																								
pʰ	［7］泊{梁山～}［8］薄{～荷；厚～}雹																																								
m	［8］莫膜幕寞摸{～手～脚}																																								
f	［7］霍藿［8］缚																																								
t	［7］沰{量词，滴}																																								
tʰ	［7］託托拓																																								
l	［7］诺骆洛若弱螺{打～陀}［8］落络乐{快～}																																								
ts	［7］作捉																																								
tsʰ	［7］擉{肏，或作戳}戳{肏，或作擉}［8］昨																																								
s	［7］索朔缩{系紧绳带}																																								
k	［7］各阁搁郭觉{不～得}角																																								
kʰ	［7］扩确榷壳角{铜～子：铜钱}																																								
ŋ	［7］鄂恶{善～}嶽岳乐{音～}握																																								
h	［8］鹤学																																								
#uɔk																																									
∅	［8］镬{热～子：火锅}																																								
#iɔk																																									
l	［7］略																																								
ts	［7］爵雀啄																																								
tsʰ	［7］戳{～一个洞，避讳音}皵{裂开}［8］凿柞嚼{乱～：胡说}浊镯																																								
s	［7］削																																								
tɕ	［7］脚着{～衣}酌钁斫{砍：上山～柴}																																								
tɕʰ	［7］焯{拿菜～下子来腌}却［8］着{睏～箇}																																								
ɕ	［8］勺芍{赤～}学=																																								
∅	［7］虐疟{～疾}约跃彠{用秤称或用手掂重量}［8］药籰																																								
#uk																																									
p	［7］卜{～卦}																																								
pʰ	［7］樸{～素}扑僕{～从}仆{～到睏：胸口朝下睡}［8］伏{趴}																																								
m	［7］木目穆牧																																								
f	［7］福幅蝠复腹覆［8］斛{二斗五升为一～}蔛{石～}服伏=茯{～苓}復{～兴；～原}																																								
t	［7］督𧰵{捣、击：拿棍子来～，或作厾}厾{捣、击：拿棍子来～，或作𧰵}䐁{底部：碗～，或作㞘}㞘{底部：碗～，或作䐁}［8］□{～暗：很暗}																																								
tʰ	［8］独读牍毒																																								
l	［7］鹿禄辱褥□{踩：洗被火（被子）要拿脚～下子}																																								
tsʰ	［8］族																																								
s	［7］速																																								
k	［7］穀谷																																								
kʰ	［7］哭																																								
∅	［7］屋［8］腹-{遗～崽}																																								
#iuk																																									
l	［7］陆{～地}绿录［8］六绿																																								
ts	［7］足																																								
tsʰ	［7］促□{～寞：清静冷落}																																								
s	［7］肃宿{～舍，星～}粟［8］俗续																																								
tɕ	［7］菊鞠																																								
ɕ	［7］畜{～牧}蓄{～鬚子}曲［8］局																																								
∅	［7］肉育玉狱欲慾浴																																								
																																									
