裂	liaʔ7	白	
搦	liaʔ8	抓捕	
拃	liaʔ8	拇指與小指間的距離	
遮	tsia1		
嗟	tsia1		
姐	tsia3		
者	tsia3		
藉	tsia5	～口	
蔗	tsia5		
磜	tsia5	白水～：小瀑布	
啫	tsia5	指示詞	
隻	tsiaʔ7		
則	tsiaʔ7	白	
食	tsiaʔ8	白	
車	tsʰia1		
吒	tsʰia1	哪～	
奢	tsʰia1		
斜	tsʰia2		
斜	tsʰia5	又，陡	
赤	tsʰiaʔ7		
刺	tsʰiaʔ7	～羊毛	
些	sia1		
社	sia1		
賒	sia1		
邪	sia2		
佘	sia2		
□	sia2	山～：梯田	
蛇	sia2	文	
捨	sia3		
寫	sia3		
卸	sia5		
赦	sia5		
射	sia5		
舍	sia5		
謝	sia5		
麝	sia5		
瀉	sia5		
石	sia5		
削	siaʔ7		
錫	siaʔ7	白	
石	siaʔ8	白，硯～	
勺	siaʔ8	白	
崎	kia1	陡坡	
攑	kiaʔ8	又	
寄	kia5	白	
崎	kia2	地名	
奇	kʰia1	白	
徛	kʰia1	站立	
徛	kʰia5	又，豎	
騎	kʰia2		
隙	kʰiaʔ7	白	
屐	kʰiaʔ8		
鵝	ɡia2	白	
額	ɡiaʔ8	～數	
靴	hia1		
桸	hia1	瓠～	
閜	hia1	開～～：敞開貌	
埃	ia1	白，𰊬～，蒙上灰塵	
也	ia1	文	
夜	ia5		
𢛟	ia5	疲憊	
䆊	ia5	撒	
爺	ia2		
椰	ia2		
耶	ia2		
野	ia3		
冶	ia3		
益	iaʔ7	白	
挖	iaʔ7	白	
頁	iaʔ8		
疫	iaʔ8	白	
簸	pua5	白	
撥	puaʔ7	白	
鉢	puaʔ7		
缽	puaʔ7		
髮	puaʔ7	白，剪～	
跋	puaʔ8	白，跌	
博	puaʔ8	賭	
潑	pʰuaʔ7	白，～風：搧風	
茷	pʰuaʔ7	牽～	
破	pʰua5	白	
派	pʰua5	白，～水落田	
磨	bua2	白	
抹	buaʔ7		
末	buaʔ8	白	
馱	tua2	～米、～沙	
舵	tua1	白	
大	tua5	白	
帶	tua5	白	
娺	tuaʔ7	張～：耍嬌	
豸	tʰua1	蟲豸	
汰	tʰua5	洗～	
拖	tʰua1	白	
瀨	lua5	水急，淺灘	
偌	lua1	～重：幾多重	
賴	lua5		
□	luaʔ7	快切	
熱	luaʔ8	白	
辣	luaʔ8		
捋	luaʔ8	搓～	
埒	luaʔ8	牆～	
抓	tsua1		
蛇	tsua2	白	
誓	tsua5	白，咒～	
紙	tsua3		
□	tsua5	一～：一行	
□	tsuaʔ7	水濺	
蚻	tsuaʔ8	家～：蟑螂	
䟌	tsuaʔ8	走～：走樣	
蔡	tsʰua5	白	
娶	tsʰua5	白	
𤆬	tsʰua5	帶領	
敠	tsʰuaʔ7	拉斷	
䶪	tsʰuaʔ7	菜～	
䟌	tsʰuaʔ8	歪歪～～	
沙	sua1	白	
痧	sua1	白	
鯊	sua1	白	
唦	sua1	擬聲	
耍	sua2	新	
徙	sua3	～厝	
續	sua5	～接	
煞	suaʔ7		
殺	suaʔ7	白	
撒	suaʔ7		
瓜	kua1		
過	kua1	菜老曰～	
□	kua1	銅～：銅片	
樺	kua2	白	
寡	kua3		
掛	kua5		
卦	kua5		
蓋	kua5	白	
芥	kua5	白	
過	kua5	白，罪～	
割	kuaʔ7	白	
葛	kuaʔ7	白	
誇	kʰua1		
跨	kʰua1		
垮	kʰua1		
咵	kʰua1		
寡	kʰua3	又	
可	kʰua3	白，小～	
𣹇	kʰua5	船～沙咧	
渴	kʰuaʔ7	白	
闊	kʰuaʔ7		
我	ɡua3	白	
外	ɡua5		
花	hua1	文	
譁	hua1	反～	
鏵	hua2	文	
華	hua2		
樺	hua2	文	
譁	hua2		
化	hua5		
喝	huaʔ7	白，～聲	
伐	huaʔ8	～一～：跨出一步	
搲	ua5	～拐：拄拐杖	
攨	ua5		
瓦	ua3	文	
蛙	ua1		
倚	ua3	白	
挖	ua1	白	
窪	ua1		
夥	ua1	無～：數量不多	
活	uaʔ8	白	
夫	pɔ1	白，姐～	
布	pɔ5		
波	pɔ1		
佈	pɔ5		
哺	pɔ2		
哺	pɔ5	又，咀嚼	
怖	pɔ5		
捕	pɔ5		
播	pɔ5		
斧	pɔ3	白	
晡	pɔ1	～晡：午後	
步	pɔ5		
脯	pɔ3	魚～	
蒲	pɔ2		
補	pɔ3		
埔	pɔ1	草～，溪～	
菠	pɔ1		
部	pɔ1		
圃	pʰɔ3		
扶	pʰɔ2	～坦：巴結	
浦	pʰɔ3		
簿	pʰɔ1		
莆	pʰɔ2		
譜	pʰɔ3		
麩	pʰɔ1	麥～，頭～	
鋪	pʰɔ1	床～	
菩	pʰɔ2		
頗	pʰɔ3		
廍	pʰɔ1	糖～	
破	pʰɔ5	文	
鋪	pʰɔ5	一～路	
募	bɔ5		
墓	bɔ5		
某	bɔ3		
模	bɔ2		
牡	bɔ3		
畝	bɔ3		
摸	bɔ1		
堵	tɔ3		
到	tɔ5		
圖	tɔ2		
妬	tɔ5		
導	tɔ1		
徒	tɔ2		
杜	tɔ1		
渡	tɔ5		
濤	tɔ2		
盜	tɔ5		
睹	tɔ3		
禱	tɔ3		
肚	tɔ1	豬～	
賭	tɔ3		
都	tɔ1		
陶	tɔ2		
淘	tɔ2		
多	tɔ1		
道	tɔ1		
涂	tɔ2	姓	
塗	tɔ2		
屠	tɔ3		
堵	tɔ3		
島	tɔ3		
肚	tɔ3	腹～	
兔	tʰɔ5		
吐	tʰɔ3	～氣	
吐	tʰɔ5		
土	tʰɔ3		
塗	tʰɔ2	泥土	
妥	tʰɔ5		
度	tʰɔ5	又，給予	
滔	tʰɔ1		
拖	tʰɔ1	文	
桃	tʰɔ2	文，～源	
滷	lɔ1	鹽～	
𢲸	lɔ1	搖動	
勞	lɔ2		
螺	lɔ2	文，～絲	
奴	lɔ2		
孥	lɔ2	阿～	
廬	lɔ2		
櫓	lɔ3		
澇	lɔ2		
爐	lɔ2		
蘆	lɔ2		
癆	lɔ2		
盧	lɔ2		
老	lɔ3	～鼠	
虜	lɔ3		
裸	lɔ3	烏～白～	
賂	lɔ5		
路	lɔ5		
露	lɔ5		
怒	lɔ5		
魯	lɔ3		
鹵	lɔ3		
曹	tsɔ2		
助	tsɔ5		
租	tsɔ1		
坐	tsɔ1	文	
左	tsɔ3		
佐	tsɔ3		
祖	tsɔ3		
組	tsɔ3		
早	tsɔ3	文	
挫	tsʰɔ5		
措	tsʰɔ5		
躁	tsʰɔ5	文	
醋	tsʰɔ5		
操	tsʰɔ5	～行	
憷	tsʰɔ3		
楚	tsʰɔ3		
礎	tsʰɔ3		
草	tsʰɔ3	文	
磋	tsʰɔ1		
粗	tsʰɔ1		
所	sɔ3		
素	sɔ5		
數	sɔ5	文	
燥	sɔ5	～性	
掃	sɔ5	文	
疏	sɔ1	文	
蔬	sɔ1	文	
蓑	sɔ1	文	
騷	sɔ1	文	
蘇	sɔ1		
□	sɔ2	～腰：背駝	
高	kɔ1	文，～中	
告	kɔ5	文	
古	kɔ3		
姑	kɔ1		
裹	kɔ3		
估	kɔ3		
固	kɔ5		
孤	kɔ1		
戈	kɔ1		
故	kɔ5		
沽	kɔ1		
痼	kɔ5		
皷	kɔ3		
糊	kɔ2		
股	kɔ3		
菇	kɔ1		
錮	kɔ5		
過	kɔ5		
䓢	kɔ5		
僱	kɔ5		
顧	kɔ5		
鼓	kɔ3		
股	kɔ3		
果	kɔ3		
珂	kʰɔ1		
苛	kʰɔ1		
軻	kʰɔ1		
箍	kʰɔ1		
褲	kʰɔ5		
課	kʰɔ5		
庫	kʰɔ5		
犒	kʰɔ5		
靠	kʰɔ5		
許	kʰɔ3	白，姓	
苦	kʰɔ3		
糊	kʰɔ2	又	
寤	ɡɔ5		
悮	ɡɔ5		
臥	ɡɔ5		
誤	ɡɔ5		
伍	ɡɔ3		
忤	ɡɔ3		
吾	ɡɔ2		
梧	ɡɔ2		
蜈	ɡɔ2		
吳	ɡɔ2		
五	ɡɔ1	白	
五	ɡɔ3	文	
悟	ɡɔ5	白	
戽	hɔ5		
號	hɔ5	～名：起名	
護	hɔ5		
滸	hɔ3		
虎	hɔ3		
壕	hɔ2		
毫	hɔ2		
禾	hɔ2		
和	hɔ2	文	
何	hɔ2	文	
葫	hɔ2		
鬍	hɔ2		
豪	hɔ2		
互	hɔ1		
呼	hɔ1		
雨	hɔ1	白	
護	ɔ5	相～	
惡	ɔ5	可～	
嘔	ɔʔ8		
壺	ɔ2		
胡	ɔ2		
湖	ɔ2		
烏	ɔ1		
虎	ɔ3	欺詐	
婆	po2		
報	po5		
薄	po5	～荷	
玻	po1		
褒	po1		
保	po3		
堡	po3		
寶	po3		
薄	poʔ8	白	
波	pʰo1		
坡	pʰo1		
埠	pʰo1		
部	pʰo1	白，一～書	
泡	pʰo5	甘蔗～	
粕	pʰoʔ7		
樸	pʰoʔ7		
蚵	o2		
蠔	o2		
坷	kʰo1		
痾	kʰo1		
個	ko5		
剉	tsʰo5	砍	
套	tʰo5		
帽	bo5		
座	tso5		
做	tso5	文	
橢	tʰo5		
糙	tsʰo5		
錯	tsʰo5		
餓	ɡo5		
奧	o5		
澳	o5		
𣹇	kʰo5		
告	ko5	白，～狀	
和	ho5	和詩	
瘦	so5		
掃	so5	白，糞～	
燥	so5	白	
賀	ho5		
號	ho5		
和	ho5	～詩	
倒	to5	反～	
倒	to3		
好	ho3		
嫂	so3		
洘	kʰo3	水乾	
瑣	so3		
稿	ko3		
老	lo3	文	
襖	o3		
討	tʰo3		
鎖	so3		
棗	tso3		
草	tsʰo3	白，甘～	
槽	tso2		
籮	lo2		
羅	lo2		
蘿	lo2		
鑼	lo2		
邏	lo2		
逃	to2		
桃	tʰo2	白	
遨	ɡo2	白	
熬	ɡo2	白	
醪	lo2	渾濁	
陀	to2		
駝	to2		
和	ho2	又	
河	ho2	文	
何	ho2	白，姓	
荷	ho2	文	
河	o2		
刀	to1		
多	to1	又	
道	to1	又	
唆	so1		
娑	so1		
挲	so1	～捋	
囉	lo1	～嗦	
嗦	so1		
騷	so1		
窠	kʰo1		
窩	o1		
篙	ko1		
糕	ko1		
羔	ko1		
膏	ko1		
臊	tsʰo1	臭～	
蝌	kʰo1		
造	tso1	白	
颼	so1		
餻	ko1		
餿	so1		
科	kʰo1		
稞	kʰo1		
搓	tʰo1	鴨喙～	
搜	so1		
高	ko1	白	
卜	boʔ7	要	
膜	boʔ8		
莫	boʔ8	白，～用	
桌	toʔ7		
卓	toʔ7	白，姓	
著	toʔ8	～火	
落	loʔ8	白	
作	tsoʔ7	白，～田	
趠	tsoʔ8	走～：奔走	
索	soʔ7	繩子	
鐲	soʔ8	手～	
涸	kʰoʔ8	～死	
鶴	hoʔ8	白	
惡	oʔ7	白，難	
學	oʔ8	白	
□	tʰoʔ8	天～：懶散	
□	lo1	liŋ1～：不方不圓	
□	tso1	～～：不出所料	
□	tso2	亂塗	
□	tsʰoʔ7	粗話罵人	
□	so2	爬行	
□	ko1	滾動	
□	ko2	滾動，涮碗	
閣	koʔ7	替，再	
□	ho1	環繞	
儦	pio1	戲	
標	pio1	白	
臕	pio1		
鏢	pio1	白	
鰾	pio1		
表	pio3	白	
錶	pio3	白	
裱	pio3	白	
薸	pʰio2	浮萍	
嫖	pʰio2	白	
漂	pʰio5		
僄	pʰio5	輕飄飄	
廟	bio3		
杪	bio3	木枝細	
茂	bio3		
貿	bio3		
母	bio3	文	
謀	bio2		
描	bio2	白	
抖	tio5		
豆	tio5	文	
釣	tio5		
鬥	tio5		
抖	tio5		
銚	tio5	鐵～：小鍋	
趙	tio1	白，姓	
投	tio2	文	
潮	tio2	白，～州	
跳	tio2	白	
斗	tio3	文	
著	tioʔ7	拍～，～驚	
糶	tʰio5		
透	tʰio5	文	
頭	tʰio2	文	
跳	tʰio2		
趒	tʰio2		
偷	tʰio1	文	
挑	tʰio1	白，～燈	
陋	lio5	文	
漏	lio5	文	
軂	lio5	身高	
尿	lio5		
樓	lio2	文	
戮	lio2	慢割	
略	lioʔ8	白	
皺	tsio5		
驟	tsio5		
照	tsio5	白	
奏	tsio5		
少	tsio3	白	
走	tsio3	文	
鄒	tsio1		
蕉	tsio1	白	
焦	tsio1	白	
招	tsio1		
椒	tsio1		
笑	tsʰio5		
湊	tsʰio5		
燿	tsʰio5	～路：照亮道路	
欩	tsʰio1	～雞	
繰	tsʰio1		
尺	tsʰioʔ7	白	
蓆	tsʰioʔ8	白	
燒	sio1	白	
蕭	sio1	白	
霄	sio1	白，雲～	
小	sio3	白	
癄	sio2	枯～：疲憊	
構	kio5		
購	kio5		
叫	kio5	白	
轎	kio5		
苟	kio3		
狗	kio3	文	
勾	kio1	文	
溝	kio1	文	
鉤	kio1	文	
橋	kio2		
口	kʰio3	文	
叩	kʰio5		
寇	kʰio5		
扣	kʰio5		
竅	kʰio5	白，做～：暗害	
□	kʰio2	大聲喊叫	
挈	kʰioʔ7	拾取	
偶	ɡio3		
藕	ɡio3		
□	ɡio2	蚌	
□	ɡio5	架空	
□	ɡioʔ8	發人陰私	
候	hio5		
否	hio3		
吼	hio3	文	
猴	hio2	文	
侯	hio2	文	
後	hio1	文	
后	hio1		
歇	hioʔ7	白	
箬	hioʔ8	葉子	
諾	hioʔ8	白，應詞	
搖	io2		
窯	io2		
窰	io2		
腰	io1	白	
邀	io1	白，～囝母	
歐	io1		
甌	io1		
舀	io3		
約	ioʔ7	白	
藥	ioʔ8		
幣	pe3		
弊	pe3		
敝	pe3		
斃	pe3		
陛	pe3		
蔽	pe3		
把	pe3	白	
壩	pe3	白	
垻	pe3		
耙	pe3		
焙	pe3		
背	pe1		
飛	pe1	白	
倍	pe1		
爸	pe1	白	
賠	pe2	白	
陪	pe2	白，～上	
爬	pe2	白	
琶	pe2	白	
杷	pe2	白	
伯	peʔ7	白	
柏	peʔ7	白	
擘	peʔ7		
白	peʔ8		
帛	peʔ8	骹～：裹腳布	
帕	pʰe5	白	
杮	pʰe5	柴～：木片	
配	pʰe5	白	
胚	pʰe1	白	
坯	pʰe1	白	
被	pʰe1	白	
皮	pʰe2		
𨑾	pʰeʔ8	水泡	
妹	be5		
未	be5		
碼	be3	白	
馬	be3	白	
尾	be3		
襪	beʔ8		
麥	beʔ8		
脈	beʔ8		
迷	be2		
糜	be2	白，粥	
欲	beʔ7	訓，要	
帝	te5		
第	te5		
袋	te5	白	
地	te5	文	
綴	te5	跟	
戴	te5	白	
埭	te5		
袋	te5		
底	te3	文	
短	te3		
低	te1		
弟	te1		
䬫	te1	油煎薄麪餅	
茶	te2	白	
硩	teʔ7	替，壓	
笮	teʔ7		
□	teʔ8	消除藥性	
滯	tʰe5		
退	tʰe5	白	
替	tʰe5	文	
涕	tʰe5		
䖳	tʰe5		
提	tʰe2		
啼	tʰe2	文	
堤	tʰe2	文	
梯	tʰe1	文	
推	tʰe1	白，～辭	
胎	tʰe1	白	
體	tʰe3	文	
脫	tʰeʔ7	白	
皙	tʰeʔ7	白	
宅	tʰeʔ8	白	
勵	le5	文	
隸	le5		
麗	le5		
例	le5		
厲	le5	文	
禮	le3		
儡	le3	白，家～	
梨	le2	文	
犁	le2	文	
泥	le2	文	
璃	le2		
黎	le2		
螺	le2	白	
腡	le2		
□	leʔ7	推拿	
裂	leʔ8	白	
災	tse1	白，著～	
罪	tse1	白	
坐	tse1	白	
渣	tse1	白	
寨	tse5		
晬	tse5	度～：周歲	
祭	tse5		
際	tse5		
制	tse5		
製	tse5		
債	tse5		
濟	tse5	經～	
詐	tse5	狡～	
叔	tseʔ7	白	
絕	tseʔ7	白，死～	
脆	tsʰe5	白	
遂	tsʰe5	尋找	
切	tsʰe5	一～	
揣	tsʰe3	白	
髓	tsʰe3	白	
砌	tsʰeʔ7	白	
冊	tsʰeʔ7		
啜	tsʰeʔ7		
叉	tsʰe1	白	
吹	tsʰe1	白	
炊	tsʰe1	白	
差	tsʰe1	白	
岔	tsʰe1	白	
妻	tsʰe1		
箠	tsʰe2	竹鞭	
□	tsʰeʔ8	鈸	
勢	se5		
稅	se5	白	
細	se5	文	
賽	se5	白	
世	se5	文	
婿	se5	文	
誓	se5	文	
逝	se5		
西	se1	文	
犀	se1	文	
洗	se3	文	
垂	se2	白	
説	seʔ7	白	
屑	seʔ7	白	
雪	seʔ7		
踅	seʔ8	旋轉	
繼	ke5		
計	ke5		
髻	ke5		
過	ke5	白	
架	ke5	白	
嫁	ke5	白	
價	ke5	白	
假	ke5	白，放～	
粿	ke3		
果	ke3	白	
假	ke3	白	
椵	ke2	枷鎖	
雞	ke1	文	
街	ke1	文	
家	ke1	白	
傢	ke1	白	
加	ke1	白	
下	ke1	白，懸～：高低	
郭	keʔ7		
格	keʔ7	白	
隔	keʔ7	白	
□	keʔ8	作梗	
啟	kʰe3		
瘸	kʰe2		
稽	kʰe1		
科	kʰe1	白	
溪	kʰe1	文	
下	kʰe1	白，放置	
缺	kʰeʔ7	白，短～	
客	kʰeʔ7		
喀	kʰeʔ8		
挊	kʰeʔ8		
下	kʰe5	放置	
契	kʰe5	文	
囈	ɡe5		
藝	ɡe5	文	
訝	ɡe2	白，～神	
牙	ɡe2	白	
芽	ɡe2	白	
衙	ɡe2	白	
月	ɡeʔ8	白	
係	he5		
歲	he5	白	
系	he5		
貨	he5		
夏	he5	白	
賄	he3		
火	he3		
夥	he3		
兮	he2		
奚	he2		
蝦	he2	白	
回	he2	白	
灰	he1	白	
下	he1	白，～手	
嚇	heʔ7	白	
瞖	e5		
裔	e5		
下	e5	白，兩～	
鍋	e1		
下	e1	白，～面	
解	e1	會	
厄	eʔ7		
嗝	eʔ8	訓	
貝	pue5		
輩	pue5		
背	pue5	文	
陪	pue2		
裴	pue2		
培	pue2	文	
賠	pue2	文	
杯	pue1		
𤖯	pue1	竹～	
八	pueʔ7	白	
拔	pueʔ8	白	
稗	pʰue5		
批	pʰue1		
沛	pʰue5		
配	pʰue5	文	
□	bue1	躲著走	
𣍐	bue1	不會，“毋解”合音	
糜	bue2	白，糜爛	
買	bue3		
賣	bue5		
兌	tue5	文	
地	tue5	白	
蹄	tue2	白	
頹	tue2	白	
堤	tue2	～笊籬：圍籬笆	
題	tue2		
苧	tue1		
釵	tʰue1	白	
體	tʰue3	白	
退	tʰue5	文	
替	tʰue5	白	
貼	tʰueʔ7		
□	tʰueʔ8	拿	
銳	lue5		
鑢	lue5		
詈	lue3	～罵	
鱸	lue1		
滷	lue1	白，苦～	
犁	lue2	白	
□	lueʔ7	癱下	
笠	lueʔ8	白	
穧	tsue5	多	
做	tsue5	白	
罪	tsue1	文	
齊	tsue2		
節	tsueʔ7	白，過～	
截	tsueʔ8	刀切	
絮	tsʰue5	白，草～	
摧	tsʰue2	拖行	
初	tsʰue1	白	
妻	tsʰue1		
摧	tsʰue2	拖行	
粞	tsʰue5	米粉	
□	tsʰue5	擦	
切	tsʰueʔ7	白，苦～	
帥	sue5		
歲	sue5	文	
說	sue5	～客	
梳	sue1	白	
莎	sue1	白，魚～草	
衰	sue1		
疏	sue1	白	
蔬	sue1	白	
洗	sue3	白	
塞	sueʔ7	白	
膎	kue2	鹹～、～脯	
奎	kue1		
雞	kue1	白	
街	kue1	白	
瓜	kue1	白	
改	kue3	白	
解	kue3	白	
怪	kue5		
易	kue5	訓	
□	kueʔ7	鐮刀	
盔	kʰue1		
溪	kʰue1	白	
恢	kʰue1	又	
魁	kʰue1		
詼	kʰue1	白	
□	kʰue2	～～：勉強夠	
契	kʰue5	白	
喫	kʰue5		
□	kʰueʔ7	擠	
□	kʰueʔ8	一～：縫隙	
倪	ɡue2		
藝	ɡue5	白，做～：消遣	
挾	ɡueʔ7		
莢	ɡueʔ7	豆～	
□	ɡueʔ8	夾住	
廢	hue5		
會	hue5	白	
化	hue5	白，德～	
匯	hue5		
悔	hue3		
晦	hue3		
誨	hue3		
茴	hue2		
迴	hue2		
回	hue2	文	
蛔	hue2		
鏵	hue2	白	
花	hue1	白	
灰	hue1	文	
恢	hue1		
詼	hue1	文	
蟹	hue1	白	
□	ue5	取	
畫	ue5		
矮	ue3		
鞋	ue2	白	
挨	ue1		
餵	ue1		
解	ue1	會	
狹	ueʔ8	白	
憋	piʔ7	白	
鱉	piʔ7	白	
枇	pi2	文	
脾	pi2		
琵	pi2	文	
卑	pi1		
碑	pi1		
裨	pi1		
婢	pi1		
悲	pi1		
閉	pi5		
臂	pi5		
被	pi1	文	
避	pi5		
庇	pi5		
痹	pi5		
泌	pi5		
秘	pi5		
備	pi5		
鼻	pi5	文	
篦	pi1		
彼	pi3		
比	pi3		
箅	pi5		
鼻	pʰi5		
疕	pʰi3	疤，痂	
譬	pʰi3		
鄙	pʰi3		
疲	pʰi2		
脾	pʰi2	又	
皮	pʰi2	文	
丕	pʰi1		
披	pʰi1		
坯	pʰi1	文	
胚	pʰi1	文	
劈	pʰiʔ7	替，淺割	
味	bi5		
媚	bi5		
寐	bi5		
沬	bi5	潛水	
未	bi5	文	
米	bi3		
美	bi3		
靡	bi3		
微	bi2		
楣	bi2	文	
糜	bi2	文	
眉	bi2	文	
篾	biʔ8		
眯	bi1		
□	biʔ7	躲	
智	ti5		
緻	ti5		
置	ti5		
致	ti5		
知	ti5	～識	
蒂	ti5		
地	ti5	旱～	
抵	ti3		
底	ti3	文	
弛	ti2		
池	ti2		
遲	ti2		
除	ti2		
馳	ti2		
鋤	ti2	白，～頭	
佇	ti1	在	
知	ti1		
稚	ti1		
蜘	ti1		
豬	ti1		
治	ti1		
滴	tiʔ7		
碟	tiʔ8		
儲	tʰi3		
恥	tʰi3		
貯	tʰi3		
苎	tʰi3	文	
雉	tʰi1	～雞	
剃	tʰiʔ7	～頭	
鐵	tʰiʔ7	白	
□	tʰi1	粘狀	
鋤	tʰi2	～草	
啼	tʰi2	白	
二	li5		
吏	li5		
慮	li5		
痢	li5		
膩	li5		
利	li5	文	
貳	li5		
□	li5	削除	
字	li5	白	
𧸐	li5		
厲	li5	白	
女	li3		
屢	li3	白	
履	li3		
旅	li3		
李	li3		
汝	li3	你	
理	li3		
里	li3		
鯉	li3		
裡	li3		
裏	li3		
兒	li2		
如	li2		
狸	li2		
籬	li2		
而	li2		
茹	li2	絲亂	
釐	li2		
離	li2		
驢	li2		
呂	li1		
裂	liʔ8	白	
志	tsi5		
漬	tsi5	～水	
至	tsi5		
誌	tsi5		
字	tsi5	文	
址	tsi3		
姊	tsi3		
子	tsi3	白	
旨	tsi3		
梓	tsi3		
止	tsi3		
渚	tsi3		
煮	tsi3		
趾	tsi3		
只	tsi3		
指	tsi3		
餈	tsi2		
薯	tsi2		
舌	tsiʔ8		
折	tsiʔ8	拍～：打折	
之	tsi1		
咨	tsi1		
姿	tsi1		
肢	tsi1		
脂	tsi1		
舐	tsi1		
芝	tsi1		
諸	tsi1		
資	tsi1		
書	tsi1	白	
支	tsi1	又	
摺	tsiʔ7		
褶	tsiʔ7		
翅	tsʰi5		
試	tsʰi5		
飼	tsʰi5		
刺	tsʰi5	～目	
處	tsʰi5	～理	
侈	tsʰi3		
處	tsʰi3	～治	
鼠	tsʰi3		
嗤	tsʰi1		
市	tsʰi1		
癡	tsʰi1		
蚩	tsʰi1		
蛆	tsʰi1		
□	tsʰiʔ7	～～困：熟睡	
□	tsʰiʔ8	用手按壓	
嗜	si5		
四	si5		
寺	si5		
示	si5		
絮	si5	草～	
豉	si5		
視	si5		
世	si5	白	
始	si3		
暑	si3		
死	si3		
匙	si2		
徐	si2		
時	si2		
祠	si2		
詞	si2		
辭	si2		
司	si1		
尸	si1		
屍	si1		
嶼	si1		
序	si1		
撕	si1		
斯	si1		
是	si1		
氏	si1		
絲	si1		
緒	si1		
舒	si1		
詩	si1		
薛	siʔ7		
思	si1		
施	si1		
書	si1	文	
私	si1		
折	siʔ8	～本	
蝕	siʔ8		
冀	ki5		
據	ki5		
既	ki5		
記	ki5		
痣	ki5	白	
暨	ki5		
忌	ki5		
裾	ki5		
鋸	ki5		
寄	ki5	文	
杞	ki3		
矩	ki3		
紀	ki3		
舉	ki3		
己	ki3		
幾	ki3		
奇	ki2		
岐	ki2		
旗	ki2		
棋	ki2		
渠	ki2		
祁	ki2		
祈	ki2		
芪	ki2		
騎	ki2	文	
鰭	ki2		
歧	ki2		
基	ki1		
妓	ki1		
姬	ki1		
居	ki1		
巨	ki1		
技	ki1		
拒	ki1		
枝	ki1		
箕	ki1		
肌	ki1		
距	ki1		
車	ki1	文	
飢	ki1		
支	ki1		
饑	ki1		
攲	kʰi1	～頭	
器	kʰi5		
棄	kʰi5		
