#漢字	音標	注釋	声母	韵母	声调
#簡稱	/	汝城方言字表			
#全稱	/	汝城方言汉字音表			
#版本	/	2024/10/19			
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f			
#韻母	/	#韻母順序，用逗號分開。如：a,o,e			
#聲調	/	33 1 1a 陰平 ꜀,45 2 1b 陽平 ꜁,21 3 2 上 ꜂,24 5 3a 陰去 ꜄,44 6 3b 陽去 ꜅			
#說明	/	制作者：汝人			
竹	iəu5	白读		iəu	5
足	tɕiəu5	白读	tɕ	iəu	5
也	iɛ1	白读		iɛ	1
岭	liŋ1	白读	l	iŋ	1
领	liŋ1	白读	l	iŋ	1
人	ȵiŋ2	白读	ȵ	iŋ	2
银	ȵiŋ2	白读	ȵ	iŋ	2
野	io1	白读		io	1
恐	ɕioŋ3	白读，怕	ɕ	ioŋ	3
重	tʰioŋ1	白读，轻~	tʰ	ioŋ	1
虫	tioŋ2	白读	t	ioŋ	2
客	kʰo5	白读	kʰ	o	5
马	mo1	白读	m	o	1
麦	mo6	白读	m	o	6
话	o6	白读		o	6
百	po5	白读	p	o	5
白	po6	白读	p	o	6
疏	so1	白读	s	o	1
扯	tsʰo3	白读	tsʰ	o	3
下	xo1	白读	x	o	1
笼	loŋ1	白读	l	oŋ	1
蜂	pʰoŋ1	白读	pʰ	oŋ	1
动	tʰoŋ1	白读	tʰ	oŋ	1
起	sɿ3	白读	s	ɿ	3
去	sɿ5	白读	s	ɿ	5
妇	fu1	白读	f	u	1
腐	fu6	白读	f	u	6
卧	mu6	白读，~槽：象棋术语	m	u	6
肚	tʰu1	白读	tʰ	u	1
择	tu6	白读，~菜	t	u	6
和	u2	白读，~尚		u	2
胡	u2	白读		u	2
芋	u2	白读		u	2
互	u6	白读		u	6
苦	xu3	白读，~瓜	x	u	3
哭	xu5	白读	x	u	5
裤	xu5	白读	x	u	5
肝	kua1	白读	k	ua	1
干	kua1	白读	k	ua	1
敢	kua3	白读	k	ua	3
蚊	mua2	白读，~虫	m	ua	2
暖	nua1	白读	n	ua	1
断	tʰua1	白读	tʰ	ua	1
安	ua1	白读		ua	1
还	ua2	白读，~钱		ua	2
环	ua2	白读，耳~		ua	2
暗	ua5	白读		ua	5
韩	xua2	白读	x	ua	2
盖	kuai5	白读，~唧	k	uai	5
腮	suai1	白读	s	uai	1
梯	tʰuai1	白读	tʰ	uai	1
栽	tsuai1	白读	ts	uai	1
戴	tuai5	白读	t	uai	5
代	tuai6	白读	t	uai	6
待	tuai6	白读	t	uai	6
袋	tuai6	白读	t	uai	6
爱	uai5	白读		uai	5
外	uai5	白读，~甥		uai	5
开	xuai1	白读	x	uai	1
害	xuai6	白读	x	uai	6
梗	kuaŋ3	白读	k	uaŋ	3
黄	uaŋ2	白读		uaŋ	2
磺	uaŋ2	白读		uaŋ	2
尾	muəi1	白读	m	uəi	1
被	pʰuəi1	白读	pʰ	uəi	1
会	uəi6	白读		uəi	6
菌	kʰuəŋ2	白读	kʰ	uəŋ	2
裙	kʰuəŋ2	白读	kʰ	uəŋ	2
问	muəŋ5	白读	m	uəŋ	5
密	muɛ1	白读	m	uɛ	1
核	uɛ1	白读，~唧：果核		uɛ	1
丘	ɕy1	白读，量词	ɕ	y	1
泪	ly6	白读，眼~	l	y	6
欺	tɕʰy1	白读	tɕʰ	y	1
箕	tɕy1	白读	tɕ	y	1
柱	tʰy1	白读	tʰ	y	1
锤	ty2	白读，铁~	t	y	2
住	ty6	白读	t	y	6
猪	y1	白读		y	1
软	ȵya1	白读	ȵ	ya	1
近	tɕʰyŋ1	白读	tɕʰ	yŋ	1
芹	tɕʰyŋ2	白读	tɕʰ	yŋ	2
你	ŋ1	白读	ŋ		1
五	ŋ3	白读	ŋ		3
肝	ka1	文读	k	a	1
干	ka1	文读，~净	k	a	1
敢	ka3	文读	k	a	3
拉	la1	文读	l	a	1
安	ŋa1	文读	ŋ	a	1
暗	ŋa5	文读	ŋ	a	5
淡	ta6	文读	t	a	6
含	xa2	文读	x	a	2
韩	xa2	文读	x	a	2
盖	kai5	文读	k	ai	5
开	kʰai1	文读	kʰ	ai	1
来	lai2	文读	l	ai	2
买	mai3	文读	m	ai	3
爱	ŋai5	文读	ŋ	ai	5
腮	sai1	文读	s	ai	1
戴	tai5	文读	t	ai	5
代	tai6	文读	t	ai	6
待	tai6	文读	t	ai	6
袋	tai6	文读	t	ai	6
栽	tsai1	文读	ts	ai	1
害	xai6	文读	x	ai	6
上	saŋ6	文读	s	aŋ	6
张	tsaŋ1	文读	ts	aŋ	1
长	tsaŋ3	文读	ts	aŋ	3
胀	tsaŋ5	文读	ts	aŋ	5
肠	tsʰaŋ2	文读	tsʰ	aŋ	2
场	tsʰaŋ2	文读	tsʰ	aŋ	2
长	tsʰaŋ2	文读	tsʰ	aŋ	2
丈	tsʰaŋ6	文读	tsʰ	aŋ	6
泡	pʰau1	文读	pʰ	au	1
泡	pʰau5	文读	pʰ	au	5
朝	tsau1	文读	ts	au	1
耳	ɛ3	文读，~机		ɛ	3
客	kʰɛ5	文读	kʰ	ɛ	5
拉	lɛ3	文读，~链	l	ɛ	3
麦	mɛ6	文读	m	ɛ	6
额	ŋɛ5	文读	ŋ	ɛ	5
百	pɛ5	文读	p	ɛ	5
白	pɛ6	文读	p	ɛ	6
扯	tsʰɛ3	文读，~皮	tsʰ	ɛ	3
择	tsʰɛ6	文读	tsʰ	ɛ	6
核	xɛ5	文读	x	ɛ	5
哽	kɛŋ3	文读	k	ɛŋ	3
梗	kɛŋ3	文读	k	ɛŋ	3
坑	kʰɛŋ1	文读	kʰ	ɛŋ	1
肯	kʰɛŋ3	文读	kʰ	ɛŋ	3
冷	lɛŋ3	文读	l	ɛŋ	3
硬	ŋɛŋ6	文读	ŋ	ɛŋ	6
牲	sɛŋ1	文读，畜~	s	ɛŋ	1
生	sɛŋ1	文读	s	ɛŋ	1
甥	sɛŋ1	文读	s	ɛŋ	1
争	tsɛŋ1	文读	ts	ɛŋ	1
行	xɛŋ2	文读	x	ɛŋ	2
浮	fɛu2	文读	f	ɛu	2
守	sɛu3	文读	s	ɛu	3
昼	tsɛu5	文读	ts	ɛu	5
厚	xɛu6	文读	x	ɛu	6
后	xɛu6	文读	x	ɛu	6
蚁	i3	文读		i	3
米	mi3	文读	m	i	3
泥	ȵi2	文读	ȵ	i	2
你	ȵi3	文读	ȵ	i	3
被	pi6	文读	p	i	6
欺	tɕʰi1	文读	tɕʰ	i	1
齐	tɕʰi2	文读	tɕʰ	i	2
起	tɕʰi3	文读	tɕʰ	i	3
鸡	tɕi1	文读	tɕ	i	1
箕	tɕi1	文读	tɕ	i	1
梯	tʰi1	文读	tʰ	i	1
替	tʰi5	文读	tʰ	i	5
剃	tʰi5	文读	tʰ	i	5
低	ti1	文读	t	i	1
提	ti2	文读	t	i	2
啼	ti2	文读	t	i	2
抵	ti3	文读	t	i	3
底	ti3	文读	t	i	3
弟	ti6	文读	t	i	6
牵	tɕʰia1	文读	tɕʰ	ia	1
养	iaŋ3	文读		iaŋ	3
孝	ɕiau5	文读	ɕ	iau	5
翘	tɕʰiau2	文读	tɕʰ	iau	2
巧	tɕʰiau3	文读	tɕʰ	iau	3
交	tɕiau1	文读，~代	tɕ	iau	1
朽	ɕiəu3	文读	ɕ	iəu	3
有	iəu3	文读		iəu	3
丘	tɕʰiəu1	文读	tɕʰ	iəu	1
求	tɕʰiəu2	文读	tɕʰ	iəu	2
也	iɛ3	文读		iɛ	3
密	miɛ1	文读	m	iɛ	1
人	iŋ2	文读		iŋ	2
银	iŋ2	文读，~行		iŋ	2
岭	liŋ3	文读	l	iŋ	3
领	liŋ3	文读	l	iŋ	3
芹	tɕʰiŋ2	文读	tɕʰ	iŋ	2
近	tɕʰiŋ6	文读	tɕʰ	iŋ	6
巾	tɕiŋ1	文读	tɕ	iŋ	1
筋	tɕiŋ1	文读	tɕ	iŋ	1
野	io3	文读		io	3
个	ko5	文读	k	o	5
马	mo3	文读	m	o	3
我	ŋo3	文读	ŋ	o	3
话	xo6	文读	x	o	6
下	xo6	文读	x	o	6
蜂	foŋ1	文读	f	oŋ	1
恐	kʰoŋ3	文读	kʰ	oŋ	3
笼	loŋ2	文读	l	oŋ	2
动	toŋ6	文读	t	oŋ	6
虫	tsʰoŋ2	文读	tsʰ	oŋ	2
重	tsʰoŋ6	文读	tsʰ	oŋ	6
使	sɿ3	文读	s	ɿ	3
细	sɿ5	文读	s	ɿ	5
柿	sɿ6	文读	s	ɿ	6
腐	fu3	文读	f	u	3
妇	fu6	文读	f	u	6
苦	kʰu3	文读	kʰ	u	3
哭	kʰu5	文读	kʰ	u	5
裤	kʰu5	文读	kʰ	u	5
疏	su1	文读	s	u	1
宿	su5	文读，~舍	s	u	5
粟	su5	文读	s	u	5
拖	tʰu1	文读	tʰ	u	1
足	tsu5	文读	ts	u	5
着	tsu5	文读	ts	u	5
竹	tsu5	文读	ts	u	5
毒	tu6	文读	t	u	6
肚	tu6	文读	t	u	6
五	u3	文读		u	3
卧	u6	文读，~室		u	6
和	xu2	文读	x	u	2
胡	xu2	文读	x	u	2
互	xu6	文读	x	u	6
暖	nua3	文读	n	ua	3
断	tua6	文读	t	ua	6
还	xua2	文读	x	ua	2
环	xua2	文读	x	ua	2
外	uai6	文读		uai	6
网	uaŋ3	文读		uaŋ	3
望	uaŋ6	文读		uaŋ	6
黄	xuaŋ2	文读	x	uaŋ	2
磺	xuaŋ2	文读	x	uaŋ	2
泪	luəi6	文读	l	uəi	6
锤	tsʰuəi2	文读	tsʰ	uəi	2
微	uəi1	文读		uəi	1
尾	uəi3	文读		uəi	3
会	xuəi6	文读	x	uəi	6
蚊	uəŋ2	文读		uəŋ	2
问	uəŋ6	文读		uəŋ	6
鱼	ȵy2	文读	ȵ	y	2
渠	tɕʰy1	文读	tɕʰ	y	1
去	tɕʰy5	文读	tɕʰ	y	5
住	tɕʰy6	文读	tɕʰ	y	6
柱	tɕʰy6	文读	tɕʰ	y	6
猪	tɕy1	文读	tɕ	y	1
芋	y2	文读		y	2
软	ȵya3	文读	ȵ	ya	3
裙	tɕʰyŋ2	文读	tɕʰ	yŋ	2
菌	tɕʰyŋ3	文读	tɕʰ	yŋ	3
哪	lai2	老派	l	ai	2
很	kʰɛŋ3	老派	kʰ	ɛŋ	3
让	ȵiaŋ6	老派	ȵ	iaŋ	6
铙	ȵiau2	老派	ȵ	iau	2
靴	tɕʰio1	老派	tɕʰ	io	1
弓	tɕioŋ1	老派	tɕ	ioŋ	1
宫	tɕioŋ1	老派	tɕ	ioŋ	1
恭	tɕioŋ1	老派	tɕ	ioŋ	1
吴	ŋu2	老派	ŋ	u	2
玩	ŋua6	老派	ŋ	ua	6
危	ŋuəi2	老派白读	ŋ	uəi	2
魏	ŋuəi6	老派	ŋ	uəi	6
危	uəi2	老派文读		uəi	2
疫	uəi5	老派		uəi	5
忽	kʰuɛ3	老派	kʰ	uɛ	3
娱	ȵy2	老派	ȵ	y	2
遇	ȵy6	老派	ȵ	y	6
元	ȵya2	老派	ȵ	ya	2
晋	tɕyŋ5	老派	tɕ	yŋ	5
进	tɕyŋ5	老派	tɕ	yŋ	5
哪	ai2	新派		ai	2
很	xɛŋ3	新派	x	ɛŋ	3
疫	i5	新派		i	5
让	iaŋ6	新派		iaŋ	6
铙	iau2	新派		iau	2
晋	tɕiŋ5	新派	tɕ	iŋ	5
进	tɕiŋ5	新派	tɕ	iŋ	5
弓	koŋ1	新派	k	oŋ	1
宫	koŋ1	新派	k	oŋ	1
恭	koŋ1	新派	k	oŋ	1
吴	u2	新派		u	2
玩	ua6	新派		ua	6
危	muəi2	新派白读	m	uəi	2
危	uəi1	新派文读		uəi	1
魏	uəi6	新派		uəi	6
忽	xuɛ3	新派	x	uɛ	3
娱	y2	新派		y	2
元	ya2	新派		ya	2
靴	ɕyɛ1	新派	ɕ	yɛ	1
阿	a1			a	1
押	a3			a	3
鸭	a3			a	3
压	a3			a	3
晏	a5			a	5
番	fa1		f	a	1
翻	fa1		f	a	1
凡	fa2		f	a	2
帆	fa2		f	a	2
烦	fa2		f	a	2
繁	fa2		f	a	2
反	fa3		f	a	3
返	fa3		f	a	3
犯	fa6		f	a	6
饭	fa6		f	a	6
范	fa6		f	a	6
奸	ka1		k	a	1
肩	ka1		k	a	1
艰	ka1		k	a	1
尴	ka1		k	a	1
间	ka1		k	a	1
监	ka1		k	a	1
甲	ka3		k	a	3
夹	ka3		k	a	3
减	ka3		k	a	3
感	ka3		k	a	3
简	ka3		k	a	3
笕	ka3		k	a	3
拣	ka3		k	a	3
间	ka5	~隔	k	a	5
监	ka5	~督	k	a	5
悭	kʰa1		kʰ	a	1
卡	kʰa3		kʰ	a	3
砍	kʰa3		kʰ	a	3
掐	kʰa3		kʰ	a	3
喇	la1		l	a	1
腊	la1		l	a	1
蜡	la1		l	a	1
辣	la1		l	a	1
懒	la1		l	a	1
兰	la2		l	a	2
拦	la2		l	a	2
栏	la2		l	a	2
蓝	la2		l	a	2
篮	la2		l	a	2
览	la3		l	a	3
榄	la3		l	a	3
烂	la6		l	a	6
吗	ma1		m	a	1
妈	ma1		m	a	1
蛮	ma2		m	a	2
抹	ma3		m	a	3
馒	ma6		m	a	6
慢	ma6		m	a	6
男	na2		n	a	2
南	na2		n	a	2
那	na2	连词	n	a	2
难	na2		n	a	2
呐	na3		n	a	3
纳	na3		n	a	3
难	na6	灾~	n	a	6
颜	ŋa2		ŋ	a	2
岩	ŋa2	溶洞	ŋ	a	2
眼	ŋa3		ŋ	a	3
案	ŋa5		ŋ	a	5
叭	pa1	喇~	p	a	1
爸	pa1		p	a	1
班	pa1		p	a	1
板	pa3		p	a	3
八	pa3		p	a	3
版	pa3		p	a	3
钹	pa3	铙~	p	a	3
办	pa6		p	a	6
辨	pa6	分~	p	a	6
拔	pʰa1		pʰ	a	6
三	sa1		s	a	1
山	sa1		s	a	1
删	sa1		s	a	1
叁	sa1		s	a	1
鳝	sa1		s	a	1
衫	sa1	~领：衣领	s	a	1
疝	sa2		s	a	2
耍	sa3		s	a	3
杀	sa3		s	a	3
伞	sa3		s	a	3
陕	sa3		s	a	3
萨	sa3		s	a	3
煞	sa3		s	a	3
洒	sa3		s	a	3
散	sa3		s	a	3
扇	sa5		s	a	5
骟	sa5		s	a	5
散	sa5		s	a	5
善	sa6		s	a	6
缮	sa6		s	a	6
单	ta1		t	a	1
担	ta1	挑	t	a	1
坛	ta2		t	a	2
谈	ta2		t	a	2
痰	ta2		t	a	2
谭	ta2		t	a	2
潭	ta2		t	a	2
弹	ta2		t	a	2
达	ta3		t	a	3
胆	ta3		t	a	3
搭	ta3		t	a	3
答	ta3		t	a	3
担	ta5	量词	t	a	5
旦	ta6		t	a	6
但	ta6		t	a	6
蛋	ta6		t	a	6
弹	ta6	子~	t	a	6
贪	tʰa1		tʰ	a	1
摊	tʰa1		tʰ	a	1
瘫	tʰa1		tʰ	a	1
坦	tʰa3		tʰ	a	3
塔	tʰa3		tʰ	a	3
毯	tʰa3		tʰ	a	3
塌	tʰa3		tʰ	a	3
踏	tʰa3		tʰ	a	3
炭	tʰa5		tʰ	a	5
探	tʰa5		tʰ	a	5
碳	tʰa5		tʰ	a	5
扎	tsa3		ts	a	3
杂	tsa3		ts	a	3
闸	tsa3		ts	a	3
眨	tsa3		ts	a	3
盏	tsa3		ts	a	3
展	tsa3		ts	a	3
崭	tsa3		ts	a	3
匝	tsa3		ts	a	3
攒	tsa3		ts	a	3
占	tsa5		ts	a	5
战	tsa5		ts	a	5
站	tsa5		ts	a	5
赞	tsa5		ts	a	5
盏	tsa5	灯~	ts	a	5
参	tsʰa1		tsʰ	a	1
掺	tsʰa1		tsʰ	a	1
餐	tsʰa1		tsʰ	a	1
差	tsʰa1		tsʰ	a	1
残	tsʰa2		tsʰ	a	2
蚕	tsʰa2		tsʰ	a	2
缠	tsʰa2		tsʰ	a	2
产	tsʰa3		tsʰ	a	3
铲	tsʰa3		tsʰ	a	3
插	tsʰa3		tsʰ	a	3
察	tsʰa3		tsʰ	a	3
擦	tsʰa3		tsʰ	a	3
暂	tsʰa6		tsʰ	a	6
缠	tsʰa6		tsʰ	a	6
栈	tsʰa6		tsʰ	a	6
狭	xa1	窄	x	a	1
闲	xa2		x	a	2
咸	xa2		x	a	2
还	xa2	~有	x	a	2
恰	xa3		x	a	3
峡	xa3		x	a	3
辖	xa3		x	a	3
瞎	xa3		x	a	3
喊	xa5		x	a	5
限	xa6		x	a	6
陷	xa6		x	a	6
矮	ai3			ai	3
阶	kai1		k	ai	1
该	kai1		k	ai	1
皆	kai1		k	ai	1
街	kai1		k	ai	1
改	kai3		k	ai	3
解	kai3		k	ai	3
丐	kai5		k	ai	5
介	kai5		k	ai	5
戒	kai5		k	ai	5
芥	kai5		k	ai	5
尬	kai5	尴~	k	ai	5
届	kai5		k	ai	5
界	kai5		k	ai	5
钙	kai5		k	ai	5
械	kai5		k	ai	5
凯	kʰai3		kʰ	ai	3
楷	kʰai3		kʰ	ai	3
概	kʰai5		kʰ	ai	5
赖	lai5	耍~	l	ai	5
癞	lai5		l	ai	5
赖	lai6		l	ai	6
埋	mai2		m	ai	2
卖	mai6		m	ai	6
奶	nai3		n	ai	3
奈	nai6		n	ai	6
耐	nai6		n	ai	6
哀	ŋai1		ŋ	ai	1
挨	ŋai1		ŋ	ai	1
崖	ŋai2		ŋ	ai	2
癌	ŋai2		ŋ	ai	2
岩	ŋai2	~石	ŋ	ai	2
隘	ŋai5		ŋ	ai	5
排	pai2		p	ai	2
牌	pai2		p	ai	2
摆	pai3		p	ai	3
拜	pai5		p	ai	5
稗	pai6		p	ai	6
败	pai6		p	ai	6
派	pʰai3		pʰ	ai	3
筛	sai1		s	ai	1
晒	sai5		s	ai	5
赛	sai5		s	ai	5
塞	sai5	边~	s	ai	5
绐	tai3	欺骗	t	ai	3
带	tai5		t	ai	5
大	tai6		t	ai	6
胎	tʰai1		tʰ	ai	1
态	tʰai5		tʰ	ai	5
泰	tʰai5		tʰ	ai	5
太	tʰai5		tʰ	ai	5
灾	tsai1		ts	ai	1
斋	tsai1		ts	ai	1
载	tsai3		ts	ai	3
再	tsai5		ts	ai	5
债	tsai5		ts	ai	5
载	tsai5		ts	ai	5
差	tsʰai1	出~	tsʰ	ai	1
猜	tsʰai1		tsʰ	ai	1
才	tsʰai2		tsʰ	ai	2
材	tsʰai2		tsʰ	ai	2
财	tsʰai2		tsʰ	ai	2
柴	tsʰai2		tsʰ	ai	2
裁	tsʰai2		tsʰ	ai	2
彩	tsʰai3		tsʰ	ai	3
踩	tsʰai3		tsʰ	ai	3
菜	tsʰai5		tsʰ	ai	5
蔡	tsʰai5		tsʰ	ai	5
在	tsʰai6		tsʰ	ai	6
寨	tsʰai6		tsʰ	ai	6
孩	xai2		x	ai	2
鞋	xai2		x	ai	2
海	xai3		x	ai	3
蟹	xai3		x	ai	3
方	faŋ1		f	aŋ	1
坊	faŋ1		f	aŋ	1
芳	faŋ1		f	aŋ	1
防	faŋ2		f	aŋ	2
房	faŋ2		f	aŋ	2
仿	faŋ3		f	aŋ	3
访	faŋ3		f	aŋ	3
放	faŋ5		f	aŋ	5
扛	kaŋ1		k	aŋ	1
江	kaŋ1		k	aŋ	1
缸	kaŋ1		k	aŋ	1
豇	kaŋ1		k	aŋ	1
刚	kaŋ1		k	aŋ	1
钢	kaŋ1		k	aŋ	1
岗	kaŋ1		k	aŋ	1
讲	kaŋ3		k	aŋ	3
港	kaŋ3		k	aŋ	3
虹	kaŋ5		k	aŋ	5
迳	kaŋ5	~口：地名	k	aŋ	5
杠	kaŋ5		k	aŋ	5
降	kaŋ5		k	aŋ	5
康	kʰaŋ1		kʰ	aŋ	1
抗	kʰaŋ5		kʰ	aŋ	5
郎	laŋ2		l	aŋ	2
狼	laŋ2		l	aŋ	2
朗	laŋ3		l	aŋ	3
浪	laŋ5		l	aŋ	5
芒	maŋ2		m	aŋ	2
忙	maŋ2		m	aŋ	2
囊	naŋ2		n	aŋ	2
上	naŋ6	方位词	n	aŋ	6
邦	paŋ1		p	aŋ	1
帮	paŋ1		p	aŋ	1
梆	paŋ1		p	aŋ	1
旁	paŋ2		p	aŋ	2
螃	paŋ2		p	aŋ	2
绑	paŋ3		p	aŋ	3
榜	paŋ3		p	aŋ	3
磅	paŋ3		p	aŋ	3
棒	paŋ5		p	aŋ	5
泵	paŋ6		p	aŋ	6
蚌	paŋ6		p	aŋ	6
傍	paŋ6	~夜唧	p	aŋ	6
甏	paŋ6		p	aŋ	6
胖	pʰaŋ5		pʰ	aŋ	5
桑	saŋ1		s	aŋ	1
霜	saŋ1		s	aŋ	1
伤	saŋ1		s	aŋ	1
商	saŋ1		s	aŋ	1
尝	saŋ2		s	aŋ	2
常	saŋ2		s	aŋ	2
爽	saŋ3		s	aŋ	3
赏	saŋ3		s	aŋ	3
丧	saŋ5		s	aŋ	5
尚	saŋ6		s	aŋ	6
当	taŋ1		t	aŋ	1
裆	taŋ1		t	aŋ	1
唐	taŋ2		t	aŋ	2
堂	taŋ2		t	aŋ	2
塘	taŋ2		t	aŋ	2
糖	taŋ2		t	aŋ	2
挡	taŋ3		t	aŋ	3
档	taŋ3		t	aŋ	3
党	taŋ3		t	aŋ	3
当	taŋ5	上~	t	aŋ	5
荡	taŋ6		t	aŋ	6
汤	tʰaŋ1		tʰ	aŋ	1
烫	tʰaŋ5		tʰ	aŋ	5
妆	tsaŋ1		ts	aŋ	1
庄	tsaŋ1		ts	aŋ	1
章	tsaŋ1		ts	aŋ	1
装	tsaŋ1		ts	aŋ	1
彰	tsaŋ1		ts	aŋ	1
脏	tsaŋ1		ts	aŋ	1
涨	tsaŋ3		ts	aŋ	3
掌	tsaŋ3		ts	aŋ	3
壮	tsaŋ5		ts	aŋ	5
帐	tsaŋ5		ts	aŋ	5
账	tsaŋ5		ts	aŋ	5
葬	tsaŋ5		ts	aŋ	5
障	tsaŋ5		ts	aŋ	5
仓	tsʰaŋ1		tsʰ	aŋ	1
昌	tsʰaŋ1		tsʰ	aŋ	1
菖	tsʰaŋ1		tsʰ	aŋ	1
疮	tsʰaŋ1		tsʰ	aŋ	1
娼	tsʰaŋ1		tsʰ	aŋ	1
藏	tsʰaŋ2		tsʰ	aŋ	2
床	tsʰaŋ2		tsʰ	aŋ	2
厂	tsʰaŋ3		tsʰ	aŋ	3
窗	tsʰaŋ3		tsʰ	aŋ	3
畅	tsʰaŋ3		tsʰ	aŋ	3
创	tsʰaŋ5		tsʰ	aŋ	5
倡	tsʰaŋ5		tsʰ	aŋ	5
唱	tsʰaŋ5		tsʰ	aŋ	5
状	tsʰaŋ6		tsʰ	aŋ	6
撞	tsʰaŋ6		tsʰ	aŋ	6
糠	xaŋ1		x	aŋ	1
航	xaŋ2		x	aŋ	2
项	xaŋ6		x	aŋ	6
巷	xaŋ6		x	aŋ	6
拗	au3	折		au	3
袄	au3			au	3
坳	au5			au	5
高	kau1		k	au	1
跤	kau1	跌~	k	au	1
膏	kau1		k	au	1
羔	kau1		k	au	1
糕	kau1		k	au	1
搞	kau2		k	au	2
稿	kau3		k	au	3
杲	kau3	~塘：地名	k	au	3
搞	kau3		k	au	3
告	kau5		k	au	5
较	kau5		k	au	5
教	kau5		k	au	5
窖	kau5		k	au	5
觉	kau5		k	au	5
尻	kʰau1	屁股	kʰ	au	1
篙	kʰau1		kʰ	au	1
敲	kʰau1	~杠：打劫	kʰ	au	1
考	kʰau3		kʰ	au	3
烤	kʰau5		kʰ	au	5
铐	kʰau5		kʰ	au	5
靠	kʰau5		kʰ	au	5
劳	lau2		l	au	2
牢	lau2		l	au	2
捞	lau2		l	au	2
老	lau3		l	au	3
佬	lau3		l	au	3
毛	mau2		m	au	2
茅	mau2		m	au	2
冒	mau6		m	au	6
帽	mau6		m	au	6
恼	nau3		n	au	3
脑	nau3		n	au	3
闹	nau6		n	au	6
咬	ŋau1		ŋ	au	1
熬	ŋau2		ŋ	au	2
奥	ŋau5		ŋ	au	5
澳	ŋau5		ŋ	au	5
傲	ŋau6		ŋ	au	6
包	pau1		p	au	1
