pi	[24]鼻鄙	[42]比秕（~麦子）纰妣（先~）彼屄	[44]毕笔必逼蔽币毙闭篦壁被备敝陛滗砒碧弼弊裨愎		3			
pʰi	[24]批匹披皮疲疵琵枇痞脾庇	[42]避譬癖	[44]屁劈僻癖闢		3			
mi	[24]咪觅弥靡糜迷谜瞇	[42]米女	[44]密秘蜜		3			
ti	[24]滴低羝提（~溜）敌笛狄	[42]抵底牴（牛~人）	[44]地帝第弟递的		3			
tʰi	[24]梯屉题提堤啼蹄	[42]体	[44]踢替剔剃嚏惕		3			
ȵi	[24]尼泥疑拟倪	[42]你	[44]逆腻霓溺		3			
li	[24]粒篱犁梨黎厘璃狸（~猫）离劙（~给咧一刀子，用刀划）	[42]礼李里理狸（狐~）	[44]力立痢吏历暦丽隶利厉励履荔妯栗		3			
tɕi	[24]基鸡饥几（~乎）机妓技极急唧肌讥	[42]挤己几（~个）虮	[44]迹绩激击集脊籍藉级剂即及吉计忌既季祭济继系（~带）辑圾冀疾寂际嫉棘纪伎记寄稷		3	（原书作tʂi tʂʰi）		
tɕʰi	[24]期妻欺祈凄企其旗齐骑棋麒奇岐歧祁耆畦杞箕（簸~）	[42]起启岂乞	[44]七漆契器气汽弃砌脐去（白）		3			
ɕi	[24]西牺稀希席溪蟋	[42]洗喜嬉玺	[44]细戏息熄惜昔习吸锡系析夕兮隙		3			
i	[24]医衣依移夷姨遗异胰倚肄乙伊疑	[42]椅已亦以尾（白）	[44]意艺义亿忆议易益宜谊溢译疫役翼翳仪抑毅蚁		3			
pu	[24]抪（~拉开（用手披开））补（~丁）笸（~篮（篮子））	[42]补捕	[44]部布佈步簿怖不卜（萝~）		3			
pʰu	[24]铺（~床）蒲葡脯菩瀑噗潽（锅里的水~出来了（溢出））	[42]谱捕堡仆普圃氆	[44]铺（店~）舖扑		3			
mu	[24]模谋摸馍牟	[42]母亩牡拇某姆	[44]木慕暮摹墓幕牧没（~有）苜沐睦		3			
fu	[24]夫麸妇傅侮扶符孵俘涪栿房梁佛	[42]府腐俯甫斧辅抚釜腑	[44]富复腹附父付肤伏服埠负否副赋赴讣福蝠幅敷咐袱洑（会~水（游泳））缚		3			
vu	[24]乌吾污诬巫勿吴梧无蜈	[42]武午伍五舞捂鹉忤	[44]务物屋误悟恶雾握焐戊		3			
tu	[24]都（首~）嘟独读牍渎犊毒督	[42]肚（猪~）堵赌	[44]度渡镀杜肚（~子）睹妒		3			
tʰu	[24]突徒屠图涂途	[42]土吐	[44]秃兔		3			
lu	[24]卢盧芦蘆	[42]鲁橹卤	[44]禄录鹿陆路露绿		3			
tsu	[24]租阻卒	[42]组祖	[44]做足		3			
tsʰu	[24]粗族		[44]醋促		2			
su	[24]苏酥甦		[44]速素诉塑嗉		2			
tʂu	[24]猪朱诸诛珠株蛛轴硃	[42]主煮柱	[44]助竹烛嘱祝住注蛀柱驻著粥帚触筑		3			
tʂʰu	[24]初杵（~进去（插进去））锄厨除储	[42]楚础处（办事~）畜（~生）鼠褚	[44]处（住~）出		3			
ʂu	[24]书梳疏熟孰赎输舒殊	[42]数（~一~）暑署	[44]述数（~目）属术树竖叔淑		3			
ʐu	[24]辱乳	[42]乳（~牛）	[44]入褥如		3			
ku	[24]孤姑估箍	[42]古鼓股□（~着要吃（要挟性的牛劲））	[44]谷榖骨辜故固雇顾菇		3			
kʰu	[24]枯窟	[42]苦	[44]哭库裤		3			
xu	[24]互忽呼□（拉~（打鼾））胡湖葫糊煳蝴瑚狐壶核杏（~子）乎弧斛	[42]虎唬	[44]户护获		3			
ly	[24]驴	[42]吕捋铝	[44]律虑滤旅率		3			
tɕy	[24]居驹拘鞠巨局拒俱家（~具）	[42]举	[44]剧距橘句菊惧锯锔据聚瞿矩炬遽		3			
tɕʰy	[24]屈蛆区驱曲（弯~）渠觑（~一下（看一眼））躯	[42]取娶	[44]曲（戏~）趣蛐去（文）		3			
ɕy	[24]虚嘘徐须	[42]许	[44]俗宿需絮叙绪续婿畜（~牧）蓄肃恤旭序粟蓿		3			
y	[24]淤于盂余馀予俞鱼渔榆愚舆与宇芋	[42]雨语寓禹	[44]誉预喻愉愈裕娱玉育狱欲慾遇域浴郁毓屿羽尉慰豫御峪		3			
pə	[24]波玻钵菠脖薄（~厚）勃	[42]簸跛	[44]驳播拨剥博泼（活~）薄（~荷）搏（~斗）		3			
pʰə	[24]坡颇婆		[44]破泼（~辣）迫（逼~（又音pʰei））		2			
mə	[24]摸木（~鱼）魔摩磨（~刀）模（~范）	[42]抹	[44]莫没（埋~）末（~了）磨（~盘）沫陌		3			
və	[24]窝踒		[44]卧握（文）		2			
tʰə			[44]特（文，白tei）		1			
nə			[44]懦		1			
lə			[44]勒（文。白lei~索）		1			
tsə	[24]择（选~）泽（又音zei）		[44]则责（文。又音cei）		2			
tsʰə			[44]侧厕测策册（文。又音cei）		1			
sə			[44]瑟色（文。又音cei）		1			
tʂə	[24]遮蔗	[42]者	[44]折（~断）□（~回头）浙哲窄		3			
tʂʰə	[24]车	[42]扯	[44]撤□（~土（铲土））		3			
ʂə	[24]赊蛇舌折（~耗）	[42]舍赦	[44]社射涉啬摄		3			
ʐə		[42]煮	[44]热		2			
kə	[24]哥歌[又音gue]		[42]鸽阁革隔个格割各角（牛~）葛搁（~不住（放不稳））合（量粮食器具，十合是一升）		2			
kʰə	[24]苛壳[又音kue]	[42]可	[44]刻客渴克磕（又音kei）		3			
ŋə	[24]额俄讹蛾鹅	[42]我	[44]饿恶（~人）		3			
xə	[24]合盒何荷河[又音hue]		[44]贺喝		2			
piə	[24]别□（~给一刀子（刀子插进去又压倒）~起来（挑起来））	[42]□（~出来（突出来））	[44]鳖彆瘪□（掰开）		3			
pʰiə	[24]撇				1			
miə			[44]灭（文，消灭）篾		1			
tiə	[24]爹叠谍碟迭	[42]嗲	[44]跌蝶		3			□
tʰiə			[44]铁帖贴蝶（叶~子，蝴蝶的。白）		1			
ȵiə			[44]灭（白，火灭了）捏业镊聂孽（~障（叹词，可怜））苶		1			
liə			[44]烈列裂猎劣		1			
tɕiə	[24]截皆阶街（文）洁杰	[42]姐解（文）	[44]借结节接介界疥戒械		3			
tɕʰiə	[24]茄□（用肩~上（扛上肩膀））□（狗咬着骨头）				1			
ɕiə	[24]斜协胁□（~乎抓住（几乎））邪	[42]写	[44]血（白）歇泻卸泄些蟹		3			
iə	[24]爷耶	[42]野也	[44]噎叶腋掖（用绳子捆住或收住）夜拽（~麦子（用车拉））液页冶		3			
tuə	[24]多夺掇	[42]躲朵	[44]剁垛惰驮（~子）		3			
tʰuə	[24]拖托（~排球）驼驮（驴~口袋）	[42]妥椭	[44]脱唾托		3			
nuə	[24]挪		[44]懦		2			
luə	[24]啰罗锣骡逻脶（~儿（指纹））	[42]□（~了一刀子）	[44]烙洛乐络落糯裸骆摞		3			
tsuə	[24]凿昨□（~了一指头）	[42]左佐	[44]座作坐做（文）撮		3			
tsʰuə	[24]搓矬		[44]锉挫错措		2			
suə	[24]梭蓑缩琐娑唆	[42]锁所唢琐	[44]索嗍（吮吸）		3			
tʂuə	[24]镯浊著着（~重、睡~）茁拙着		[44]捉桌		2			
tʂʰuə	[24]戳（印章）		[44]戳（~了一刀）		2			
ʂuə	[24]勺		[44]说		2			
ʐuə			[44]若弱		1			
kuə	[24]锅	[42]果裹	[44]过国郭		3			
kʰuə	[24]科	[42]颗	[44]棵阔括扩课骒（~骡子（母骡子））		3			
xuə	[24]豁活和（~尚）禾	[42]火伙夥	[44]货祸和（~面、~~田（杂种田））获		3			
lyə			[44]略掠（打~扫，扬麦子的动作）		1			
tɕyə	[24]撅决绝掘嚼诀爵厥橛噘觉（感~）	[42]脚角（货币单位）			2			
tɕʰyə	[24]瘸	[42]鹊（文）雀（文）	[44]确缺却怯（文）		3			
ɕyə	[24]靴学穴□（~车（叫牲口后退））		[44]雪薛削血（文）		2			
yə			[44]月药约悦阅越岳乐（音~）虐钥粤嶽		1			
pɛ	[24]白	[42]摆	[44]拜败		3			
pʰɛ	[24]牌排		[44]派		2			
mɛ	[24]埋	[42]买	[44]卖迈		3			
vɛ	[24]歪□（~得很（凶））	[42]崴	[44]外		3			
tɛ		[42]歹□（~得很（心狠））怠呔逮	[44]戴带代贷待大（~夫）玳迨怠（~工）		2			
tʰɛ	[24]胎台抬苔		[44]太泰汰态（~度，又音tei）		2			
nɛ		[42]奶	[44]乃耐奈		2			
lɛ	[24]来	[42]□（~下来（一把一把的撕下来））	[44]赖癞		3			
tsɛ	[24]灾栽斋崽哉（语气词）	[42]宰载	[44]在再寨债（又音zei）		3			
tsʰɛ	[24]才材财裁柴差出差	[42]彩踩睬猜采採	[44]菜蔡		3			
sɛ	[24]腮筛		[44]赛塞		2			
ʂɛ	[24]晒				1			
kɛ	[24]该□（~账）街（白）	[42]改解（~开（白））	[44]盖概芥（~末（白））		3			
kʰɛ	[24]开	[42]楷凯	[44]慨		3			
ŋɛ	[24]哀挨（~住）崖捱挨（~打）埃碍	[42]矮	[44]爱艾蔼		3			
xɛ	[24]孩鞋	[42]海	[44]害亥核（~对）		3			
tʂʰuɛ	[24]揣（~怀里，~面=和面）				1			
ʂuɛ	[24]衰摔	[42]甩□（~倒）	[44]率帅		3			
kuɛ	[24]乖□（~~形容厉害）	[42]拐	[44]怪		3			
kʰuɛ			[44]块快筷会（~计）刽		1			□
xuɛ	[24]怀淮槐		[44]坏		2			
pei	[24]悲杯揹伯		[44]倍臂背辈北□（~埂子（给土埂加土））		2			
pʰei	[24]坯陪赔培		[44]配佩迫		2			
mei	[24]梅煤枚霉媒	[42]美每	[44]妹麦墨默昧		3			
fei	[24]飞非匪肥妃		[44]费废肺		2			
vei	[24]微危威卫（~士）违桅为（作~）维帷□（~~子（刘海））萎逶（娃娃~的走哩（屁股坐地上，用手撑着走））纬（~线）	[42]尾苇伟委伪	[44]位味胃为（~了）猬纬慰谓未卫（保~）喂畏		3			
tei	[24]得				1			
tʰei			[44]特		1			
lei			[44]肋勒		1			
tsei	[24]贼				1			
sei	[24]谁		[44]塞啬涩色		2			
kei			[44]给		1			
xei			[44]黑		1			
tuei	[24]堆	[42]□（~在一起（撕破后再拼在一起））	[44]对兑队		3			
tʰuei	[24]推	[42]腿	[44]退褪煺		3			
nuei			[44]内		1			
luei	[24]雷擂儡	[42]累（积~）垒磊类	[44]泪累（劳~）		3			
tsuei		[42]嘴	[44]最醉罪		2			
tsʰuei	[24]崔催摧		[44]脆翠		2			
suei	[24]虽尿隋随髓隧绥遂祟		[44]岁穗碎啐		2			
tʂuei	[24]锥追		[44]坠		2			
tʂʰuei	[24]吹炊垂锤槌		[44]缒缀		2			
ʂuei		[42]水	[44]睡税		2			
ʐuei		[42]蕊	[44]锐瑞		2			
kuei	[24]规龟归轨	[42]诡鬼	[44]贵跪桂柜		3			
kʰuei	[24]亏葵□（~死鬼（顽皮的孩子））		[44]愧溃（崩~）		2			
xuei	[24]灰挥辉徽回	[42]悔毁	[44]会绘汇惠慧讳贿或溃（~脓）		3			
pɔ	[24]包鲍褒雹鉋苞	[42]饱保宝	[44]抱报豹暴爆		3			
pʰɔ	[24]抛炮（~制）泡（~囊~囊的（水泡松了））袍刨脬	[42]跑	[44]炮砲		3			
mɔ	[24]□（~一下去（看一下））毛猫茅锚矛	[42]卯铆	[44]冒茂帽贸貌		3			
tɔ	[24]刀叨	[42]捣岛祷倒导	[44]到道倒稻盗		3			
tʰɔ	[24]掏滔涛桃陶萄淘韬	[42]讨	[44]套		3			
nɔ	[24]挠铙	[42]脑恼	[44]闹		3			
lɔ	[24]捞劳牢唠	[42]老	[44]涝		3			
tsɔ	[24]遭糟	[42]早枣藻澡爪（~牙）找	[44]灶皂造罩笊蚤		3			
tsʰɔ	[24]操巢槽抄曹	[42]草炒吵	[44]躁糙搔□（~掉了（生气了，耍脾气了））		3			
sɔ	[24]骚稍捎稍	[42]扫嫂	[44]臊扫潲		3			
tʂɔ	[24]招朝昭召兆着（~不住了（受不了了））		[44]赵照		2			
tʂʰɔ	[24]超朝		[44]朝（~起来（一头翘起））		2			
ʂɔ	[24]烧绍梢苕□（~掉了（疯了））	[42]少	[44]少哨邵		3			
ʐɔ	[24]饶□（~坏了（得意地很））	[42]扰绕（~着走）	[44]绕（~线）		3			
kɔ	[24]高羔糕膏（~药）敲（白）皋睾	[42]搞稿膏（牙~）镐缟	[44]告诰		3			
kʰɔ	[24]敲（~一~（轻轻打一下），~子（手指弹头））	[42]烤考拷	[44]靠铐犒		3			
ŋɔ	[24]爊熬（水~了（水开了））廒粮库鏖	[42]袄襖	[44]傲鏊懊		3			
xɔ	[24]薅蒿豪嚎毫壕	[42]好	[44]号好浩		3			
piɔ	[24]标彪骠膘	[42]婊表裱錶			2			
miɔ	[24]描苗瞄	[42]藐渺	[44]妙秒庙		3			
tiɔ	[24]刁貂雕□（~过来（抢抱过来））		[44]吊掉钓调铞		2			
tʰiɔ	[24]挑调条笤	[42]挑	[44]跳粜		3			
ȵiɔ		[42]咬（白）鸟	[44]尿		2			
liɔ	[24]聊撩寥燎缭疗辽瞭	[42]了钌（~吊子（门鼻子））	[44]料撂（~掉（扔掉），~下（放下不管））		3			
tɕiɔ	[24]焦蕉骄娇浇交姣椒郊胶膠教狡较侥跤矫	[42]搅绞铰侥□（~葫芦（瓜名））饺	[44]叫觉（睡~）教校酵轿窖		3			
tɕʰiɔ	[24]敲（文）悄劁（~猪）乔桥樵荞翘侨跷缲（~衣服边儿）瞧	[42]巧鹊白雀白	[44]俏撬窍		3			
ɕiɔ	[24]消霄宵硝销肖萧箫□（~进去（插进去））销晓逍哮嚣潇	[42]小	[44]笑效孝鞘校		3			
iɔ	[24]妖腰要幺肴淆姚摇谣尧窑邀遥	[42]舀咬（狗~着哩（狗叫））	[44]要鹞耀		3			
tou	[24]兜都	[42]斗抖陡	[44]豆痘逗斗		3			
tʰou	[24]偷头投		[44]透		2			
nou	[24]奴	[42]努□（使劲~（用力拉屎））	[44]怒		3			
lou	[24]搂（~柴）楼耬炉篓	[42]搂（~抱）	[44]漏露陋		3			
tsou		[42]走	[44]奏皱揍		2			
tsʰou			[44]凑		1			
sou	[24]搜馊	[42]叟□（墙根~了，虫~了（结构变疏松））	[44]瘦嗽漱		3		
tʂou	[24]周舟州洲诌宙昼	[42]肘	[44]咒纣		3			
tʂʰou	[24]抽□（~上来（抬上来））仇绸稠愁筹	[42]丑瞅	[44]臭		3			
ʂou	[24]收	[42]手首守	[44]兽受寿授		3			
ʐou	[24]柔揉		[44]肉		2			
kou	[24]钩勾沟佝	[42]狗枸垢（~痂（脏东西））	[44]苟够构购媾		3			
kʰou	[24]抠扣（盖住）	[42]口	[44]扣寇叩釦		3			
ŋou	[24]欧（~洲）	[42]藕偶呕欧（~姓）	[44]沤		3			
xou	[24]吼喉猴猴瘊侯		[44]厚后候		2			
tiou	[24]丢				1			
ȵiou	[24]牛	[42]纽扭妞	[44]谬		3			
liou	[24]溜刘留琉硫榴瘤	[42]柳	[44]六溜行动迅速绺馏镏		3			
tɕiou	[24]纠揪鸠柩阄鬏	[42]九酒韭灸久	[44]就救究舅蹴（~住（收住）~下（调下））		3			
tɕʰiou	[24]丘邱球求鞧（牛~（牛拉车时后腿套的皮带））		[44]□（~住（车在下坡时用力刹））		2			
ɕiou	[24]羞休修囚	[42]朽	[44]秀绣锈袖嗅		3			
iou	[24]尤优忧悠幽犹油邮游柚	[42]有友酉	[44]又幼右祐宥诱莠		3			
pæ̃	[24]斑班般搬扳癍	[42]版板阪	[44]半伴拌办扮瓣		3			
pʰæ̃	[24]潘盘攀磐	[42]□（~土（用铁锹刨很硬的土））	[44]盼判叛袢畔		3			
mæ̃	[24]瞒蛮蔓馒埋	[42]满	[44]慢漫幔熳		3			
fæ̃	[24]番翻帆凡烦繁礬	[42]反返	[44]饭犯范贩		3			
væ̃	[24]弯湾剜完玩顽丸	[42]碗碗晚	[44]万蔓□（走了~路（多走了路））		3			
tæ̃	[24]担单丹耽□（~住（搭住一头）~上（把木头搭载水沟上））	[42]胆撢掸疸	[44]淡担但旦弹蛋诞石		3			
tʰæ̃	[24]摊滩贪潭谈痰檀弹罈坛昙谭忐（心跳得~~的）	[42]毯坦袒□（~一些（满一点））	[44]探炭碳叹坦（~白）		3			
næ̃	[24]南喃男难		[44]难湳（~得很（路上有泥水不好走））		2			
læ̃	[24]蓝篮兰栏拦□（~肉（炸肉））	[42]揽（~起来（收起来））懒缆览	[44]烂滥褴澜□（~去哩（玩））		3			
tsæ̃	[24]簪	[42]攒趱	[44]赞溅（白）栈暂		3			
tsʰæ̃	[24]参餐搀掺馋蚕残灿惭	[42]产铲谄阐骣惨	[44]□（~门去（串门））		3			
sæ̃	[24]三山衫	[42]伞散□（牲口~了（发情））	[44]散		3			
tʂæ̃	[24]沾粘毡瞻	[42]展斩崭辗搌	[44]战站占佔绽盏颤蘸		3			
tʂʰæ̃	[24]缠				1			
ʂæ̃	[24]搧羶蝉禅删	[42]陕闪	[44]善扇骟苫膳擅		3			
ʐæ̃	[24]然燃□（~住了（缠住了）胡~哩（胡说））	[42]染			2			
kæ̃	[24]甘干柑肝泔杆竿桿	[42]赶敢感秆擀稈	[44]幹干		3			
kʰæ̃	[24]堪看刊勘龛	[42]砍坎	[44]看槛瞰		3			
ŋæ̃	[24]安鞍庵	[42]□（~一下（看一下））俺	[44]岸案暗按揞		3			
xæ̃	[24]憨函寒韩含咸鹹（汤~了（放盐多了））还涵	[42]喊（文）罕	[44]汉汗捍焊旱悍颔翰瀚撼憾		3			
piæ̃	[24]鞭编边砭蝙	[42]扁匾贬□（袖子~上）	[44]变便遍辩辨辫		3			
pʰiæ̃	[24]偏篇便	[42]片谝	[44]骗片		3			
miæ̃	[24]面（~子（粉末））棉绵□（~了（软了））	[42]眠免勉冕娩	[44]面缅		3			
tiæ̃	[24]颠滇掂	[42]点典	[44]碘殿电佃奠店惦垫		3			
tʰiæ̃	[24]天添田填甜恬	[42]舔腆（肚子~出来了（肚子大了））			2			
ȵiæ̃	[24]蔫年拈粘黏	[42]碾捻辇撵脸眼	[44]念酽砚		3			
liæ̃	[24]联镰廉帘连莲怜簾	[42]敛	[44]练链炼		3			
tɕiæ̃	[24]间肩尖煎坚奸姦艰兼监涧犍	[42]减检剑剪捡碱俭拣茧菅简	[44]见贱健腱建件荐箭渐毽监舰鉴践饯溅（文）谏键		3			
tɕʰiæ̃	[24]千钎迁签铅牵谦歼虔黔钳前潜扦遣谴纤乾钱肷	[42]浅	[44]欠芡		3			
ɕiæ̃	[24]先仙鲜掀锨咸鹹贤闲弦衔涎嫌	[42]显险冼	[44]现宪献限线腺羡苋陷		3			
iæ̃	[24]烟焰咽胭淹岩延蜒沿檐盐炎阎言研严颜焉	[42]演掩衍	[44]燕咽嚥宴厌艳雁彦谚砚验筵唁		3			
tuæ̃	[24]端	[42]短	[44]段锻缎断□（~出去（赶出去））□（羊~堆（赶成堆）快~上（快追上））		3			
tʰuæ̃	[24]湍团抟（~堆堆（收成一团））				1			
nuæ̃			[44]暖		1			
luæ̃	[24]恋□（~传子（乱干））峦滦孪	[42]卵	[44]乱		3			
tsuæ̃	[24]钻	[42]钻鑚攥			2			
tsʰuæ̃	[24]蹿撺窜□（~得很（特别香））				1			
suæ̃	[24]酸		[44]算蒜		2			
tʂuæ̃	[24]专砖	[42]转	[44]转传撰篆		3			
tʂʰuæ̃	[24]穿川椽传船	[42]喘	[44]串		3			
ʂuæ̃	[24]拴闩		[44]涮		2			
ʐuæ̃		[42]软			1			
kuæ̃	[24]关官棺观冠倌鳏	[42]管馆	[44]惯贯掼罐灌冠盥鹳		3			
kʰuæ̃	[24]宽				1			
xuæ̃	[24]欢环还	[42]缓	[44]换涣痪焕患幻宦豢唤		3			
tɕyæ̃	[24]捐涓鹃	[42]卷捲（~~子（花卷））	[44]卷倦圈眷绢		3			
tɕʰyæ̃	[24]圈全泉权蜷颧痊	[42]犬	[44]劝券		3			
ɕyæ̃	[24]鲜（新~（又新又好看））宣悬旋喧	[42]选癣	[44]楦绚馅		3			
yæ̃	[24]冤渊园员源原元缘袁圆猿辕援塬	[42]远	[44]怨愿院		3			
pə̃	[24]奔錛绷蹦崩嘣	[42]本	[44]笨奔泵		3			
pʰə̃	[24]喷盆烹彭膨嘭朋棚	[42]捧	[44]碰		3			
mə̃	[24]门扪蒙朦曚	[42]猛锰蒙	[44]闷梦孟		3			
fə̃	[24]分纷芬氛坟封丰疯风讽枫蜂峰锋逢冯缝	[42]粉讽	[44]忿愤奋份粪俸缝凤奉		3			
və̃	[24]温瘟醖刎吻文纹炆紊闻嗡	[42]稳	[44]问瓮齆		3			
tə̃	[24]登灯噔	[42]等戥	[44]邓瞪蹬凳澄镫		3			
tʰə̃	[24]腾滕藤疼誊熥				1			
nə̃	[24]能脓		[44]嫩		2			
lə̃	[24]塄棱	[42]冷	[44]愣		3			
tsə̃	[24]增曾赠筝睁		[44]憎缯（把口袋~住（捆扎））		2			
tsʰə̃	[24]层曾岑	[42]碜	[44]衬蹭		3			
sə̃	[24]僧生牲森参笙	[42]甥渗			2			
tʂə̃	[24]真正征徵诊疹侦针斟珍砧蒸贞胗	[42]枕整	[44]阵震振镇郑症正政		3			
tʂʰə̃	[24]称稱抻陈臣尘承丞呈程成城盛诚辰晨沉忱伸拯澄娠		[44]秤趁称		2			
ʂə̃	[24]身申绅深升声绳神	[42]省婶审沈慎	[44]胜剩盛圣肾甚		3			
ʐə̃	[24]扔人仁壬任	[42]忍	[44]刃纫韧认任		3			
kə̃	[24]根跟更庚羹耕	[42]梗埂耿	[44]更		3			
kʰə̃	[24]坑	[42]肯垦恳啃	[44]掯		3			
ŋə̃	[24]恩				1			
xə̃	[24]哼恒衡	[42]很狠	[44]恨痕杏（白）		3			
piə̃	[24]兵缤宾槟斌彬冰殡并	[42]丙秉饼柄禀	[44]病并併並鬓		3			
pʰiə̃	[24]拼乒贫频凭瓶屏平评萍苹坪	[42]品	[44]聘		3			
miə̃	[24]冥溟明民铭茗名鸣酩泯	[42]敏悯闵皿抿泯闽	[44]命		3			
tiə̃	[24]丁钉叮盯疔	[42]顶鼎	[44]钉订定锭腚		3			
tʰiə̃	[24]听厅汀亭停婷艇	[42]挺			2			
ȵiə̃	[24]宁咛拧凝柠		[44]硬		2			
liə̃	[24]林铃伶玲零龄蛉菱凌灵磷鳞淋琳临邻陵	[42]领岭檩凛	[44]令另赁吝		3			
tɕiə̃	[24]巾斤今筋矜金禁襟津京惊晶睛荆鲸经茎菁泾颈警旌径	[42]井景境仅谨紧锦	[44]敬静谨竞竟净尽进禁劲晋镜靖缙近		3			
tɕʰiə̃	[24]轻亲侵青清请蜻倾噙勤琴禽秦情晴钦顷擒拿	[42]寝请	[44]庆沁亲罄		3			
ɕiə̃	[24]辛幸心新薪星腥猩兴罄行形型邢刑寻（白）	[42]醒省	[44]杏（文）兴姓性信衅讯		3			
iə̃	[24]因姻殷音阴荫尹鹰鹦缨英银吟龈垠蝇赢嬴迎盈营萤荧莹应瑛樱	[42]引蚓隐瘾饮影颖淫	[44]印饮映应窨（地~子（挖在地下住人的窖））		3			
tuə̃	[24]敦蹲墩礅冬东	[42]董懂盹	[44]顿盾囤遁炖洞恫冻栋动钝		3			
tʰuə̃	[24]吞通捅同桐铜童潼瞳豚臀	[42]筒捅桶统	[44]痛褪		3			
luə̃	[24]窿隆农龙浓	[42]陇垅笼垄垄□（水~子（木质提水的小桶））	[44]弄		3			
tsuə̃	[24]宗踪棕鬃遵尊综	[42]总	[44]粽纵		3			
tsʰuə̃	[24]村皴囱匆葱聪从存丛		[44]寸忖		2			
suə̃	[24]松孙	[42]损笋筍	[44]悚耸宋送颂诵讼		3			
tʂuə̃	[24]中忠衷盅钟终仲谆冢	[42]准种肿	[44]种重众		3			
tʂʰuə̃	[24]冲春充椿唇纯淳醇虫重崇	[42]蠢宠			2			
ʂuə̃			[44]瞬舜		1			
ʐuə̃	[24]茸绒戎仍	[42]冗	[44]闰润		3			
kuə̃	[24]工功公攻弓躬宫恭供蚣翁	[42]拱滚	[44]棍拱汞共供		3			
kʰuə̃	[24]昆崑空控坤	[42]捆巩孔恐	[44]困空		3			
xuə̃	[24]昏婚荤洪烘魂红鸿讧轰弘	[42]哄	[44]混浑横		3			
