ʥy	6	就纣宙臼舅咎旧		
ȵy	1	肉-		
ȵy	2	牛		
ȵy	3	女		
ɕy	1	修羞收休戌-粟		
ɕy	3	手朽		
ɕy	5	秀繍锈袖岁-兽嗅=旭恤蓄畜[～牧]		
ʑy	2	揉柔殊		
ʑy	6	寿受授		
ky	1	猪诸居車[～马炮]诛蛛株朱硃珠俱柜-		
ky	3	煮举主矩拄薯□[～ʣaɯ2：肚子饿]		
ky	5	橘拘驹据锯驻注蛀铸句剧菊掬局著		
kʰy	1	趋枢出屈区驱曲[～折]		
kʰy	3	处[相～]处[～所]杵取		
kʰy	6	去=趣		
ɡy	2	徐除储厨苧		
ɡy	6	娶箸序叙绪惧具巨拒距聚柱住渠骤		
y	1	忧优悠幽□[折，折叠；扭伤]		
y	2	尤邮由油游犹		
y	3	有酉友		
y	5	诱又右佑柚鼬釉幼		
pa	1	八𨃅[～子:瘸子]		
pa	3	摆		
pa	5	拜		
pʰa	1	□[(食物熟烂)]		
pʰa	6	拔		
ba	2	牌-排		
ba	6	败-罷		
ma	1	抹=□[(看)]		
ma	2	埋-		
ma	3	买-		
fa	1	髪發		
fa	2	淮怀槐		
fa	5	筏罚伐法		
fa	6	坏		
va	1	蛙漥挖袜		
va	5	猾滑		
va	6	话=		
ta	1	搭□[～po1：幸亏]		
ta	3	打		
ta	5	答戴带达		
tʰa	1	他		
tʰa	6	太泰態-塔獭踏沓搨榻塌溻叠忒		
da	6	大[～夫]		
la	1	拉腊蜡镴挪		
la	3	哪奶[～脯，乳房，又见nan1,	lai3]	
la	5	奈赖癞纳辣捋耐-那		
tsa	1	眨扎=遮-齋		
tsa	3	札軋=[～刀]		
tsa	5	杂蔗=乍□[～眼闭：打盹，犯困]		
ʦʰa	1	插擦差-[出～]猜-		
ʦʰa	6	贼-厕-察策册-		
dza	2	柴-豺-		
dza	6	寨-铡=		
sa	1	筛杀塞-		
sa	3	洒		
sa	5	晒赛-		
ka	1	夹裌挟隔-街-		
ka	3	解-[～放军]		
ka	5	介界芥尬疥屆械丐戒		
kʰa	1	揩		
ŋa	1	鸭-		
ŋa	2	伢-崖-岩-颜-		
ŋa	3	矮-		
ŋa	5	艾-[～叶子]雁-		
xa	1	黑瞎-		
xa	3	□[(傻)]		
xa	5	狭峡核-		
ɣa	2	孩-鞋-		
ɣa	6	亥-害-		
a	1	阿		
lia	1	□[～板：拖鞋]		
ʨia	1	□[(口味涩)]		
ȵia	5	軋[~棉花]		
ɕia	1	瞎=虾=吓=		
ɕia	5	匣		
ia	1	鸦=丫=鸭=		
kua	1	割-刮乖-		
kua	3	拐		
kua	5	怪-国-		
kʰua	3	侉咵垮块[几～钱]□[～	ʨi1：树枝]□[焦～～湿：湿透了]	
kʰua	5	快筷块[小～]		
po	1	巴芭疤爸伯-□[ta1～：幸亏]		
po	3	把		
po	5	霸壩坝		
pʰo	6	怕帕白-		
bo	2	鈀鈀子爬琶杷枇杷划		
mo	2	麻		
mo	3	马码码子		
mo	5	骂麦-[～子]		
to	1	□[～底：底下]		
tʰo	1	车[(移民输入读音),~子]		
tʰo	3	扯[～草]		
lo	2	拿□[(爬)]		
tso	1	渣抓摘-		
tso	3	扎-軋-		
tso	5	窄诈榨榨柞闸炸		
ʦʰo	1	杈叉差差别拆-尺-赤-		
ʦʰo	6	岔择[～菜]		
dzo	2	茶搽查茬		
ʣo	6	□[绯～～红：很红]		
so	1	沙纱杉涮刷		
so	3	耍		
ko	1	瓜蜗括聒		
ko	3	寡剐□[～	kʊ1：这样]	
ko	5	挂卦嫁-□[何～：怎么]		
kʰo	1	客-掐-夸跨		
ŋo	1	轭□[～口：张嘴]		
ŋo	2	伢-牙-芽-		
ŋo	3	哑-		
ŋo	5	额-		
xo	1	嚇吓-花虾-□[~手：扎手]下[～课]		
xo	5	化		
ɣo	2	华[中～]华[～山]桦		
ɣo	6	画□[(都，全部)]		
o	3	瓦		
o	6	话-		
tio	5	滴-		
tʰio	1	踢-		
dio	2	提-		
ʨio	1	家加痂傢[～具]佳		
ʨio	3	假[真～]假[放～]贾[～姓]姐-		
ʨio	5	架驾嫁=稼价借甲胛		
ʨʰio	1	吃-掐=		
ʨʰio	6	恰洽褯[～子]		
ʥio	2	斜邪茄		
ɕio	1	奢赊		
ɕio	3	写-舍-		
ɕio	5	射-石-辖		
ʑio	2	蛇佘[姓～]霞瑕遐蝦廈		
ʑio	6	厦[～门]下[底～]夏[姓～]夏[春～]		
io	1	鸦-丫-雅椏押压		
io	2	牙=芽=衙		
io	3	野-哑=		
io	5	夜-		
yo	3	□[把：一～]□[～倒：握着，拿着]		
yo	5	□[(丢掉)]		
pɛ	1	百=柏=北=伯=		
pɛ	5	北=		
pʰɛ	1	撇拍		
pʰɛ	6	迫泊[湖～]		
bɛ	6	白=		
mɛ	1	脉=□[～黑：很黑]□[(看)]		
mɛ	5	脉=[～搏]麦[小~]灭没[沉～]墨默		
fɛ	1	血		
fɛ	5	说[～话]或惑		
vɛ	5	越曰粤悦阅月		
ʦɛ	1	折=遮=摘-		
ʦɛ	5	责则蜇浙=哲=褶=		
ʦʰɛ	1	拆=		
ʦʰɛ	6	辙册=		
ʣɛ	6	贼=		
sɛ	1	塞=色		
sɛ	5	啬涩=		
kɛ	1	劫-隔=揭蟹[又见kan1]		
kɛ	5	格革结给洁		
kʰɛ	1	客=		
kʰɛ	3	刻咳-		
kʰɛ	6	杰		
ɡɛ	6	铡-□[(从中间挤入)]		
ŋɛ	5	额=扼		
xɛ	5	穴嚇赫核=		
tiɛ	1	折-[～子]□[～米：黏米]		
tiɛ	3	者		
tiɛ	5	跌得德=浙-哲-褶-		
tʰiɛ	1	帖贴铁车		
tʰiɛ	6	碟喋谍牒蝶特		
liɛ	5	例裂列烈劣肋勒猎		
ʨiɛ	1	接摘-节=[中秋～]街=		
ʨiɛ	3	姐=		
ʨiɛ	5	节-借=劫=哲-妾[(小婆子)]		
ʨʰiɛ	1	切[～断]		
ʨʰiɛ	3	且		
ʨʰiɛ	6	捷截怯侧测泽择=宅-彻撤切[一～]厕=		
ʥiɛ	6	绝-		
ɕiɛ	1	歇雪蝎		
ɕiɛ	3	写=舍=[~不得]些惹		
ɕiɛ	5	泻卸赦舍[房～]谢摄涉胁袭瑟涩-薛泄舌设协		
ʑiɛ	6	射=麝社热		
iɛ	1	噎□[～ku1哩：瘪了]		
iɛ	2	耶爷		
iɛ	3	也野=		
iɛ	5	夜=叶页拽乙腋液		
kuɛ	1	国[(移民输入读音)]		
kuɛ	5	厥憠掘橛决诀䦆倔虢鳜国=		
kʰuɛ	1	缺=		
kʰuɛ	6	缺-瘸		
ɡuɛ	6	绝=		
tɕyɛ	5	爵		
tɕʰyɛ	6	雀=		
pʊ	1	波菠拨玻钵勃饽剥		
pʊ	3	跛		
pʊ	5	博簸		
pʰʊ	1	坡泼钹		
pʰʊ	3	颇		
pʰʊ	6	破		
bʊ	2	卜婆		
bʊ	6	薄泊[停～]		
mʊ	1	木		
mʊ	2	模[～子]模[～范]摹膜磨蟆		
mʊ	3	母拇		
mʊ	5	暮慕墓募末沫莫摸幕寞陌目穆牧抹-		
tʊ	1	多铎脚		
tʊ	3	朵躲		
tʊ	5	刴舵觉[知～]着[衣～]着[睡～]		
tʰʊ	1	託托拖脱		
tʰʊ	3	妥唾		
tʰʊ	6	却□[(压，盖)]		
dʊ	2	夺驼驮		
dʊ	6	惰		
lʊ	1	烙□[ɣʊ6	~豆腐：豆腐脑]□[壳～：壳，果壳]□[~灰：沾灰]	
lʊ	2	罗锣萝骡螺摞		
lʊ	3	裸卵		
lʊ	5	赂糯诺落骆洛络乐		
ʦʊ	1	捉桌卓绰		
ʦʊ	3	左佐		
ʦʊ	5	拙啄琢涿		
ʦʰʊ	1	撮错=搓		
ʦʰʊ	6	浊昨㪕[～起棍子]戳	锉凿	
ʣʊ	6	坐座		
sʊ	1	索[绳～]		
sʊ	3	锁琐		
sʊ	5	塑朔-		
kʊ	1	歌哥锅戈鸽割=葛各阁搁胳郭廓角□[ko3～：这样]		
kʊ	3	果裹□[～ti1：这些]		
kʊ	5	过个够构购		
kʰʊ	1	科抠眍窠-[鸟～]		
kʰʊ	3	口=棵颗可		
kʰʊ	6	课确磕阔扩渴		
ŋʊ	1	窝		
ŋʊ	2	蛾鹅俄		
ŋʊ	3	我		
ŋʊ	5	饿卧鄂		
xʊ	1	喝[～酒]喝[吆～]		
xʊ	3	火蛤		
xʊ	5	货合[十～一升]合盒豁活鹤霍藿劐鑊獲		
ɣʊ	2	吼和[～气]禾侯喉猴瘊河何荷		
ɣʊ	6	祸和[～面]後=后=□[～lʊ1豆腐：豆腐脑]贺荷[薄～]		
ʊ	1	恶[善～]		
piʊ	1	臕標彪		
piʊ	3	表錶		
pʰiʊ	1	飘漂[～流]		
pʰiʊ	6	票漂[～亮]		
biʊ	2	瓢嫖		
miʊ	2	苗描谋		
miʊ	3	藐渺秒某亩牡杳		
miʊ	5	庙妙贸茂谬		
fiʊ	2	浮=		
fiʊ	3	否		
tiʊ	1	昭招沼刁貂诏雕兜朝[～气]		
tiʊ	3	斗抖陡帚□[(蹬，踢)]		
tiʊ	5	照钓鬥弔掉调[声～]酌		
tʰiʊ	1	超挑偷		
tʰiʊ	6	跳粜透		
diʊ	2	朝[～代]潮条调[～和]头投调[～动]		
diʊ	6	召赵豆逗兆		
liʊ	2	燎疗聊辽撩寥楼耧搂□[(招惹)]		
liʊ	3	了[～结]瞭屡		
liʊ	5	料尥漏陋略掠		
ʨiʊ	1	交郊胶焦蕉椒骄娇浇勾钩沟邹轿掫鸠=阄		
ʨiʊ	3	绞狡铰搅剿狡缴侥走狗苟较校[～对]饺□[～伙：合伙]		
ʨiʊ	5	教=[～书]教=[～育]叫皱绉		
ʨʰiʊ	1	敲=悄		
ʨʰiʊ	3	巧口-		
ʨʰiʊ	6	俏雀-鹊扣寇凑		
ʥiʊ	2	樵瞧侨乔桥荞愁		
ʥiʊ	6	嚼		
ȵiʊ	1	疟虐殴肉-		
ȵiʊ	2	尧		
ȵiʊ	3	鸟偶[配～]偶[～然]藕呕		
ȵiʊ	5	尿沤怄		
ɕiʊ	1	梢捎消宵霄硝销烧鞘萧箫搜嗖馊蒐酵屑削		
ɕiʊ	3	小少[多～]晓叟扰绕		
ɕiʊ	5	笑少[～年]瘦勺芍绍邵孝学		
ʑiʊ	2	肴淆韶饶桡		
ʑiʊ	6	若弱效校		
iʊ	1	约妖邀腰要[～求]幺吆		
iʊ	2	摇谣窑姚		
iʊ	5	药钥跃乐[音～]岳要[想～]耀鹞		
pai	1	杯碑卑悲百-柏-北-[～风]		
pai	3	背[～诵]焙		
pai	5	贝辈背[后～]		
pʰai	1	胚坯		
pʰai	3	剖		
pʰai	6	沛配佩魄帛派[～遣,又见	pʰan6]	
bai	2	培赔陪裴牌=		
bai	6	倍败=白=		
mai	1	脉=		
mai	2	梅枚媒煤埋=		
mai	3	买=每美		
mai	5	迈卖妹昧媚寐		
fai	1	恢灰麾挥辉徽		
fai	2	回		
fai	3	贿毁海䵋[~色：褪色]		
fai	5	悔晦慧讳		
fai	6	会[～议]会[不～]绘惠秽		
vai	1	歪□[～	sai3死哩：脏死了]	
vai	5	外		
tai	1	堆德[道～]呆敱[又见tai3]		
tai	3	呆敱[又见tai1]		
tai	5	对碓		
tʰai	1	胎推		
tʰai	3	腿		
tʰai	6	態=退蜕褪		
dai	2	台抬苔		
dai	6	待怠殆代袋队兑坠锐贷		
lai	2	来雷		
lai	3	乃垒累[～积]累[连～]奶[牛～，见nan1	,la3]	
lai	5	耐=泪类		
ʦai	1	灾栽摘=蹲-		
ʦai	3	宰		
ʦai	5	再债载[年～]载[～重]		
ʦʰai	1	崔催猜=差=[出～]		
ʦʰai	3	彩睬揣		
ʦʰai	6	菜蔡翠宅=		
ʣai	2	才材财裁纔柴=豺=		
dzai	6	罪寨=在		
sai	1	腮鳃衰塞=		
sai	3	□[vai1～死哩：脏死了]		
sai	5	赛=碎帅率蟀		
kai	1	该皆階稭		
kai	3	改解=		
kʰai	1	开溉[又见	kʰai3]	
kʰai	3	凯楷慨概溉[又见	kʰai1]	
ŋai	1	挨		
ŋai	2	涯崖=岩=埃-捱颜=呆[(慢，迟钝)]		
ŋai	3	矮=		
ŋai	5	蔼艾=爱隘雁=		
xai	1	嬉[(玩)]		
xai	3	海厚-		
xai	5	核=		
ɣai	2	孩=鞋-还[～有]谐		
ɣai	6	亥=害=懈厚=候後-后-		
ai	1	哀埃=		
ai	2	儿而		
ai	3	尔耳饵		
ai	5	二贰		
kuai	1	乖=		
kuai	5	怪=		
uai	1	煨		
ʦuɛi	1	锥		
ʦuɛi	3	嘴=		
ʦuɛi	5	缀赘醉=		
ʦʰuɛi	6	脆=粹		
suɛi	5	岁=睡=		
kuɛi	1	圭闺奎规龟归骨-		
kuɛi	3	诡轨鬼		
kuɛi	5	桂贵癸		
kʰuɛi	1	盔魁亏窥		
kʰuɛi	3	跪-		
kʰuɛi	6	愧		
ɡuɛi	2	逵葵		
ɡuɛi	6	跪=柜=溃		
paɯ	1	褒包胞		
paɯ	3	保堡宝饱		
paɯ	5	报豹爆		
pʰaɯ	1	抛鳔泡[灯～]		
pʰaɯ	3	跑		
pʰaɯ	6	泡[～菜]炮雹□[(十)]		
baɯ	2	袍刨麅浮-		
baɯ	6	抱暴菢[～小鸡]鲍鉋曝□[～货子：外行人]		
maɯ	1	猫		
maɯ	2	毛茅锚矛		
maɯ	3	卯		
maɯ	5	冒帽貌		
taɯ	1	刀		
taɯ	3	祷岛倒[打～]		
taɯ	5	到倒[～水]		
tʰaɯ	1	滔叨		
tʰaɯ	3	讨		
tʰaɯ	6	套		
daɯ	2	桃逃淘陶萄涛掏		
daɯ	6	道稻盗导		
laɯ	1	□[～薄：很薄]		
laɯ	2	牢劳铙挠捞唠涝□[(蔫)]		
laɯ	3	脑恼老		
laɯ	5	闹		
ʦaɯ	1	遭糟		
ʦaɯ	3	早枣蚤澡爪[～牙]找		
ʦaɯ	5	罩		
ʦʰaɯ	1	操抄钞		
ʦʰaɯ	3	草吵炒		
ʦʰaɯ	6	糙臊		
ʣaɯ	2	曹槽巢皂□[ky3～：肚子饿]		
ʣaɯ	6	造躁错-□[～水：浇水，泼水]		
saɯ	1	骚		
saɯ	3	嫂稍		
saɯ	5	扫[～地]扫[～帚]潲[～水]		
kaɯ	1	高膏篙羔糕膏		
kaɯ	3	稿搞		
kaɯ	5	告窖□[～花子：乞丐]		
kʰaɯ	1	敲-		
kʰaɯ	3	考烤犒		
kʰaɯ	6	靠		
ŋaɯ	2	熬		
ŋaɯ	3	咬□[腌：～菜]		
ŋaɯ	5	襖懊奥坳		
xaɯ	1	蒿薅		
xaɯ	3	好[～的]郝[姓～]		
xaɯ	5	好[喜～]耗		
ɣaɯ	2	豪壕毫号[～呼]		
ɣaɯ	6	浩号[～数]		
ʦəɯ	5	做作奏		
əɯ	1	欧瓯		
sã	1	裳=		
biã	6	病-		
miã	5	命-		
tiã	5	□[(蜇)]		
tʰiã	6	听-		
niã	2	良凉量[测～]粮粱		
niã	3	两[～个]两[几～]辆		
niã	5	亮谅量[数～]		
ʨiã	1	将[～来]浆姜僵缰礓疆[又见ʨʰiã1]江豇		
ʨiã	3	蒋奖桨讲井-		
ʨiã	5	酱将[大～]降[下～]		
ʨʰiã	1	枪疆[又见ʨiã1]腔轻-青-		
ʨʰiã	3	抢请-		
ʥiã	2	墙详祥强晴-		
ʥiã	6	象像-橡匠		
ȵiã	2	娘		
ȵiã	3	仰		
ȵiã	5	酿		
ɕiã	1	相箱廂湘商伤香乡巷		
ɕiã	3	想赏晌享響饷醒-		
ʑiã	2	降[～伏]		
ʑiã	6	尚像=上[～山]上[～面]让瓤壤嚷攘		
iã	1	央秧殃		
iã	2	杨阳扬洋羊疡		
iã	3	养痒		
iã	5	□[～脑壳：摇头]样		
pɔ̃	1	般搬帮邦浜		
pɔ̃	3	榜谤		
pɔ̃	5	半		
pʰɔ̃	1	潘		
pʰɔ̃	6	判叛胖		
bɔ̃	2	盘螃旁庞滂傍		
bɔ̃	6	伴拌蚌棒绊		
mɔ̃	2	瞒忙芒茫亡虻盲蟒莽		
mɔ̃	3	满		
tɔ̃	1	端当[～时]张章樟障瘴当[～作]		
tɔ̃	3	短挡长[～幼]涨掌		
tɔ̃	5	锻账胀仗垱[(地方)]		
tʰɔ̃	1	汤昌菖		
tʰɔ̃	3	喘倘躺敞趟厂		
tʰɔ̃	6	烫畅唱倡		
dɔ̃	2	团糰堂棠螳唐糖塘长[～度]肠场常裳-偿尝		
dɔ̃	6	断荡宕断段缎丈杖椴帐		
nɔ̃	2	囊朗鸾狼廊狼蜋		
nɔ̃	5	浪乱㫰[(晾)]		
ʦɔ̃	1	钻[～动]荘装		
ʦɔ̃	3	纂撰		
ʦɔ̃	5	钻[金刚～]葬壮		
ʦʰɔ̃	1	汆苍仓疮窗囱竄		
ʦʰɔ̃	3	闯撞		
ʦʰɔ̃	6	篡创		
ʣɔ̃	2	藏[隐～]藏[西～]床		
ʦɔ̃	3	赚=		
ʣɔ̃	6	状		
sɔ̃	1	桑孀霜酸栓栓闩雙		
sɔ̃	3	嗓搡爽		
sɔ̃	5	丧[～失]丧[婚～]算蒜		
kɔ̃	1	官棺观冠[衣～]鳏关冈岗刚纲缸钢光逛		
kɔ̃	3	管馆广港		
kɔ̃	5	冠[～军]贯灌灌观冠惯=		
kʰɔ̃	1	宽康糠慷筐眶匡况坑-		
kʰɔ̃	3	款咳-		
kʰɔ̃	6	炕抗矿		
ɡɔ̃	2	狂		
ŋɔ̃	1	肮汪		
ŋɔ̃	2	顽昂王枉黄皇蝗		
ŋɔ̃	3	碗往		
ŋɔ̃	5	旺		
ŋɔ̃	5	硬-		
xɔ̃	1	欢慌荒方芳		
xɔ̃	3	暖缓皖谎晃[～眼]仿纺仿倣访		
xɔ̃	5	放		
ɣɔ̃	2	行[～列]完航杭忘簧网辋肪妨房防还=[～有]环=		
ɣɔ̃	6	妄望项唤焕换幻患宦		
pan	1	班斑颁扳		
pan	3	版板		
pan	5	扮□[(摔，跌)]		
pʰan	1	攀		
pʰan	6	盼襻派[反动～,又见	pʰai6]	
ban	2	瓣		
ban	6	办		
man	2	蛮		
man	6	馒慢漫幔蔓		
fan	1	翻番		
fan	2	烦帆凡藩烦繁礬桓=环-		
fan	3	反		
fan	5	泛乏贩		
van	1	豌剜弯湾		
van	2	犯玩桓-还[～原]		
van	3	腕宛挽晚		
van	6	范范饭万		
tan	1	耽担瞻丹单[～独]		
tan	3	胆掸淡		
tan	5	担[挑～]旦诞		
tʰan	1	贪滩摊		
tʰan	3	毯坦		
tʰan	6	探碳叹		
dan	2	潭谭谈檀墰弹[～琴]蝉禅		
dan	6	但弹蛋		
nan	1	奶[～奶，又见	lai3,	la3]
nan	2	难[～易]蓝篮兰拦栏览揽榄缆南男		
nan	5	难[遇～]滥烂		
ʦan	1	簪		
ʦan	3	斩盏攒赚-		
ʦan	5	站蘸赞濽[(水溅)]绽溅		
ʦʰan	1	参[～加]餐谗馋蟾		
ʦʰan	3	铲产		
ʣan	2	痰残□[～人：刺人]		
ʣan	6	暂惭渐		
san	1	三衫山珊删疝		
san	3	散[零～]伞		
kan	1	甘柑泔尴肝竿干乾[～湿]艰间[中～]奸蟹[又见	kɛ1]	
kan	3	感敢橄減鹻杆秆擀简柬		
kan	5	监[国子～]监[～督]干[～部]间[～谍]谏涧锏		
kʰan	1	堪龛勘[～探]刊嵌		
kʰan	3	砍坎		
kʰan	6	看[～到]看[～守]		
ŋan	1	庵安鞍		
ŋan	2	颜-		
ŋan	3	眼-		
ŋan	5	岸按案晏[(晚)]暗		
xan	1	蚶憨鼾夯酣		
xan	3	喊		
xan	5	汉		
ɣan	2	含函咸鹹寒韩闲		
ɣan	6	撼憾陷旱汗銲翰限苋罕		
kuan	5	惯-		
ɛn	1	蔫焉烟炎焰		
ɛn	2	言盐簷筵延		
ɛn	3	掩-		
ɛn	5	厌艳		
vɛn	1	渊怨冤		
vɛn	2	丸圆员缘沿铅元原源阮袁辕園援		
vɛn	3	远		
vɛn	5	院愿		
zɛn	3	染冉		
ŋɛn	1	阉腌		
ŋɛn	5	燕堰宴嚥		
piɛn	1	鞭编边汴辫		
piɛn	3	贬扁匾蝙		
piɛn	5	变		
pʰiɛn	1	篇偏		
pʰiɛn	6	骗别片遍		
biɛn	2	便[～宜]膨彭		
biɛn	6	辨辩便[方～]		
miɛn	1	□[(捏)]		
miɛn	2	绵棉眠		
miɛn	3	免勉娩缅渑		
miɛn	5	面麺篾		
fiɛn	1	宣=喧楦轩掀		
fiɛn	2	弦玄悬眩旋=		
fiɛn	3	软		
fiɛn	6	县		
tiɛn	1	沾掂鲇拈颠		
tiɛn	3	点典腆		
tiɛn	5	店战颤凳占[～领]		
tʰiɛn	1	添天		
tʰiɛn	3	舔		
diɛn	2	甜田填藤		
diɛn	6	电殿奠佃垫邓[(移民输入读音)]		
niɛn	2	廉镰簾联连莲		
niɛn	3	敛脸		
niɛn	5	殓练錬恋		
tsiɛn	1	尖曾[(姓)，移民输入读音]增[(移民输入读音)]蹭		
tsiɛn	3	剪		
tsiɛn	5	煎箭□[～直：笔直]		
ʦʰiɛn	1	迁千旋-歼签籖		
ʦʰiɛn	3	浅		
tsʰiɛn	6	渗赠		
ʣiɛn	2	钱前虔层全-泉潜		
ʣiɛn	6	践贱		
siɛn	1	参[人～]扇[～风]僧先宣-仙鲜[新～]		
siɛn	3	闪陕鲜[～少]癣险显选		
siɛn	5	宪扇[～叶]线羡		
ȵiɛn	1	孽研俨聂		
ȵiɛn	2	年严阎		
ȵiɛn	3	捏碾黏		
ȵiɛn	5	业砚验念		
kiɛn	1	兼肩坚跟根庚耕-		
kiɛn	3	检展		
kiɛn	5	剑荐见建		
kʰiɛn	1	谦牵		
kʰiɛn	3	肯-		
kʰiɛn	6	欠歉		
ɡiɛn	2	钳乾掮		
giɛn	6	俭件键健腱		
xiɛn	3	显很-		
xiɛn	5	献现[出～]		
