ʦɿ	1	知蜘支枝肢栀资姿咨滋兹辎只[一～]之芝执织屐隻炙翅脂		
ʦɿ	3	紫纸姊子梓止趾址滓指旨		
ʦɿ	5	职制製至志誌痣蛰汁质姪		
ʦʰɿ	1	疵差参差嗤斥吃=雌伺尺=赤-□[~起哩：突出来]		
ʦʰɿ	3	此侈耻齿		
ʦʰɿ	6	刺赐次置秩殖掷直值植		
ʣɿ	2	池驰瓷飺[～巴]慈磁辞词祠持滞		
ʣɿ	6	自字痔		
sɿ	1	斯私司丝思诗嗜寺湿失识饰师狮□[lu1～：蜘蛛]		
sɿ	3	豕死使史驶始矢屎		
sɿ	5	食蚀式施势世四肆试十什拾实室适石实=[～倒：堵住]		
zɿ	2	匙时鲥豉嗣饲恃侍		
zɿ	6	逝誓是氏示视似祀巳士仕柿事市日		
pi	1	逼		
pi	3	比譬		
pi	5	臂痹蔽蓖弊斃鐾陛笔毕必碧璧闭壁		
pʰi	1	批披匹[一～布]僻劈秕[～子]庇避		
pʰi	3	弼丕鄙敝		
pʰi	6	屁		
bi	2	皮疲脾琵枇婢被[(移民输入读音)]		
bi	6	被[～打]备鼻		
mi	2	糜弥眉楣		
mi	3	米		
mi	5	谜泌密蜜觅		
fi	1	非飞妃痱		
fi	2	维惟唯违		
fi	3	吠匪榧翡		
fi	5	废肺费		
vi	1	威畏		
vi	2	危为[作～]围苇微肥桅		
vi	3	踒倭尾萎委伟		
vi	5	伪卫为[~什么]位魏慰		
vi	6	味未		
ti	1	低堤[又见di2]滴=□[kʊ3~：这些]		
ti	3	底抵的[目～]		
ti	5	帝笛狄敌滴=嫡		
tʰi	1	踢		
tʰi	3	体		
tʰi	6	替涕剃屉梯剔		
di	2	题堤[又见	ti1]提=蹄啼	
di	6	弟第遞隶地		
li	2	犁黎离篱璃梨厘狸		
li	3	礼李里裏理鲤		
li	5	厉丽励荔腻痢利吏楝立笠粒栗力历曆		
ʨi	1	鸡稽肌饥基追机讥饥蔗-[甘～]杆急吉鲫戟击激吸几[～乎]□[kʰua3～：树枝]		
ʨi	3	挤几茶几己幾杞渠[(他)]		
ʨi	5	祭际穄济剂计继髻最冀记纪既季荠寄嫉缉级辑积跡藉籍绩寂=		
ʨʰi	1	妻欺吹七漆膝讫乞		
ʨʰi	3	起祈岂启		
ʨʰi	6	集及砌契器汽气脆-极戚寂-去-		
ʥi	2	脐齐奇骑岐祁鳍其棋期旗垂锤槌谁随□[大～	ka1：大家]
ʥi	6	企瑞技妓忌		
ȵi	2	泥宜仪尼疑凝宁谊		
ȵi	3	你擬		
ȵi	5	艺谊义议毅吝匿逆溺腻		
ɕi	1	西棲犀溪兮奚牺嬉熙希稀虽徙泣悉息熄媳锡		
ɕi	3	洗玺喜蟢		
ɕi	5	细壻戏系繋税遂隧穗弃睡-习述秫術惜昔夕席析术-[算～]		
i	1	伊衣依一倚醫		
i	2	移动姨飴沂遗		
i	3	夷椅已矣以揖		
i	5	刈缢瞖易肄意异逸忆亿抑翼益译亦		
pu	3	补		
pu	5	布佈怖		
pʰu	1	赴铺[～设]扑仆[～倒]仆[～人]		
pʰu	3	普浦谱脯[胸～]捕甫		
pʰu	6	铺店[～讣]朴瀑		
bu	2	蒲菩		
bu	6	簿部步		
fu	1	呼肤敷孵麸俘夫		
fu	2	湖胡狐壶瓠[～廬]符扶芙傅无抚		
fu	3	虎浒府腑俯斧辅舞侮鹉釜腐		
fu	5	埠付赋附副富阜护复缚斛福幅蝠腹覆服復複伏佛忽		
fu	6	户滬互父雾务戊妇负物勿		
vu	2	蜈吴吾梧抚		
vu	6	恶[可～]		
tu	1	都[～城]都[～是]督		
tu	3	赌堵肚[鱼～]肚[腹～]		
tu	5	笃毒独牍犊		
tʰu	1	秃突		
tʰu	3	土		
tʰu	6	吐[呕～]吐[～痰]兔读-		
du	2	徒屠途图涂		
du	6	杜度渡镀踱读=		
lu	1	鹿禄绿錄□[～sɿ1：蜘蛛]		
lu	2	奴炉庐芦驢		
lu	3	努鲁橹虏滷		
lu	5	怒路赂露鹭陆		
ʦu	1	租镯猝卒竹=祝足烛筑嘱蜀		
ʦu	3	组祖阻		
ʦu	5	作[～工]		
ʦʰu	1	初		
ʦʰu	3	楚礎		
ʦʰu	6	醋措畜[牲～]逐轴促触束族		
dzu	2	雏		
dzu	6	助肉=褥辱		
su	1	疏速缩宿[星～]		
su	3	所数[～钱]许=		
su	5	素诉嗉续数嗽漱肃宿俗赎叔熟属朔=		
ku	1	姑孤箍骨=谷榖估□[iɛ1～哩：瘪了]		
ku	3	古鼓股牯		
ku	5	故固雇顾锢		
kʰu	1	枯窟哭酷		
kʰu	3	苦		
kʰu	6	库裤		
u	1	污乌坞巫诬握屋沃		
u	3	五伍午		
u	5	误悟		
fy	1	输绥书舒墟嘘虚戌		
fy	2	如儒		
fy	3	暑水署鼠黍髓许-		
fy	5	絮术=[白～]		
fy	6	庶恕竖树入		
vy	1	淤迂擩郁		
vy	2	余馀于盂与吁鱼渔愉愚		
vy	3	语宇羽禹雨汝乳		
vy	5	御誉预豫遇寓愈榆逾疫役芋喻裕域玉育欲浴狱慾		
ty	1	纠周舟州洲粥丢爹竹-		
ty	5	咒		
tʰy	1	抽		
tʰy	3	丑醜		
tʰy	6	臭[香～]		
dy	2	囚泅绸稠筹		
ly	1	溜馏纍[～壮:健壮]		
ly	2	流刘留榴硫琉瑠		
ly	3	履扭纽柳吕旅缕		
ly	5	虑滤律率六寥		
ʨy	1	鸠-□[～倒：塞住]		
ʨy	3	嘴-酒九久韭灸		
ʨy	5	究醉-救柩□[(掏)]		
ʨʰy	1	揫蛆秋丘锹		
ʥy	2	仇酬求球仇[～姓]售		
