1	#漢字	聲	韻	調	解釋
3921	畢	p	iɪʔ	7	
3922	略	l	iɑˠʔ	8	
3923	番	f	ᴇ	1	
3924	番	pʰ	ɵ	1	
3925	畫	ɦ	uˠ	6	
3926	畬	s	uˠ	1	
3927	異	ɦ	iᶽ	6	
3928	當	t	ɑ̃ˠ	1	
3929	當	t	ɑ̃ˠ	5	
3930	畸	tɕ	iᶽ	1	
3931	畸	dʑ	iᶽ	2	
3932	畹		uɵ	3	
3933	畿	dʑ	iᶽ	2	
3934	疄	l	ən	2	
3935	疆	tɕ	iã	1	
3936	疇	z(ʒ)	øʏ	2	
3937	疊	d	əʔ	8	
3938	疊	d	iɪʔ	8	
3939	疏	s	ɜuᵝ	1	
3940	疏	s	ɜuᵝ	5	
3941	疑	ȵ	iᶽ	2	
3942	疔	t	in	1	
3943	疙	k	əʔ	7	
3944	疚	tɕ	ʏ	5	
3945	疝	s	ᴇ	1	
3946	疣	ɦ	ʏ	2	
3947	疤	p	uˠ	1	
3948	疥	k	ɑˠ	5	
3949	疥	tɕ	iɑˠ	5	
3950	疨	h	ɑˠ	1	
3951	疫	ɦ	yəʔ	8	
3952	疰	ts(tʃ)	ʮ(ʯ)	5	
3953	疲	b	iᶽ	2	
3954	疳	k	ɵ	1	
3955	疵	tsʰ	ɿ	1	
3956	疸	t	ᴇ	3	
3957	疹	ts(tʃ)	ən	5	
3958	疼	d	ən	2	
3959	疽	ts	iᶽ	1	
3960	疾	z	iɪʔ	8	
3961	痀	tɕ	yᶽ	1	
3962	痂	k	ɑˠ	1	
3963	痂	tɕ	iɑˠ	1	
3964	病	b	in	6	
3965	症	ts(tʃ)	ən	5	
3966	痊	z	i	2	
3967	痍	ɦ	iᶽ	2	
3968	痑	tʰ	ᴇ	1	
3969	痔	z(ʒ)	ʮ(ʯ)	6	
3970	痕	ɦ	ən	2	
3971	痘	d	øʏ	6	
3972	痙	tɕ	iən	3	
3973	痙	tɕ	iən	5	
3974	痛	tʰ	oŋ	5	
3975	痞	pʰ	iᶽ	3	
3976	痠	s	ɵ	1	
3977	痢	l	iᶽ	6	
3978	痣	tsʰ	ɿ	5	
3979	痣	ts(tʃ)	ʮ(ʯ)	5	
3980	痤	z	ɜuᵝ	2	
3981	痧	s	uˠ	1	
3982	痰	d	ᴇ	2	
3983	痱	f	iᶽ	5	
3984	痱	b	ᴇ	6	
3985	痹	b	iᶽ	6	
3986	痼	k	ɜuᵝ	5	
3987	瘀		yᶽ	1	
3988	瘁	z	ᴇ	6	
3989	瘃	ts(tʃ)	oʔ	7	
3990	瘋	f	oŋ	1	
3991	瘌	l	aʔ	8	
3992	瘍	ɦ	iã	2	
3993	瘐	ɦ	yᶽ	6	
3994	瘓	h	uɵ	3	
3995	瘖		iən	1	
3996	瘟		uən	1	
3997	瘠	ts	iɪʔ	7	
3998	瘡	tsʰ(tʃʰ)	ɑ̃ˠ	1	
3999	瘢	p	ᴇ	1	
4000	瘤	l	øʏ	2	
4001	瘦	s	øʏ	5	
4002	瘧	ȵ	iɑˠʔ	8	
4003	瘧	ŋ	oʔ	8	
4004	瘩	t	aʔ	7	
4005	瘳	tsʰ(tʃʰ)	øʏ	1	
4006	瘴	ts(tʃ)	ã	1	
4007	瘺	l	øʏ	6	
4008	瘻	l	øʏ	6	
4009	瘼	m	oʔ	8	
4010	療	l	iæ	6	
4011	癆	l	æ	2	
4012	癌	ŋ	ᴇ	2	
4013	癍	p	ᴇ	1	
4014	癒	ɦ	yᶽ	6	
4015	癔		iᶽ	5	
4016	癖	pʰ	iɪʔ	7	
4017	癗	l	ᴇ	6	
4018	癘	l	iᶽ	6	
4019	癜	t	i	5	
4020	癟	p	iɪʔ	7	
4021	癡	tsʰ(tʃʰ)	ʮ(ʯ)	1	
4022	癢	ɦ	iã	6	
4023	癤	ts	iɪʔ	7	
4024	癥	ts	ən	5	
4025	癧	l	iᶽ	6	
4026	癧	l	iɪʔ	8	
4027	癩	l	ɑˠ	6	
4028	癩	l	ᴇ	6	
4029	癬	s	i	3	
4030	癭		iən	3	
4031	癮	ȵ	i	6	
4032	癮		iən	3	
4033	癯	dʑ	yᶽ	2	
4034	癰		ioŋ	3	
4035	癱	tʰ	ᴇ	1	
4036	癲	t	i	1	
4037	癸	k	uᴇ	3	
4038	登	t	ən	1	
4039	發	f	aʔ	7	
4040	白	b	ɑˠʔ	8	
4041	白	b	əʔ	8	
4042	百	p	ɑˠʔ	7	
4043	百	p	əʔ	7	
4044	皁	z	æ	6	
4045	皂	z	æ	6	
4046	的	t	iɪʔ	7	
4047	皆	tɕ	iɑˠ	1	
4048	皇	ɦ	uɑ̃ˠ	2	
4049	皋	k	æ	1	
4050	皎	tɕ	iæ	3	
4051	皓	ɦ	æ	6	
4052	皖		uɵ	3	
4053	皤	b	ʉᵝ	2	
4054	皮	b	iᶽ	2	
4055	皰	pʰ	æ	5	
4056	皴	tsʰ(tʃʰ)	ən	1	
4057	皵	tsʰ	iɑˠʔ	7	
4058	皸	tɕ	yən	1	
4059	皺	ts	øʏ	5	
4060	皿	m	in	3	
4061	盂		yᶽ	1	
4062	盃	p	ᴇ	1	
4063	盅	ts(tʃ)	oŋ	1	
4064	盆	b	ən	2	
4065	盈	ɦ	iən	2	
4066	益		iəʔ	7	
4067	盍	ɦ	əʔ	8	
4068	盎		ɑ̃ˠ	5	
4069	盒	ɦ	aʔ	8	
4070	盒	ɦ	əʔ	8	
4071	盔	kʰ	uᴇ	1	
4072	盛	z	ã	6	
4073	盛	z(ʒ)	ən	2	
4074	盛	z(ʒ)	ən	6	
4075	盜	d	æ	6	
4076	盞	ts	ᴇ	3	
4077	盟	b	ən	2	
4078	盟	m	ən	2	
4079	盡	ts	in	3	
4080	盡	z	in	6	
4081	監	k	ᴇ	1	
4082	監	tɕ	i	1	
4083	盤	b	ɵ	2	
4084	盥	k	uɵ	5	
4085	盦		əʔ	7	
4086	盧	l	ɜuᵝ	2	
4087	盪	d	ɑ̃ˠ	6	
4088	目	m	ɑˠʔ	8	
4089	目	m	oʔ	8	
4090	盯	t	in	1	
4091	盱	ɕ	yᶽ	1	
4092	盲	m	ɑ̃ˠ	2	
4093	直	z(ʒ)	əʔ	8	
4094	相	s	iã	1	
4095	相	s	iã	5	
4096	盹	t	ən	3	
4097	盼	pʰ	ᴇ	5	
4098	盾	d	ən	6	
4099	省	s	ã	3	
4100	省	s	ən	3	
4101	省	s	in	3	
4102	眄	m	i	6	
4103	眇	m	iæ	3	
4104	眈	t	ᴇ	1	
4105	眉	m	iᶽ	2	
4106	眉	m	ᴇ	2	
4107	看	kʰ	ɵ	1	
4108	看	kʰ	ɵ	5	
4109	眓	h	uaʔ	7	
4110	真	ts(tʃ)	ən	1	
4111	眠	m	i	2	
4112	眥	ts	ɿ	3	
4113	眦	ts	ɿ	3	
4114	眨	ts	aʔ	7	
4115	眩	ɦ	iɵ	2	
4116	眯	m	iᶽ	1	
4117	眵	tsʰ	ɿ	1	
4118	眶	kʰ	uɑ̃ˠ	1	
4119	眷	tɕ	iɵ	5	
4120	眸	m	øʏ	2	
4121	眺	tʰ	iæ	5	
4122	眼	ŋ	ᴇ	6	
4123	眼	ɦ	i	6	
4124	眾	ts(tʃ)	oŋ	5	
4125	着	ts(tʃ)	ɑˠʔ	7	
4126	着	z(ʒ)	ɑˠʔ	8	
4127	睃	s	ɜuᵝ	1	
4128	睄	s	æ	1	
4129	睏	kʰ	uən	5	
4130	睛	ts	in	1	
4131	睜	ts	ã	1	
4132	睜	ts	ən	1	
4133	睞	l	ᴇ	6	
4134	睡	z	ᴇ	6	
4135	睢	s	ᴇ	1	
4136	督	t	oʔ	7	
4137	睥	pʰ	iᶽ	5	
4138	睦	m	oʔ	8	
4139	睩	l	oʔ	8	
4140	睪	ɦ	iəʔ	8	
4141	睫	z	iɪʔ	8	
4142	睬	tsʰ	ᴇ	3	
4143	睱		iuˠ	1	
4144	睹	t	ɜuᵝ	3	
4145	睽	kʰ	uᴇ	1	
4146	睾	k	æ	1	
4147	睿	z	ᴇ	6	
4148	瞄	m	iæ	2	
4149	瞄	m	iæ	3	
4150	瞅	tsʰ(tʃʰ)	øʏ	3	
4151	瞌	kʰ	əʔ	7	
4152	瞎	h	aʔ	7	
4153	瞑	m	in	1	
4154	瞘	kʰ	øʏ	1	
4155	瞞	m	ɵ	2	
4156	瞟	pʰ	iæ	3	
4157	瞠	tsʰ	ən	1	
4158	瞡	k	uᴇ	5	
4159	瞢	m	oŋ	2	
4160	瞥	pʰ	iɪʔ	7	
4161	瞧	z	iæ	2	
4162	瞪	t	ən	5	
4163	瞬	s(ʃ)	ən	5	
4164	瞭	l	iæ	6	
4165	瞰	kʰ	ɵ	5	
4166	瞳	d	oŋ	2	
4167	瞻	ts(tʃ)	ɵ	1	
4168	瞼	tɕ	i	3	
4169	瞽	k	ɜuᵝ	3	
4170	瞿	dʑ	yᶽ	2	
4171	矇	m	oŋ	2	
4172	矍	tɕ	ioʔ	7	
4173	矓	l	oŋ	2	
4174	矔	k	uᴇ	5	
4175	矗	tsʰ	oʔ	7	
4176	矚	ts(tʃ)	oʔ	7	
4177	矛	m	æ	2	
4178	矛	m	øʏ	2	
4179	矜	tɕ	iən	1	
4180	矢	s(ʃ)	ʮ(ʯ)	3	
4181	矣	ɦ	iᶽ	2	
4182	矣	ɦ	iᶽ	6	
4183	知	ts(tʃ)	ʮ(ʯ)	1	
4184	矩	tɕ	yᶽ	3	
4185	矬	z	ɜuᵝ	2	
4186	短	t	ɵ	3	
4187	矮		ɑˠ	3	
4188	矯	tɕ	iæ	3	
4189	石	t	ᴇ	5	
4190	石	z	ɑˠʔ	8	
4191	石	z(ʒ)	əʔ	8	
4192	矴	t	in	5	
4193	矸	k	ɵ	1	
4194	矽	k	uᴇ	1	
4195	矽	z	iɪʔ	8	
4196	砂	s	uˠ	1	
4197	砌	tsʰ	iᶽ	5	
4198	砍	kʰ	ɵ	3	
4199	砑	ŋ	ɑˠ	6	
4200	砒	pʰ	iᶽ	1	
4201	研	ȵ	i	1	
4202	砝	f	aʔ	7	
4203	砣	d	ɜuᵝ	2	
4204	砥	t	iᶽ	3	
4205	砧	ts(tʃ)	ən	1	
4206	砭	p	i	1	
4207	砰	pʰ	ən	1	
4208	破	pʰ	ʉᵝ	5	
4209	砷	s(ʃ)	ən	1	
4210	硃	ts(tʃ)	ʮ(ʯ)	1	
4211	硌	l	oʔ	8	
4212	硍	kʰ	ən	5	
4213	硎	ɦ	iən	2	
4214	硝	s	iæ	1	
4215	硤	ɦ	aʔ	8	
4216	硨	tsʰ	uˠ	1	
4217	硫	l	øʏ	2	
4218	硬	ŋ	ã	6	
4219	硯	ȵ	i	6	
4220	硼	b	ã	2	
4221	碉	t	iæ	1	
4222	碌	l	oʔ	8	
4223	碎	s	ᴇ	5	
4224	碑	p	ᴇ	1	
4225	碓	t	ᴇ	5	
4226	碗		uɵ	3	
4227	碘	t	i	3	
4228	碟	d	iɪʔ	8	
4229	碣	dʑ	iəʔ	8	
4230	碧	p	iɪʔ	7	
4231	碩	z	ɑˠʔ	8	
4232	碩	z(ʒ)	əʔ	8	
4233	碫	t	uˠ	5	
4234	碫	t	ɵ	5	
4235	碭	d	ɑ̃ˠ	6	
4236	碰	pʰ	ã	3	
4237	碰	pʰ	ã	5	
4238	碰	b	ã	6	
4239	碳	tʰ	ᴇ	5	
4240	確	tɕʰ	ioʔ	7	
4241	碼	m	uˠ	6	
4242	碾	ȵ	i	1	
4243	磁	z	ɿ	2	
4244	磅	p	ɑ̃ˠ	3	
4245	磅	b	ɑ̃ˠ	2	
4246	磈	kʰ	uᴇ	3	
4247	磊	l	ᴇ	6	
4248	磋	tsʰ	ɜuᵝ	1	
4249	磐	b	ɵ	2	
4250	磕	kʰ	əʔ	7	
4251	磚	ts(tʃ)	ɵ	1	
4252	磣	tsʰ	ən	3	
4253	磨	m	uˠ	1	
4254	磨	m	uˠ	2	
4255	磬	tɕʰ	iən	5	
4256	磯	tɕ	iᶽ	1	
4257	磴	t	ən	5	
4258	磷	l	in	2	
4259	磸	d	in	6	
4260	磺	ɦ	uɑ̃ˠ	2	
4261	礁	ts	iæ	1	
4262	礅	t	ən	1	
4263	礎	tsʰ	ɜuᵝ	3	
4264	礓	tɕ	iã	1	
4265	礙	ŋ	ᴇ	6	
4266	礦	kʰ	uɑ̃ˠ	3	
4267	礪	l	iᶽ	6	
4268	礫	l	iɪʔ	8	
4269	礬	v	ᴇ	2	
4270	礱	l	oŋ	2	
4271	礴	b	oʔ	8	
4272	礵	s(ʃ)	ɑ̃ˠ	1	
4273	示	z(ʒ)	ʮ(ʯ)	6	
4274	社	z	uˠ	6	
4275	社	z(ʒ)	øʏ	6	
4276	祀	z	ɿ	6	
4277	祁	dʑ	iᶽ	2	
4278	祇	dʑ	iᶽ	2	
4279	祈	dʑ	iᶽ	2	
4280	祉	ts(tʃ)	ʮ(ʯ)	3	
4281	祐	ɦ	ʏ	6	
4282	祕	p	iᶽ	5	
4283	祖	ts	ɜuᵝ	3	
4284	祚	z	ɜuᵝ	6	
4285	祛	tɕʰ	yᶽ	1	
4286	祜	ɦ	ɜuᵝ	6	
4287	祝	ts(tʃ)	oʔ	7	
4288	神	z(ʒ)	ən	2	
4289	祟	s	ᴇ	5	
4290	祠	z	ɿ	2	
4291	祥	z	iã	2	
4292	祧	tʰ	iæ	1	
4293	票	pʰ	iæ	5	
4294	祭	ts	iᶽ	5	
4295	祺	dʑ	iᶽ	2	
4296	祿	l	oʔ	8	
4297	禁	tɕ	iən	1	
4298	禁	tɕ	iən	5	
4299	禍	ɦ	ɜuᵝ	6	
4300	禎	ts(tʃ)	ən	1	
4301	福	f	oʔ	7	
4302	禦	ȵ	yᶽ	6	
4303	禧	ɕ	iᶽ	3	
4304	禪	z(ʒ)	ɵ	2	
4305	禪	z(ʒ)	ɵ	6	
4306	禮	l	iᶽ	6	
4307	禰	m	iᶽ	1	
4308	禱	t	æ	3	
4309	禳	z(ʒ)	ã	2	
4310	禹	ɦ	yᶽ	6	
4311	禺	ȵ	yᶽ	2	
4312	禺	ȵ	yᶽ	6	
4313	禽	dʑ	iən	2	
4314	禾	ɦ	ɜuᵝ	2	
4315	禿	tʰ	oʔ	7	
4316	秀	s	øʏ	5	
4317	私	s	ɿ	1	
4318	秈	s	i	1	
4319	秉	p	in	3	
4320	秋	tsʰ	øʏ	1	
4321	科	kʰ	ɜuᵝ	1	
4322	秒	m	iæ	6	
4323	秕	p	iᶽ	3	
4324	秘	p	iᶽ	5	
4325	秚	b	ɵ	6	
4326	租	ts	ɜuᵝ	1	
4327	秣	m	əʔ	8	
4328	秤	tsʰ(tʃʰ)	ən	5	
4329	秦	z	in	2	
4330	秧		iã	1	
4331	秩	z(ʒ)	əʔ	8	
4332	秸	tɕ	iəʔ	7	
4333	移	ɦ	iᶽ	2	
4334	稀	ɕ	iᶽ	1	
4335	稂	l	ɑ̃ˠ	6	
4336	稅	s	ᴇ	5	
4337	稈	k	ɵ	3	
4338	程	z(ʒ)	ən	2	
4339	稍	s	æ	1	
4340	稔	z(ʒ)	ən	6	
4341	稗	b	ɑˠ	6	
4342	稗	b	ᴇ	6	
4343	稚	z(ʒ)	ʮ(ʯ)	6	
4344	稝	m	ã	6	
4345	稞	kʰ	ɜuᵝ	1	
4346	稟	p	in	3	
4347	稠	z(ʒ)	øʏ	2	
4348	種	ts(tʃ)	oŋ	3	
4349	種	ts(tʃ)	oŋ	5	
4350	稱	tsʰ(tʃʰ)	ən	1	
4351	稱	tsʰ(tʃʰ)	ən	5	
4352	稷	ts	iɪʔ	7	
4353	稻	d	æ	6	
4354	稼	k	ɑˠ	5	
4355	稼	tɕ	iɑˠ	5	
4356	稽	tɕ	iᶽ	1	
4357	稽	tɕ	iᶽ	5	
4358	稿	k	æ	3	
4359	穀	k	oʔ	7	
4360	穗	z(ʒ)	ʮ(ʯ)	6	
4361	穗	z	ᴇ	6	
4362	穆	m	oʔ	8	
4363	穌	s	ɜuᵝ	1	
4364	積	ts	iɪʔ	7	
4365	穎	ɦ	iən	6	
4366	穡	s	əʔ	7	
4367	穢	ɦ	uᴇ	6	
4368	穢		uᴇ	5	
4369	穩		uən	3	
4370	穫	ɦ	uəʔ	8	
4371	穰	z(ʒ)	ã	2	
4372	穴	ɦ	yəʔ	8	
4373	究	tɕ	ʏ	5	
4374	穹	tsʰ(tʃʰ)	oŋ	1	~窿山
4375	穹	tɕʰ	ioŋ	1	
4376	空	kʰ	oŋ	1	
4377	空	kʰ	oŋ	5	
4378	穽	z	in	6	
4379	穿	tsʰ(tʃʰ)	ɵ	1	
4380	突	d	əʔ	8	
4381	窄	ts	aʔ	7	
4382	窈		iæ	1	
4383	窒	ts(tʃ)	əʔ	7	
4384	窕	d	iæ	6	
4385	窖	k	æ	5	
4386	窖	tɕ	iæ	5	
4387	窗	tsʰ(tʃʰ)	ɑ̃ˠ	1	
4388	窘	tɕ	yən	3	
4389	窟	kʰ	uəʔ	7	
4390	窠	kʰ	ɜuᵝ	1	
4391	窨		iən	5	
4392	窩		ɜuᵝ	1	
4393	窪		uɑˠ	1	
4394	窪		uˠ	1	
4395	窬	ɦ	yᶽ	2	
4396	窮	dʑ	ioŋ	2	
4397	窯	ɦ	iæ	2	
4398	窶	dʑ	yᶽ	6	
4399	窺	kʰ	uᴇ	3	
4400	窿	l	oŋ	2	
4401	竄	tsʰ	ɵ	5	
4402	竅	tɕʰ	iæ	5	
4403	竇	d	øʏ	6	
4404	竈	ts	æ	5	
4405	竊	tsʰ	iɪʔ	7	
4406	立	l	iɪʔ	8	
4407	站	z	ᴇ	6	
4408	竟	tɕ	iən	5	
4409	章	ts(tʃ)	ã	1	
4410	章	ts	ɑ̃ˠ	1	
4411	竣	ts	in	5	
4412	童	d	oŋ	2	
4413	竦	s	oŋ	3	
4414	竭	dʑ	iəʔ	8	
4415	端	t	ɵ	1	
4416	竵	h	uɑˠ	1	
4417	競	dʑ	iən	6	
4418	竹	ts(tʃ)	oʔ	7	
4419	竺	ts(tʃ)	oʔ	7	
4420	竽		yᶽ	1	
4421	竿	k	ɵ	1	
4422	笄	tɕ	iᶽ	1	
4423	笆	p	uˠ	1	
4424	笈	dʑ	iəʔ	8	
4425	笊	ts	ɑˠ	3	
4426	笏	h	uəʔ	7	
4427	笑	s	iæ	5	
4428	笙	s	ã	1	
4429	笙	s	ən	1	
4430	笛	d	iɪʔ	8	
4431	笞	tsʰ(tʃʰ)	ʮ(ʯ)	1	
4432	笠	l	iɪʔ	8	
4433	笡	tsʰ	iɑˠ	5	
4434	笤	d	iæ	2	
4435	笥	s	ɿ	5	
4436	符	v	ʉᵝ	2	
4437	笨	b	ən	6	
4438	第	d	iᶽ	6	
4439	笳	ɡ	ɑˠ	2	
4440	笳	dʑ	iɑˠ	2	
4441	筅	s	i	3	
4442	筆	p	iɪʔ	7	
4443	筇	dʑ	ioŋ	2	
4444	等	t	ən	3	
4445	筋	tɕ	iən	1	
4446	筌	tsʰ	i	1	
4447	筍	s(ʃ)	ən	3	
4448	筏	v	aʔ	8	
4449	筐	kʰ	uɑ̃ˠ	1	
4450	筒	d	oŋ	6	
4451	答	t	aʔ	7	
4452	答	t	əʔ	7	
4453	策	tsʰ	ɑˠʔ	7	
4454	策	tsʰ	əʔ	7	
4455	筠	ɦ	yən	2	
4456	筢	b	uˠ	2	
4457	筧	tɕ	i	3	
4458	筱	s	iæ	1	
4459	筱	s	iæ	3	
4460	筲	s	æ	1	
4461	筴	tɕ	iəʔ	7	
4462	筵	ɦ	i	2	
4463	筷	kʰ	uᴇ	1	
4464	箉	d	ɑˠ	6	
4465	箋	tsʰ	i	1	
4466	箍	k	ɜuᵝ	1	
4467	箏	ts	ən	1	
4468	箑	s	aʔ	7	
4469	箒	ts(tʃ)	øʏ	3	
4470	箓	l	oʔ	8	
4471	箔	b	oʔ	8	
4472	箕	tɕ	iᶽ	1	
4473	算	s	ɵ	5	
4474	箜	kʰ	oŋ	1	
4475	箝	dʑ	i	2	
4476	管	k	uɵ	3	
4477	箬	ȵ	iɑˠʔ	8	
4478	箭	ts	i	5	
4479	箱	s	iã	1	
4480	箴	ts(tʃ)	ən	1	
4481	箸	z(ʒ)	ʮ(ʯ)	6	
4482	節	ts	iɪʔ	7	
4483	篁	ɦ	uɑ̃ˠ	2	
4484	範	v	ᴇ	6	
4485	篅	z	ᴇ	2	
4486	篆	z(ʒ)	ɵ	6	
4487	篇	pʰ	i	1	
4488	築	ts(tʃ)	oʔ	7	
4489	篋	tɕʰ	iəʔ	7	
4490	篌	ɦ	øʏ	2	
4491	篙	k	æ	1	
4492	篝	k	øʏ	1	
4493	篡	ts	ɵ	5	
4494	篤	t	oʔ	7	
4495	篥	l	iɪʔ	8	
4496	篦	p	i	1	
4497	篩	s	ɿ	1	
4498	篩	s	ɑˠ	1	
4499	篪	z(ʒ)	ʮ(ʯ)	2	
4500	篫	ts(tʃ)	oʔ	7	
4501	篰	b	ʉᵝ	6	
4502	篳	p	iɪʔ	7	
4503	篷	b	oŋ	2	
4504	篾	m	iɪʔ	8	
4505	簇	tsʰ	oʔ	7	
4506	簋	k	uᴇ	3	
4507	簌	s	oʔ	7	
4508	簍	l	øʏ	6	
4509	簏	l	oʔ	8	
4510	簞	t	ᴇ	1	
4511	簡	tɕ	i	3	
4512	簣	ɡ	uᴇ	6	
4513	簧	ɦ	uɑ̃ˠ	2	
4514	簪	ts	ɵ	1	
4515	簫	s	iæ	1	
4516	簸	p	ʉᵝ	1	
4517	簽	tsʰ	i	1	
4518	簾	l	i	2	
4519	簿	b	ʉᵝ	2	
4520	簿	b	ʉᵝ	6	
4521	籀	z(ʒ)	øʏ	6	
4522	籃	l	ᴇ	2	
4523	籌	z(ʒ)	øʏ	2	
4524	籍	z	iɪʔ	8	
4525	籙	l	oʔ	8	
4526	籜	tʰ	oʔ	7	
4527	籟	l	ᴇ	6	
4528	籠	l	oŋ	2	
4529	籢	l	i	2	
4530	籤	tsʰ	i	1	
4531	籩	p	i	1	
4532	籪	t	ɵ	5	
4533	籬	l	iᶽ	2	
4534	籭	s	ɑˠ	1	
4535	籮	l	ɜuᵝ	2	
4536	籲	ɦ	yᶽ	6	
4537	米	m	iᶽ	6	
4538	籷	ts	ɑˠʔ	7	
4539	籽	ts	ɿ	3	
4540	粉	f	ən	3	
4541	粒	l	iɪʔ	8	
4542	粕	pʰ	ɑˠʔ	7	
4543	粕	pʰ	əʔ	7	
4544	粗	tsʰ	ɜuᵝ	1	
4545	粘	ts(tʃ)	ɵ	1	
4546	粞	s	iᶽ	1	
4547	粟	s	oʔ	7	
4548	粢	ts	ɿ	1	
4549	粥	ts(tʃ)	oʔ	7	
4550	粱	l	iã	2	
4551	粲	tsʰ	ᴇ	5	
4552	粳	k	ã	1	
4553	粳	k	ən	1	
4554	粵	ɦ	yəʔ	8	
4555	粹	z	ᴇ	6	
4556	粼	l	in	2	
4557	糉	ts	oŋ	5	
4558	精	ts	in	1	
4559	糂	s	ɵ	3	
4560	糉	ts	oŋ	5	
4561	糊	ɦ	ɜuᵝ	2	
4562	糕	k	æ	1	
4563	糖	d	ɑ̃ˠ	2	
4564	糗	ɕ	ʏ	3	
4565	糙	tsʰ	æ	5	
4566	糜	m	iᶽ	1	
4567	糜	m	iᶽ	2	
4568	糝	s	ᴇ	3	
4569	糞	f	ən	5	
4570	糟	ts	æ	1	
4571	糠	kʰ	ɑ̃ˠ	1	
4572	糧	l	iã	2	
4573	糯	n	ɜuᵝ	6	
4574	糰	d	ɵ	2	
4575	糲	l	iᶽ	6	
4576	糴	d	iɪʔ	8	
4577	糶	tʰ	iæ	5	
4578	系	ɦ	iᶽ	6	
4579	糾	tɕ	ʏ	1	
4580	紀	tɕ	iᶽ	5	
4581	紂	z(ʒ)	øʏ	6	
4582	約		iɑˠʔ	7	
4583	紅	ɦ	oŋ	2	
4584	紆		yᶽ	1	
4585	紈	ɦ	uɵ	2	
4586	紉	z(ʒ)	ən	6	
4587	紊	v	ən	6	
4588	紋	v	ən	2	
4589	納	n	aʔ	8	
4590	納	n	əʔ	8	
4591	紐	ŋ	øʏ	6	
4592	紐	ȵ	ʏ	6	
4593	紓	s(ʃ)	ʮ(ʯ)	1	
4594	純	z(ʒ)	ən	2	
4595	紕	pʰ	iᶽ	1	
4596	紗	s	uˠ	1	
4597	紙	ts	ɿ	3	
4598	級	tɕ	iəʔ	7	
4599	紛	f	ən	1	
4600	紜	ɦ	yən	2	
4601	紟	tɕ	iən	1	
4602	素	s	ɜuᵝ	5	
4603	紡	f	ɑ̃ˠ	3	
4604	索	s	oʔ	7	
4605	紫	ts	ɿ	3	
4606	紬	z(ʒ)	øʏ	2	
4607	紮	ts	aʔ	7	
4608	累	l	ᴇ	3	
4609	累	l	ᴇ	6	
4610	細	s	iᶽ	5	
4611	紱	f	əʔ	7	
4612	紳	s(ʃ)	ən	1	
4613	紴	pʰ	iᶽ	3	
4614	紹	z(ʒ)	æ	6	
4615	紼	f	əʔ	7	
4616	絀	tsʰ(tʃʰ)	əʔ	7	
4617	終	ts(tʃ)	oŋ	1	
4618	絃	ɦ	i	2	
4619	組	ts	ɜuᵝ	3	
4620	絆	p	ᴇ	5	
4621	絆	b	ɵ	6	
4622	絎	ɦ	ɑ̃ˠ	2	
4623	絏	s	iɪʔ	7	
4624	結	tɕ	iəʔ	7	
4625	絓	k	uɑˠ	5	
4626	絕	z	iɪʔ	8	
4627	絛	tʰ	æ	1	
4628	絝	kʰ	ɜuᵝ	5	
4629	絞	k	æ	3	
4630	絞	tɕ	iæ	3	
4631	絡	l	oʔ	8	
4632	絢	ɕ	iɵ	5	
4633	絣	p	ã	1	
4634	給	tɕ	iəʔ	7	
4635	絨	ȵ	ioŋ	2	
4636	絮	s	iᶽ	5	
4637	統	tʰ	oŋ	3	
4638	絲	s	ɿ	1	
4639	絳	tɕ	iɑ̃ˠ	5	
4640	絹	tɕ	iɵ	5	
4641	綁	p	ɑ̃ˠ	3	
4642	綃	s	iæ	1	
4643	綆	k	ã	3	
4644	綆	k	ən	3	
4645	綈	tʰ	iᶽ	1	
4646	綏	s	ᴇ	1	
4647	經	tɕ	iən	1	
4648	綜	ts	oŋ	1	
4649	綠	l	oʔ	8	
4650	綢	z(ʒ)	øʏ	2	
4651	綣	dʑ	iɵ	2	
4652	綫	s	i	5	
4653	綬	z(ʒ)	øʏ	6	
4654	維	v	iᶽ	2	
4655	綰		uᴇ	3	
4656	綱	k	ɑ̃ˠ	1	
4657	網	m	ɑ̃ˠ	6	
4658	綴	ts	ᴇ	3	
4659	綴	ts	ᴇ	5	
4660	綵	tsʰ	ᴇ	3	
4661	綸	k	uᴇ	1	
4662	綸	l	ən	2	
4663	綹	l	øʏ	6	
4664	綺	tɕʰ	iᶽ	3	
4665	綻	z	ᴇ	6	
4666	綽	tsʰ(tʃʰ)	ɑˠʔ	7	
4667	綾	l	in	2	
4668	綿	m	i	2	
4669	緄	k	uən	3	
4670	緇	ts	ɿ	1	
4671	緊	tɕ	iən	3	
4672	緋	f	iᶽ	1	
4673	緖	z	iᶽ	6	
4674	緔	z	ɑ̃ˠ	6	
4675	緗	s	iã	1	
4676	緘	tɕ	i	1	
4677	緙	k	əʔ	7	
4678	線	s	i	5	
4679	緝	tsʰ	iɪʔ	7	
4680	緞	d	ɵ	6	
4681	締	t	iᶽ	5	
4682	緡	m	in	2	
4683	緣	ɦ	iɵ	2	
4684	編	p	i	1	
4685	緩		uɵ	3	
4686	緬	m	i	6	
4687	緯	ɦ	yᶽ	6	
4688	緯	ɦ	uᴇ	6	
4689	緲	m	iæ	3	
4690	練	l	i	6	
4691	緶	b	i	2	
4692	緻	ts(tʃ)	ʮ(ʯ)	5	
