ʦɿ	1	33	资姿咨兹滋孜□(内心像抓挠般难受：心里～)	
ʦɿ	2	13	糍慈磁祠辞	
ʦɿ	3	42	紫姊子籽梓滓	
ʦɿ	5	45	巳	
ʦɿ	6	21	自字牸	
ʦʰɿ	1	33	疵雌差(参～)	
ʦʰɿ	2	13	瓷词	
ʦʰɿ	3	42	此	
ʦʰɿ	5	45	刺赐次伺(～候)	
sɿ	1	33	丝司私思斯撕师狮	
sɿ	3	42	厕-(茅～)死	
sɿ	5	45	四肆祀侍似饲嗣伺(～机)	
sɿ	6	21	寺事伺(服～)	
tʂʅ	1	33	之芝支枝肢栀知	
tʂʅ	2	13	持弛	
tʂʅ	3	42	纸止址旨指脂	
tʂʅ	5	45	制治置智至致志痣蛰-痔雉(～鸡)	
tʂʅ	6	21	□(小孩顽皮而执拗：～孽)	
tʂʅ	7	24	趾只(～有)织职质执汁侄直值殖植掷蜘指(～头)	
tʂʰʅ	1	33	痴哧摛(～手)匙(钥～)泚(～滑咯)	
tʂʰʅ	2	13	池迟	
tʂʰʅ	3	42	耻齿侈□(搭理：莫～他)	
tʂʰʅ	5	45	滞翅稚峙	
tʂʰʅ	7	24	秩赤尺斥	
ʂʅ	1	33	诗尸施豉	
ʂʅ	2	13	时	
ʂʅ	3	42	使史驶始屎矢	
ʂʅ	5	45	世势誓逝试氏示视嗜式恃	
ʂʅ	6	21	柿市是	
ʂʅ	7	24	十什石拾适识实室失=蚀食湿饰释	
ʐʅ	7	24	日=	
pi	2	13	琵疲脾啤	
pi	3	42	比俾妣彼	
pi	5	45	潷(将汤药等从容器中倒出液体：～药)	
pi	7	24	笔毕必泌弼逼碧璧辟鼻	
pʰi	1	33	批	
pʰi	2	13	枇皮	
pʰi	3	42	彼鄙	
pʰi	5	45	屁庇痹	
pʰi	7	24	匹辟僻劈=霹譬=(～如)	
mi	1	33	眯=咪	
mi	2	13	弥=靡=糜=	
mi	3	42	米	
mi	7	24	密蜜觅汨	
ti	1	33	低	
ti	2	13	提题啼	
ti	3	42	底抵	
ti	5	45	帝缔谛弟=递=地=	
ti	6	21	第弟-递-	
ti	7	24	的嫡滴=笛迪敌狄涤	
tʰi	1	33	梯锑	
tʰi	2	13	堤蹄	
tʰi	3	42	体	
tʰi	5	45	替涕剃屉隶逮	
tʰi	6	21	地-	
tʰi	7	24	剔惕踢=籴	
li	2	13	驴梨犁黎厘狸离篱璃漓	
li	3	42	旅礼李里理鲤娌履	
li	5	45	厉励吏荔栗丽俪粒利例=泪-	
li	6	21	例-痢	
li	7	24	率立笠律力历沥雳漓(～箕)	
ʨi	2	13	脐齐荠	
ʨi	3	42	挤	
ʨi	5	45	剂荠济祭际穄聚□(～～：指乳房或奶水)	
ʨi	7	24	缉集辑疾即鲫脊积迹籍藉稷寂	
ʨʰi	1	33	蛆趋妻栖	
ʨʰi	2	13	徐齐	
ʨʰi	3	42	取娶	
ʨʰi	5	45	趣砌	
ʨʰi	7	24	七漆焌(～黑火)黢(黑～～)戚	
ɕi	1	33	需须鬚西牺犀绥	
ɕi	3	42	洗玺徙	
ɕi	5	45	序叙絮细绪	
ɕi	7	24	习胥婿袭膝悉恤息熄媳席昔惜夕戌析锡	
ci	1	33	鸡肌基几(茶～)饥讥机姬	
ci	2	13	奇骑琦崎歧岐鳍其琪棋期祁	
ci	3	42	几(～个)纪己	
ci	5	45	计继系(～带子)髻寄记忌既季	
ci	6	21	徛	
ci	7	24	急给吉戟屐棘击激及极级稽	
cʰi	1	33	欺	
cʰi	2	13	旗祈	
cʰi	3	42	启起杞岂	
cʰi	5	45	契技妓器弃气汽泣企	
cʰi	7	24	乞讫迄泣	
ɲi	1	33	妮	
ɲi	2	13	尼泥呢倪宜谊疑沂仪	
ɲi	3	42	拟你=	
ɲi	5	45	艺义议腻毅诣	
ɲi	6	21	蚁腻-	
ɲi	7	24	日-匿逆腻=	
çi	1	33	奚溪嘻嬉禧熙希稀兮羲曦	
çi	2	13	携	
çi	3	42	喜禧玺	
çi	5	45	系(联～)戏	
çi	6	21	繫(桶子等物的提手)	
çi	7	24	吸	
i	1	33	伊衣依医	
i	2	13	移姨夷怡贻遗颐沂彝懿(～德)	
i	3	42	椅已以	
i	5	45	冀肄意异亿忆翼	
i	6	21	易(～得)	
i	7	24	一易(姓～)揖逸抑液益缢译绎邑亦	
pu	2	13	葡匍荸□(一绺：一～头发)	
pu	3	42	补	
pu	5	45	布怖佈埠(河～头)	
pu	6	21	部簿步□(～水：嘴压紧吐水)	
pu	7	24	不	
pʰu	1	33	铺(床～；做量词：一～被窝)	
pʰu	2	13	菩蒲脯	
pʰu	3	42	普谱甫哺圃浦捕辅-(～导)	
pʰu	5	45	铺(～子)	
pʰu	7	24	赴卜扑仆曝瀑勃渤蹼(鸭～)	
ɸu	1	33	乎呼夫肤敷麸	
ɸu	2	13	胡湖蝴瑚葫狐俘孵芙扶凫符壶斛(石～)	
ɸu	3	42	虎唬琥府俯腑腐斧抚浒(水～传)辅=	
ɸu	5	45	父付附沪妇负副傅赋瓠(～子)	
ɸu	6	21	户护互	
ɸu	7	24	服弗佛拂沸(～点)福幅辐蝠匐伏袱复腹馥覆勿忽	
ku	1	33	姑鸪菇轱估=(～计)孤箍	
ku	3	42	古钴牯估-((猜))蛊(放～)股鼓贾(商～)	
ku	5	45	故固雇顾痼(～疾)	
ku	6	21	汩(～～:吐泡泡)	
ku	7	24	骨谷	
kʰu	1	33	枯骷	
kʰu	2	13	跍((蹲着))	
kʰu	3	42	苦	
kʰu	5	45	裤库酷	
kʰu	7	24	哭窟	
u	1	33	污乌坞钨(～丝)邬巫诬兀(～自)	
u	2	13	吴蜈吾梧无	
u	3	42	五伍捂舞午武侮妩	
u	5	45	误悟戊务恶婺	
u	6	21	雾	
u	7	24	物屋勿毋	
cy	1	33	猪居車(～马（象棋）)拘驹朱株诛蛛驹褚	
cy	2	13	储躇橱瞿衢(街～)渠	
cy	3	42	举主煮	
cy	5	45	著巨拒距具惧俱飓句剧据踞注驻蛀	
cy	6	21	苎住拄柱箸矩	
cy	7	24	桔局菊掬橘	
cʰy	1	33	区驱躯岖枢	
cʰy	2	13	除厨	
cʰy	3	42	相处杵(木～)渚	
cʰy	5	45	处(～所)	
cʰy	6	21	噘(～嘴巴)	
cʰy	7	24	屈出	
ɲy	3	42	女	
çy	1	33	书吁输抒舒虚嘘墟殊姝	
çy	3	42	暑薯署黍鼠许诩	
çy	5	45	术=曙竖恕庶戍	
çy	6	21	树薯(红～)	
ɕy	7	24	术-(算～)述秫	
y	1	33	淤	
y	2	13	鱼渔如余于盂迂愚儒虞娱俞渝瑜逾榆愉庾谀竽	
y	3	42	与乳雨宇语羽禹隅	
y	5	45	预豫誉裕峪喻愈遇玉钰御郁驭寓毓(钟灵～秀)	
y	6	21	芋妪(老～)	
y	7	24	擩(～进去)域役(衙～)疫入熨(～贴)	
pa	1	33	巴芭疤琶杷粑笆	
pa	2	13	爬扒	
pa	3	42	把(～握)㞎(～～：屎或脏东西)	
pa	5	45	罢坝霸把(刀～)	
pa	6	21	罢(～是：特意)	
pa	7	24	八爸	
pʰa	1	33	擘(两腿张开：～开)	
pʰa	2	13	耙	
pʰa	3	42	□(拟声词，如炸裂的声音：气球～了)	
pʰa	5	45	怕	
pʰa	6	21	稗	
pʰa	7	24	拔跋	
ma	6	21	妈□(～稀：不爱整洁)蟆(蛤～)	
ma	2	13	麻	
ma	3	42	马码□(偷走东西：～起走)	
ma	5	45	□(形容很旧：～旧)	
ma	6	21	骂	
ma	7	24	抹	
ɸa	1	33	花	
ɸa	2	13	华划桦筏	
ɸa	5	45	化划=	
ɸa	6	21	画话=划-	
ɸa	7	24	法乏发伐罚	
ta	3	42	打	
ta	5	45	大=(～学生)	
ta	7	24	答搭达耷	
tʰa	6	21	他她它	
tʰa	7	24	拓塔踏榻塌遢沓趿(～双拖鞋)獭	
la	1	33	拿拉	
la	2	13	挪	
la	3	42	哪□(～糊：不爱卫生或不精致)	
la	5	45	那	
la	6	21	□(形容粗：～粗的)	
la	7	24	纳蜡腊邋辣垃捺楋(～树)	
ʦa	1	33	渣楂喳	
ʦa	2	13	茶搽查	
ʦa	3	42	□(～鱼：用酒腌制的鱼)	
ʦa	5	45	诈炸榨蔗栅醡(酒～)	
ʦa	5	45	□(～子：小灌木丛，荆棘丛)	
ʦa	7	24	杂眨闸吒(哪～)札(信～)摘啄-(鸡～米)砸	
ʦʰa	1	33	叉杈衩差(～别)	
ʦʰa	5	45	岔择(～菜)	
ʦʰa	7	24	察插	
sa	1	33	纱沙莎杉撒(～开尾巴)	
sa	3	42	撒傻	
sa	7	24	萨虱飒杀刹煞靸(～鞋)	
tʂa	7	24	只隻炙	
ʂa	5	45	射-	
ʂa	6	21	□(口水等流出：～涎（馋）)	
ka	1	33	家-(～娘:女方的母亲)痂	
ka	5	45	架-嫁-驾-	
ka	6	21	□(量词，用手指量从拇指尖到中指尖或者两脚跨一步之间的距离都叫一～；动词，跨：～过去)	
ka	7	24	夹-荚挟裌(～衣)甲-(指～子)胛胳匣-	
kʰa	1	33	掐(～颈根)	
kʰa	2	13	蛤-(～蟆)	
kʰa	3	42	卡	
kʰa	5	45	胯(～裆)	
kʰa	7	24	恰-掐(～人)	
ŋa	1	33	丫叉桠□(张开嘴：～口看看)	
ŋa	2	13	牙-芽-衙伢	
ŋa	3	42	哑	
ŋa	5	45	咬-(～人)	
ŋa	6	21	砑(～胡椒)	
ŋa	7	24	砑(～在书里面)压-鸭押-轧	
xa	1	33	虾-(河～)哈(～气)	
xa	3	42	哈(～巴狗)	
xa	6	21	下-(底～；都：大家～有份)	
xa	7	24	吓瞎	
pʰa	3	42	□(炸裂：气球～了)	
pʰa	5	45	怕	
pʰa	6	21	稗	
pʰa	7	24	拔跋	
ma	1	33	妈□(～稀：不爱整洁)蟆(蛤～)	
ma	2	13	麻	
ma	3	42	马码□(偷走东西：～起走)	
ma	5	45	□(形容很旧：～旧)	
ma	6	21	骂	
ma	7	24	抹	
ɸa	1	33	花	
ɸa	2	13	华划桦筏	
ɸa	5	45	化划=	
ɸa	6	21	画话=划-	
ɸa	7	24	法乏发伐罚	
ta	3	42	打	
ta	5	45	大=(～学生)	
ta	7	24	答搭达耷	
tʰa	1	33	他她它	
tʰa	7	24	拓塔踏榻塌遢沓趿(～双拖鞋)獭	
la	1	33	拿拉	
la	2	13	挪	
la	3	42	哪□(～糊：不爱卫生或不精致)	
la	5	45	那	
la	6	21	□(形容粗：～粗的)	
la	7	24	纳蜡腊邋辣垃捺楋(～树)	
tsa	1	33	渣楂喳	
tsa	2	13	茶搽查	
tsa	3	42	酢(～鱼：用酒腌制的鱼)	
ʦa	5	45	诈炸榨蔗栅醡(酒～)	
ʦa	6	21	□(～子：小灌木丛，荆棘丛)	
ʦa	7	24	杂眨闸吒(哪～)札(信～)摘啄=(鸡～米)砸	
ʦʰa	1	33	叉杈衩差(～别)	
ʦʰa	5	45	岔择(～菜)	
ʦʰa	7	24	察插	
sa	1	33	纱沙莎杉撒(～开尾巴)	
sa	3	42	撒傻	
sa	7	24	萨虱飒杀刹煞靸(～鞋)	
tʂa	7	24	只隻炙	
ʂa	5	45	射	
ʂa	6	21	射(口水等流出：～涎:馋）	
ka	1	33	家(～娘)痂	
ka	5	45	架嫁驾	
ka	6	21	□(量词，用手指量从拇指尖到中指尖或者两脚跨一步之间的距离都叫一～；动词，跨：～过去)	
ka	7	24	夹荚挟裌(～衣)甲(指～子)胛胳匣	
kʰa	1	33	掐(～颈根)	
kʰa	2	13	蛤(～蟆)	
kʰa	3	42	卡	
kʰa	5	45	胯(～裆)	
kʰa	7	24	恰掐(～人)	
ŋa	1	33	丫叉桠阿(张开嘴：～口看看)	
ŋa	2	13	牙芽衙伢	
ŋa	3	42	哑	
ŋa	5	45	咬(～人)	
ŋa	6	21	砑(～胡椒)	
ŋa	7	24	砑(～在书里面)压鸭押轧	
xa	1	33	虾(河～)哈(～气)	
xa	3	42	哈(～巴狗)	
xa	6	21	下(底～；都：大家～有份)	
xa	7	24	吓瞎	
pia	6	21	□(形容很稀很烂：泥巴～泻)	
pʰia	3	42	□(～淡的：形容很淡)	
pʰia	7	24	劈	
tia	1	33	爹(指爷爷)	
tia	2	13	提	
tia	5	45	点(形容很少一点点：～子)	
tia	7	24	滴(～血)	
tʰia	7	24	踢缔(捆绑：～紧点)	
lia	1	33	嗲(放～:撒娇)	
lia	2	13	□(爬,通常指不太高的地方）：～得谷堆上去)	
lia	3	42	咧(吐出：～舌子)	
lia	7	24	□(累：今天很～)	
ʨia	5	45	□(形容很湿：衣服打的～湿的)	
ʨia	7	24	□(很：这小孩～细起就是娭毑带哒；衣服汗湿了，～润咯)	
ʨʰia	5	45	笡(斜：～眼睛)	
ɕia	5	45	泻(～屎)	
cia	1	33	加枷嘉袈佳家傢	
cia	3	42	假贾(姓～)	
cia	5	45	价架驾嫁稼	
cia	7	24	甲夹钾□(脾气倔强：发～)	
cʰia	7	24	恰洽吃	
ɲia	2	13	粘	
ɲia	3	42	惹	
ɲia	5	45	肏(骂娘：～娘)	
çia	1	33	虾基围虾	
çia	2	13	霞瑕遐暇	
çia	5	45	夏(姓～)厦(～门)下(为人抠门又品行不好：为人~)	
çia	6	21	下(～决心)夏(～天)	
çia	7	24	辖峡侠狭匣狎	
ia	1	33	鸦丫(～头)	
ia	2	13	爷(父亲)	
ia	3	42	也野雅	
ia	5	45	亚(～洲)	
ia	6	21	夜	
ia	7	24	压押	
tʂua	1	33	抓	
tʂua	3	42	爪	
tʂua	5	45	□(～～叫)	
tʂʰua	5	45	踹	
ʂua	3	42	耍	
ʂua	7	24	刷□(用手抽打：～嘴巴)	
kua	1	33	瓜呱	
kua	3	42	寡剐□(～鸡蛋：没能孵出小鸡的蛋)	
kua	5	45	褂卦挂	
kua	7	24	刮虢	
kʰua	1	33	夸	
kʰua	3	42	垮胯(～骨)	
kʰua	6	21	□(形容人没精神：～泄的，没劲)	
kʰua	7	24	括	
ua	1	33	鸦(老～子)蛙娲(女～娘娘)哇洼	
ua	3	42	瓦搲(～水：舀水)□(打～：干呕)	
ua	6	21	话(～媒)	
ua	7	24	袜挖猾滑	
cya	2	13	瘸(手发～)	
po	1	33	波玻菠	
po	3	42	□(物品很次：你这鞋太～了)	
po	5	45	簸播□(蛋～～:儿语)	
po	6	21	薄(～荷)	
po	7	24	博搏膊缚驳薄(～被窝)鄱钹	
pʰo	1	33	坡	
pʰo	2	13	婆	
pʰo	3	42	剖(解～)叵颇	
pʰo	5	45	破剖(～西瓜)	
mo	1	33	摸(做事慢：～～悉悉)	
mo	2	13	魔磨蘑摩馍模膜	
mo	3	42	母拇么摸(拿，偷盗：～起走)	
mo	5	45	幕慕墓暮募	
mo	6	21	磨(～子)	
mo	7	24	木目穆牧莫寞沐睦	
to	1	33	多	
to	2	13	驮驼陀砣鸵	
to	3	42	朵躲垛	
to	5	45	剁惰堕	
to	6	21	舵□(往下叠放物品：～锅子)	
to	7	24	踱度忖(～夺)	
tʰo	1	33	拖	
tʰo	3	42	妥椭	
tʰo	5	45	唾	
tʰo	7	24	脱托拓	
lo	1	33	啰	
lo	2	13	罗逻萝箩锣螺骡脶	
lo	3	42	裸□(将食物用舌头揉搓：咬不动，～下子算了)	
lo	5	45	烙	
lo	6	21	糯懦□(毒死：～死狗)	
lo	7	24	诺落洛络骆乐(～开花)□(往上放物品：～得阁楼上)	
tso	3	42	左佐	
tso	7	24	作桌捉啄	
tsʰo	1	33	搓蹉	
tsʰo	2	13	昨	
tsʰo	5	45	锉错措柞(～树)	
tsʰo	6	21	坐座	
tsʰo	7	24	撮(～箕)	
so	1	33	嗦蓑梭唆娑□(吸面粉之类：～碗粉)	
so	3	42	所锁琐	
so	7	24	索塑烁蟀(蟋～)	
tʂo	5	45	斫(剁:～肉)	
tʂo	7	24	酌卓镯拙浊灼	
tʂʰo	7	24	着(睡～)绰戳辵(骗人：～人)	
ʂo	5	45	□(丑：样子～；智障：～愚；骗：莫～我)	
ʂo	7	24	芍勺朔硕	
ko	1	33	哥歌戈锅	
ko	3	42	果裹	
ko	5	45	过个	
ko	7	24	鸽割葛各阁搁郭角箇(这里：～里)佮(～朋友)	
kʰo	1	33	科柯窠苛轲	
kʰo	3	42	可颗□(敲击：～脑壳)	
kʰo	5	45	课	
kʰo	7	24	磕渴阔廓扩确壳渴	
ŋo	2	13	鹅俄蛾讹禾	
ŋo	3	42	我	
ŋo	5	45	卧	
ŋo	6	21	饿	
ŋo	7	24	握沃	
xo	1	33	□(哄小孩：～细伢唧)□(形容很嫩：～嫩)	
xo	2	13	何河荷(～花)和(～气)	
xo	3	42	火伙	
xo	5	45	货荷(负～)	
xo	6	21	贺祸嗬(水～～响)	
xo	7	24	合盒活鹤藿霍豁(～出命去了)劐(～开)获或惑喝褐蠚(～人)	
o	1	33	阿(～胶)窝倭屙	
o	2	13	鹅俄蛾讹禾	
o	5	45	卧焐(～手)	
o	7	24	恶握沃讹焐(～汗)	
ʨio	7	24	爵嚼(咀～)	
ʨʰio	5	45	嚼(～不烂)	
ʨʰio	7	24	雀鹊	
ɕio	7	24	削	
cio	7	24	脚	
cʰio	7	24	却觉(察～)	
ɲio	7	24	虐疟弱略掠	
çio	7	24	学	
io	7	24	约药钥跃岳乐(～器)箬	
pə	7	24	白帛伯柏珀百陌北钵	
pʰə	7	24	泊迫拍帕珀魄泼	
mə	7	24	末沫没(～收)墨默麦脉	
tə	7	24	德得	
tʰə	7	24	特忒	
lə	5	45	捋	
lə	7	24	肋勒	
tsə	7	24	则责摘窄贼	
tsʰə	7	24	泽择(～偶)侧测册策拆厕(～所)宅	
sə	7	24	虱瑟色塞	
tʂə	1	33	遮	
tʂə	3	42	者	
tʂə	5	45	鹧蔗	
tʂə	7	24	哲蛰(海～)折浙摘辙	
tʂʰə	1	33	车	
tʂʰə	3	42	扯	
tʂʰə	7	24	彻撤	
ʂə	1	33	奢赊	
ʂə	2	13	蛇佘	
ʂə	3	42	舍(～不得)	
ʂə	5	45	射舍(宿～)社	
ʂə	7	24	舌设涉涩摄失赦	
kə	3	42	弆(把东西藏起来：～哒放柜子里)	
kə	5	45	锯	
kə	6	21	嗝□(粗糙：～粗)	
kə	7	24	隔革格	
kʰə	5	45	去	
kʰə	7	24	刻克客	
ŋə	7	24	额扼轭厄	
xə	7	24	黑赫核吓	
ə	2	13	而	
ə	3	42	耳饵尔	
ə	6	21	二贰	
kuə	7	24	国	
pie	1	33	鳖憋	
pie	7	24	屄(骂人，女阴)	
pʰie	7	24	别撇瞥	
mie	1	33	眯咩(羊～～:蜻蜓)	
mie	7	24	蔑灭篾搣(用手掰开：～桔子)	
tʰie	7	24	叠贴帖蝶碟牒铁迭谍	
lie	5	45	□(歪：字写～哒；脾气不好，不按正道思考：发～)	
lie	7	24	列烈裂猎劣	
ʨie	3	42	姐	
ʨie	5	45	借	
ʨie	7	24	接节	
ʨʰie	3	42	且	
ʨʰie	7	24	妾捷怯切窃截绝劫	
ɕie	1	33	些	
ɕie	3	42	写	
ɕie	5	45	卸	
ɕie	7	24	屑雪薛亵泄(肚子～)	
cie	2	13	茄	
cie	7	24	结洁孑揭	
cʰie	7	24	杰竭	
ɲie	7	24	聂镊蹑业邺孽(造～)捏(～白：无中生有，撒谎)□(凹陷)□(小孩特别顽劣：好～)	
çie	7	24	协胁血穴歇	
ie	1	33	椰揶	
ie	6	21	敥(撒：～灰)	
ie	7	24	页叶噎乙谒	
ʨye	7	24	蕨厥橛(～子)倔决掘诀孓(孑～)	
ɕye	1	33	靴	
ɕye	7	24	说	
cʰye	3	42	抈(～树丫子)	
cʰye	7	24	缺阙	
ye	7	24	月曰越悦阅热	
pai	1	33	跛(瘸了一只腿：～子)	
pai	2	13	排牌簰徘	
pai	3	42	摆	
pai	5	45	拜湃	
pai	6	21	败	
pʰai	5	45	派	
mai	2	13	埋霾	
mai	3	42	买卖	
mai	5	45	迈	
mai	6	21	妹(～子)	
ɸai	2	13	怀槐淮	
ɸai	6	21	坏	
tai	2	13	台抬	
tai	5	45	戴带怠殆	
tai	6	21	大贷待(～客)	
tʰai	1	33	胎苔	
tʰai	3	42	奤(慢慢走：～过来)	
tʰai	5	45	态太泰	
lai	1	33	□(无精打采：～起～起)	
lai	2	13	来莱□(遗忘：～塌哒)□(用脚在地上蹭：～泥巴)	
lai	3	42	乃奶	
lai	5	45	籁耐奈	
lai	6	21	耐奈赖癞	
ʦai	1	33	灾栽斋哉	
ʦai	2	13	财材裁豺柴侪(同～)	
ʦai	3	42	宰崽载(记～)	
ʦai	5	45	再债载(～人)	
ʦai	6	21	在寨浞(～雨)	
ʦʰai	1	33	猜钗差	
ʦʰai	2	13	才(～紧：刚刚)	
ʦʰai	3	42	彩踩采睬	
ʦʰai	5	45	菜蔡	
sai	1	33	腮鳃筛酾(～酒)	
sai	3	42	洒	
sai	5	45	赛晒	
sai	6	21	□(理睬：不～你)	
kai	1	33	该皆阶街	
kai	3	42	改解(～开)	
kai	5	45	丐盖介界疥芥戒械届诫	
kʰai	1	33	开揩	
kʰai	3	42	凯恺铠楷	
kʰai	5	45	概溉慨忾	
