#a		
ɓ	[1]巴芭疤[3]靶飽把{～握}[4]罷[5]霸垻壩豹[6]爸	
pʰ	[1]拋{～船，泊船}葩{一～花}[2]琶杷[5]怕[6]拍{～手板}	
m	[1]媽[2]麻	
v	[3]我	
ɗ	[1]擔[3]膽打[4]踏[5]擔[6]答搭	
t	[1]三衫[2]什{通～}[3]早[4]雜什閘煠{水煮；～蛋}[6]劄紮紮鍘柵	
tʰ	[1]他{其～}[6]塔塌榻拓{～字}	
n	[2]拿[3]哪{～吒}[4]只{訓，～有}[6]納娜	
l	[1]拉[2]籃[4]臘蠟[6]癩{～痢}	
ts	[1]渣楂[5]詐榨炸乍蚱	
s	[1]叉杈差紗岔鈔[2]查柴搽[3]炒[6]插	
k	[1]柑鉸咳胳{～肢窩}[2]□{～柴}[3]敢攪[4]咬[5]教[6]甲胛	
kʰ	[1]骹{腳}[2]卡[3]巧[5]敲	
h	[5]孝{帶～}[4]沓{一～紙}[6]哈	
∅	[1]阿亞丫[3]拗[5]□{～囝：偏護兒子}[6]鴨押閘	
#ia		
ɓ	[1]兵[2]□{～柴}[3]餅[5]□{一人一巴掌}[6]鼈壁臂	
m	[1]命[2]名	
ɗ	[1]定[2]庭[3]鼎	
t	[1]賒射佘聲[2]邪斜佘城[3]寫捨舍[4]謝麝席[5]瀉卸赦[6]錫削	
tʰ	[1]聽廳[5]痛[6]拆	
l	[3]領嶺[4]掠	
ts	[1]正{～月}[2]情成[3]䭕{淡，～水}[4]食[5]蔗正[6]脊跡隻	
s	[1]車[3]請[4]勺{飯～}[6]赤	
z	[1]也[3]雅惹[4]喏{唱～}	
k	[1]痂驚枷[2]行[3]囝賈[4]屐[5]寄鏡駕[6]稼挾	
kʰ	[2]騎[4]徛{站立}	
h	[1]兄[2]遐瑕暇燃{～火}[4]蟻瓦額{頭～}[5]駭[6]廈析夏{姓}	
∅	[2]椰霞營贏[3]野{～囝}[4]曳{扇}	
#ua		
ɓ	[1]般[2]搬盤[3]粄{糍粑}[4]跋{跌倒}□{～錢}[5]簸半[6]撥鉢缽	
pʰ	[1]潘[4]伴[5]破[6]潑	
m	[1]□{披在肩上}[2]麻瞞[3]滿	
ᵐb	[2]磨{～刀}	
ɗ	[1]大[2]彈{～琴（二胡）}[4]惰舵[5]帶戴	
t	[1]紗沙鯊山汕抓[2]蛇泉[3]徙紙爪{～牙}[5]續線散傘沙{紅～}[6]剎煞殺	
tʰ	[1]拖[5]炭	
n	[1]爛[2]那{～大}[3]□{～索}[4]瀾{嘴～，唾液}[5]僆{雞～，小母雞}	
l	[1]賴{～人，嫁禍於人}[2]騾攔[4]辣	
s	[1]率{帶領}[3]耍□{不正}[4]鱔[5]蔡閂[6]擦	
z	[4]熱	
k	[1]官棺肝汗[2]寒[3]寡剮趕[4]孕[5]掛卦[6]割葛	
kʰ	[1]科誇跨顆[3]垮[5]課[6]闊渴	
h	[1]華□{田～}[2]華和禾瓦{～特}[4]禍[6]喝{大聲喝}	
∅	[1]蛙窪蝸換外[2]閑[3]碗倚[4]旱活案{～桌}[5]案晏{日～}	
#e		
ɓ	[1]病[2]爬耙棚平[3]把{一～刀}[4]白父{師～}[5]柄[6]百伯掰擘	
pʰ	[2]□{劃，～船}[5]帕[6]魄□{紙牌}	
m	[1]罵[2]冥{夜}[3]猛[6]辮□{背，～囝}	
ᵐb	[3]馬碼[4]脈	
v	[4]麥	
ɗ	[1]爹袋[2]茶[3]短[4]□{捏}[5]處[6]笮{壓}	
t	[1]生紗牲甥[2]□{男陰}[4]舍社[5]姓性[6]說	
tʰ	[1]撐{～船}	
n	[1]奶[4]捏[5]□{～起：用力使物起}	
l	[1]哩[2]螺腡[3]冷[4]曆{掛～}[6]裂	
ts	[1]齋爭[2]晴鈸{訓}[3]者井[4]坐靜截{～肢}[5]債[6]姐籍責	
s	[1]奢生青星[3]扯且醒[5]□{～手：做事順當}[6]冊惜	
z	[1]曰[2]耶□{拭擦}[3]爺冶野{田～}[4]夜[5]液[6]越	
k	[1]家加傢更{三～半夜}[2]枷[3]假{真～}哽[5]假架嫁價[6]格隔	
kʰ	[2]□{～著，卡住}[6]客	
ŋ	[1]椏{樹枝}[2]牙芽衙[4]硬額{超～}[6]蘖孽	
h	[1]娶{訓}□{放下}夏[2]蝦[4]□{～聲}[6]嚇歇	
∅	[1]下[2]桁[3]啞而[4]下狹[6]軛	
#o		
ɓ	[1]波麻玻[3]跛保寶[4]薄[5]報[6]播搏	
pʰ	[1]坡[2]婆菩[4]抱{～囝}[6]粕	
m	[1]望[2]魔磨{～練}摩毛模{～範}[5]麼[6]莫	
ᵐb	[2]無[3]拇{手～}	
v	[3]母{薑～}	
ɗ	[1]刀[2]躲塘堂長腸[3]倒{打～}[4]丈著[5]倒{～水}[6]墮卓桌	
t	[1]疏蔬霜裝贓髒狀[2]槽[3]左佐鎖瑣阻所嫂[4]佐{輔～}助鐲昨[5]素[6]做作索	
tʰ	[1]湯[2]糖桃棠駝[3]討[4]□{拐杖}[5]燙唾[6]托託	
n	[2]挪[4]兩[6]諾	
l	[1]囉{～嗦}[2]邏羅蘿螺郎{～家}榔[3]裸[4]落{～雨}[5]□{～村，行村}[6]落{～筆洞}	
s	[1]唆梭搓初倉瘡[2]床牀[3]楚礎[5]錯銼[6]措挫	
k	[1]歌哥戈鍋篙{竿}扛缸[2]□{呆氣重}[3]裹稿[5]告鋼杠{～鈴}[6]哥各擱閣	
kʰ	[1]糠柯[3]可顆[5]囥{藏}	
ŋ	[1]餓[2]蛾鵝俄訛[6]臥	
h	[1]號[2]河何荷[3]好[4]賀[6]霍	
∅	[1]阿秧渦荷薄[2]行[3]影[4]學[5]䁐{看}	
#io		
ɓ	[1]標鏢[3]錶{手～}	
pʰ	[2]薸{浮萍}[5]票	
ᵐb	[1]廟[2]苗{樹～}	
ɗ	[2]場□{～海}[4]著{～當，適當}[5]釣帳	
t	[1]燒相箱[2]償□{樹木的液汁}[3]賞{～心}[4]想[5]像相	
n	[2]娘	
l	[2]涼糧梁量[3]兩[4]略	
ts	[1]椒蕉上漿蟾[3]槳少掌□{看守}[4]石上{～山}癢[5]照醬將[6]借炙	
s	[1]槍昌[2]牆[4]象[5]笑[6]尺	
z	[1]尿	
k	[1]薑轎[2]橋茄[5]叫[6]腳{車腳}	
kʰ	[6]挈{撿}	
h	[1]多香[4]頁箬{葉}[5]向[6]怯	
∅	[1]樣腰[2]搖羊楊洋[3]舀[4]藥[6]嘉	
#i		
ɓ	[1]邊鞭[2]脾{肝～}[3]比鄙彼[4]各婢被[5]痹秘[6]避陛幣閉蔽敝斃庇泌壁碧弼必	
pʰ	[1]鼻披[2]琵枇疲啤脾{～氣}[3]疕{痂}[6]辟僻劈	
m	[1]麵咪[2]迷謎彌棉[4]物[6]乜{～人}	
ᵐb	[1]沕{潛水}[3]米[4]蔑篾[6]啤□{哨子}	
v	[1]味	
ɗ	[1]□{～牙}[2]遲[3]抵砥[4]弟地碟[5]帝戴[6]蒂諦締	
t	[1]施詩屍絲[2]時匙始[3]死矢[4]是豉氏恃[5]世四勢扇[6]視寺	
tʰ	[1]天[2]啼[3]體[5]剃[6]鐵嚏	
n	[2]擬尼泥倪[3]女[5]膩[6]逆匿呢	
l	[1]吏隸[2]厘旅離籬履梨呂[3]李禮里裏理鯉禮屢[4]利痢厲勵濾[5]慮麗儷勵[6]麗	
ts	[1]支知蜘之芝咨諸枝脂膣{女陰}[2]錢臍[3]指旨紫子{～彈}止梓址[4]舌痔[5]著祭睡制製致誌志智痣至置聚濟劑稚煎箭[6]滯折即鯽寂	
s	[1]舒殊輸{運～}需須斯資姿私師獅司思飼鰓樞蛆雛癡鮮[2]池馳瓷辭詞祠慈磁持徐嗣侈儲[3]恥史此娶取使{大～}齒雌璽處{～理}[4]自士仕柿事市祀巳序敘[5]刺翅次試趣賜肆伺[6]緒婿絮庶恕戍	
z	[1]二貳[2]餘余於盂榆愉禹娛虞愚語移宇遺怡夷兒儒如{～今}[3]以與已[4]譽遇裕異愈易{容～}[5]誼[6]易{交～}預禦禦喻逸役疫玉欲豫	
k	[1]居拘支基機譏稽飢饑肌几{茶～}[2]棋旗圮[3]己矩紀舉[4]具俱懼技忌據渠[5]計繼記見既[6]巨拒距劇技	
kʰ	[1]區驅欺[2]奇其期岐祁畸[3]企起啟豈其{～他}[5]氣{～死}[6]乞	
ŋ	[2]疑宜儀沂[4]議義[6]藝毅	
h	[1]虛墟犧熙嬉希稀硯[2]年[3]喜許[4]耳[5]戲繫係系[6]係繫系剔	
∅	[1]醫衣依[2]姨圓[3]椅[5]意懿[6]億揖	
#u		
