ɕ	［1］香乡相镶降祥厢箱详祥襄翔	［3］享响想饷	［5］向巷=项=象相
∅	［1］央秧羊洋阳扬杨	［3］养氧痒	［5］样恙漾
#i			
p	［1］边=编鞭棚-{~子}	［3］扁匾贬蝙	［5］遍辨辫便变辩迸-{~裂}
pʰ	［1］偏篇便	［3］擗苤	［5］片骗
m	［1］棉绵眠乜	［3］免勉冕缅娩腼	［5］面
t	［1］爹=颠滇掂巅	［3］典碘点	［5］电佃甸殿店奠垫淀踮惦
tʰ	［1］天添田填甜	［3］舔恬腆	
ȵ	［1］年粘苶	［3］碾捻眼辇撵	［5］念砚
tɕ	［1］肩奸间坚艰兼监煎尖阶秸街菅羹-{剔~}皆	［3］拣简茧减俭检剪碱捡践柬谏姐解=	［5］件涧建健见鉴舰剑箭贱渐介芥界戒借械践溅键荐毽间腱届疥诫
tɕʰ	［1］铅牵谦千仟签前钱潜茄钳谦阡虔迁钱乾揩	［3］遣浅且谴	［5］欠嵌歉芡倩堑纤
ɕ	［1］先仙鲜纤弦闲贤嫌咸=衔涎邪些鞋=斜掀暹谐	［3］显险写藓	［5］现宪限县献陷馅线羡卸泻谢泄懈邂蟹
∅	［1］烟胭延沿岩腌盐炎阎言研颜严淹=筵椰爷掖檐焉嫣芫	［3］衍演掩也冶野魇	［5］燕咽宴堰焰厌艳雁谚验夜腋彦液
#y			
tɕ	［1］捐	［3］卷□{骂：~人}	［5］倦绢眷倔卷圈
tɕʰ	［1］瘸圈全权泉拳醛痊荃颧	［3］犬	［5］劝券
ɕ	［1］靴宣旋悬轩玄萱喧煊暄铉眩	［3］选	［5］楦旋炫
∅	［1］冤渊元员袁援缘园圆源原媛垣辕沅	［3］远	［5］怨院愿
#æ			
p	［1］般搬班斑扳颁	［3］板版阪	［5］半伴拌绊办瓣扮畔
pʰ	［1］潘攀盘蟠		［5］判叛盼袢畔
m	［1］瞒馒蛮□{扔出去：~了可远嘞}	［3］满	［5］慢漫幔蔓曼
f	［1］番翻帆烦繁矾凡藩翻烦樊	［3］反返	［5］饭贩犯范泛梵
v	［1］弯湾剜豌丸完玩顽蜿	［3］宛碗皖晚挽婉惋	［5］腕万蔓
t	［1］丹单担耽	［3］胆掸	［5］旦但弹蛋淡氮担惮
tʰ	［1］摊坛滩贪谈痰潭谭覃坍瘫弹檀	［3］坦袒毯	［5］叹炭碳探
n	［1］难男南楠	［3］暖	［5］难□{握：~着手里}
l	［1］兰拦栏蓝篮婪岚阑	［3］懒览揽榄缆	［5］烂滥
k	［1］干杆竿肝甘尴柑泔	［3］赶秆敢感杆擀	［5］干赣
kʰ	［1］看刊堪勘龛	［3］砍坎	［5］看瞰
ŋ	［1］安鞍庵淹-{~}	［3］揞俺	［5］按案岸暗黯
x	［1］酣寒韩含函咸-{~菜}鼾	［3］罕喊	［5］汗旱悍捍汉憾焊瀚翰撼
ts	［1］粘沾毡簪占詹瞻	［3］展盏斩攒	［5］占站战绽栈蘸赞暂
tsʰ	［1］搀禅蝉缠餐残参蚕孱潺谗掺	［3］产铲阐惨	［5］颤灿忏
s	［1］山删膻衫三叁舢姗馋杉珊姗扇煽苫	［3］闪陕散伞	［5］散善扇鳝蟮缮擅赡骟
z		［3］染然冉苒	
∅	［1］家-{谁~行}	［3］儿-{这~}	
#uæ			
t	［1］端	［3］短	［5］段缎锻断煅
tʰ	［1］团		
l	［1］滦鸾栾峦銮孪挛	［3］卵	［5］乱
k	［1］官棺观关冠倌鳏	［3］管馆莞	［5］灌罐贯惯冠观掼
kʰ	［1］宽	［3］款	
x	［1］欢獾还环桓寰	［3］缓	［5］换唤涣患幻焕痪浣宦
ts	［1］专砖钻	［3］转	［5］赚篆撰钻篆传转
tsʰ	［1］川穿船传椽汆	［3］喘	［5］串窜篡蹿
s	［1］拴栓酸闩		［5］涮算蒜
z		［3］软	
#ɔu			
p	［1］包苞雹=	［3］宝保饱葆	［5］报豹抱鲍暴爆豹刨曝
pʰ	［1］抛袍刨胞剖	［3］跑	［5］炮泡
m	［1］猫毛矛茅锚髦	［3］卯铆	［5］冒帽贸貌茂袤
v			［5］□{远指：~是甚嘞}
t	［1］刀叨	［3］倒岛捣导蹈道-{聊天：~讗}祷	［5］道=稻盗悼到倒
tʰ	［1］滔掏涛桃淘陶萄韬	［3］讨	［3］套
n	［1］挠铙	［3］脑恼瑙	［5］闹□{中指：~是甚嘞}
l	［1］捞劳痨牢唠崂	［3］老姥佬了-{吃~它}	［5］涝烙骆-{~驼}酪
k	［1］羔糕高膏	［3］稿搞镐	［5］告
kʰ		［3］考拷烤	［5］靠犒
ŋ	［1］熬	［3］拗	［5］奥澳傲懊鏊
x	［1］蒿薅豪毫壕和-{他~我}号	［3］好	［5］号耗浩皓昊好
ts	［1］招昭糟遭搔	［3］爪找沼澡早枣藻蚤	［5］照赵笊兆罩造皂灶燥□{近指：~是甚嘞}肇噪躁
tsʰ	［1］抄超钞朝操糙潮嘲巢曹漕槽嘈	［3］吵炒草	
s	［1］稍梢捎烧骚臊韶	［3］少嫂扫	［5］哨绍邵□{洒雨点：雨~了一窗台}少扫
z	［1］饶	［3］扰绕	［5］绕
#iɔu			
p	［1］标膘彪薄-{~}	［3］表裱	［5］镖摽鳔
pʰ	［1］漂飘瓢剽	［3］瞟漂	［5］票漂
m	［1］苗描瞄	［3］秒渺藐	［5］庙妙
t	［1］刁叼貂碉雕凋		［5］吊钓掉调铫
tʰ	［1］挑条笤调	［3］挑	［5］跳粜
ȵ		［3］鸟咬	［5］尿
l	［1］撩僚潦辽燎疗寥聊獠缭	［3］了=燎瞭	［5］料撂瞭
tɕ	［1］交郊茭娇骄胶浇焦蕉椒教跤姣蛟	［3］狡绞饺缴侥搅矫铰	［5］较叫教窖轿噍校觉
tɕʰ	［1］敲跷悄乔侨荞翘瞧桥劁	［3］巧雀-{鸟：~儿}	［5］窍峭俏翘鞘
ɕ	［1］宵消销硝箫肖霄萧嚣逍	［3］晓小	［5］效校孝哮笑啸酵
∅	［1］幺吆妖腰邀窑摇遥谣要	［3］舀	［5］要耀
#ɿ			
p		［3］彼比鄙俾妣	［5］避蔽弊毙闭备币
pʰ	［1］坯皮批披疲脾平-{商品落价：东西都~哩}啤琵砒	［3］脾痞	［5］屁
m	［1］迷=谜眉眯糜靡明-{精~}弥	［3］米	［5］迷-{发呆：~瞪}
n	［1］泥尼妮=倪霓	［3］你=拟	［5］腻匿泥
ts	［1］姿资兹滋支知枝肢脂蒸-{~馍馍}基鸡饥几低疔-{耳~}芝资咨淄龇锱机肌讥机畸姬正-{~月}精-{~明}更-{黑~半夜}	［3］之芝止址紫姊子=纸底抵旨籽姊只指趾芷挤几己=井-{~}	［5］致至计制痣自志济剂寄技妓纪记忌既季第地帝弟递智继稚字置滞挚炙痔痣正-{~房}掷秩帜冀祭际寂镜-{映~儿}净-{干~}蒂定-{~懂}
tsʰ	［1］池迟驰雌瓷磁妻凄奇骑其期棋麒堤梯题提啼蹄齐慈弛持痴脐祁旗栖欺祺歧鳍听-{~见}梯眵	［3］此齿启起体耻企岂	［5］次刺翅契器弃气替涕剃赐伺斥敕汽砌嚏屉
s	［1］思斯撕私司丝饲辞词祠施狮匙矢绳-{~~}西溪牺希稀时诗师厮声-{作~}盛-{~饭}西醯曦犀兮牺奚星-{~宿}腥-{猪~气}	［3］尸屎史使始驶死洗喜擤-{~鼻子}玺徙	［5］是世势誓示视士事试市恃四似祀寺细系戏剩-{~饭}逝氏侍嗜肆嗣柿
z	［1］衣依伊医姨胰移遗宜疑仪怡夷蝇-{~子}营-{~生}	［3］以已倚椅尾蚁	［5］易异意义议毅亿谊诣亦艺忆薏翼逸奕抑役疫映-{照：~镜儿}
#u			
p		［3］补捕堡哺	［5］布步怖部簿
pʰ	［1］蒲葡脯铺菩	［3］谱普浦	［5］铺瀑
m	［1］模谋眸	［3］母亩某姆拇牡	［5］暮慕墓募幕牧
f	［1］扶符夫肤敷孵浮俘麸芙孚苻蜉	［3］府甫俯斧腐否缶辅抚腑脯斧釜滏	［5］付埠傅父附富赴妇副讣赋驸负
v	［1］乌呜诬吾梧吴无污巫钨芜蜈毋	［3］五伍午侮武舞庑怃妩捂	［5］坞悟误务雾晤鹜
t	［1］都	［3］赌堵肚	［5］肚杜度渡镀妒
tʰ	［1］徒途涂图屠	［3］土吐	［5］兔
n		［3］女	
l	［1］驴	［3］旅吕缕屡侣铝	［5］虑滤
k	［1］姑孤沽菇辜箍咕蛄	［3］古鼓股汩钴蛊鹄	［5］故固顾雇梏崮
kʰ	［1］枯骷	［3］苦	［5］库裤
ŋ		［3］袄	
x	［1］胡呼湖狐壶糊乎葫蝴猢瑚滹弧狐	［3］虎唬琥	［5］护互户沪糊扈
ts	［1］朱蛛珠猪诸租居锯拘具-{家~}株诛驹锔据车	［3］主煮炬举组阻祖=	［5］住注柱驻助著铸巨拒距句具=惧犋据剧聚箸蛀伫拒距俱锯
tsʰ	［1］初除厨锄雏粗区驱躯蛆趋橱岖蛐衢	［3］楚础储褚娶取处杵	［5］处醋=去=趣觑
s	［1］舒疏蔬梳输殊书苏酥虚须需徐枢抒墟嘘兄-{~弟}	［3］暑署曙鼠许数=薯黍诩	［5］树竖漱恕数素庶塑序叙婿絮绪诉塑
z	［1］于盂余於俞榆鱼愚如孺儒蠕擩茹渔淤馀虞迂愉	［3］羽予与屿雨语乳汝宇禹	［5］预豫喻愈寓遇誉玉御与
#ɐ˞			
∅	［1］儿=而	［3］耳尔饵	［5］贰二
#ai			
p	［1］背边-{连~走连~说}白-｛~糖｝	［3］摆□{洗：~布子}伯-{叔：~~}	［5］败拜稗辈背
pʰ	［1］排牌徘		［5］派
m	［1］埋媒	［3］买	［5］卖迈妹
v	［1］歪	［3］崴	［5］外
t	［1］呆	［3］歹逮	［5］代袋贷待怠带戴逮殆大
tʰ	［1］胎苔台抬态-{不好的样子：~子}		［5］太汰泰态=
n	［1］挨崖	［3］乃奶	［5］奈耐内
l	［1］来=雷		［5］赖癞濑
k	［1］该根-{一~}	［3］改解-{~锥}	［5］盖溉概钙丐
kʰ	［1］开	［3］凯慨楷恺	
ŋ	［1］哀埃	［3］矮蔼霭	［5］艾爱碍
x	［1］咳孩鞋-{~}	［3］海	［5］害亥□{玩耍：这娃子可~嘞}
ts	［1］斋灾栽	［3］宰载	［5］债寨在再载
tsʰ	［1］猜才材裁钗差财	［3］采彩踩睬	［5］菜蔡
s	［1］柴筛腮鳃□{从振动的物上摔下来：从车上~下来哩}		［5］晒赛
∅	［1］哎唉儿-{猫~}来-{黑将~}		
#uai			
tʰ	［1］推	［3］腿	
k	［1］乖□{磨刀：在瓮沿上~~刀}	［3］拐	［5］怪
kʰ			［5］会刽快筷块
x	［1］怀槐淮徊灰恢回		［5］坏
ts			［5］拽
tsʰ	［1］揣	［3］揣=	
s	［1］衰摔	［3］甩揣-{摸~}	［5］帅率蟀
#ei			
p	［1］卑碑杯悲		［5］贝倍臂被狈焙惫悖卜-{萝~}
pʰ	［1］呸胚培陪赔坯	［3］丕裴	［5］配佩沛
m	［1］枚玫煤梅霉莓媒酶	［3］美镁每	［5］昧寐魅
f	［1］飞非菲妃肥	［3］匪诽菲翡斐	［5］肺费痱废吠沸狒
v	［1］威危微围违惟唯维为潍帷薇巍桅	［3］伟苇纬委诿伪玮炜韦萎猬猥	［5］畏为喂胃谓慰卫位魏未味□{远指：~儿}渭遗
n		［3］馁	［5］□{中指：~儿}
l	［1］擂犁离连莲帘廉狸涟镰怜黎梨璃厘篱鹂联哩	［3］累儡垒李里礼理脸里理李礼娌鲤磊	［5］类泪累链例丽利隶厉励练炼殓俪痢吏荔恋凌-{冰：冬~}
k		［3］给	
x			［5］杏-{~儿}
ts	［1］睁-{~眼}	［3］贼	［5］□{近指：~儿}
s	［1］生-{营~}甥-{外~子}		
#uei			
t	［1］堆		［5］对兑队
tʰ	［1］颓		［5］退蜕褪煺
k	［1］闺归规龟瑰圭硅	［3］诡鬼轨	［5］桂贵柜
kʰ	［1］亏盔窥葵魁奎揆睽	［3］傀	［5］跪愧溃馈
x	［1］挥辉徽茴晖恢麾诙徽	［3］毁悔	［5］汇绘慧惠贿秽晦会荟卉烩讳喙
ts	［1］追锥	［3］嘴	［5］缀坠赘罪最醉
tsʰ	［1］吹炊垂槌锤崔催摧捶		［5］悴翠粹脆萃淬
s	［1］谁虽随绥遂隋荽	［3］水髓	［5］税睡瑞岁碎穗隧祟遂
z		［3］蕊	［5］锐睿
#əɯ			
p	［1］波播玻	［3］簸	［5］薄簸
pʰ	［1］坡颇婆	［3］笸	［5］破
m	［1］漠摩磨蘑魔膜馍摹	［3］抹	［5］磨抹
v	［1］窝倭		［5］卧
t	［1］兜多	［3］斗陡抖	［5］豆痘逗斗窦驮大-{~}
tʰ	［1］驮偷投头拖驼		［5］透
n	［1］挪奴	［3］努	［5］怒
l	［1］楼耧卢泸芦炉轳罗螺骡锣箩娄搂萝逻庐	［3］鲁撸卤虏篓裸搂橹	［5］路露戮陋漏赂摞
k	［1］哥歌勾钩沟佝	［3］苟狗	［5］构购够垢诟个=
kʰ	［1］抠苛柯珂轲	［3］口可=	［5］扣寇叩蔻
ŋ	［1］蛾鹅俄讹欧呕殴鸥讴怄阿峨	［3］我=偶藕□{焦：~糊味}呕	［5］饿沤怄颚
x	［1］河喉猴侯何荷	［3］吼荷-{拿：~着甚嘞}	［5］候后厚贺逅荷=
ts	［1］遮洲州周舟轴-{~}邹蔗粥-{~}	［3］肘者走祖-{~爷爷}	［5］昼宙咒骤皱奏揍宙胄绉
tsʰ	［1］车抽绸稠筹仇□{扶：把他~起来}酬踌畴	［3］丑扯	［5］凑臭醋-{~}坼
s	［1］奢赊蛇收搜艘愁馊佘	［3］守手首所舍数-{~他高嘞}擞叟	［5］射社舍受授瘦兽寿售嗽漱绶赦麝
z	［1］揉柔糅蹂	［3］惹	［5］肉-{~}
#iəɯ			
t	［1］丢		
ȵ	［1］牛	［3］扭纽忸	
l	［1］流溜刘榴硫留馏瘤榴	［3］柳绺	［5］六-{~}馏遛溜
tɕ	［1］纠赳究揪厩鸠蹴	［3］久玖九韭酒灸	［5］舅旧救就臼疚柩
tɕʰ	［1］求球丘秋邱裘囚酋球求		
ɕ	［1］休修羞	［3］朽	［5］秀锈绣袖嗅宿
∅	［1］忧优悠幽由油邮游尤犹莜	［3］友有酉莠	［5］又右幼釉诱佑柚祐
#uəɯ			
t		［3］朵躲	［5］垛惰剁堕
tʰ		［3］妥	［5］唾吐-{~痰}
k	［1］锅	［3］果裹	［5］过
kʰ	［1］科棵颗窠		［5］课嗑阔
x	［1］和=	［3］火伙	［5］货祸
ts		［3］左佐	［5］坐座锉
tsʰ	［1］搓		［5］措错
s	［1］梭蓑	［3］锁琐	
#ə̃			
p	［1］奔锛崩绷	［3］本绷	［5］笨蹦泵奔迸=
pʰ	［1］喷盆烹朋彭篷蓬蜂-{~儿}棚=膨澎鹏抨怦	［3］捧粉-{面~}	［5］碰
m	［1］门蒙盟萌焖	［3］猛懵蒙	［5］闷孟梦
f	［1］分吩纷芬坟焚峰蜂=锋风疯封丰冯逢缝逢枫锋汾	［3］粉=讽	［5］份奋愤粪奉凤俸
v	［1］温瘟文纹蚊闻翁	［3］稳吻紊□{远指：~个做}刎	［5］瓮问
t	［1］登灯	［3］等戥	［5］邓澄瞪凳
tʰ	［1］疼滕腾誊		
n	［1］能农浓脓	［3］□{中指：~个做}	［5］嫩
l	［1］棱	［3］冷	［5］愣
k	［1］根跟更=耕庚羹	［3］梗耿梗鲠哽埂	［5］更亘
kʰ	［1］坑吭铿	［3］肯垦恳	
ŋ	［1］恩		
x	［1］痕哼恒衡横亨	［3］很狠	［5］恨
ts	［1］贞侦真甄针斟砧珍正=征争挣睁=蒸=曾增憎臻帧榛箴筝	［3］疹诊整□{近指：~个做}缜拯	［5］振震阵镇政症郑证赠正=赈枕朕
tsʰ	［1］辰晨陈臣尘忱称撑成城呈承乘橙曾丞层盛=惩沉澄参诚程瞠怎	［3］逞骋碜	［5］趁衬称秤蹭
s	［1］申伸呻身深参神升生=牲笙甥=绳=僧声=森绅	［3］沈审婶省	［5］慎肾渗甚胜剩=盛圣瘆
z	［1］人任仁壬	［3］仍忍	［5］认刃韧
∅	［1］嗯		
#iə̃			
p	［1］宾滨缤斌彬冰兵	［3］丙柄饼禀秉炳	［5］并病殡鬓
pʰ	［1］乒平=评萍苹屏瓶凭拼贫频坪贫	［3］品	［5］聘牝
m	［1］民明=名铭酩鸣冥溟茗	［3］敏抿悯闵皿泯闽	［5］命
t	［1］丁钉叮订疔=盯	［3］顶鼎	［5］定=锭订钉
tʰ	［1］听=厅庭亭停汀廷婷霆蜓	［3］挺艇	
ȵ	［1］宁泞咛拧		［5］硬
l	［1］邻磷麟鳞林淋琳临伶零龄菱凌=陵灵霖拎玲聆绫铃羚	［3］凛领岭廪	［5］令另赁吝蔺躏淋
tɕ	［1］京鲸惊经茎荆精=睛菁晶巾今筋金襟津斤矜泾兢痉旌	［3］井=景颈警仅谨紧锦尽瑾馑憬	［5］竟境镜=敬径竞净=静近劲禁尽进晋浸烬妗觐噤靖
tɕʰ	［1］轻氢倾青清蜻卿擎倚晴钦亲侵勤芹琴禽擒秦情	［3］顷请寝倾	［5］庆亲磬
ɕ	［1］兴星=腥=猩行形刑邢型欣辛锌新薪心寻忻芯鑫馨歆惺型讯-{问~}	［3］醒省擤=	［5］幸俸信兴姓性衅迅讯=汛杏=囟
∅	［1］英应鹰婴樱缨鹦迎盈营=萤蝇=赢因姻殷音阴寅淫吟茵荫寅垠鹰膺莹荧莺萦瀛	［3］影尹引隐瘾饮颖	［5］映=应印饮荫窨用-{不~哩}
#uə̃			
t	［1］冬东敦墩蹲吨	［3］盹董懂	［5］洞冻栋动钝囤盾炖遁顿
tʰ	［1］通同桐铜童潼瞳屯臀佟彤僮囤豚	［3］筒桶捅统	［5］痛
l	［1］隆龙笼聋珑	［3］垄陇拢	［5］弄
k	［1］工功公蚣弓躬恭宫攻恭龚	［3］拱巩汞滚辊	［5］棍共贡供
kʰ	［1］空昆坤	［3］孔恐捆啃	［5］困控空
x	［1］烘轰红虹=宏洪鸿昏婚荤魂浑弘烘哄	［3］哄	［5］混哄
ts	［1］遵尊中衷忠盅终钟宗棕踪鬃综樽谆	［3］种肿总准冢	［5］仲重种众纵粽
tsʰ	［1］春椿唇纯村存冲充重崇囱匆葱聪从丛醇淳莼忡憧舂虫	［3］蠢宠	［5］冲寸
s	［1］孙松嵩淞	［3］损隼怂耸悚竦	［5］顺舜宋送讼瞬
z	［1］绒戎	［3］冗	［5］润闰
#yə̃			
l	［1］沦轮抡仑伦论		［5］论
tɕ	［1］均君军钧	［3］窘迥冏炯菌炅	［5］俊峻竣骏郡
tɕʰ	［1］穷琼群裙穹		
ɕ	［1］兄=匈熊凶雄勋熏旬巡驯胸询旬循熏荀汹	［3］笋	［5］训殉逊颂诵
∅	［1］庸佣拥晕云容溶荣融蓉榕耘匀芸雍	［3］永泳咏涌勇蛹踊允陨俑	［5］用=运韵熨酝蕴
#aʔ			
p	［7］八捌拨剥驳卜=	［8］博搏拔跋泊渤薄=舶勃脖雹-{~子}	
pʰ	［7］泼璞朴扑仆瀑	［8］□{公：~猪}	
m	［7］摸膜抹末沫茉莫漠寞没		
f	［7］发法砝	［8］罚乏伐筏	
v	［7］物勿袜挖沃握		
t	［7］答搭褡耷妲	［8］达铎□{遗传：他~了他父亲哩}	
tʰ	［7］塔獭踏塌		
n	［7］纳钠捺诺		
l	［7］腊邋蜡辣		
k	［7］割鸽格阁革隔=葛各骼		
kʰ	［7］磕咯咳壳渴刻克客=		
ŋ	［7］额轭厄萼鄂愕噩恶		
x	［7］郝瞎-{~说}	［8］鹤合盒	
ts	［7］扎眨摘窄螫折哲责仄蜇作酌	［8］闸砸杂宅凿泽昨	
tsʰ	［7］插侧册厕策彻绰		
s	［7］杀煞摄涉设虱索硕	［8］舌芍	
z	［7］热若		
#iaʔ			
p	［7］百佰憋鳖伯=泊掰	［8］白=蹩别	
pʰ	［7］拍迫撇魄谝		
m	［7］麦脉灭蔑		
t	［7］跌滴咥	［8］迭牒蝶谍喋	
tʰ	［7］贴帖铁		
ȵ	［7］捏聂镊蹑孽涅鸭		
l	［7］猎列裂烈劣略掠		
tɕ	［7］夹荚甲胛脚接揭隔-{~壁}羯节洁觉劫己-{自~}	［8］捷杰竭截	
tɕʰ	［7］掐恰雀=切妾怯却客-{~人}		
ɕ	［7］瞎=蝎歇楔胁泄讗	［8］狭峡匣狎侠辖协学	
∅	［7］押压轧乐叶业页□{夹：~进书里}		
#uaʔ			
t	［7］掇	［8］夺	
tʰ	［7］脱		
l	［7］乐骆=		
k	［7］核-{杏~~}刮		
kʰ	［7］阔括廓		
x	［7］豁	［8］活划获滑猾	
ts	［7］拙桌卓涿捉啄濯擢撮	［8］镯	
tsʰ	［7］戳辍		
s	［7］说朔率刷		
#yaʔ			
tɕ	［7］嗟	［8］绝倔崛决诀抉掘橛厥蕨	
tɕʰ	［7］缺阙鹊确		
ɕ	［7］薛削血	［8］穴	
∅	［7］曰月阅越悦粤岳钥虐		
#əʔ			
p	［7］不		
pʰ	［7］□{乱跑：~出的}		
m	［7］木沐目穆睦苜们	［8］没	
f	［7］弗袱福幅	［8］拂服伏茯辐腹复	
v	［7］屋兀□{远指：~个}		
tʰ	［7］特讬托		
t	［7］的着子-{小~}		
n	［7］□{中指：~个}		
l	［7］嘞		
k	［7］胳圪		
kʰ	［7］可-{~好嘞}去-{~学校}		
ŋ		［8］我-{~们；我的：~行}	
x	［7］黑	［8］核劾	
ts	［7］汁织只职执□{近指：~个}	［8］侄直植殖秩翟蒺	
tsʰ	［7］饰叱敕赤=斥		
s	［7］湿虱失饰式适释涩啬赤-{裸：~着身子}	［8］十什拾实食石室	
#iəʔ			
p	［7］北逼笔碧辟壁璧必毕	［8］鼻弼	
pʰ	［7］劈霹匹癖僻		
m	［7］秘泌密蜜秘默墨		
t	［7］得德的嫡	［8］笛迪敌狄荻涤	
tʰ	［7］剔惕踢		
ȵ	［7］匿溺逆你-{~们；你的：~行}	［8］妮-{女儿或女孩：~子}	
l	［7］立栗粒笠力历沥勒		
tɕ	［7］激击急级吉脊戟稷迹积	［8］集辑疾籍寂	
tɕʰ	［7］泣迄乞戚七漆膝		
ɕ	［7］吸息媳蟋悉惜析淅媳锡夕	［8］习袭席	
∅	［7］邑溢逸益疫役乙壹一译		
#uəʔ			
t	［7］督笃𡰪	［8］独毒牍犊渎读	
tʰ	［7］突秃凸		
l	［7］禄碌鹿漉陆录绿六=		
k	［7］谷郭骨个-{一~}		
kʰ	［7］窟哭酷		
x	［7］忽惚		
ts	［7］竹粥=	［8］逐筑族烛轴=着	
tsʰ	［7］簇促出□{调制：~浆糊}		
s	［7］属叔勺觫	［8］熟塾赎述勺束觫	
z	［7］辱褥入肉=		
#yəʔ			
l	［7］律捋		
tɕ	［7］橘菊鞠足□{累伤了：~着哩}	［8］局	
tɕʰ	［7］曲屈		
ɕ	［7］戍畜鹅肃宿粟续	［8］速俗	
∅	［7］欲狱郁域育毓		
