來源：	Hynuza 整理增補自：趙駿程 1963《汾陽話与普通話》；李衛鋒 2018《汾陽方言研究》																				
t	［7］得{～到}德																				
tʰ	［7］託{～人}特																				
n	［7］那{～個節，～廂，～一塊}																				
l	［8］勒{～住}落{～灰}																				
ts	［7］子{子尾}滓隻																				
tsʰ	［7］娶-{～媳婦子，兒～女嫁}［8］取-{拿}																				
s	［7］塞廝{～跟；～兒：兒子}厮{～跟；～儿：儿子}																				
tʂ	［7］擲哲秩質折{～斷}摺{存～}浙蜇蟄{～伏}執織職植殖{繁～}值{～班}炙轍{南轅北～}褶蔗摯幟摭{～摞：收拾}這{～圪節，～廂，～一塊}汁［8］着{～火}直侄者值{不～當的}																				
tʂʰ	［7］徹撤斥尺喫吃*飭赤=［8］着{睡～，拍～}																				
ʂ	［7］失溼設涉攝懾識式適釋飾赤{～脊背}赦{～免}［8］舌十折{拗～}什拾石{～頭}食佘{姓}實室勺芍蝕殖{骨～：屍骨}射{～出的：由於慣性或自主發力彈衝出去}																				
ɳ	［8］鑷躡镊蹑																				
ɻ	［8］日若弱偌																				
k	［7］鴿割葛各閣擱格革隔={～離}嗝戈合{不～羣；羊雜～}窟{～窿}腡{～老子：手指紋的一種}個［8］胳圪疙旮核{～桃}蛤{～蟆}袼{～褙片：用碎布或舊布加襯紙裱成的厚片，用來製布鞋}栲{竹木編製的盛物農具}囫{～圇}羖{～羝：未騸公綿羊}葫{～蘆兒}																				
kʰ	［7］瞌磕客={～氣}咳{～嗽}刻渴克剋殼壳圐{～圙：四面圍起的圈，有大小之別}可{1.～是，～不行；2.程度深：～好咧；3.滿、到處：～世界，～院}㧁?{～住（窗户、门）}搕?{～算盤子：打算盤。}																				
ŋ	［7］惡{～人：厲害的人}噁{～心}恶{～人：厉害的人；～心}鄂額扼搕{～𢶍：垃圾}㷈{～火：封火}［8］我{～們}																				
x	［7］喝黑郝赫嚇{恐～}曷?{～地兒：疑問詞，哪裏}壑［8］合{～適}覈{～對}鶴閡盒																				
#ieʔ																					
p	［7］筆畢必北={～京}碧荸璧壁鱉憋瘪{～三儿}煏{火烤}逼□{飽腹的樣子}［8］別{～人；～針兒}别{～人；～针儿}鼻{～子}																				
pʰ	［7］匹撇僻闢{開～}辟{～邪}劈潎{舀液體表面的一層}轡																				
m	［8］滅密蜜墨覓默蔑泌祕																				
t	［7］跌謫的得{～空兒，捨不～}咥{～喝：喫喝}覿{～打對面：面對面}去{趨向動詞，出～}滴［8］碟蝶諜迭迭狄嫡笛 敵牒疊																				
tʰ	［7］鐵貼帖踢剔惕																				
l	［7］挒{圪～子：條狀纏繞的東西}□{卜～：扔}咧{句末助詞}［8］立笠粒力历{～史，挂～}歷{～史}曆{挂～}列烈裂劣栗慄獵捩{～過：扭轉}荔																				
tɕ	［7］接戟墼擊激跡蹟積績汲級寂圾急疾吉秸即鯽脊輯籍藉潔腳集{～合}捷婕劫接杰傑節結揭竭羯癤頡{鵲～嶺，地名}棘{沙～汁兒}□{卜～：快速跑}給{供～}稷［8］及截□{失去平衡或翹起。～啦；～～板兒：蹺蹺板}集{趕～}																				
tɕʰ	［7］戚七妾切沏砌漆緝{～書皮（包書皮），～鞋襯襯}泣竊怯葺{～理}挈{～領}乞趄欠?{碱～，饅頭放碱不足。疑為「欠」字促化}																				
ɕ	［7］吸昔惜息媳熄歇蠍夕錫隰析晰襲薛楔悉膝屑蟋諧偕熻{烤製，～紅薯}揳{打}［8］習{～慣，學～}席蓆協脅褻挾籺?{糕～：未炸的黃米糕}□{由于附近有樹木，導致養料羊倌被搶佔而影響土地收成。跟前有核桃樹，～得莊稼不行}																				
ȵ	［8］業聶孽擬匿溺捏逆虐瘧鑷																				
Ø	［7］一乙役疫醃{～鹹菜}噎益抑縊亦［8］頁葉藥鑰溢譯驛逸□{形容地面因水浸泡而下陷：～啦}																				
#uəʔ																					
t	［7］㞘{屁股}𡰪{屁股，同㞘}䐁{屁股，同㞘}咄掇敪厾撴{～弄}篤?{連續做。他～住一口氣喫嘍半盒兒菸}［8］毒獨讀牘犢奪督塗{糊～}涂{糊～}瀆鐸踱□{煙～：煙囪}鶟殰{～血：婦女小產導致血流不止}□{液體從容器底部流走。如：把池子裡的水～嘍吧。用管子把水從油桶裡～出來}																				
tʰ	［7］凸突禿脫{～衣裳}																				
l	［7］□{圪～：粗的棍子}［8］六={～味地黃丸}綠祿碌錄录律陸鹿轆雒{姓}駱{姓}率{頻～}																				
tʂ	［7］作做竹築拙燭祝啄琢朮粥［8］妯卒囑逐濁酌鐲碡昨觸触																				
tʂʰ	［7］出畜{～牲}處{去～}絀蹙簇猝𥼀?{～麪糊，～疙瘩，攪動熬煮成粘稠糊狀}齣{一～戲}																				
ʂ	［7］說{～話}叔束述淑［8］贖蜀屬属術术熟戍勺{東鄉西鄉部分村鎮讀法}																				
ɻ	［8］入辱褥肉{～桂}																				
k	［7］國骨郭谷穀蟈轂																				
kʰ	［7］哭酷窟［8］𣝗{棗～兒}核{棗～兒}																				
x	［7］或惑霍攉{撥、揚：～挑，～給一下}忽惚糊{～塗}鶻豁藿劐鑊［8］活鵠																				
Ø	［7］屋兀杌捼?{用力使彎曲}忤{～逆}捾{搲。用鐵鍁～地；～上一疙瘩肉}［8］五往{～北}																				
#yeʔ																					
l	［8］掠略捋{～起袖子：擼袖子}																				
tɕ	［7］足{～夠}掘倔桔橘厥撅噘瘚钁撧{～斷：扯斷}［8］橛{～子眼：内麦粒肿}局侷{卜～人：令人束縛的感覺}鋦絕決决訣族嚼爵啳*{日～：罵人}□{麪～啦：麪坨了}																				
tɕʰ	［7］菊掬鞠曲麯{大～}蛐屈雀黢焌{～燈兒：火柴}缺瘸撮{用簸箕～}																				
ɕ	［7］畜{～牧業}蓄血雪削速宿{～舍}蓿{苜～}戌粟肅恤旭［8］俗續踅{～摸}																				
Ø	［8］月峪越{副詞，～來～}																				
#n̩																					
Ø	［3］你{第二人称}																				
#ə˞																					
p	［1］本r{賠～}［5b］輩r{小～}																				
pʰ	［2］鵬r{稱呼帶該字小名}盆r{花～}																				
m	［2］門r{風～}																				
f	［2］蜂r［2］房r{買～，又音}［5b］縫r																				
ʋ	［2］文r{短～}［5b］味r																				
k	［1］根r［2］個r{一～，兩～}［5b］蓋r{火～}盖r{火～}個r{【個人】的合音，表示自己}																				
kʰ	［2］咳r{～～地：形容咳嗽的聲音}殼r{貝～}壳r{贝～}																				
ŋ	［1］俺r{【俺孩兒/俺兒】的合音，一種親暱/輕蔑的面稱}																				
x	［1］盒r{鉛筆～}［2］孩r																				
t	［5b］帶r{鞋～}袋r{塑料～}																				
tʰ	［2］臺r{圪～：台階}台r{圪～：台階}																				
n	［1］那r［5b］那r																				
tʂ	［1］這r胗r{百～：牛百葉}［5b］這r陣r{一～}																				
tʂʰ	［5b］成r{七～，八～}秤r																				
ʂ	［1］嬸r																				
ɳ	［1］碾r{碾子}																				
ɻ	［5b］日r{【日日】的合音，讚歎驚歎語氣詞}																				
tsʰ	［1］磣r{牙～：刺耳的聲音}																				
s	［2］廝r{兒子}厮r{儿子}																				
Ø	［2］兒而［3］耳餌洱爾尔［5］二貳																				
#iə˞																					
p	［1］餅r{石頭乾～}［2］鱉r壁r{掩～：影壁，照壁}																				
pʰ	［2］瓶r{一～醋}																				
m	［2］名r{有～}［5b］明r{【明日】的合音}																				
t	［1］蝶r{蝴～}碟r{手～：小碟子}																				
l	［2］鈴r{門～}																				
tɕ	［1］巾r{手～：毛巾}筋r{抽～}［5b］今r{【今日】的合音}勁r																				
tɕʰ	［2］錢r［5b］前r{【前日】的合音}																				
ɕ	［5b］信r{沒～}																				
Ø	［1］頁r{第三～，活～}葉r{樹～}影r{沒～}［5b］一r{【一日】的合音}																				
#uə˞																					
pʰ	［5b］泡r{水～}																				
m	［2］貓r猫r［5b］帽r																				
f	［1］方r{藥～}［2］房r{買～}																				
k	［2］穀r{穀子}［5b］棍r{光～}																				
kʰ	［1］核r{果核。棗～，桃～}𣝗r{果核。棗～，桃～}［5b］空r{沒～}																				
ŋ	［1］襖r{衣服。絮～，厚～}																				
x	［2］黃r{絲糕}會r{一～}［5b］號r{三～，對～}号r{三～，对～}孝r{～村：村名}巷r{南～：街道名}																				
t	［1］刀r［2］㞘r{迸～牛牛：一種昆蟲}［5b］對r{一～}凍r{皮～}																				
tʰ	［2］桃r{桃子。油～，離核兒～}脱r{碗～：荞面糊用碗成型后切食的食品}脫r{碗～：蕎麫糊用碗成型後切食的食品}［5b］套r{手～}																				
n	［1］腦r{額～：對聯的橫批}																				
l	［1］鹿r佬r{二～，三～：二叔，三叔}老r{山～：山漢；天～：白化病}［2］輪r{砂～}廊r{窗～}																				
tʂ	［1］盅r{酒～}莊r棗r［2］粥r{～：臘八粥}［5b］罩r{口～；奶～}																				
tʂʰ	［1］蔥r［2］場r{混～}腸r{心～}																				
ʂ	［1］水r{筆～}																				
Ø	［5b］碨r{石磨}磑r{石磨}																				
#yə˞																					
l	［2］樑r																				
tɕ	［5b］轎r{抬～，坐～}																				
tɕʰ	［1］曲r［2］墻r{後～}［5b］悄r{悄～地：祈使語，令安靜}																				
Ø	［2］羊r［5b］樣r{甚～，沒～}																				
#r																					
k	［1］歌r{唱～}狗r［5b］個r{身～，高～}																				
kʰ	［1］口r{一～：表示數量少。門～}																				
ŋ	［2］蛾r［5b］鏊r{砂～}																				
x	［2］猴r［5b］後r{【後日】的合音}																				
t	［1］蚪r{蝌～}［5b］大r{～：伯母}																				
tʰ	［2］頭r{當～：當領導}［0］屉r{抽～}																				
l	［2］梨r［5b］路r{走～}																				
ts	［1］雞r井r［5b］鏡r																				
tsʰ	［1］抽r{套在牲口嘴上防止偷吃的網狀物}［5b］刺r{挑～}																				
s	［1］絲r星r{一圪～：一點點}□r{圪～：（令人發笑的）癢}［5b］四r{～：老四}																				
z	［2］姨r［5b］藝r{～多：技能多}																				
#i˞																					
pʰ	［2］皮r{書～}［5b］票r{開～}																				
m	［1］面r{正～，翻～}																				
t	［5b］調r{不在～上}																				
tʰ	［2］條r{一～煙}																				
l	［2］鈴r{又音}藜r{蒺～}榴r{醋～：沙棘}𪕌r{圪～：一種鬆鼠}［5b］六r{～：老六}																				
tɕ	［5b］件r{一～}																				
tɕʰ	［1］雀r［2］脙r{男性生殖器}㞗r{男性生殖器}［5b］毽r{踢～：踢毽子}																				
ɕ	［5b］扇r																				
ȵ	［2］牛r																				
Ø	［2］窯r{煤～；三間～}窑r{煤～；三間～}［5b］由r{事～兒大咧：形容人事兒多}																				
#a˞																					
p	［1］班r{上～}板r{三合～}袜r{凉～}襪r{涼～}［5b］瓣r{兩～}																				
pʰ	［2］盤r{光～}牌r{名～}耙r拍r{球～}																				
m	［1］馬r																				
f	［2］法r{沒～；尋～}																				
kʰ	［1］□r{～莊：開垣莊的本土叫法}																				
ŋ	［5b］靄r{黑煙～：煙囪積累的煙灰}																				
x	［1］匣r{鉛筆～}																				
t	［1］單r{牀～}［2］蛋r{淚～：淚珠}［5b］蛋r{打～：打台球；琉璃～：玻璃珠}																				
tʰ	［2］罈r{一～汾酒}																				
l	［2］籃r{花～}欄r{柵～}［5b］攔r{卜～：受到阻礙}																				
tʂ	［2］桌r□r{白事上祭祀用的云云串起來}																				
tʂʰ	［2］蟬r																				
ʂ	［1］生r{【生日】的合音}																				
tsʰ	［2］蠶r蚕r																				
s	［2］色r{丟～：丟色子}																				
#ia˞																					
pʰ	［1］片r{～鞋：普通的布鞋}																				
m	［5b］面r{～上過不的：臉面上過不去}																				
t	［1］蹎r{～啦：跑了}［5b］墊r{牀～}																				
l	［2］聯r{對～}［5b］鏈r{～：撲克牌中的順子}																				
tɕ	［1］間r{里～，外～}［2］角r{餃子}［5b］件r{一～（又音）}																				
tɕʰ	［5b］客r{【客人】的合音}																				
ɕ	［2］弦r{三～}［5b］杏r餡r{肉～}線r{～車：專線營運的車}																				
ȵ	［1］眼r{鑽～}［2］芽r{豆～}年r{小～}																				
Ø	［5b］艷r{稱呼帶該字小名}燕r{稱呼帶該字小名}彥r{稱呼帶該字小名}																				
#ua˞																					
k	［1］瓜r［1］館r{圖書～}［5b］罐r																				
kʰ	［5b］塊r{大～}																				
x	［1］花r［5b］畫r画r																				
t	［5b］段r{一～}																				
l	［5b］亂r{捅～：捅亂子}																				
tʂ	［2］桌r{八仙～；貢～}																				
tʂʰ	［5b］串r{一～}																				
ʂ	［2］刷r{牙～}																				
Ø	［2］娃r{豬～；雞～}［5b］腕r{手～}																				
#ya˞																					
tɕ	［5b］絹r{手～}娟r{稱呼帶該字小名}卷r{試～}																				
tɕʰ	［2］全r{稱呼帶該字小名}［5b］券r																				
ɕ	［2］璇r{稱呼帶該字小名}																				
Ø	［2］園r{花～}［5b］院r{學～}																				
#u˞																					
p	［5b］半r{一～}伴r{作～}婆r{老～：曾外祖母}																				
pʰ	［2］婆r{師～}																				
m	［1］□r{【木碗兒】的合音}																				
f	［1］虎r{稱呼帶該字小名}［2］和r{～啦：麻將術語}壺r{鹵～}胡r{二～}［5b］戶r{兩～；萬元～；五保～}																				
k	［1］鍋r果r{腰～}																				
tʰ	［2］團r{圪～：麫食的一種，通稱貓耳朵}团r{圪～：麫食的一種，通稱貓耳朵}																				
tʂʰ	［2］椽r																				
ʂ	［1］所r{派出～}鎖r{稱呼帶該字小名}																				
Ø	［1］碗r																				
#yu˞																					
tɕ	［5b］圈r{豬～；羊～}																				
ɕ	［5b］旋r{～粉：一種綠豆涼粉}楦r{鞋～}																				
ȵ	［5b］院r{猴猴～：小院子}																				
#ɯ˞ʋ																					
p	［5b］布r																				
pʰ	［1］譜r{有～}［5b］鋪r{糧油～}																				
tʰ	［5b］兔r																				
l	［1］驢r蘆r{葫～}																				
k	［1］箍r{金～棒}姑r{大～；二～}□r{老鼠}股r{入～；一～}																				
kʰ	［5b］褲r																				
t	［1］肚r{羊～}																				
tʰ	［5b］兔r																				
tʂʰ	［1］豬r［5b］柱r																				
ɳ	［1］女r{～：年輕女孩}																				
ts	［1］居r{～：居舍}［5b］鋸r{～：木匠工具}																				
tsʰ	［1］蛆r［2］渠r{～：水渠}																				
z	［2］魚r																				
#ɑʊ˞																					
k	［1］稿r{草～}																				
#iɑʊ˞																					
ɕ	［1］曉r{稱呼帶該字小名}																				
