字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
党	tɔŋ11		t	ɔŋ	11	t	4	28	3	1	党	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党
炖	tɔŋ31	暖	t	ɔŋ	31	t	4	28	8	0	炖{暖}	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}
锻	tɔŋ31	~炼	t	ɔŋ	31	t	4	28	8	1	锻{~炼}	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}
断	tɔŋ24		t	ɔŋ	24	t	4	28	6	0	断	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断
段	tɔŋ24		t	ɔŋ	24	t	4	28	6	0	段	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段
缎	tɔŋ24		t	ɔŋ	24	t	4	28	6	0	缎	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎
□	tɔŋ24	ʨʰi33ʨiu31~胡渣	t	ɔŋ	24	t	4	28	6	1	□{ʨʰi33ʨiu31~胡渣}	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}
堂	tɔŋ204		t	ɔŋ	204	t	4	28	2	0	堂	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂
长	tɔŋ204	形	t	ɔŋ	204	t	4	28	2	0	长{形}	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}
撞	tɔŋ204		t	ɔŋ	204	t	4	28	2	0	撞	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞
挡	tɔŋ204		t	ɔŋ	204	t	4	28	2	0	挡	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡
唐	tɔŋ204		t	ɔŋ	204	t	4	28	2	0	唐	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡唐	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡唐
塘	tɔŋ204		t	ɔŋ	204	t	4	28	2	0	塘	tɔŋ	0	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡唐塘	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡唐塘
棠	tɔŋ204		t	ɔŋ	204	t	4	28	2	1	棠	tɔŋ	1	[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡唐塘棠	tɔŋ[1]□{~ʦʰui33，漱口}[5]顿□{跺脚}肠倒{~霉}当{~铺}[3]墩档党[8]炖{暖}锻{~炼}[6]断段缎□{ʨʰi33ʨiu31~胡渣}[2]堂长{形}撞挡唐塘棠
汤	tʰɔŋ55		tʰ	ɔŋ	55	tʰ	5	28	1	0	汤	tʰɔŋ	0	[1]汤	tʰɔŋ[1]汤
吞	tʰɔŋ55		tʰ	ɔŋ	55	tʰ	5	28	1	1	吞	tʰɔŋ	0	[1]汤吞	tʰɔŋ[1]汤吞
糖	tʰɔŋ33		tʰ	ɔŋ	33	tʰ	5	28	5	0	糖	tʰɔŋ	0	[1]汤吞[5]糖	tʰɔŋ[1]汤吞[5]糖
脱	tʰɔŋ33		tʰ	ɔŋ	33	tʰ	5	28	5	1	脱	tʰɔŋ	0	[1]汤吞[5]糖脱	tʰɔŋ[1]汤吞[5]糖脱
褪	tʰɔŋ11		tʰ	ɔŋ	11	tʰ	5	28	3	1	褪	tʰɔŋ	1	[1]汤吞[5]糖脱[3]褪	tʰɔŋ[1]汤吞[5]糖脱[3]褪
□	nɔŋ55	~kyɔŋ11，婴儿	n	ɔŋ	55	n	6	28	1	1	□{~kyɔŋ11，婴儿}	nɔŋ	0	[1]□{~kyɔŋ11，婴儿}	nɔŋ[1]□{~kyɔŋ11，婴儿}
捻	nɔŋ33		n	ɔŋ	33	n	6	28	5	1	捻	nɔŋ	0	[1]□{~kyɔŋ11，婴儿}[5]捻	nɔŋ[1]□{~kyɔŋ11，婴儿}[5]捻
酿	nɔŋ24		n	ɔŋ	24	n	6	28	6	0	酿	nɔŋ	0	[1]□{~kyɔŋ11，婴儿}[5]捻[6]酿	nɔŋ[1]□{~kyɔŋ11，婴儿}[5]捻[6]酿
嫩	nɔŋ24		n	ɔŋ	24	n	6	28	6	1	嫩	nɔŋ	1	[1]□{~kyɔŋ11，婴儿}[5]捻[6]酿嫩	nɔŋ[1]□{~kyɔŋ11，婴儿}[5]捻[6]酿嫩
郎	lɔŋ33		l	ɔŋ	33	l	7	28	5	0	郎	lɔŋ	0	[5]郎	lɔŋ[5]郎
廊	lɔŋ33		l	ɔŋ	33	l	7	28	5	0	廊	lɔŋ	0	[5]郎廊	lɔŋ[5]郎廊
黹	lɔŋ33		l	ɔŋ	33	l	7	28	5	0	黹	lɔŋ	0	[5]郎廊黹	lɔŋ[5]郎廊黹
论	lɔŋ33	辩~	l	ɔŋ	33	l	7	28	5	1	论{辩~}	lɔŋ	0	[5]郎廊黹论{辩~}	lɔŋ[5]郎廊黹论{辩~}
浪	lɔŋ24		l	ɔŋ	24	l	7	28	6	0	浪	lɔŋ	0	[5]郎廊黹论{辩~}[6]浪	lɔŋ[5]郎廊黹论{辩~}[6]浪
乱	lɔŋ24		l	ɔŋ	24	l	7	28	6	1	乱	lɔŋ	0	[5]郎廊黹论{辩~}[6]浪乱	lɔŋ[5]郎廊黹论{辩~}[6]浪乱
狼	lɔŋ204		l	ɔŋ	204	l	7	28	2	1	狼	lɔŋ	1	[5]郎廊黹论{辩~}[6]浪乱[2]狼	lɔŋ[5]郎廊黹论{辩~}[6]浪乱[2]狼
庄	tsɔŋ55		ts	ɔŋ	55	ts	8	28	1	0	庄	tsɔŋ	0	[1]庄	tsɔŋ[1]庄
装	tsɔŋ55		ts	ɔŋ	55	ts	8	28	1	0	装	tsɔŋ	0	[1]庄装	tsɔŋ[1]庄装
妆	tsɔŋ55		ts	ɔŋ	55	ts	8	28	1	0	妆	tsɔŋ	0	[1]庄装妆	tsɔŋ[1]庄装妆
桩	tsɔŋ55		ts	ɔŋ	55	ts	8	28	1	0	桩	tsɔŋ	0	[1]庄装妆桩	tsɔŋ[1]庄装妆桩
赃	tsɔŋ55		ts	ɔŋ	55	ts	8	28	1	1	赃	tsɔŋ	0	[1]庄装妆桩赃	tsɔŋ[1]庄装妆桩赃
□	tsɔŋ33	锥	ts	ɔŋ	33	ts	8	28	5	0	□{锥}	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}	tsɔŋ[1]庄装妆桩赃[5]□{锥}
壮	tsɔŋ33		ts	ɔŋ	33	ts	8	28	5	0	壮	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮
葬	tsɔŋ33		ts	ɔŋ	33	ts	8	28	5	0	葬	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮葬	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬
钻	tsɔŋ33		ts	ɔŋ	33	ts	8	28	5	1	钻	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮葬钻	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬钻
藏	tsɔŋ11	西~	ts	ɔŋ	11	ts	8	28	3	1	藏{西~}	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}
状	tsɔŋ204		ts	ɔŋ	204	ts	8	28	2	0	状	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状
藏	tsɔŋ204	动	ts	ɔŋ	204	ts	8	28	2	0	藏{动}	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状藏{动}	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状藏{动}
脏	tsɔŋ204		ts	ɔŋ	204	ts	8	28	2	1	脏	tsɔŋ	0	[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状藏{动}脏	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状藏{动}脏
□	tsɔŋ31	~pɔŋ24，煮饭	ts	ɔŋ	31	ts	8	28	8	1	□{~pɔŋ24，煮饭}	tsɔŋ	1	[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状藏{动}脏[8]□{~pɔŋ24，煮饭}	tsɔŋ[1]庄装妆桩赃[5]□{锥}壮葬钻[3]藏{西~}[2]状藏{动}脏[8]□{~pɔŋ24，煮饭}
疮	tsʰɔŋ55		tsʰ	ɔŋ	55	tsʰ	9	28	1	0	疮	tsʰɔŋ	0	[1]疮	tsʰɔŋ[1]疮
村	tsʰɔŋ55		tsʰ	ɔŋ	55	tsʰ	9	28	1	0	村	tsʰɔŋ	0	[1]疮村	tsʰɔŋ[1]疮村
仓	tsʰɔŋ55		tsʰ	ɔŋ	55	tsʰ	9	28	1	0	仓	tsʰɔŋ	0	[1]疮村仓	tsʰɔŋ[1]疮村仓
篡	tsʰɔŋ55	~位	tsʰ	ɔŋ	55	tsʰ	9	28	1	1	篡{~位}	tsʰɔŋ	0	[1]疮村仓篡{~位}	tsʰɔŋ[1]疮村仓篡{~位}
床	tsʰɔŋ33		tsʰ	ɔŋ	33	tsʰ	9	28	5	0	床	tsʰɔŋ	0	[1]疮村仓篡{~位}[5]床	tsʰɔŋ[1]疮村仓篡{~位}[5]床
戳	tsʰɔŋ33		tsʰ	ɔŋ	33	tsʰ	9	28	5	0	戳	tsʰɔŋ	0	[1]疮村仓篡{~位}[5]床戳	tsʰɔŋ[1]疮村仓篡{~位}[5]床戳
寸	tsʰɔŋ33		tsʰ	ɔŋ	33	tsʰ	9	28	5	0	寸	tsʰɔŋ	0	[1]疮村仓篡{~位}[5]床戳寸	tsʰɔŋ[1]疮村仓篡{~位}[5]床戳寸
菖	tsʰɔŋ33	~蒲	tsʰ	ɔŋ	33	tsʰ	9	28	5	1	菖{~蒲}	tsʰɔŋ	0	[1]疮村仓篡{~位}[5]床戳寸菖{~蒲}	tsʰɔŋ[1]疮村仓篡{~位}[5]床戳寸菖{~蒲}
忖	tsʰɔŋ24		tsʰ	ɔŋ	24	tsʰ	9	28	6	1	忖	tsʰɔŋ	1	[1]疮村仓篡{~位}[5]床戳寸菖{~蒲}[6]忖	tsʰɔŋ[1]疮村仓篡{~位}[5]床戳寸菖{~蒲}[6]忖
霜	sɔŋ55		s	ɔŋ	55	s	10	28	1	0	霜	sɔŋ	0	[1]霜	sɔŋ[1]霜
孙	sɔŋ55		s	ɔŋ	55	s	10	28	1	0	孙	sɔŋ	0	[1]霜孙	sɔŋ[1]霜孙
酸	sɔŋ55		s	ɔŋ	55	s	10	28	1	1	酸	sɔŋ	0	[1]霜孙酸	sɔŋ[1]霜孙酸
郎	sɔŋ33	女婿	s	ɔŋ	33	s	10	28	5	0	郎{女婿}	sɔŋ	0	[1]霜孙酸[5]郎{女婿}	sɔŋ[1]霜孙酸[5]郎{女婿}
丧	sɔŋ33	~事	s	ɔŋ	33	s	10	28	5	1	丧{~事}	sɔŋ	0	[1]霜孙酸[5]郎{女婿}丧{~事}	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}
爽	sɔŋ11		s	ɔŋ	11	s	10	28	3	0	爽	sɔŋ	0	[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽
涮	sɔŋ11		s	ɔŋ	11	s	10	28	3	0	涮	sɔŋ	0	[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮
刷	sɔŋ11		s	ɔŋ	11	s	10	28	3	1	刷	sɔŋ	0	[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷
卵	sɔŋ24		s	ɔŋ	24	s	10	28	6	0	卵	sɔŋ	0	[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷[6]卵	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷[6]卵
□	sɔŋ24	y55~，马铃薯	s	ɔŋ	24	s	10	28	6	1	□{y55~，马铃薯}	sɔŋ	0	[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷[6]卵□{y55~，马铃薯}	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷[6]卵□{y55~，马铃薯}
桑	sɔŋ31	~叶	s	ɔŋ	31	s	10	28	8	1	桑{~叶}	sɔŋ	1	[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷[6]卵□{y55~，马铃薯}[8]桑{~叶}	sɔŋ[1]霜孙酸[5]郎{女婿}丧{~事}[3]爽涮刷[6]卵□{y55~，马铃薯}[8]桑{~叶}
江	kɔŋ55		k	ɔŋ	55	k	14	28	1	0	江	kɔŋ	0	[1]江	kɔŋ[1]江
□	kɔŋ55	一~风，一阵风	k	ɔŋ	55	k	14	28	1	1	□{一~风，一阵风}	kɔŋ	0	[1]江□{一~风，一阵风}	kɔŋ[1]江□{一~风，一阵风}
舁	kɔŋ33		k	ɔŋ	33	k	14	28	5	0	舁	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁	kɔŋ[1]江□{一~风，一阵风}[5]舁
降	kɔŋ33		k	ɔŋ	33	k	14	28	5	0	降	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁降	kɔŋ[1]江□{一~风，一阵风}[5]舁降
杠	kɔŋ33		k	ɔŋ	33	k	14	28	5	0	杠	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁降杠	kɔŋ[1]江□{一~风，一阵风}[5]舁降杠
岗	kɔŋ33		k	ɔŋ	33	k	14	28	5	0	岗	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁降杠岗	kɔŋ[1]江□{一~风，一阵风}[5]舁降杠岗
钢	kɔŋ33		k	ɔŋ	33	k	14	28	5	1	钢	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁降杠岗钢	kɔŋ[1]江□{一~风，一阵风}[5]舁降杠岗钢
讲	kɔŋ11		k	ɔŋ	11	k	14	28	3	1	讲	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁降杠岗钢[3]讲	kɔŋ[1]江□{一~风，一阵风}[5]舁降杠岗钢[3]讲
缸	kɔŋ31		k	ɔŋ	31	k	14	28	8	0	缸	kɔŋ	0	[1]江□{一~风，一阵风}[5]舁降杠岗钢[3]讲[8]缸	kɔŋ[1]江□{一~风，一阵风}[5]舁降杠岗钢[3]讲[8]缸
豇	kɔŋ31	~豆	k	ɔŋ	31	k	14	28	8	1	豇{~豆}	kɔŋ	1	[1]江□{一~风，一阵风}[5]舁降杠岗钢[3]讲[8]缸豇{~豆}	kɔŋ[1]江□{一~风，一阵风}[5]舁降杠岗钢[3]讲[8]缸豇{~豆}
坤	kʰɔŋ55		kʰ	ɔŋ	55	kʰ	15	28	1	0	坤	kʰɔŋ	0	[1]坤	kʰɔŋ[1]坤
糠	kʰɔŋ55		kʰ	ɔŋ	55	kʰ	15	28	1	1	糠	kʰɔŋ	0	[1]坤糠	kʰɔŋ[1]坤糠
康	kʰɔŋ33		kʰ	ɔŋ	33	kʰ	15	28	5	0	康	kʰɔŋ	0	[1]坤糠[5]康	kʰɔŋ[1]坤糠[5]康
□	kʰɔŋ33	ʦʰeŋ33~，田埂	kʰ	ɔŋ	33	kʰ	15	28	5	1	□{ʦʰeŋ33~，田埂}	kʰɔŋ	0	[1]坤糠[5]康□{ʦʰeŋ33~，田埂}	kʰɔŋ[1]坤糠[5]康□{ʦʰeŋ33~，田埂}
矿	kʰɔŋ24		kʰ	ɔŋ	24	kʰ	15	28	6	0	矿	kʰɔŋ	0	[1]坤糠[5]康□{ʦʰeŋ33~，田埂}[6]矿	kʰɔŋ[1]坤糠[5]康□{ʦʰeŋ33~，田埂}[6]矿
抗	kʰɔŋ24		kʰ	ɔŋ	24	kʰ	15	28	6	1	抗	kʰɔŋ	1	[1]坤糠[5]康□{ʦʰeŋ33~，田埂}[6]矿抗	kʰɔŋ[1]坤糠[5]康□{ʦʰeŋ33~，田埂}[6]矿抗
项	xɔŋ24		x	ɔŋ	24	x	16	28	6	0	项	xɔŋ	0	[6]项	xɔŋ[6]项
限	xɔŋ24		x	ɔŋ	24	x	16	28	6	0	限	xɔŋ	0	[6]项限	xɔŋ[6]项限
恨	xɔŋ24		x	ɔŋ	24	x	16	28	6	1	恨	xɔŋ	0	[6]项限恨	xɔŋ[6]项限恨
妨	xɔŋ204		x	ɔŋ	204	x	16	28	2	0	妨	xɔŋ	0	[6]项限恨[2]妨	xɔŋ[6]项限恨[2]妨
防	xɔŋ204		x	ɔŋ	204	x	16	28	2	0	防	xɔŋ	0	[6]项限恨[2]妨防	xɔŋ[6]项限恨[2]妨防
降	xɔŋ204	投~	x	ɔŋ	204	x	16	28	2	0	降{投~}	xɔŋ	0	[6]项限恨[2]妨防降{投~}	xɔŋ[6]项限恨[2]妨防降{投~}
行	xɔŋ204	银~	x	ɔŋ	204	x	16	28	2	1	行{银~}	xɔŋ	1	[6]项限恨[2]妨防降{投~}行{银~}	xɔŋ[6]项限恨[2]妨防降{投~}行{银~}
仰	ŋɔŋ24		ŋ	ɔŋ	24	ŋ	17	28	6	1	仰	ŋɔŋ	1	[6]仰	ŋɔŋ[6]仰
秧	ɔŋ55			ɔŋ	55	∅	18	28	1	0	秧	ɔŋ	0	[1]秧	ɔŋ[1]秧
恩	ɔŋ55			ɔŋ	55	∅	18	28	1	0	恩	ɔŋ	0	[1]秧恩	ɔŋ[1]秧恩
庵	ɔŋ55			ɔŋ	55	∅	18	28	1	1	庵	ɔŋ	0	[1]秧恩庵	ɔŋ[1]秧恩庵
暗	ɔŋ33			ɔŋ	33	∅	18	28	5	0	暗	ɔŋ	0	[1]秧恩庵[5]暗	ɔŋ[1]秧恩庵[5]暗
晏	ɔŋ33			ɔŋ	33	∅	18	28	5	0	晏	ɔŋ	0	[1]秧恩庵[5]暗晏	ɔŋ[1]秧恩庵[5]暗晏
□	ɔŋ33	~ŋu31pian55，傍晚		ɔŋ	33	∅	18	28	5	1	□{~ŋu31pian55，傍晚}	ɔŋ	0	[1]秧恩庵[5]暗晏□{~ŋu31pian55，傍晚}	ɔŋ[1]秧恩庵[5]暗晏□{~ŋu31pian55，傍晚}
影	ɔŋ11			ɔŋ	11	∅	18	28	3	1	影	ɔŋ	0	[1]秧恩庵[5]暗晏□{~ŋu31pian55，傍晚}[3]影	ɔŋ[1]秧恩庵[5]暗晏□{~ŋu31pian55，傍晚}[3]影
笐	ɔŋ204			ɔŋ	204	∅	18	28	2	1	笐	ɔŋ	1	[1]秧恩庵[5]暗晏□{~ŋu31pian55，傍晚}[3]影[2]笐	ɔŋ[1]秧恩庵[5]暗晏□{~ŋu31pian55，傍晚}[3]影[2]笐
分	puɔŋ55		p	uɔŋ	55	p	1	29	1	1	分	puɔŋ	0	[1]分	puɔŋ[1]分
本	puɔŋ33		p	uɔŋ	33	p	1	29	5	0	本	puɔŋ	0	[1]分[5]本	puɔŋ[1]分[5]本
畚	puɔŋ33	~kʰy55，~箕	p	uɔŋ	33	p	1	29	5	1	畚{~kʰy55，~箕}	puɔŋ	0	[1]分[5]本畚{~kʰy55，~箕}	puɔŋ[1]分[5]本畚{~kʰy55，~箕}
饭	puɔŋ24		p	uɔŋ	24	p	1	29	6	0	饭	puɔŋ	0	[1]分[5]本畚{~kʰy55，~箕}[6]饭	puɔŋ[1]分[5]本畚{~kʰy55，~箕}[6]饭
范	puɔŋ24		p	uɔŋ	24	p	1	29	6	1	范	puɔŋ	0	[1]分[5]本畚{~kʰy55，~箕}[6]饭范	puɔŋ[1]分[5]本畚{~kʰy55，~箕}[6]饭范
方	puɔŋ31	~便	p	uɔŋ	31	p	1	29	8	1	方{~便}	puɔŋ	1	[1]分[5]本畚{~kʰy55，~箕}[6]饭范[8]方{~便}	puɔŋ[1]分[5]本畚{~kʰy55，~箕}[6]饭范[8]方{~便}
盼	muɔŋ24		m	uɔŋ	24	m	3	29	6	1	盼	muɔŋ	1	[6]盼	muɔŋ[6]盼
光	kuɔŋ55		k	uɔŋ	55	k	14	29	1	1	光	kuɔŋ	0	[1]光	kuɔŋ[1]光
广	kuɔŋ11		k	uɔŋ	11	k	14	29	3	1	广	kuɔŋ	1	[1]光[3]广	kuɔŋ[1]光[3]广
况	kʰuɔŋ24		kʰ	uɔŋ	24	kʰ	15	29	6	1	况	kʰuɔŋ	1	[6]况	kʰuɔŋ[6]况
荒	xuɔŋ55		x	uɔŋ	55	x	16	29	1	0	荒	xuɔŋ	0	[1]荒	xuɔŋ[1]荒
慌	xuɔŋ55		x	uɔŋ	55	x	16	29	1	0	慌	xuɔŋ	0	[1]荒慌	xuɔŋ[1]荒慌
方	xuɔŋ55		x	uɔŋ	55	x	16	29	1	0	方	xuɔŋ	0	[1]荒慌方	xuɔŋ[1]荒慌方
芳	xuɔŋ55		x	uɔŋ	55	x	16	29	1	1	芳	xuɔŋ	0	[1]荒慌方芳	xuɔŋ[1]荒慌方芳
楻	xuɔŋ33	ɕi33~kaŋ55，厕所	x	uɔŋ	33	x	16	29	5	1	楻{ɕi33~kaŋ55，厕所}	xuɔŋ	0	[1]荒慌方芳[5]楻{ɕi33~kaŋ55，厕所}	xuɔŋ[1]荒慌方芳[5]楻{ɕi33~kaŋ55，厕所}
簧	xuɔŋ204		x	uɔŋ	204	x	16	29	2	1	簧	xuɔŋ	0	[1]荒慌方芳[5]楻{ɕi33~kaŋ55，厕所}[2]簧	xuɔŋ[1]荒慌方芳[5]楻{ɕi33~kaŋ55，厕所}[2]簧
□	xuɔŋ31	~tu33，吩咐	x	uɔŋ	31	x	16	29	8	1	□{~tu33，吩咐}	xuɔŋ	1	[1]荒慌方芳[5]楻{ɕi33~kaŋ55，厕所}[2]簧[8]□{~tu33，吩咐}	xuɔŋ[1]荒慌方芳[5]楻{ɕi33~kaŋ55，厕所}[2]簧[8]□{~tu33，吩咐}
王	uɔŋ55			uɔŋ	55	∅	18	29	1	1	王	uɔŋ	0	[1]王	uɔŋ[1]王
晕	uɔŋ33			uɔŋ	33	∅	18	29	5	0	晕	uɔŋ	0	[1]王[5]晕	uɔŋ[1]王[5]晕
□	uɔŋ33	一团，量词		uɔŋ	33	∅	18	29	5	1	□{一团，量词}	uɔŋ	0	[1]王[5]晕□{一团，量词}	uɔŋ[1]王[5]晕□{一团，量词}
枉	uɔŋ11	冤~		uɔŋ	11	∅	18	29	3	1	枉{冤~}	uɔŋ	0	[1]王[5]晕□{一团，量词}[3]枉{冤~}	uɔŋ[1]王[5]晕□{一团，量词}[3]枉{冤~}
旺	uɔŋ24			uɔŋ	24	∅	18	29	6	1	旺	uɔŋ	0	[1]王[5]晕□{一团，量词}[3]枉{冤~}[6]旺	uɔŋ[1]王[5]晕□{一团，量词}[3]枉{冤~}[6]旺
黄	uɔŋ204			uɔŋ	204	∅	18	29	2	0	黄	uɔŋ	0	[1]王[5]晕□{一团，量词}[3]枉{冤~}[6]旺[2]黄	uɔŋ[1]王[5]晕□{一团，量词}[3]枉{冤~}[6]旺[2]黄
