来源：北柯，前锋修订		
说明：代表天宁镇音系		
#符号说明：-白=文；写不出来的字用“□”表示；“~”代替所注的字		
#调值：［1］11  [3] 53［5］24［7］ʔ11［8］ʔ53		
#ɑ		
p	[1]芭疤笆吧爬-耙-{～地} [3]把靶  [5]爸霸罢把坝棒□{～叉：把腿叉开}	
pʰ	[1]趴爬=耙=杷琶 [5]怕帕	
m	[1]妈麻蟆 [3]马码玛 [5]骂	
t	[1]爹-{~} [3]打 [5]大=	
tʰ	[1]他它	
n	[1]拿 [3]哪=	
l	[1]拉 [5]旯落{遗漏}	
k	[1]□{拟声词：用力关门的声音} [5]旮	
kʰ	[1]□{拟声词：用力咳嗽的声音} [3]卡{~片}	
x	[1]哈{~气} [5]下-{~雨}吓-{~了一跳}夏-{~天}	
ŋ	[3]哑我-{～妈} [5]□{老鹰}	
ts	[1]渣=楂咱 [5]榨诈乍炸栅=	
tsʰ	[1]差{~距}茶搽查茬= [3]杈衩拃{量词，指张开大拇指后大拇指与食指的距离} [5]岔诧差叉汊	
s	[1]渣-{灰~}沙砂纱茬- [3]洒傻撒 [5]厦萨□{~菜：择菜}□{~巴巴：织物的经纬度宽，不结实}	
∅	[1]阿啊	
#iɑ		
p	[1]棚-{~子} [3]□{屁～骨儿：屁股中间的骨头} [5]迸-{~裂}	
pʰ	[1]□{人胆：～眉色眼} [5]□{黄～～：形容人气色不好}	
m	[1]虻-{牛～} [3]猛-{～不防}□{细～～地：形容细}	
ȵ	[1]□{人~：人家}牙芽 [5]轧压砑{碾~}硬{～柴}	
l	[1]□{骚地劈~：形容人轻浮} [3]两-{~斤}俩	
tɕ	[1]加嘉家=佳枷羹-{剔~}耕-{~地} [3]假贾 [5]稼嫁驾价假架	
tɕʰ	[3]卡{~住} [5] 揢{:用力掐住}	
ɕ	[1]虾霞暇遐瑕 [5]下=吓=夏=厦杏-{~儿}	
∅	[1]丫衙涯牙=崖=涯=压= [3]雅哑=  [5]亚	
#uɑ		
k	[1]瓜□{拟声词：形容短促而响亮的声音}  [3]寡剐 [5]挂卦褂	
kʰ	[1]夸□{水～：水坑} [3]垮侉 [5]挎跨胯	
x	[1]横-花华铧 [5]画话桦划化	
ts	[1]抓 [3]爪檛{马鞭}	
tsʰ	[1]□{拟声词：水流声}	
s	[3]耍	
∅	[1]哇挖洼娃 [3]瓦搲{~用手抓}鸹{黑老～:乌鸦} [5]瓦{~墙}凹	
#ɤ		
p	[1]邦帮 [3]梆榜膀 [5]绑蚌谤磅棒	
pʰ	[1]房-{姓氏}乓胮滂旁螃庞 [5]胖肨	
m	[1]忙盲氓芒=茫 [3]莽蟒	
t	[1]当裆铛堂- [3]档挡党 [5]荡□{尘土飞扬：~了人一身土}当宕	
tʰ	[1]汤唐塘堂=棠螳糖 [3]倘躺淌 [5]烫趟	
n	[1]囊  [5]齉□{:很多}	
l	[1]狼廊螂琅郎 [3]朗 [5]浪	
k	[1]冈岗刚纲钢缸肛 [3]港哥- [5]杠旮-	
kʰ	[1]康糠慷 [3]扛抗 [5]炕	
ŋ	[1]肮昂 [5]□{拥挤}	
x	[1]夯杭航行={~列} [5]巷上-	
ts	[1]章彰樟张将-{黑~来}赃睁-{~眼}长-肠-{~子} [3]长涨掌 [5]帐障葬丈仗杖胀账瘴匠-{木～}	
tsʰ	[1]昌娼撑- 长=肠=常=藏尝=偿=嫦 [3]敞场氅 [5]唱昌畅倡	
s	[1]商墒桑丧{婚~}生-{营~}尝-偿-常- [3]晌嗓爽赏甥-{外~子}  [5]尚上=绱裳丧{~失}	
z	[1]瓤 [3]嚷壤 [5]让	
#iɤ		
ȵ	[1]娘 [3]仰 [5]酿娘{~~称呼外祖母}	
l	[1]良凉量粮梁粱 [5]谅晾亮辆量	
tɕ	[1]江豇姜疆僵将=缰墙-{院~}奖浆蒋耩  [3]讲 [5]强-{~盗}降酱匠将虹-{起~}糨犟匠=桨	
tɕʰ	[1]腔枪羌强=墙= [3]抢 [5]呛	
ɕ	[1]香乡相厢箱湘襄镶降祥厢箱详祥襄翔 [3]享响想饷 [5]向巷=项象相像橡	
∅	[1]央秧殃泱鸯羊洋阳扬杨 [3]养氧痒 [5]样恙漾□{扔}	
#uɤ		
n	[3]攮{~刺}	
k	[1]光 [3]广 [5]逛	
kʰ	[1]筐框匡狂况 [5]矿框旷眶	
x	[1]荒慌惶蝗簧徨潢皇黄方芳坊房=防妨肪 [3]恍谎幌仿纺访 [5]晃 {~悠}放	
ts	[1]庄装妆桩 [5]壮状撞=	
tsʰ	[1]双-{～生生:双胞胎}窗=疮=床= [3]闯 [5]撞创	
s	[1]窗-{～台}双=霜孀床-{~~:板凳}疮-{冻~} [3]爽	
∅	[1]王汪往枉亡芒-{麦～} [3]网 [5]忘妄望旺	
#ɤɯ		
p	[1]菠波播玻婆-{老~} [3]簸{~一~}跛 [5]薄{~荷}簸{~箕}	
pʰ	[1]坡颇婆= [3]笸□{~身：投入身心} [5]破	
m	[1]馍摩磨蘑魔膜摹 [3]抹 [5]磨	
t	[1]多驼-驮- [5]大-{~}	
tʰ	[1]拖驮=驼=	
n	[1]挪	
l	[1]罗螺骡脶锣箩萝逻 [3]裸 [5]赂摞	
k	[1]哥歌	
