#备注：湖南道县( 梅花) 土话音系 沈明、周建芳		
#调值	[1]35 [2]214 [3]33 [4]55 [5]21 [7]112	
#ɿ		
ts	[1]鸡支芝知{文，~事}□{~年：今年}[3]纸指籽仔紫子{2，~孙；金~}止几虮挤麂姊{文，~嫂}叽{1，叫~~：蝉}纪镜{2，眼~}[5]痣置痔照制罩{1，油盏~子}叽{2，~~哟：蝉}志蕌剂徛寄记季椒箕际□{莫~声：不作声}继[6]□{样~：这样；哪~：怎么}[7]织截接结积极节质鲫蛰脊急疾□{灌~：化脓}直{文，~个：一直}脚	
tsʰ	[1]欺痴□{~得：迟钝}劁锹[2]池自迟祠辞桥荞樵骑旗棋齐漆{文，油~}[3]齿起{文，~同：一同}[5]戚砌次气汽刺砌摛{伸}契[6]字牸轿□{~夹：翅膀}直{白，ma²¹~：笔直}鹚{鱼~：鸬鹚}[7]切及	
s	[1]狮尸诗丝撕师私烧{文，~火}西稀消硝{1，上~：上火药}箫□{打~pʰɛ⁵⁵：打架}呲[2]时什[3]屎{白，~尿}少起{白，~来}启洗喜司厕[5]试是世伺柿式笑小戏士仕细{白，~心}屎{文，~唧唧}[6]事十实饰习蚀失{文，~错：过失}拾{收~}食{1，饮~}适悉莳{~田：插秧}[7]熄识	
#ɿ		
z~dʒ	[1]腰易窑移姨[3]以依意椅亿□{~liɪ᷉⁵⁵：反正}[6]叶食{2，~茶}[7]腌一壹	
#i		
p	[1]屄[5]闭[7]别逼鳖滗	
pʰ	[1]批劈披[3]痞	
m	[3]米明{2，清~节}[6]庙篾苗{白，~蝈崽崽：蝌蚪}	
t	[1]刁叼雕□{动词，抬腿}□{~祸：挑起祸端}[3]底抵鸟{白，~子}屌[5]吊掉调{~开}钓[6]敌[7]□{闭嘴}	
tʰ	[1]剃梯[2]条提[3]帝体{1，讲~：穿着讲究}[5]弟{文，徒~}替剔体{2，身~}[6]第□{寻}[7]铁贴帖	
l~ȵ	[2]撩泥犁疑{1，起~心}[3]疑{2，莫得~到子：没有考虑到是他}[6]料力蚁孽{造~}艺{手~}脷二贰尿{1白，屙~}热日{白，~头}□{强~，老人身体强壮}□{牙根~：牙龈}	
#u̜		
f	[1]夫[2]何胡{1，~家}扶蠚符糊{~垠头，~酿酒}[3]呼火伙妇[5]拊{打：~一巴掌}付祸户副幅[6]腐服合□{明~：明显，清楚}[7]福佛	
k	[1]歌咕[3]馃果牯{文，啄~：帽檐}[5]过个{1，上~月}□{两tia²¹~子：两兄弟}	
kʰ	[1]枯{文，~炭}	
#ʉ̜		
p	[1]晡{1，一~夜地：一整夜}[3]哺补晡{2，下~工：后天}哺{~岳公子：岳父}[5]婆文{1，姑~}部簿布泊{吴~营：地名}[6]□{~水出：涌出水来}[7]斧腹	
pʰ	[1]铺{1，~床}□{物体中起泡：~起个；~箩卜；~雪}藨{~子：野生草莓及草莓状野果子}[2]菩蒲葡婆{白，~kua³³子：母的}[3]谱[5]破铺{2，~子}□{撕}[6]步□{藏在一侧窥视}[7]仆扑伏	
#u		
v	[1]屙[2]捂禾蜈胡{2，~子}误狐[3]肉[5]雨舞武午{1，端~}□{惹：莫去~子}[6]雾[7]□{热，好~}龌{~龊}	
ts	[7]逐{~过：持续}	
tsʰ	[3]楚	
s	[2]素[6]属俗	
#yᶽ		
tɕ	[1]拘[3]举矩主{文，~意}□{挤，~油：互相推挤来暖和身子}	
tɕʰ	[2]焌菊[3]取[5]呿{1，相当于普诵话的“呸”}	
ɕ	[1]须{文，~~：根须、线头}虚{硝2，引~：鞭炮、炸药的引线}[5]□{动词，寻找、整理小物件}□{动词，掏：~耳朵}	
Ø	[1]淤迂[2]芋遇玉[6]如	
#a		
p	[1]飞□{坝}挥[2]霸□{~~：儿语指肉}[3]掰巴{文，泥~~}[5]□{~~：儿语指屎}□{动词，鸭在水中觅食}[7]罢□{动词，折（断）}□{扳}□{动词，擤}	
pʰ	[1]笆胚{白，~牯：块头}[2]皮脾啤璧{尤~：地名}□{密}[5]被[7]篦□{动词，扇}片{1，篾~}	
m	[2]□{饭，食~}[3]马{白，~虎}[5]尾末[6]□{~直：笔直}[7]沕□{关~：关紧}谜	
f	[1]㧾{抽；掴}[6]华[7]穴窟	
v	[2]□{动词，招手}[6]物[7]□{让牛停下来的吆喝声}	
t	[1]瘩坨[3]打[5]□{量词，个，一~人}□{总~：总是}□{表转折，相当于“倒：你~有车坐，我要走路}	
l~n	[1]捏[2]来□{乱，凌凌~~：凌乱}[5]那{1，~粒}□{洒水}啦{语气词}[3]里{2，库~：地名}□{形容词或者动词，女性放荡}[6]□{久}[7]□{胖}	
ts	[1]斋[3]姊{白，~妹}[5]眨[6]□{碗ko⁵⁵~：碎瓷片}闸杂{文，打~}[7]扎□{塞（动词），堵塞（形容词）}	
tsʰ	[1]差{文，出~}猜[2]岔{文1，打~}[3]楂[5]岔{文2，莫~：不要插话}[6]炸{1，~锞子：将面粉等做成的食品放在油中煎}□{疼}寨{~子}柞{紫木~子：灌木}槎{扫~：竹制扫把}□{羊子~：三角形的粽子}[7]插	
s	[1]□{~公皮子：和尚}筛□{动词，锯}[3]厦{偏~}[5]晒[7]杀刹虱煞{~角：结束}	
k	[1]街[3]解{1，~开}夹{2，用作词缀：□tsʰɿ²¹~}[5]介界戒届□{动词，剖，劈：~柴，~鱼，~鸡}盖{文，~印}[7]夹{1，~一本书}铗挟□{凑热闹：~臭骚}□{形容词，不道情理，难打交道：好~}	
kʰ	[1]揩揢1{~紧：抓紧}[2]胯{~~：胯下}[5]卡[6]□{~~：蛋}[7]□{捆}	
ŋ	[1]挨{1，靠紧，接触：~倒我坐}[2]挨{2，遭，~打}呆雁丫{文，~开：张开}[7]夹{3，~缝}硙	
x	[1]河揢{2，拿握：~人}□{毛~：杂有稻谷的禾芒}[2]鞋□{~头：嗉囊，鸡鸭的食囊}[5]□{形容词，湿}[6]狭□{~子：夭折孩子的小棺木}□{量词，相当于普通话“间”：一~间子}[7]瞎	
Ø	[1]衣依[3]矮啊[5]那{2，~人}[7]伊{指示代词，这}	
#ia		
p	[1]𨃅{跛脚}□{疲倦，乏力}[3]摆[5]拜[7]八	
pʰ	[2]排牌簰[3]□{动词，单肩背，挑两边重量不一的担子}□{量词，两臂张开的长度；动词，张开双臂量距离}□{量词，山的一面}[5]派髀{腿：~牯}□{张开两腿或者双臂}[6]败稗□{松~~：很松的样子}□{短~~：很短的样子}	
m	[2]埋[5]买[6]卖	
f	[7]发罚阀	
t	[3]爹[5]待{文，~子蛮好}带代{文，~我去}戴袋{文，子}[6]□{两~ku⁵⁵子：两兄弟}[7]□{都：~去；~会儿：一~；时候：那~}搭{文，猪~子：装小猪的笼子}	
tʰ	[1]胎苔{tɕiəu³⁵~：苔藓}[2]抬台枱{~了：桌子}[5]太待{白，~客}[6]袋{白，~牯：袋子}代{白，一~人}□{裈~：裤裆}[7]踏塌□{煎}	
l~ȵ	[5]弟{白，兄~}裂{文，~开：松开}徕{~头：小孩}□{~死：哭，贬义}[3]□{薄~~：很薄的样子}[6]癞辣[7]奈裂{白，开~}□{掐：~断}赖{~脑牯：烂崽}	
tɕ	[1]灾{白，发~：发瘟}栽{~跟头}[5]载{~满}再{文，~讲}[6]唧[7]砸即□{摔倒}	
tɕʰ	[1]□{鳃}[2]□{~~：钹}财□{肚~：食量大}拃{量词，大拇指与食指张开的长度；动词，张开大拇指与食指测量}[3]彩[5]菜再{白，~你哪tsɿ²¹讲：不论你怎么说}在{~回你：随便你}□{呲：~开}[7]裁□{淘米}□{蹭：于缸瓮高头~}	
ɕ	[7]撒	
#uᴀ		
l~n	[7]捋	
ts	[5]醉[7]啄□{死~~：死定了}	
tsʰ	[2]槌锤捶□{~子，疖子}□{~气：气味}[3]□{歪}[5]浞{淋雨}[6]促{扭伤（脚踝），闪（腰）}触𡎺{~火肥：将肥料塞到禾苗的根部}处{哪~：什么地方}	
s	[3]耍[6]刷[7]□{~子：鞭子}□{物体从扁担一头溜下来；~个：不成器}	
k	[3]呱□{婆~子：母的}□{mio²⁴~：青蛙}[6]聒[7]骨刮{2，月~：月形锄头}	
kʰ	[5]垮□{掴：~一巴掌}[6]□{~子：手残或者上肢残的人}	
#yᴀ		
tɕʰ	[5]□{撕}	
k	[1]乖[3]拐□{睁开}□{喉咙~：嗓门}[5]怪{白，~我}挂[7]刮{1，~樵}	
kʰ	[1]圈[2]□{睁}[3]□{清~~：粥很稀的样子}[5]块快	
Ø	[1]□{掏}□{饿，尤指吃了很多东西还觉得饿}□{攀爬：~岭（爬山）}洼{凹}[6]滑坏□{~索子：制作绳子}□{扯，~开}[5]□{量词，瓣}□{~死：哭，贬义}[7]挖搲{从坛子中取物}	
#ɛ		
p	[1]蓖碑{白，~石}螕{牛~：牛身上的吸血虫}[3]比[5]痱[7]瘪笔	
pʰ	[2]琵枇扁{2，~个}□{~liɪ᷉⁵⁵：便宜}[5]屁□{打sɿ³⁵~，打架}□{~子：女儿}[6]避鼻	
m	[1]寐眯□{~~雨：牛毛细雨}[2]眉{1，~毛}	
f	[2]肥[3]毁[5]□{甩，~两巴掌}[6]□{剩~：剩下}	
v	[1]□{火~：用火烧过的土坯制作的农肥}[2]为围□{~帮：帮助对立的某一方}[3]歪[5]喂[6]味[7]抈{折叠}	
t	[1]知{白，~得：知道}[2]大{文，胆子~}[5]逮□{少量，些}[6]□{小个~：小时候}	
tʰ	[1]□{~工：明天}[5]跳{白，跑}[6]地	
l~n	[2]立{文，~碑}离篱梨[3]奶{~~：乳汁}□{动词，折}唻{语气词}[5]李旅礼理里{1，一~路}累{~冲：山谷}林{山~塘：地名}[6]利泪笠腻厉俐路{2，苦~八字：苦命}[7]粒	
ts	[1]朝灾{文，做得差}□{豆角上的小黑虫}[3]□{mə³⁵~~：很破碎的样子}[5]宰崽{文，鸟~}	
tsʰ	[2]□{近，凑~tɛ⁵⁵：凑近些}[6]浸才豺[7]七漆{白，~疮树：可致长疮的树}	
s	[3]死[5]四肆	
k	[7]□{动词，呆，藏：~到角牯落}	
#uɛ		
ts	[1]追锥[3]嘴	
tsʰ	[1]吹催崔[2]随□{~席：玩耍}[3]罪{白，得~}[6]坠□{好~手：物体提起来重}𢶀{双手向上抓住物体，吊起整个身子}	
s	[1]水{2，~桶：接洗澡水的桶}[3]水{1，雨~}腮[7]除出	
k	[1]规归[2]怪{文，好~}[3]鬼[5]贵桂[7]□{蜷；扭动}□{~子：柚子}	
kʰ	[1]亏[5]跪□{~头：纽扣；动词，扣}[6]柜	
#e		
k	[1]高膏{白，~药}糕[3]赶{白，~碗：将碗的饭菜全部吃}搞{白，起~：开始}[5]告{白，~状间}[7]跟{2，和，我~你}角{2，煞~}	
kʰ	[1]敲坑□{枪毙}[3]考[5]靠烤铐拷□{杂交：~鸭；嫁接：~柿子}□{动词，摔跤时用脚绊对方}[6]刻{白，那~：古时候}	
ŋ	[1]熬[2]□{洞}[5]拗{~起个：性情、意见多相冲突}[6]硬	
x	[1]薅[2]桁行{白，出~}[3]好{1，蛮~}[5]陷限好{2，~食}[6]号项苋蒿□{动词，按}	
Ø	[1]吁{1，表示强调的语气词}[3]吁{2，表示不满的语气词}[7]□{代词，这}吁{3，发语词，表示惊讶或者不满}	
#ie		
p	[1]班搬扳[3]宝版表保板榜磅□{哑哑~~：勉为其难}[5]报□{拉；~紧}□{拔：~出来}[7]彼{指示代词，这}	
pʰ	[1]偏{1，~莫去：偏不去}[2]袍浮拍{白，拍打}嫖萍彭{白，~家山：地名}[5]襻鳔泡{白，~牯：泡沫}[21]暴{白，~伙子：生手}菢撇	
m	[2]忙芒{~xa⁵⁵：杂有稻谷的禾芒}毛{1，鸡~}蛮茅{白，~柴}[5]晚满{2白，~公公：最小的叔公}毛{3，~~：项链}[3]毛{2，~~：头发}咩{拟声词}[6]帽慢	
f	[1]藩翻{1，~书}方{白，那一~}[2]凡烦繁[3]反{1，喧闹：~起来了}[6]饭{1，ma²⁴~撬：饭勺}	
t	[1]单刀[3]倒{1，~水}[5]到倒{2，打~：返回}道{文，次，头~}	
tʰ	[1]贪摊瘫滩[2]逃桃绹{1，~生魂}头{2，白~公：白头翁}[3]讨[5]道{白，味~}炭萄套探绹{2，~倒：拴住}[6]跌弹{1白，~棉花}	
