pɿ	2	13	蜜霉					
pɿ	4	21	尾					
pɿ	5	44	被(~子)□(头~:上面)					
pɿ	6	51	闭沕(~子)					
pʰɿ	2	13	皮疲脾枇匹					
pʰɿ	5	44	披屁劈					
pʰɿ	6	51	鼻背(~时)					
mɿ	1	35	眯					
mɿ	2	13	眉					
fɿ	2	13	肥					
tsɿ	1	35	芝之膣(女阴)					
tsɿ	3	42	紫纸只姊脂旨指止趾址					
tsɿ	5	44	痔置资姿滋咨					
tsɿ	6	51	滞治翅致制志至					
tsʰɿ	2	13	池驰瓷糍慈磁词祠持辞摛(~手:伸手)					
tsʰɿ	3	42	此耻					
tsʰɿ	4	21	秩					
tsʰɿ	5	44	次					
tsʰɿ	6	51	刺似赐自(~家)字牸事					
sɿ	1	35	撕师狮丝思					
sɿ	2	13	时饰石=(姓)					
sɿ	3	42	死屎使史驶始					
sɿ	4	21	是氏					
sɿ	5	44	世豉四尸					
sɿ	6	51	寺士试柿市饲伺视誓					
ɿ	2	13	移姨					
ɿ	3	42	椅倚					
ɿ	4	21	已以					
ɿ	6	51	意亿忆衣易异					
pa	1	35	疤粑					
pa	2	13	麻(~鸡)抹蟆					
pa	3	42	把(~手)□(~蝗:水蛭)					
pa	4	21	马-(~上)蚂					
pa	5	44	爸百栢伯麦八=(~号)					
pa	6	51	坝脉巴(中~)□(~□ie35服:坎肩)					
pʰa	2	13	爬耙杷拔					
pʰa	5	44	怕帕					
pʰa	6	51	白-(~眼)					
ma	2	13	麻(~疹)					
ma	3	42	□(~~:叔父)					
ma	4	21	码马=(姓~)					
fa	2	13	乏					
fa	4	21	法=(~律)					
fa	5	44	发=(~明)					
tʰa	1	35	榻塌					
tʰa	2	13	达答=(~问题)					
tʰa	3	42	打					
tʰa	5	44	踏塔					
la	2	13	拿□(一~:-轴)					
la	3	42	哪					
la	5	44	纳拉腊□(□u35~:米糊)					
la	6	51	那捺					
ka	1	35	家加鸦					
ka	2	13	牙(~齿)芽□(~□xoŋ21:东西)					
ka	3	42	我假					
ka	5	44	嫁夹=(~子)隔(~璧)架价□(午后)					
ka	6	51	额□(松树球)					
kʰa	1	35	掐□(蛋)					
kʰa	5	44	客-(~人)					
ŋa	1	35	□(~叉:开裆)轧					
ŋa	4	21	哑丫鸦(~鹊:喜鹊)					
ŋa	6	51	轭(牛~)					
xa	1	35	虾					
xa	5	44	吓下(~霜)瞎					
xa	6	51	下(~降)夏-(~天)					
tsa	2	13	杂闸					
tsa	3	42	劄					
tsa	5	44	摘眨□(溅)					
tsa	6	51	炸=(~弹)诈铡栅					
