#漢字	音標	解釋				
#簡稱	/	郴州				
#全稱	/	郴州官话				
#版本	/	2022-6-16				
#聲母	/	#聲母順序，用逗號分開。如：b,p,m,f				
#韻母	/	#韻母順序，用逗號分開。如：a,ɔ,e				
#聲調	/	334 1 1a 陰平 ꜀,31 2 1b 陽平 ꜁,53 3 2 上 ꜂,24 5 3a 去 ꜄#每個聲調包括：五度調值 八聲 四聲 漢字調類 四角調類，調內用空格分隔，調間用逗號分開。				
#說明	/	來源： 《中国语言资源保护工程采录展示平台》《湘南官话语音研究》《湘方言调查报告》《#HTML格式，僅允許一行，用<br>換行				
话	fa5					
岁	suɛi5					
卫	uɛi5					
肺	fɛi5					
桂	kuɛi5					
碑	pɛi1					
皮	pʰi2					
被	pɛi5					
紫	tsɿ3					
刺	tsʰɿ5					
知	tsɿ1					
池	tsʰɿ2					
纸	tsɿ3					
儿	ɛ2					
寄	tɕi5					
骑	tɕʰi2					
蚁	i2					
义	i5					
戏	tɕʰi5					
移	i2					
比	pi3					
屁	pʰi5					
鼻	pi2					
眉	mɛi2					
地	ti5					
梨	li2					
资	tsɿ1					
死	sɿ3					
四	sɿ5					
迟	tsʰɿ2					
师	sɿ1					
指	tsɿ3					
二	ɛ5					
饥	tɕi1					
器	tɕʰi5					
姨	i2					
李	li3					
子	tsɿ3					
字	tsɿ5					
丝	sɿ1					
祠	tsʰɿ2					
寺	tsʰɿ5					
治	tsɿ5					
柿	sɿ5					
事	sɿ5					
使	sɿ3					
试	sɿ5					
时	sɿ2					
市	sɿ5					
耳	ɛ3					
记	tɕi5					
棋	tɕʰi2					
喜	ɕi3					
意	i5					
几	tɕi3					
气	tɕʰi5					
希	ɕi1					
衣	i1					
嘴	tsuɛi3					
随	suɛi2					
吹	tsʰuɛi1					
垂	tsʰuɛi2					
规	kuɛi1					
亏	kuɛi1					
跪	kuɛi5					
危	uɛi2					
类	luɛi5					
醉	tsuɛi5					
追	tsuɛi1					
锤	tsʰuɛi2					
水	suɛi3					
龟	kuɛi1					
季	tɕi5					
柜	kuɛi5					
位	uɛi5					
飞	fɛi1					
费	fɛi5					
肥	fɛi2					
尾	uɛi3					
味	uɛi5					
鬼	kuɛi3					
贵	kuɛi5					
围	uɛi2					
胃	uɛi5					
宝	pau3					
抱	pau5					
毛	mau2					
帽	mau5					
刀	tau1					
讨	tʰau3					
桃	tʰau2					
道	tau5					
脑	lau3					
老	lau3					
早	tsau3					
灶	tsau5					
草	tsʰau3					
糙	tsʰau5					
造	tsʰau5					
嫂	sau3					
高	kau1					
靠	kʰau5					
熬	ŋau2					
好	xau3					
号	xau5					
包	pau1					
饱	pau3					
炮	pʰau5					
猫	miau1	白				
猫	mau1	文				
闹	lau5					
罩	tsau5					
抓	tsua1					
找	tsau3					
抄	tsʰau1					
交	tɕiau1					
敲	kʰau1	白				
敲	tɕiau5	文				
孝	ɕiau5					
校	ɕiau5					
表	piau3					
票	pʰiau5					
庙	miau5					
焦	tɕiau1					
小	ɕiau3					
笑	ɕiau5					
朝	tsʰau2					
照	tsau5					
烧	sau1					
绕	lau5					
桥	tɕʰiau2					
轿	tɕiau5					
腰	iau1					
要	iau5					
摇	iau2					
鸟	liau3					
钓	tiau5					
条	tʰiau2					
料	liau5					
箫	ɕiau1					
叫	tɕiau5					
母	mu3					
抖	təu3					
偷	tʰəu1					
头	tʰəu2					
豆	təu5					
楼	ləu2					
走	tsəu3					
凑	tsʰəu5					
钩	kəu1					
狗	kəu3					
够	kəu5					
口	kʰəu3					
藕	ŋəu3					
后	xɔ2	白				
后	xəu5	文				
厚	xəu5					
富	fu5					
副	fu5					
浮	pʰau2	白				
浮	fəu2	文				
妇	fu5					
流	liəu2					
酒	tɕiəu3					
修	ɕiəu1					
袖	ɕiəu5					
抽	tsʰəu1					
绸	tsʰəu2					
愁	tsʰəu2					
瘦	səu5					
州	tsəu1					
臭	tsʰəu5					
手	səu3					
寿	səu5					
九	tɕiəu3					
球	tɕʰiəu2					
舅	tɕiəu5					
旧	tɕiəu5					
牛	liəu2					
休	ɕiəu1					
优	iəu1					
有	iəu3					
右	iəu5					
油	iəu2					
丢	tiəu1					
幼	iəu5					
贪	tʰan1					
潭	tʰan2					
南	lan2					
蚕	tsʰan2					
感	kan3					
含	xan2					
暗	ŋan5					
搭	ta2					
踏	tʰa2					
拉	la1					
杂	tsa2					
鸽	kɔ2					
盒	xɔ2					
胆	tan3					
毯	tʰan3					
淡	tan5					
蓝	lan2					
三	san1					
甘	kan1					
敢	kan3					
喊	xan3					
塔	tʰa2					
蜡	la2					
赚	tsuan5					
杉	sa1					
减	kan3	白				
减	tɕiɛn3	文				
咸	xan2					
插	tsʰa2					
闸	tsa2					
夹	ka2					
衫	san1					
监	kan1	白				
监	tɕiɛn1	文				
岩	ŋai2	白				
岩	iɛn2	文				
甲	tɕia2					
鸭	ia2					
黏	liɛn2					
尖	tɕiɛn1					
签	tɕʰiɛn1					
占	tsan5					
染	lan3					
钳	tɕʰiɛn2					
验	liɛn5					
险	ɕiɛn3					
厌	iɛn5					
炎	iɛn2					
盐	iɛn2					
接	tɕiɛ2					
折	tsɛ2					
叶	iɛ2					
剑	tɕiɛn5					
欠	tɕʰiɛn5					
严	liɛn2					
业	liɛ2	白				
业	iɛ2	文				
点	tiɛn3					
店	tiɛn5					
添	tʰiɛn1					
甜	tʰiɛn2					
念	liɛn5					
嫌	ɕiɛn2					
跌	tiɛ2					
贴	tʰiɛ2					
碟	tiɛ2					
协	ɕiɛ2					
犯	fan5					
法	fa3					
品	pʰin3					
林	lin2					
浸	tɕʰin5					
心	ɕin1					
寻	tɕʰin2	白				
寻	ɕyn2	文				
沉	tsʰɛn2					
参	sɛn1					
针	tsɛn1					
深	sɛn1					
任	lɛn5					
金	tɕin1					
琴	tɕʰin2					
音	in1					
立	li2					
集	tɕi2					
习	ɕi2					
汁	tsɿ1					
十	sɿ2					
入	lu2					
急	tɕi2					
及	tɕi2					
吸	tɕi2	白				
吸	ɕi2	文				
单	tan1					
炭	tʰan5					
弹	tʰan2					
难	lan2					
兰	lan2					
懒	lan3					
烂	lan5					
伞	san3					
肝	kan1					
看	kʰan5					
岸	ŋan5					
汉	xan5					
汗	xan5					
安	ŋan1					
达	ta2					
辣	la2					
擦	tsʰa2					
割	kɔ2					
渴	kʰɔ2					
扮	pan5					
办	pan5					
铲	tsʰan3					
山	san1					
产	tsʰan3					
间	kan1	白				
间	tɕiɛn1	文				
眼	ŋan3	白				
眼	iɛn3	文				
限	xan5	白				
限	ɕiɛn5	文				
八	pa2					
扎	tsa2					
杀	sa2					
班	pan1					
板	pan3					
慢	man5					
奸	kan1	白				
奸	tɕiɛn1	文				
颜	ŋan2	白				
颜	iɛn2	文				
瞎	xa2					
变	piɛn5					
骗	pʰiɛn5					
便	piɛn5					
棉	miɛn2					
面	miɛn5					
连	liɛn2					
剪	tɕiɛn3					
浅	tɕʰiɛn3					
钱	tɕʰiɛn2					
鲜	ɕyɛn1					
线	ɕiɛn5					
缠	tsʰan2					
战	tsan5					
扇	san5					
善	san5					
件	tɕiɛn5					
延	iɛn2					
别	piɛ2					
灭	miɛ2					
列	liɛ2					
撤	tsʰɛ2					
舌	sɛ2					
设	sɛ2					
热	lɛ2					
杰	tɕiɛ2					
孽	liɛ2					
建	tɕiɛn5					
健	tɕiɛn5					
言	iɛn2					
歇	ɕiɛ2					
扁	piɛ3	白				
扁	piɛn3	文				
片	piɛn5					
面	miɛn5					
典	tiɛn3					
天	tʰiɛn1					
田	tʰiɛn2					
垫	tiɛn5					
年	liɛn2					
莲	liɛn2					
前	tɕiɛn2					
先	ɕiɛn1					
肩	kan1	白				
肩	tɕiɛn1	文				
见	tɕiɛn5					
牵	tɕʰiɛn1					
显	ɕiɛn3					
现	ɕiɛn5					
烟	iɛn1					
憋	piɛ1					
篾	miɛ2					
铁	tʰiɛ2					
捏	liɛ2					
节	tɕiɛ2					
切	tɕiɛ2					
截	tɕiɛ2					
结	tɕiɛ2					
搬	pan1					
半	pan5					
判	pʰan5					
盘	pʰan2					
满	man3					
端	tuan1					
短	tuan2					
断	tuan5					
暖	luan3					
乱	luan5					
酸	suan1					
算	suan5					
官	kuan1					
宽	kʰuan1					
欢	fan1					
完	uan2					
换	fan5					
碗	uan3					
拨	pɔ2					
泼	pɔ2					
末	mɔ2					
脱	tʰɔ2					
夺	tɔ2					
阔	kʰɔ2					
活	xɔ2					
顽	uan2					
滑	ua2	白				
滑	xua2	文				
挖	uai1	白				
挖	ua1	文				
闩	suan1					
关	kuan1					
惯	kuan5					
还	xuan2					
还	xai2					
弯	uan1					
刷	sua2					
刮	kua2					
全	tɕʰyɛn2					
选	ɕyɛn3					
转	tsuan3					
传	tsʰuan2					
传	tsuan5					
砖	tsuan1					
船	tsʰuan2					
软	lyɛn3					
卷	tɕyɛn3					
圈	tɕʰyɛn1					
权	tɕʰyɛn2					
圆	yɛn2					
院	yɛn5					
铅	tɕʰiɛn1					
绝	tɕyɛ2					
雪	ɕyɛ2					
反	fan3					
翻	fan1					
饭	fan5					
晚	uan3					
万	uan5					
劝	tɕʰyɛn5					
原	yɛn2					
冤	yɛn1					
园	yɛn2					
远	yɛn3					
发	fa2					
罚	fa2					
袜	ua2					
月	yɛ2					
越	yɛ2					
县	ɕyɛn5					
决	tɕyɛ2					
缺	tɕʰyɛ2					
血	ɕyɛ2					
吞	tʰɛn1					
根	kɛn1					
恨	xɛn5					
恩	ŋɛn1					
贫	pʰin2					
民	min2					
邻	lin2					
进	tɕin5					
亲	tɕʰin1					
新	ɕin1					
镇	tsɛn5					
陈	tsʰɛn2					
震	tsɛn5					
神	sɛn2					
身	sɛn1					
辰	tsʰɛn2					
人	lɛn2					
认	lɛn5					
紧	tɕin3					
银	in2					
印	in5					
引	in3					
笔	pi2					
匹	pʰi2					
密	mi2					
栗	li2					
七	tɕʰi2					
侄	tsɿ2					
虱	sɿ1					
实	sɿ2					
失	sɛ2	白				
失	sɿ2	文				
日	zɿ2					
吉	tɕi2					
一	i2					
筋	tɕin1					
劲	tɕin5					
勤	tɕʰin2					
近	tɕin5					
隐	in3					
本	pɛn3					
盆	pʰɛn2					
门	mɛn5					
墩	tuən1					
嫩	luən5					
村	tsʰuən1					
寸	tsʰuən5					
蹲	tuən1					
孙	sɛn1	白				
孙	suən1	文				
滚	kuən3					
困	kʰuən5					
婚	fɛn1					
魂	fɛn2					
温	uən1					
卒	tsu2					
骨	ku2					
轮	luən2					
俊	tɕyn5					
笋	suən3					
准	tsuən3					
春	tsʰuən1					
唇	suən2					
顺	suən5					
纯	suən2					
闰	luən5					
均	tɕyn1					
匀	yn2					
律	ly5					
出	tsʰu2					
橘	tɕy2					
分	fɛn1					
粉	fɛn3					
粪	fɛn5					
坟	fɛn2					
蚊	uən2					
问	uən5					
军	tɕyn1					
裙	tɕʰyn2					
熏	ɕyn1					
云	yn2					
运	yn5					
佛	fɔ2					
物	u2					
帮	pan1					
忙	man2					
党	tan3					
汤	tʰan1					
糖	tʰan2					
浪	lan5					
仓	tsʰuan1					
钢	kan1					
糠	kʰan1					
薄	pɔ2					
摸	mɔ1					
托	tʰɔ2					
落	lɔ2					
作	tsɔ2					
索	sɔ2					
各	kɔ2					
鹤	xɔ2					
恶	ŋɔ2					
娘	lian2					
两	lian3					
亮	lian5					
浆	tɕian1	白				
浆	tɕian5	文				
抢	tɕʰian3					
匠	tɕian5					
想	ɕian3					
像	ɕian5					
张	tsan1					
长	tsʰan2					
装	tsuan1					
壮	tsuan5					
疮	tsʰuan1					
床	tsʰuan2					
霜	suan1					
章	tsan1					
厂	tsʰan3					
唱	tsʰan5					
伤	san1					
尝	san2					
上	san5					
让	lan5					
姜	tɕian1					
响	ɕian3					
向	ɕian5					
秧	ian1					
痒	ian3					
样	ian5					
雀	tɕʰiɔ2					
削	ɕiɔ2					
着	tsɔ2					
勺	sɔ2	白				
勺	sau2	文				
弱	liɔ2					
脚	tɕiɔ2					
约	iɔ2					
药	iɔ2					
光	kuan1					
慌	fan1					
黄	fan2	白				
黄	xuan2	文				
郭	kɔ2					
霍	xɔ5					
方	fan1					
放	fan5					
纺	fan3					
房	fan2					
防	fan2					
网	uan3					
筐	kʰuan1					
狂	kʰuan2					
王	uan2					
旺	uan5					
缚	fu2					
绑	pan3					
胖	pʰan5					
棒	pan5					
桩	tsuan1					
撞	tsʰuan3	白				
撞	tsuan5	文				
窗	tsʰuan1					
双	suan1					
江	tɕian1					
讲	tɕian3					
降	ɕian2					
项	ɕian5					
剥	pɔ2					
桌	tsɔ2					
镯	tsɔ2					
角	kɔ2	白				
角	tɕiɔ2	文				
壳	kʰɔ2					
学	ɕiɔ2					
握	ɔ2					
朋	pʰɔŋ2					
灯	tɛn1					
等	tɛn3					
凳	tɛn5					
藤	tʰɛn2					
能	lɛn2					
层	tsʰɛn2					
僧	tsɛn1	白				
僧	sɛn1	文				
肯	kʰɛn3					
北	pɛ2					
墨	mɛ2					
得	tɛ2					
特	tʰɛ2					
贼	tsɛ2					
塞	sɛ2					
刻	kʰɛ2					
黑	xɛ2					
冰	pin1					
证	tsɛn5					
秤	tsʰɛn5					
绳	sɛn2					
剩	sɛn5					
升	sɛn1					
兴	ɕin5					
蝇	in2					
逼	pi2	白				
力	li2					
息	ɕi2					
直	tsɿ2					
侧	tsɛ2					
测	tsʰɛ2					
色	sɛ2					
织	tsɿ2					
食	sɿ2					
式	sɿ5					
极	tɕi2					
国	kuɛ2					
或	xuɛ2					
猛	mɔŋ3					
打	ta3					
冷	lɛn3					
生	sɛn1					
省	sɛn3					
更	kɛn1					
梗	kɛn3					
坑	kʰɛn1					
硬	ŋɛn5					
行	ɕin2					
百	pɛ2					
拍	pʰɛ2					
白	pɛ2					
拆	tsʰɛ2					
择	tsɛ2					
窄	tsɛ2					
格	kɛ2					
客	kʰɛ2					
额	ŋɛ2					
棚	pʰɔŋ2					
争	tsɛn1					
耕	kɛn1					
麦	mɛ2					
摘	tsɛ2					
策	tsʰɛ2					
隔	kɛ2					
兵	pin1					
柄	pin3					
平	pʰin2					
病	pin5					
明	min2					
命	min5					
镜	tɕin5					
庆	tɕʰin5					
迎	in2					
影	in3					
剧	tɕy5					
饼	pin3					
名	min2					
领	lin3					
井	tɕin3					
清	tɕʰin1					
静	tɕin5					
姓	ɕin5					
贞	tsɛn1					
程	tsʰɛn2					
整	tsɛn3					
正	tsɛn5					
声	sɛn1					
城	tsʰɛn2					
轻	tɕʰin1					
赢	in2					
积	tɕi2					
惜	ɕi2					
席	ɕi2					
尺	tsʰɿ2					
石	sɿ2					
益	i5					
瓶	pʰin2					
钉	tin1					
顶	tin3					
厅	tʰin1					
听	tʰin1					
停	tʰin2					
挺	tʰin3					
定	tin5					
零	lin2					
青	tɕʰin1					
星	ɕin1					
经	tɕin1					
形	ɕin2					
壁	pi2					
劈	pʰi1					
踢	tʰi2					
笛	ti2					
历	li2					
锡	ɕi1					
击	tɕi1					
吃	tɕʰia2	白				
吃	tɕʰi2	文				
横	xɛn2					
划	xua5					
兄	ɕiɔŋ1					
荣	lɔŋ2					
永	iɔŋ3					
营	in2					
蓬	pʰɔŋ2					
东	tɔŋ1					
懂	tɔŋ3					
冻	tɔŋ5					
通	tʰɔŋ1					
桶	tʰɔŋ3					
痛	tʰɔŋ5					
铜	tʰɔŋ2					
动	tɔŋ5					
洞	tɔŋ5					
聋	lɔŋ2	白				
聋	lɔŋ1	文				
弄	lɔŋ5					
粽	tsɔŋ5					
葱	tsʰɔŋ1					
送	sɔŋ5					
公	kɔŋ1					
孔	kʰɔŋ3					
烘	xɔŋ1					
红	xɔŋ2					
翁	ɔŋ1					
木	mu2					
读	tu2					
鹿	lu2					
族	tsu2					
谷	ku2					
哭	kʰu2					
屋	u2					
冬	tɔŋ1					
统	tʰɔŋ3					
脓	lɔŋ2					
松	sɔŋ1					
宋	sɔŋ5					
毒	tu2					
风	fɔŋ1					
丰	fɔŋ1					
凤	fɔŋ5					
梦	mɔŋ5					
中	tsɔŋ1					
虫	tsʰɔŋ2					
终	tsɔŋ1					
充	tsʰɔŋ1					
宫	kɔŋ1					
穷	tɕʰiɔŋ2					
熊	ɕiɔŋ2					
雄	ɕiɔŋ2					
福	fu2					
服	fu2					
目	mu2					
六	lu2	白				
六	ləu2	文				
宿	su2					
竹	tsu2					
畜	tsʰu2					
缩	su2					
粥	tsu2	白				
粥	tsəu1	文				
叔	su2					
熟	su2					
肉	lu2	白				
肉	ləu2	文				
菊	tɕy2					
育	lu2					
封	fɔŋ1					
蜂	fɔŋ1					
缝	fɔŋ5					
浓	lɔŋ2					
龙	lɔŋ2					
松	tsʰɔŋ2					
重	tsɔŋ5					
肿	tsɔŋ3					
种	tsɔŋ3					
冲	tsʰɔŋ1					
恭	kɔŋ1					
共	kɔŋ5					
凶	ɕiɔŋ1					
拥	iɔŋ1					
容	iɔŋ2					
用	iɔŋ5					
绿	lu2	白				
绿	ly5	文				
足	tsu2					
烛	tsu2					
赎	su2					
属	su2					
褥	lu3					
曲	tɕʰy2					
局	tɕy2					
玉	y5					
浴	y5					
