si	5a	岁谢=细羡絮[棉～]	
si	7	屑雪悉膝塞惜昔席夕熄媳习薛息虱析泄[肚里~:拉肚子]	
ʨi	1	鸡机讥饥肌基	
ʨi	2	其旗棋期骑奇	
ʨi	3	几己	
ʨi	5a	锯既技妓纪记	
ʨi	7	劫杰揭结洁吉格急级及击激极	
ʨʰi	1	欺	
ʨʰi	3	启岂起杞	
ʨʰi	5b	去气汽器弃	
ʨʰi	7	吸侧	
ȵi	2	泥倪宜仪谊尼疑	
ȵi	3	蚁拟	
ȵi	5a	艺毅聂谚议孽	
ȵi	7	业额热-	
ɕi	1	牺溪希稀	
ɕi	2	随	
ɕi	3	喜	
ɕi	5a	卸系[联~]戏	
ɕi	7	协黑歇蝎核血色	
i	1	医衣依	
i	2	姨移夷	
i	3	已椅倚以	
i	5a	意逸忆亿益异□[这，~个好]	
i	6	易	
i	7	乙一译叶页	
pu	2	菩脯	
pu	3	补	
pu	5a	布怖	
pu	6	步部	
pʰu	1	铺~盖	
pʰu	3	谱普甫	
pʰu	5b	铺[店~]	
pʰu	7	卜赴讣	
mu	2	模	
mu	3	母拇	
mu	6	墓	
mu	7	目木穆牧	
fu	1	呼夫肤麸敷	
fu	2	胡湖狐壶符扶芙俘	
fu	3	虎浒府腑斧抚腐俯辅	
fu	5a	付傅富副	
fu	6	户互父护附负妇	
fu	7	佛福幅腹服伏	
ku	1	姑孤箍估	
ku	3	古牯股鼓□[螃~:螃蟹]	
ku	5a	故固顾	
ku	7	骨=谷	
kʰu	1	枯	
kʰu	3	苦	
kʰu	5b	库裤	
kʰu	7	哭	
u	1	乌巫诬	
u	2	吴蜈无	
u	3	五伍午舞武鹉	
u	6	误悟务雾	
u	7	屋物	
ʨy	1	猪诛蛛株朱珠车~马炮居拘	
ʨy	2	除储渠厨瞿	
ʨy	3	煮主举	
ʨy	5a	巨驻锯注蛀铸距句具	
ʨy	6	住	
ʨy	7	橘菊局	
ʨʰy	1	区驱吹-	
ʨʰy	5b	处	
ʨʰy	7	出屈	
ɕy	1	书舒输殊虚嘘	
ɕy	3	暑鼠许水	
ɕy	5a	绪	
ɕy	6	树竖	
ɕy	7	术述	
y	2	如鱼渔于余愚娱于愉儒	
y	3	女语与雨宇禹羽乳	
y	5a	预日疫	
y	6	遇芋裕	
y	7	入玉	
pa	1	巴芭疤爸琵	
pa	2	爬	
pa	3	把	
pa	5a	霸坝	
pa	6	耙[～地]	
pa	7	八	
pʰa	5b	怕	
pʰa	7	拔-	
ma	1	妈	
ma	2	麻	
ma	3	马码	
ma	7	抹麦	
fa	1	花	
fa	2	华	
fa	5a	化	
fa	6	画	
fa	7	划筏罚法发	
ta	3	打	
ta	6	大=	
ta	7	答搭	
tʰa	7	塔达榻塌踏	
la	2	拿	
la	7	辣拉纳腊蜡	
tsa	1	渣	
tsa	2	查茶搽	
tsa	5a	诈榨炸	
tsa	7	摘闸扎	
tsʰa	1	叉杈差岔	
tsʰa	7	插杂察擦	
sa	1	沙纱	
sa	3	耍	
sa	7	杀刷	
ka	7	夹挟~菜胳-	
kʰa	7	掐客	
ŋa	2	牙-伢	
ŋa	3	哑-	
ŋa	7	鸭-押-压-	
xa	1	虾-	
xa	6	下[底~]	
xa	7	瞎吓~人	
tia	1	爹[～～:爷爷;细～:奶奶]	
tʰia	7	狄	
tsia	2	斜-	
tsia	3	姐-	
tsia	5a	借-	
sia	1	些-	
sia	3	写-	
ʨia	1	家=加嘉	
ʨia	2	茄	
ʨia	3	假贾	
ʨia	5a	架=驾嫁=稼价	
ʨia	6	谢[姓~]	
ʨia	7	甲	
ʨʰia	3	扯-	
ʨʰia	7	洽吃	
ɕia	1	虾=	
ɕia	2	霞瑕	
ɕia	3	舍-	
ɕia	6	厦夏下=麝	
ɕia	7	辖	
ia	2	牙=	
ia	3	哑=	
ia	6	夜-	
ia	7	鸭=押=压=	
kua	1	瓜	
kua	3	寡	
kua	5a	褂卦	
kua	7	括刮	
kʰua	1	夸	
ua	6	话	
ua	7	滑猾挖袜	
ʨya	1	抓	
ʨya	2	瘸	
ɕya	1	靴[套~]	
po	1	波菠玻	
po	2	婆	
po	5a	簸	
po	6	薄[~荷]	
po	7	勃博驳	
pʰo	1	坡	
pʰo	5b	破	
mo	1	摸	
mo	2	磨[~刀]魔摩馍膜	
mo	6	磨[石~]	
mo	7	莫寞牧	
to	1	多	
to	2	驼驮	
to	3	朵躲	
to	5a	剁	
to	6	舵惰	
to	7	夺	
tʰo	1	拖	
tʰo	3	椭妥	
tʰo	7	托	
lo	2	挪罗锣箩骡螺脶	
lo	3	裸暖卵	
lo	6	糯	
lo	7	落烙骆烙酪洛络乐	
tso	3	左佐	
tso	6	座坐	
tso	7	作桌卓啄琢捉	
tsʰo	1	搓	
tsʰo	5b	锉错	
tsʰo	7	戳昨	
so	1	蓑梭唆	
so	3	锁琐	
so	7	蟀索	
ko	1	哥歌锅戈	
ko	3	果裹	
ko	5a	个过	
ko	7	各阁搁郭	
kʰo	1	科窠[鸟~:鸟窝]	
kʰo	3	可颗	
kʰo	5b	课	
kʰo	7	扩磕确壳	
ŋo	2	蛾俄鹅	
ŋo	3	我	
ŋo	6	饿	
ŋo	7	恶[凶~]	
xo	2	荷何河和	
xo	3	火	
xo	5a	货	
xo	6	贺	
xo	7	鹤	
o	2	禾	
o	5a	卧	
lio	7	略掠	
tsio	1	遮-	
tsʰio	7	雀鹊	
sio	7	削	
ʨio	7	着[睡~]脚	
ʨʰio	7	尺	
ɕio	1	赊-	
ɕio	2	蛇	
ɕio	6	射-	
ɕio	7	学	
ȵio	7	虐弱	
io	7	若约药钥岳乐[音~]狱	
pø	7	北百柏伯钵	
pʰø	7	迫拍魄泼-	
mø	7	末沫	
tø	7	脱特蜕	
tsø	1	遮=	
tsø	7	哲浙折	
tsʰø	1	车	
tsʰø	3	扯=	
tsʰø	7	撤彻策册拆泽择宅测	
sø	1	赊=	
sø	3	舍=	
sø	6	社射=	
sø	7	舌设	
kø	7	割葛胳=国	
kʰø	7	渴阔	
xø	7	喝合盒活	
ø	2	儿而	
ø	3	耳尔饵	
ø	6	二贰	
ʨyø	1	追	
ʨyø	2	锤槌垂	
ʨyø	7	厥掘撅决	
ʨʰyø	1	吹炊	
ʨʰyø	7	缺	
ɕyø	5a	税睡	
yø	7	悦阅越粤月热=	
piɛ	1	标彪	
piɛ	3	表裱	
pʰiɛ	1	飘	
pʰiɛ	5b	票	
miɛ	2	苗描谋	
miɛ	3	秒某亩	
miɛ	5a	妙茂贸	
miɛ	6	庙	
tiɛ	1	貂雕兜	
tiɛ	2	条调头投	
tiɛ	3	斗[(容量单位)]抖	
tiɛ	5a	斗[～争]	
tʰiɛ	1	挑偷	
tʰiɛ	5b	跳透	
liɛ	2	燎聊辽撩楼	
liɛ	3	篓	
tsiɛ	1	焦蕉	
tsiɛ	2	愁	
tsiɛ	3	走	
siɛ	1	消宵霄硝萧箫	
siɛ	3	小	
siɛ	5a	瘦笑	
ʨiɛ	1	郊交胶骄娇浇钩勾沟	
ʨiɛ	2	桥荞乔	
ʨiɛ	3	绞狡搅缴狗	
ʨiɛ	5a	教较校叫够	
ʨiɛ	6	轿	
ʨʰiɛ	3	口巧	
ʨʰiɛ	5b	凑	
ȵiɛ	1	欧	
ȵiɛ	2	尧	
ȵiɛ	3	呕藕鸟	
ȵiɛ	6	尿	
ɕiɛ	1	搜馊	
ɕiɛ	3	晓	
ɕiɛ	5a	孝效	
iɛ	1	妖邀腰	
iɛ	2	摇谣窑姚	
iɛ	3	惹	
iɛ	5a	要[重~]	
iɛ	6	夜=	
pai	2	排牌培陪赔	
pai	3	摆	
pai	5a	拜背	
pai	6	败	
pʰai	5b	派	
mai	2	弥煤梅枚媒	
mai	3	每	
mai	6	妹	
fai	1	灰	
fai	2	怀槐淮	
fai	6	坏	
tai	1	堆	
tai	2	台抬苔	
tai	5a	待戴贷带	
tai	6	代袋大-	
tʰai	1	胎推	
tʰai	3	腿	
tʰai	5b	态太泰	
lai	2	来雷	
lai	5a	类	
lai	6	耐癞内-	
tsai	1	灾栽	
tsai	2	材财裁豺柴	
tsai	3	宰	
tsai	5a	再载债寨	
tsai	6	在	
tsʰai	1	猜催崔	
tsʰai	3	彩采睬	
tsʰai	5b	菜蔡	
sai	1	腮鳃筛衰	
sai	5a	赛晒帅	
kai	1	该阶街	
kai	3	改解	
kai	5a	盖介界芥械戒	
kʰai	1	开	
kʰai	3	凯楷	
kʰai	5b	概慨溉	
ŋai	1	哀	
ŋai	2	呆捱	
ŋai	3	矮	
ŋai	5a	爱	
ŋai	6	碍[不~:没关系]	
xai	2	孩鞋还	
xai	3	海	
kuai	1	乖	
kuai	3	拐	
kuai	5a	怪	
kʰuai	3	块	
kʰuai	5b	筷快会[~计]	
uai	1	歪	
uai	2	回	
uai	6	外	
pei	1	碑卑杯=悲	
pei	5a	贝=辈	
pei	6	倍	
pʰei	5b	配=佩沛	
fei	1	非飞妃挥辉徽恢	
fei	2	肥茴□[(红薯)]	
fei	3	匪毁悔	
fei	5a	废肺惠慧费	
fei	6	会[~不会]	
tei	5b	退=	
lei	3	吕垒	
lei	5a	虑=	
lei	6	内=	
xei	2	侯喉猴	
xei	6	后厚	
kuei	1	闺规龟归	
kuei	2	奎逵葵	
kuei	3	轨鬼	
kuei	5a	桂贵	
kuei	6	柜	
kuei	7	骨-	
kʰuei	1	亏盔	
kʰuei	3	跪	
tsuei	5a	最=	
uei	1	威	
uei	2	危唯微桅维违围为	
uei	3	委尾伟苇	
uei	5a	卫畏慰胃谓	
uei	6	味未位魏	
pau	1	包胞	
pau	2	袍浮	
pau	3	保饱宝堡	
pau	5a	报暴豹爆	
pau	6	抱刨[~子]	
pʰau	1	泡抛	
pʰau	3	跑	
pʰau	5b	炮	
mau	1	猫	
mau	2	毛茅矛	
mau	3	卯	
mau	6	冒帽貌	
tau	1	刀叨	
tau	2	桃逃淘陶萄	
tau	3	祷岛	
tau	5a	到倒~垃圾	
tau	6	道稻盗	
tʰau	1	滔掏涛	
tʰau	3	讨	
tʰau	5a	套	
lau	2	劳牢	
lau	3	脑恼老	
lau	6	闹	
tsau	1	糟遭	
tsau	2	曹槽巢	
tsau	3	早枣蚤澡爪	
tsau	5a	罩	
tsʰau	1	操抄钞	
tsʰau	3	草炒吵	
tsʰau	5b	糙躁造	
sau	1	骚烧梢稍	
sau	2	韶	
sau	3	少	
sau	5a	扫绍	
kau	1	高篙羔糕	
kau	5a	告	
kʰau	3	考烤	
kʰau	5b	靠	
ŋau	1	熬	
ŋau	5a	懊奥	
ŋau	6	傲	
xau	1	蒿	
xau	2	豪壕毫	
xau	3	好	
xau	5a	浩	
xau	6	号[名字：你喊么哩~]	
ʨiau	1	朝[洗三~]召昭招沼	
ʨiau	2	朝潮	
ʨiau	5a	照	
ʨiau	6	赵	
ʨʰiau	1	超	
təu	1	都	
təu	2	徒屠途涂图	
təu	3	堵赌肚[猪~子]	
təu	5a	度渡	
təu	6	肚[~子]痛杜	
təu	7	督	
tʰəu	3	土	
tʰəu	5b	兔吐	
tʰəu	7	突秃独读毒	
ləu	2	炉	
ləu	3	努鲁	
ləu	6	怒路露	
ləu	7	鹿禄六绿	
tsəu	1	租	
tsəu	2	锄	
tsəu	3	祖组阻	
tsəu	5a	做	
tsəu	6	助	
tsəu	7	足	
tsʰəu	1	粗初	
tsʰəu	3	楚	
tsʰəu	5b	醋	
tsʰəu	7	族促	
səu	1	苏酥梳疏蔬收	
səu	3	手首守数[~数]	
səu	5a	素诉续数[~字]宿兽	
səu	6	受寿	
səu	7	速缩叔熟俗续赎属束	
tiəu	1	丢	
liəu	2	刘留榴硫琉	
liəu	3	柳	
tsiəu	3	酒	
tsiəu	6	就	
tsʰiəu	1	秋	
siəu	1	修羞	
siəu	5a	秀绣锈袖	
ʨiəu	1	周舟洲州纠	
ʨiəu	2	求球仇	
ʨiəu	3	帚九久韭	
ʨiəu	5a	救纣究柩	
ʨiəu	6	臼舅旧	
ʨiəu	7	烛	
ʨʰiəu	1	抽丘	
ʨʰiəu	3	丑	
ʨʰiəu	5b	臭	
ʨʰiəu	7	触曲轴	
ȵiəu	2	牛	
ȵiəu	3	纽扭	
ȵiəu	7	肉	
ɕiəu	1	休	
ɕiəu	3	朽	
ɕiəu	7	畜	
iəu	1	优悠幽	
iəu	2	柔揉尤邮由油游犹	
iəu	3	有友酉	
iəu	5a	诱幼	
iəu	6	又右佑	
iəu	7	育辱褥欲浴	
pã	1	班斑扳颁	
pã	3	版板	
pã	5a	扮	
pʰã	1	攀	
pʰã	5b	盼襻	
mã	2	蛮	
mã	3	满	
mã	6	慢漫	
fã	1	翻番蕃	
fã	2	帆凡烦繁	
fã	3	反	
fã	5a	范泛	
fã	6	犯患饭	
tã	1	担丹单耽	
tã	2	檀弹~琴谈痰	
tã	3	胆	
tã	5a	担旦	
tã	6	淡旦蛋弹[子~]	
tʰã	1	坍摊滩	
tʰã	3	毯坦	
tʰã	5b	叹炭	
lã	2	兰篮蓝栏难拦	
lã	3	榄览揽懒	
lã	6	烂	
tsã	3	盏	
tsã	5a	站[~立]赞	
tsã	6	站[车~]	
tsʰã	1	参	
tsʰã	3	铲产惨	
tsʰã	5b	灿	
sã	1	三衫山删闩栓	
sã	5a	散疝	
kã	1	艰间奸	
kã	3	感减简	
kã	5a	监	
kʰã	1	勘堪	
kʰã	3	砍坎	
ŋã	1	庵	
ŋã	2	颜	
ŋã	3	眼	
ŋã	5a	晏[(晚)]	
ŋã	6	雁	
xã	2	函咸衔韩	
xã	3	喊	
xã	6	陷限	
piã	2	坪-	
piã	3	饼-	
piã	6	病-	
miã	6	命-	
tiã	1	钉-	
tiã	6	定-	
tʰiã	1	听-	
tʰiã	3	领-	
tsiã	3	井-	
tsʰiã	1	青-	
tsʰiã	3	请-	
siã	1	星-	
siã	3	醒-	
ʨiã	3	颈-	
ʨʰiã	1	轻-	
iã	2	赢-	
kuã	1	关	
kuã	5a	贯灌冠惯罐	
uã	1	豌弯湾	
uã	2	完=顽玩还[有借有~]	
uã	3	碗腕晚挽	
ʨyã	1	专砖	
ʨyã	2	传椽船拳权	
ʨyã	3	转~圈	
ʨyã	5a	眷卷绢圈[猪~]	
ʨʰyã	1	川穿圈[圆~]	
ʨʰyã	3	犬	
ʨʰyã	5b	串劝	
ɕyã	2	玄悬	
yã	1	冤渊	
yã	2	然燃丸圆缘铅元原源袁辕园援	
põ	1	帮	
põ	2	旁螃	
põ	3	榜	
põ	5a	谤	
pʰõ	5b	胖	
mõ	2	忙茫芒盲	
mõ	3	莽蟒	
tõ	1	当[~时]	
tõ	2	唐糖塘棠堂	
tõ	3	党挡	
tʰõ	1	汤	
tʰõ	3	躺倘	
tʰõ	5b	趟烫	
lõ	2	郎廊狼	
lõ	3	朗冷-	
lõ	6	浪	
tsõ	1	庄装	
tsõ	2	床藏[收~]	
tsõ	5a	壮葬藏[西~]	
tsõ	6	撞状	
tsʰõ	1	仓苍疮窗	
tsʰõ	3	闯	
tsʰõ	5b	创	
sõ	1	霜双桑	
sõ	3	嗓	
kõ	1	刚冈岗纲缸光江-	
kõ	3	广	
kõ	5a	杠虹	
kʰõ	1	康糠坑	
kʰõ	2	狂	
kʰõ	3	□[(咳嗽声)]	
kʰõ	5b	抗矿旷况	
ŋõ	6	硬	
xõ	1	荒慌方肪芳	
xõ	2	黄簧皇蝗妨房防航杭行	
xõ	3	谎仿访	
xõ	5a	放项	
xõ	6	巷	
õ	1	汪	
õ	2	横-王	
õ	3	网枉往	
õ	6	望旺	
liõ	2	良量[测~]梁粱凉	
liõ	3	两	
liõ	5a	量[数~]	
liõ	6	亮谅	
tsiõ	1	将浆	
tsiõ	2	墙详祥	
tsiõ	3	蒋奖桨	
tsiõ	5a	酱	
tsiõ	6	像匠	
tsʰiõ	1	枪	
tsʰiõ	3	抢	
siõ	1	箱厢湘襄相[~互]镶	
siõ	3	想	
siõ	5a	相[~貌]	
siõ	6	象	
ʨiõ	1	张章樟疆僵姜	
ʨiõ	2	长[~短]肠场强	
ʨiõ	3	长[生～]涨掌	
ʨiõ	5a	帐胀障	
ʨiõ	6	仗丈杖	
ʨʰiõ	1	昌菖腔匡筐眶	
ʨʰiõ	3	厂	
ʨʰiõ	5b	畅唱倡	
ȵiõ	2	娘	
ɕiõ	1	伤商香乡	
ɕiõ	2	常尝裳偿	
ɕiõ	3	享赏	
ɕiõ	5a	向	
ɕiõ	6	上尚	
iõ	1	央秧殃	
iõ	2	瓤羊洋杨阳扬	
iõ	3	养壤	
iõ	6	让样	
pø̃	1	般搬	
pø̃	2	盘	
pø̃	5a	半绊	
pø̃	6	伴拌	
pʰø̃	1	潘	
pʰø̃	5b	判叛	
mø̃	2	瞒馒	
tø̃	1	端	
tø̃	2	谭潭团	
tø̃	3	短	
tø̃	5a	锻	
tø̃	6	段断	
tʰø̃	1	贪	
tʰø̃	5b	探	
lø̃	2	南男	
lø̃	6	乱	
tsø̃	1	沾粘	
tsø̃	2	缠蚕	
tsø̃	3	展	
tsø̃	5a	占	
tsʰø̃	3	喘	
sø̃	1	酸	
sø̃	3	闪陕	
sø̃	5a	扇算蒜	
sø̃	6	善	
kø̃	1	甘柑泔干[~净]肝竿杆官棺观	
kø̃	3	敢橄赶管馆	
kø̃	5a	干[~部]	
kʰø̃	1	刊宽	
kʰø̃	3	款	
kʰø̃	5b	看	
ŋø̃	1	安鞍	
ŋø̃	5a	暗按案	
ŋø̃	6	岸	
xø̃	1	鼾欢	
xø̃	2	寒完-	
xø̃	3	缓	
xø̃	5a	汉	
xø̃	6	旱汗换唤	
piẽ	1	鞭编边	
piẽ	2	便[~宜]	
piẽ	3	匾扁	
piẽ	5a	变	
piẽ	6	瓣辩辨便[方~]	
pʰiẽ	1	偏	
pʰiẽ	5b	骗片	
miẽ	2	绵棉眠	
miẽ	3	勉免	
miẽ	6	面	
tiẽ	1	颠登灯	
tiẽ	2	腾誊藤田填	
tiẽ	3	点典等-	
tiẽ	5a	店凳	
tiẽ	6	垫电邓	
tʰiẽ	1	天添	
liẽ	2	镰廉联连怜莲	
liẽ	3	脸	
tsiẽ	1	尖煎增曾[~姓]憎争睁	
tsiẽ	2	潜钱前全泉层	
tsiẽ	3	剪	
tsiẽ	5a	渐箭	
tsʰiẽ	1	签迁千	
tsʰiẽ	3	浅	
siẽ	1	仙鲜先宣生牲甥僧	
siẽ	2	旋	
siẽ	3	选省	
siẽ	5a	线	
ʨiẽ	1	耕肩坚更庚跟根	
ʨiẽ	2	钳乾	
ʨiẽ	3	检俭茧	
ʨiẽ	5a	健建见剑	
ʨiẽ	6	件	
ʨʰiẽ	1	谦牵	
ʨʰiẽ	3	恳垦肯	
ʨʰiẽ	5b	欠	
ȵiẽ	2	严阎檐年研能	
ȵiẽ	3	染碾	
ȵiẽ	6	念砚	
ɕiẽ	1	掀	
ɕiẽ	2	嫌贤恒衡	
ɕiẽ	3	险显	
ɕiẽ	5a	宪献恨	
ɕiẽ	6	现县	
iẽ	1	烟淹阉	
iẽ	2	炎延言	
iẽ	3	演	
iẽ	5a	燕厌艳焰堰	
pən	1	奔	
pən	2	盆彭澎	
pən	3	本	
mən	2	门	
mən	6	闷	
fən	1	昏婚分芬纷荤	
fən	2	魂混浑焚坟横=	
fən	5a	喷粪奋	
fən	6	份	
tən	1	敦墩	
tən	2	臀橙	
tən	3	等=	
tən	5a	盾	
lən	2	伦沦轮	
lən	6	嫩	
tsən	1	针斟蒸珍真尊遵贞侦征	
tsən	2	沉承丞陈臣存呈程成城盛[~饭]	
tsən	3	枕拯诊整	
tsən	5a	证症镇震振俊郑正政	
tsən	6	阵	
tsʰən	1	村撑称	
tsʰən	3	逞	
tsʰən	5b	趁衬寸秤	
sən	1	深身生申伸孙声升	
sən	2	神辰晨唇乘绳	
sən	3	沈审婶损	
sən	5a	甚肾慎圣送胜	
sən	6	剩	
xən	3	很	
pin	1	彬宾冰兵槟	
pin	2	贫凭平=坪=评瓶萍	
pin	3	丙秉柄饼=禀	
pin	5a	并鬓	
pin	6	病=	
pʰin	1	拼	
pʰin	3	品	
min	2	民鸣明名铭	
min	3	敏悯抿皿	
min	6	命=	
tin	1	丁=钉=[~子]	
tin	2	停亭庭蜓廷	
tin	3	顶鼎	
tin	5a	钉[~桌子]	
tin	6	定=	
tʰin	1	挺听=	
lin	2	灵零铃林淋临邻鳞陵凌菱	
lin	3	领=	
lin	6	另令	
tsin	1	侵津精莹睛	
tsin	2	寻秦情晴	
tsin	3	井=	
tsin	5a	浸进晋	
tsin	6	尽静净	
tsʰin	1	亲~戚清=青=	
tsʰin	3	请=	
tsʰin	5b	亲~家	
sin	1	心辛新薪星=	
sin	3	醒=	
sin	5a	信讯性姓	
ʨin	1	经今金襟巾筋京荆惊鲸	
ʨin	2	琴禽勤芹擒	
ʨin	3	锦紧仅警景谨颈=	
ʨin	5a	劲境敬镜竞禁径	
ʨin	6	近	‘
ʨʰin	1	卿轻=	
ʨʰin	3	寝	
ʨʰin	5b	庆	
ȵin	2	任[(姓)]人银宁凝赢=	
ȵin	3	忍	
ɕin	1	森兴[~旺]参[人~]欣	
ɕin	2	荀旬巡型刑行~动	
ɕin	3	省	
ɕin	5a	嗅幸兴[高~]	
ɕin	6	杏	
in	1	因姻鹰蝇鹦英婴缨音阴殷莺樱	
in	2	寅迎盈淫荣萤	
in	3	引隐影饮颖	
in	5a	印应映	
kuən	3	滚	
kuən	5a	棍	
kʰuən	1	昆坤	
kʰuən	3	捆	
kʰuən	5b	困	
uən	1	温瘟	
uən	2	文纹蚊闻	
uən	3	稳	
uən	6	问	
ʨyn	1	均钧君军	
ʨyn	2	裙群	
ʨyn	3	准	
ʨyn	6	菌	
ʨʰyn	1	春	
ʨʰyn	3	蠢顷	
ɕyn	1	熏薰	
ɕyn	5a	顺舜训	
yn	1	晕	
yn	2	云匀	
yn	3	允尹	
yn	5a	运泳韵刃纫	
yn	6	闰润孕	
pəŋ	1	崩	
pəŋ	2	朋蓬篷	
məŋ	2	萌蒙	
məŋ	3	猛	
məŋ	6	梦孟	
fəŋ	1	烘风枫疯丰封峰蜂锋	
fəŋ	2	宏红洪鸿冯缝[~衣]逢	
fəŋ	3	讽	
fəŋ	6	奉凤缝[门~]	
təŋ	1	冬东	
təŋ	2	同铜桐筒童瞳	
təŋ	3	懂董	
təŋ	5a	冻栋	
təŋ	6	动洞	
tʰəŋ	1	通	
tʰəŋ	3	统桶捅	
tʰəŋ	5b	痛	
ləŋ	2	农脓隆浓龙笼	
ləŋ	3	拢陇冷=	
ləŋ	6	弄	
tsəŋ	1	宗棕	
tsəŋ	2	崇从松[~树]	
tsəŋ	3	总	
tsəŋ	5a	粽	
tsʰəŋ	1	聪匆葱	
səŋ	1	松[~紧]	
səŋ	5a	送宋	
kəŋ	1	弓躬宫恭供公蚣工功攻	
kəŋ	3	拱汞	
kəŋ	5a	贡	
kəŋ	6	共	
kʰəŋ	1	空[~间]	
kʰəŋ	3	孔	
kʰəŋ	5b	控空[~白]	
ʨiəŋ	1	中[~间]忠终钟	
ʨiəŋ	2	虫穷重[~复]	
ʨiəŋ	3	仲种[~子]肿	
ʨiəŋ	5a	中[打~]众种[~菜]	
ʨiəŋ	6	重[轻~]	
ʨʰiəŋ	1	充冲舂	
ɕiəŋ	1	兄胸凶	
ɕiəŋ	2	熊雄	
iəŋ	2	戎绒融容蓉	
iəŋ	3	勇涌	
iəŋ	6	用	
m̩	3	姆[~妈:妈妈]	
n̩	5b	唔[(否定词不)]	
n̩	6	你-	
