#调值	[1]423 [2]54 [3]35 [5]41
#ɿ	
tsɿ [1] 资姿兹滋之芝脂支肢枝	
tsɿ [3] 紫姊梓旨指止趾子纸址	
tsɿ [5] 自字志至痣滞	
ts‘ɿ [1] 眵{眼~}	
ts‘ɿ [2] 雌差{参~}瓷慈磁辞词祠	
ts‘ɿ [3] 齿此	
ts‘ɿ [5] 刺赐次伺翅斥	
sɿ [1] 师狮尸诗虱斯厮撕私司丝思	
sɿ [2] 时	
sɿ [3] 施矢屎使史驶始死	
sɿ [5] 四肆似祀柿寺嗣饲是事视示市士试	
#ʅ	
tʂʅ[1] 知蜘只汁织	
tʂʅ[2] 侄执值职植直	
tʂʅ[5] 质制致稚痔治置秩 智掷	
tʂ‘ʅ [1] 尺痴吃	
tʂ‘ʅ [2] 池驰持迟	
tʂ‘ʅ [3] 侈豉耻	
sʅ [1] 湿失室	
sʅ [2] 蚀十拾什实食石识	
sʅ [5] 世势誓逝舐式饰氏嗜释适	
ʐʅ[5] 日	
#i	
pi [1] 屄逼	
pi [2] 鼻	
pi [3] 彼鄙比秕	
pi [5] 蔽敝弊币毙陛闭箅臂避庇蓖篦毕必碧璧壁	
p‘i [1] 批匹劈	
p‘i [2] 皮疲脾琵枇	
p‘i [5] 譬痹屁僻辟	
mi [1] 眯	
mi [2] 迷谜眯弥	
mi [3] 米靡	
mi [5] 泌蜜密觅	
ti[1] 低堤滴	
ti[2] 狄涤迪笛敌的嫡	
ti[3] 底诋抵	
ti[5] 弟递第帝谛缔蒂地	
t‘i [1] 踢梯	
t‘i [2] 题缇提蹄啼	
t‘i [3] 体	
t‘i [5] 替剃涕剔屉	
ni[1] 妮	
ni[2] 泥尼倪	
ni[3] 你拟	
ni[5] 腻匿逆昵溺	
li[2] 离黎厘梨狸篱犁	
li[3] 里李礼理鲤	
li[5] 力利立丽例沥历粒莉栗荔励厉吏隶笠	
tɕi [1] 几鸡基击积姬激肌饥机讥级	
tɕi [2] 及即极集吉急籍辑藉疾	
tɕi [3] 戟几鲫脊给己挤	
tɕi [5] 祭际荠济剂计继系髻技妓寄蓟冀纪记既迹绩寂	
tɕ‘i [1] 妻欺期七漆戚栖凄柒沏	
tɕ‘i [2] 齐脐畦奇骑鳍棋旗	
tɕ‘i [3] 启企起杞祈岂迄乞	
tɕ‘i [5] 砌契器器气汽泣弃	
ɕi [1] 西犀息希溪吸悉	
ɕi [2] 袭习席	
ɕi [3] 洗喜媳徙玺	
ɕi [5] 细戏系隙	
i [1] 伊医衣依揖一	
i [2] 夷姨疑遗仪	
i [3] 移椅倚矣已以乙	
i [5] 肄意毅艺蚁义议易逸忆	
#u	
pu [3] 补捕	
pu [5] 部布怖步醭	
p‘u [1] 铺{～设}蒲扑	
p‘u [2] 菩	
p‘u [3] 谱普浦捕脯朴仆	
p‘u [5] 铺{店～}曝瀑	
mu [2] 模	
mu [3] 亩牡母拇	
mu [5] 暮慕墓募幕目穆牧木	
fu [1] 夫肤麸孵敷福辐	
