简	繁	注释	IPA	吴拼
堪	堪		kʰæ̃⁵⁵	kheen5
龛	龕		kʰæ̃⁵⁵	kheen5
坎	坎		kʰæ̃⁵⁵	kheen5
勘	勘		kʰæ̃⁵⁵	kheen5
墈	墈	地形上的落差；城～：城墙	kʰæ̃⁵⁵	kheen5
看	看	～电视	kʰæ̃⁵⁵	kheen5
鼾	鼾		hæ̃⁴⁴³	heen1
汉	漢		hæ̃⁵⁵	heen5
庵	庵		æ̃⁴⁴³	een1
谙	諳		æ̃⁴⁴³	een1
安	安		æ̃⁴⁴³	een1
鞍	鞍		æ̃⁴⁴³	een1
含	含		æ̃²³²	een2
函	函		æ̃²³²	een2
邯	邯		æ̃²³²	een2
寒	寒		æ̃²³²	een2
韩	韓		æ̃²³²	een2
暗	暗		æ̃⁵⁵	een5
按	按		æ̃⁵⁵	een5
案	案		æ̃⁵⁵	een5
苑	苑	灵～：地名	æ̃⁵⁵	een5
撼	撼		æ̃³¹³	een6
憾	憾		æ̃³¹³	een6
酣	酣		æ̃³¹³	een6
岸	岸		æ̃³¹³	een6
罕	罕		æ̃³¹³	een6
旱	旱		æ̃³¹³	een6
汗	汗		æ̃³¹³	een6
翰	翰		æ̃³¹³	een6
瀚	瀚		æ̃³¹³	een6
编	編		piɛ̃⁴⁴³	pien1
鞭	鞭		piɛ̃⁴⁴³	pien1
边	邊		piɛ̃⁴⁴³	pien1
蝙	蝙		piɛ̃⁴⁴³	pien1
贬	貶		piɛ̃³²⁴	pien3
扁	扁		piɛ̃³²⁴	pien3
匾	匾		piɛ̃³²⁴	pien3
变	變		piɛ̃⁵⁵	pien5
遍	遍		piɛ̃⁵⁵	pien5
篇	篇		pʰiɛ̃⁴⁴³	phien1
偏	偏		pʰiɛ̃⁴⁴³	phien1
骗	騙		pʰiɛ̃⁵⁵	phien5
片	片		pʰiɛ̃⁵⁵	phien5
便	便	～宜	biɛ̃²³²	bien2
骈	駢		biɛ̃²³²	bien2
辨	辨		biɛ̃³¹³	bien6
辩	辯		biɛ̃³¹³	bien6
便	便	方～	biɛ̃³¹³	bien6
汴	汴		biɛ̃³¹³	bien6
卞	卞	姓氏	biɛ̃³¹³	bien6
辫	辮		biɛ̃³¹³	bien6
绵	綿		miɛ̃²³²	mien2
眠	眠		miɛ̃²³²	mien2
免	免		miɛ̃³²⁴	mien3
勉	勉		miɛ̃³²⁴	mien3
娩	娩		miɛ̃³²⁴	mien3
缅	緬		miɛ̃³²⁴	mien3
冕	冕		miɛ̃³²⁴	mien3
面	面		miɛ̃³¹³	mien6
砚	硯	白读，～瓦：砚台	miɛ̃³¹³	mien6
掂	掂		tiɛ̃⁴⁴³	tien1
颠	顛		tiɛ̃⁴⁴³	tien1
点	點		tiɛ̃³²⁴	tien3
典	典		tiɛ̃³²⁴	tien3
店	店		tiɛ̃⁵⁵	tien5
添	添		tʰiɛ̃⁴⁴³	thien1
天	天		tʰiɛ̃⁴⁴³	thien1
舔	舔		tʰiɛ̃³²⁴	thien3
忝	忝		tʰiɛ̃⁵⁵	thien5
甜	甜		diɛ̃²³²	dien2
钱	錢	价～；洋～	diɛ̃²³²	dien2
田	田		diɛ̃²³²	dien2
臀	臀		diɛ̃²³²	dien2
垫	墊		diɛ̃³¹³	dien6
填	填		diɛ̃³¹³	dien6
电	電		diɛ̃³¹³	dien6
殿	殿		diɛ̃³¹³	dien6
奠	奠		diɛ̃³¹³	dien6
佃	佃		diɛ̃³¹³	dien6
甸	甸		diɛ̃³¹³	dien6
淀	澱		diɛ̃³¹³	dien6
廉	廉		liɛ̃²³²	lien2
镰	鐮		liɛ̃²³²	lien2
帘	簾		liɛ̃²³²	lien2
奁	奩		liɛ̃²³²	lien2
敛	斂		liɛ̃²³²	lien2
殓	殮		liɛ̃²³²	lien2
连	連		liɛ̃²³²	lien2
联	聯		liɛ̃²³²	lien2
怜	憐		liɛ̃²³²	lien2
莲	蓮		liɛ̃²³²	lien2
脸	臉		liɛ̃³²⁴	lien3
练	練		liɛ̃³¹³	lien6
炼	煉		liɛ̃³¹³	lien6
恋	戀		liɛ̃³¹³	lien6
监	監	文读，～督	tɕiɛ̃⁴⁴³	cien1
尖	尖		tɕiɛ̃⁴⁴³	cien1
艰	艱		tɕiɛ̃⁴⁴³	cien1
间	間	文读，空～	tɕiɛ̃⁴⁴³	cien1
奸	奸	～臣	tɕiɛ̃⁴⁴³	cien1
搛	搛	用筷子夹	tɕiɛ̃⁴⁴³	cien1
煎	煎		tɕiɛ̃⁴⁴³	cien1
肩	肩		tɕiɛ̃⁴⁴³	cien1
坚	堅		tɕiɛ̃⁴⁴³	cien1
减	減	文读，～法	tɕiɛ̃³²⁴	cien3
检	檢		tɕiɛ̃³²⁴	cien3
简	簡		tɕiɛ̃³²⁴	cien3
柬	柬		tɕiɛ̃³²⁴	cien3
剪	剪		tɕiɛ̃³²⁴	cien3
茧	繭		tɕiɛ̃³²⁴	cien3
鉴	鑒		tɕiɛ̃⁵⁵	cien5
剑	劍		tɕiɛ̃⁵⁵	cien5
僭	僭		tɕiɛ̃⁵⁵	cien5
间	間	～隔	tɕiɛ̃⁵⁵	cien5
苋	莧	～浦：河名	tɕiɛ̃⁵⁵	cien5
笕	筧	～桥：地名	tɕiɛ̃⁵⁵	cien5
谏	諫		tɕiɛ̃⁵⁵	cien5
箭	箭		tɕiɛ̃⁵⁵	cien5
溅	濺		tɕiɛ̃⁵⁵	cien5
建	建		tɕiɛ̃⁵⁵	cien5
毽	毽		tɕiɛ̃⁵⁵	cien5
荐	薦		tɕiɛ̃⁵⁵	cien5
见	見		tɕiɛ̃⁵⁵	cien5
歼	殲		tɕʰiɛ̃⁴⁴³	chien1
签	簽		tɕʰiɛ̃⁴⁴³	chien1
佥	僉		tɕʰiɛ̃⁴⁴³	chien1
纤	纖		tɕʰiɛ̃⁴⁴³	chien1
谦	謙		tɕʰiɛ̃⁴⁴³	chien1
迁	遷		tɕʰiɛ̃⁴⁴³	chien1
笺	箋		tɕʰiɛ̃⁴⁴³	chien1
千	千		tɕʰiɛ̃⁴⁴³	chien1
牵	牽		tɕʰiɛ̃⁴⁴³	chien1
痊	痊		tɕʰiɛ̃⁴⁴³	chien1
浅	淺		tɕʰiɛ̃³²⁴	chien3
遣	遣		tɕʰiɛ̃³²⁴	chien3
忏	懺		tɕʰiɛ̃⁵⁵	chien5
欠	欠		tɕʰiɛ̃⁵⁵	chien5
歉	歉		tɕʰiɛ̃⁵⁵	chien5
钳	鉗		dʑiɛ̃²³²	jien2
乾	乾		dʑiɛ̃²³²	jien2
虔	虔		dʑiɛ̃²³²	jien2
泉	泉		dʑiɛ̃²³²	jien2
俭	儉		dʑiɛ̃³¹³	jien6
践	踐		dʑiɛ̃³¹³	jien6
件	件		dʑiɛ̃³¹³	jien6
键	鍵		dʑiɛ̃³¹³	jien6
健	健		dʑiɛ̃³¹³	jien6
腱	腱		dʑiɛ̃³¹³	jien6
黏	黏		ȵiɛ̃⁴⁴³	gnien1
拈	拈		ȵiɛ̃⁴⁴³	gnien1
研	研		ȵiɛ̃⁴⁴³	gnien1
阎	閻	姓氏	ȵiɛ̃²³²	gnien2
严	嚴		ȵiɛ̃²³²	gnien2
鲇	鯰		ȵiɛ̃²³²	gnien2
颜	顏	文读，～回；～真卿	ȵiɛ̃²³²	gnien2
年	年		ȵiɛ̃²³²	gnien2
染	染		ȵiɛ̃³²⁴	gnien3
俨	儼		ȵiɛ̃³²⁴	gnien3
捻	捻		ȵiɛ̃³²⁴	gnien3
碾	碾		ȵiɛ̃³²⁴	gnien3
辗	輾		ȵiɛ̃³²⁴	gnien3
辇	輦		ȵiɛ̃³²⁴	gnien3
撵	攆		ȵiɛ̃³²⁴	gnien3
撚	撚	～线	ȵiɛ̃³²⁴	gnien3
验	驗		ȵiɛ̃³¹³	gnien6
酽	釅		ȵiɛ̃³¹³	gnien6
念	念		ȵiɛ̃³¹³	gnien6
砚	硯	文读	ȵiɛ̃³¹³	gnien6
暹	暹		ɕiɛ̃⁴⁴³	shien1
仙	仙		ɕiɛ̃⁴⁴³	shien1
鲜	鮮	～味	ɕiɛ̃⁴⁴³	shien1
轩	軒		ɕiɛ̃⁴⁴³	shien1
掀	掀		ɕiɛ̃⁴⁴³	shien1
先	先		ɕiɛ̃⁴⁴³	shien1
宣	宣		ɕiɛ̃⁴⁴³	shien1
险	險		ɕiɛ̃³²⁴	shien3
鲜	鮮	～少	ɕiɛ̃³²⁴	shien3
藓	蘚		ɕiɛ̃³²⁴	shien3
癣	癬		ɕiɛ̃³²⁴	shien3
显	顯		ɕiɛ̃³²⁴	shien3
选	選		ɕiɛ̃³²⁴	shien3
冼	冼		ɕiɛ̃³²⁴	shien3
筅	筅		ɕiɛ̃³²⁴	shien3
线	線		ɕiɛ̃⁵⁵	shien5
宪	憲		ɕiɛ̃⁵⁵	shien5
献	獻		ɕiɛ̃⁵⁵	shien5
涎	涎		ʑiɛ̃²³²	zhien2
前	前		ʑiɛ̃²³²	zhien2
全	全		ʑiɛ̃²³²	zhien2
潜	潛		ʑiɛ̃³¹³	zhien6
渐	漸		ʑiɛ̃³¹³	zhien6
贱	賤	便宜	ʑiɛ̃³¹³	zhien6
羡	羨		ʑiɛ̃³¹³	zhien6
旋	旋		ʑiɛ̃³¹³	zhien6
漩	漩		ʑiɛ̃³¹³	zhien6
镟	鏇		ʑiɛ̃³¹³	zhien6
淹	淹		iɛ̃⁴⁴³	ien1
阉	閹		iɛ̃⁴⁴³	ien1
焉	焉		iɛ̃⁴⁴³	ien1
嫣	嫣		iɛ̃⁴⁴³	ien1
蔫	蔫		iɛ̃⁴⁴³	ien1
烟	煙		iɛ̃⁴⁴³	ien1
烟	菸		iɛ̃⁴⁴³	ien1
燕	燕	～国	iɛ̃⁴⁴³	ien1
咽	咽		iɛ̃⁴⁴³	ien1
胭	胭		iɛ̃⁴⁴³	ien1
咸	咸	～丰	iɛ̃²³²	ien2
炎	炎		iɛ̃²³²	ien2
盐	鹽	名词	iɛ̃²³²	ien2
檐	簷		iɛ̃²³²	ien2
嫌	嫌	憎～：讨厌	iɛ̃²³²	ien2
延	延		iɛ̃²³²	ien2
筵	筵		iɛ̃²³²	ien2
言	言		iɛ̃²³²	ien2
贤	賢		iɛ̃²³²	ien2
弦	弦		iɛ̃²³²	ien2
沿	沿		iɛ̃²³²	ien2
掩	掩		iɛ̃³²⁴	ien3
限	限	文读，～速	iɛ̃³²⁴	ien3
演	演		iɛ̃³²⁴	ien3
兖	兗		iɛ̃³²⁴	ien3
厌	厭		iɛ̃⁵⁵	ien5
崦	崦		iɛ̃⁵⁵	ien5
晏	晏		iɛ̃⁵⁵	ien5
堰	堰		iɛ̃⁵⁵	ien5
燕	燕	～子	iɛ̃⁵⁵	ien5
咽	咽	～落去	iɛ̃⁵⁵	ien5
宴	宴		iɛ̃⁵⁵	ien5
□	□	发～：有趣	iɛ̃⁵⁵	ien5
陷	陷	文读，～阱	iɛ̃³¹³	ien6
艳	豔		iɛ̃³¹³	ien6
焰	焰		iɛ̃³¹³	ien6
盐	鹽	动词，用盐腌制	iɛ̃³¹³	ien6
雁	雁		iɛ̃³¹³	ien6
谚	諺		iɛ̃³¹³	ien6
现	現		iɛ̃³¹³	ien6
原	原		ȵyɛ̃²³²	gniuen2
源	源		ȵyɛ̃²³²	gniuen2
软	軟		ȵyɛ̃³²⁴	gniuen3
阮	阮		ȵyɛ̃³²⁴	gniuen3
愿	願		ȵyɛ̃³¹³	gniuen6
冤	冤		yɛ̃⁴⁴³	iuen1
员	員		yɛ̃²³²	iuen2
圆	圓		yɛ̃²³²	iuen2
缘	緣		yɛ̃²³²	iuen2
元	元		yɛ̃²³²	iuen2
袁	袁		yɛ̃²³²	iuen2
园	園		yɛ̃²³²	iuen2
援	援		yɛ̃²³²	iuen2
垣	垣		yɛ̃²³²	iuen2
悬	懸		yɛ̃²³²	iuen2
玄	玄		yɛ̃²³²	iuen2
渊	淵		yɛ̃²³²	iuen2
远	遠		yɛ̃³²⁴	iuen3
怨	怨		yɛ̃⁵⁵	iuen5
院	院		yɛ̃³¹³	iuen6
县	縣		yɛ̃³¹³	iuen6
眩	眩		yɛ̃³¹³	iuen6
炫	炫		yɛ̃³¹³	iuen6
毡	氈		tsʮæ̃⁴⁴³	tsyuen1
专	專		tsʮæ̃⁴⁴³	tsyuen1
砖	磚		tsʮæ̃⁴⁴³	tsyuen1
捐	捐		tsʮæ̃⁴⁴³	tsyuen1
娟	娟		tsʮæ̃⁴⁴³	tsyuen1
涓	涓		tsʮæ̃⁴⁴³	tsyuen1
展	展		tsʮæ̃³²⁴	tsyuen3
转	轉		tsʮæ̃³²⁴	tsyuen3
卷	卷	动词	tsʮæ̃³²⁴	tsyuen3
瞻	瞻		tsʮæ̃⁵⁵	tsyuen5
占	占		tsʮæ̃⁵⁵	tsyuen5
战	戰		tsʮæ̃⁵⁵	tsyuen5
撰	撰	文读，～写	tsʮæ̃⁵⁵	tsyuen5
眷	眷		tsʮæ̃⁵⁵	tsyuen5
卷	卷	名词	tsʮæ̃⁵⁵	tsyuen5
绢	絹		tsʮæ̃⁵⁵	tsyuen5
川	川		tsʰʮæ̃⁴⁴³	tshyuen1
穿	穿		tsʰʮæ̃⁴⁴³	tshyuen1
圈	圈		tsʰʮæ̃⁴⁴³	tshyuen1
喘	喘		tsʰʮæ̃³²⁴	tshyuen3
舛	舛		tsʰʮæ̃³²⁴	tshyuen3
犬	犬		tsʰʮæ̃³²⁴	tshyuen3
串	串		tsʰʮæ̃⁵⁵	tshyuen5
劝	勸		tsʰʮæ̃⁵⁵	tshyuen5
券	券		tsʰʮæ̃⁵⁵	tshyuen5
缠	纏	绕	dzʮæ̃²³²	dzyuen2
蝉	蟬	双玉～	dzʮæ̃²³²	dzyuen2
传	傳	～说	dzʮæ̃²³²	dzyuen2
椽	椽		dzʮæ̃²³²	dzyuen2
权	權		dzʮæ̃²³²	dzyuen2
拳	拳		dzʮæ̃²³²	dzyuen2
缠	纏	人难缠	dzʮæ̃³¹³	dzyuen6
撰	撰	白读，捡拾	dzʮæ̃³¹³	dzyuen6
篆	篆		dzʮæ̃³¹³	dzyuen6
传	傳	～记	dzʮæ̃³¹³	dzyuen6
倦	倦		dzʮæ̃³¹³	dzyuen6
膻	膻		sʮæ̃⁴⁴³	syuen1
扇	扇	动词	sʮæ̃⁴⁴³	syuen1
闩	閂		sʮæ̃⁴⁴³	syuen1
栓	栓		sʮæ̃⁴⁴³	syuen1
拴	拴		sʮæ̃⁴⁴³	syuen1
喧	喧		sʮæ̃⁴⁴³	syuen1
陕	陝		sʮæ̃³²⁴	syuen3
闪	閃		sʮæ̃³²⁴	syuen3
扇	扇	名词	sʮæ̃⁵⁵	syuen5
涮	涮		sʮæ̃⁵⁵	syuen5
禅	禪	～寺	zʮæ̃²³²	zyuen2
然	然		zʮæ̃²³²	zyuen2
燃	燃		zʮæ̃²³²	zyuen2
船	船		zʮæ̃²³²	zyuen2
赡	贍		zʮæ̃³¹³	zyuen6
冉	冉	姓氏	zʮæ̃³¹³	zyuen6
剡	剡	～溪：水名	zʮæ̃³¹³	zyuen6
禅	禪	～让	zʮæ̃³¹³	zyuen6
善	善		zʮæ̃³¹³	zyuen6
膳	膳		zʮæ̃³¹³	zyuen6
擅	擅		zʮæ̃³¹³	zyuen6
单	單	姓氏	zʮæ̃³¹³	zyuen6
帮	幫		pɔ̃⁴⁴³	paon1
邦	邦		pɔ̃⁴⁴³	paon1
榜	榜		pɔ̃³²⁴	paon3
绑	綁		pɔ̃³²⁴	paon3
磅	磅		pɔ̃⁵⁵	paon5
镑	鎊		pɔ̃⁵⁵	paon5
泵	泵		pɔ̃⁵⁵	paon5
滂	滂		pʰɔ̃⁴⁴³	phaon1
谤	謗		pʰɔ̃⁵⁵	phaon5
胖	胖		pʰɔ̃⁵⁵	phaon5
旁	旁		bɔ̃²³²	baon2
彷	彷		bɔ̃²³²	baon2
房	房	阿～宫	bɔ̃²³²	baon2
防	防		bɔ̃²³²	baon2
庞	龐		bɔ̃²³²	baon2
膨	膨		bɔ̃²³²	baon2
傍	傍		bɔ̃³¹³	baon6
忙	忙		mɔ̃²³²	maon2
芒	芒		mɔ̃²³²	maon2
茫	茫		mɔ̃²³²	maon2
盲	盲		mɔ̃²³²	maon2
莽	莽		mɔ̃³²⁴	maon3
蟒	蟒		mɔ̃³²⁴	maon3
忘	忘	白读，～记	mɔ̃³¹³	maon6
网	網		mɔ̃³¹³	maon6
方	方		fɔ̃⁴⁴³	faon1
肪	肪		fɔ̃⁴⁴³	faon1
芳	芳		fɔ̃⁴⁴³	faon1
妨	妨		fɔ̃⁴⁴³	faon1
仿	仿		fɔ̃³²⁴	faon3
纺	紡		fɔ̃³²⁴	faon3
访	訪		fɔ̃³²⁴	faon3
放	放		fɔ̃⁵⁵	faon5
房	房	～间	vɔ̃²³²	vaon2
亡	亡		vɔ̃²³²	vaon2
望	望	文读，希～	vɔ̃³¹³	vaon6
忘	忘	文读，备～录	vɔ̃³¹³	vaon6
妄	妄		vɔ̃³¹³	vaon6
当	當	～作	tɔ̃⁴⁴³	taon1
𡗘	𡗘	支撑	tɔ̃³²⁴	taon3
党	黨		tɔ̃³²⁴	taon3
挡	擋		tɔ̃³²⁴	taon3
当	當	～铺	tɔ̃⁵⁵	taon5
汤	湯		tʰɔ̃⁴⁴³	thaon1
倘	倘		tʰɔ̃³²⁴	thaon3
躺	躺		tʰɔ̃³²⁴	thaon3
烫	燙		tʰɔ̃⁵⁵	thaon5
趟	趟		tʰɔ̃⁵⁵	thaon5
堂	堂		dɔ̃²³²	daon2
唐	唐		dɔ̃²³²	daon2
糖	糖		dɔ̃²³²	daon2
塘	塘		dɔ̃²³²	daon2
螳	螳		dɔ̃²³²	daon2
荡	蕩	闲逛	dɔ̃³¹³	daon6
宕	宕		dɔ̃³¹³	daon6
囊	囊		lɔ̃²³²	laon2
狼	狼		lɔ̃²³²	laon2
廊	廊		lɔ̃²³²	laon2
郎	郎		lɔ̃²³²	laon2
螂	螂		lɔ̃²³²	laon2
琅	琅		lɔ̃²³²	laon2
榔	榔		lɔ̃²³²	laon2
朗	朗		lɔ̃³²⁴	laon3
浪	浪		lɔ̃³¹³	laon6
㫰	㫰		lɔ̃³¹³	laon6
上	上	方位词：桌～	lɔ̃³¹³	laon6
阆	閬	紫～：地名	lɔ̃³¹³	laon6
赃	贓		tsɔ̃⁴⁴³	tsaon1
脏	髒	肮～	tsɔ̃⁴⁴³	tsaon1
张	張	文读，纸～；姓氏	tsɔ̃⁴⁴³	tsaon1
章	章		tsɔ̃⁴⁴³	tsaon1
樟	樟		tsɔ̃⁴⁴³	tsaon1
璋	璋		tsɔ̃⁴⁴³	tsaon1
彰	彰		tsɔ̃⁴⁴³	tsaon1
涨	漲		tsɔ̃³²⁴	tsaon3
长	長	～大	tsɔ̃³²⁴	tsaon3
掌	掌		tsɔ̃³²⁴	tsaon3
葬	葬		tsɔ̃⁵⁵	tsaon5
帐	帳		tsɔ̃⁵⁵	tsaon5
账	賬		tsɔ̃⁵⁵	tsaon5
胀	脹		tsɔ̃⁵⁵	tsaon5
怅	悵		tsɔ̃⁵⁵	tsaon5
仗	仗	打～	tsɔ̃⁵⁵	tsaon5
障	障		tsɔ̃⁵⁵	tsaon5
蟑	蟑		tsɔ̃⁵⁵	tsaon5
仓	倉		tsʰɔ̃⁴⁴³	tshaon1
苍	蒼		tsʰɔ̃⁴⁴³	tshaon1
疮	瘡		tsʰɔ̃⁴⁴³	tshaon1
昌	昌		tsʰɔ̃⁴⁴³	tshaon1
窗	窗	～mæ̃2：窗户	tsʰɔ̃⁴⁴³	tshaon1
厂	廠		tsʰɔ̃³²⁴	tshaon3
畅	暢		tsʰɔ̃⁵⁵	tshaon5
创	創		tsʰɔ̃⁵⁵	tshaon5
唱	唱		tsʰɔ̃⁵⁵	tshaon5
倡	倡		tsʰɔ̃⁵⁵	tshaon5
怅	悵		tsʰɔ̃⁵⁵	tshaon5
长	長	～短	dzɔ̃²³²	dzaon2
肠	腸		dzɔ̃²³²	dzaon2
场	場		dzɔ̃²³²	dzaon2
常	常		dzɔ̃²³²	dzaon2
丈	丈		dzɔ̃³¹³	dzaon6
杖	杖		dzɔ̃³¹³	dzaon6
仗	仗	炮～	dzɔ̃³¹³	dzaon6
状	狀	白读，～纸	dzɔ̃³¹³	dzaon6
桑	桑		sɔ̃⁴⁴³	saon1
丧	喪	～事	sɔ̃⁴⁴³	saon1
霜	霜		sɔ̃⁴⁴³	saon1
孀	孀	孤～：寡妇	sɔ̃⁴⁴³	saon1
商	商		sɔ̃⁴⁴³	saon1
伤	傷		sɔ̃⁴⁴³	saon1
嗓	嗓		sɔ̃³²⁴	saon3
赏	賞		sɔ̃³²⁴	saon3
晌	晌		sɔ̃³²⁴	saon3
丧	喪	～失	sɔ̃⁵⁵	saon5
臧	臧		zɔ̃²³²	zaon2
藏	藏		zɔ̃²³²	zaon2
床	床		zɔ̃²³²	zaon2
尝	嘗		zɔ̃²³²	zaon2
偿	償		zɔ̃²³²	zaon2
裳	裳		zɔ̃²³²	zaon2
脏	臓	心～	zɔ̃³¹³	zaon6
上	上		zɔ̃³¹³	zaon6
尚	尚		zɔ̃³¹³	zaon6
攘	攘		zɔ̃³¹³	zaon6
冈	岡		kɔ̃⁴⁴³	kaon1
刚	剛		kɔ̃⁴⁴³	kaon1
钢	鋼		kɔ̃⁴⁴³	kaon1
缸	缸		kɔ̃⁴⁴³	kaon1
纲	綱		kɔ̃⁴⁴³	kaon1
岗	崗		kɔ̃⁴⁴³	kaon1
江	江	白读，浙～	kɔ̃⁴⁴³	kaon1
肛	肛		kɔ̃⁴⁴³	kaon1
扛	扛		kɔ̃⁴⁴³	kaon1
豇	豇		kɔ̃⁴⁴³	kaon1
讲	講	白读，说：～演	kɔ̃³²⁴	kaon3
港	港	河流	kɔ̃³²⁴	kaon3
降	降	白读，霜～	kɔ̃⁵⁵	kaon5
康	康		kʰɔ̃⁴⁴³	khaon1
糠	糠		kʰɔ̃⁴⁴³	khaon1
慷	慷		kʰɔ̃⁴⁴³	khaon1
抗	抗		kʰɔ̃⁵⁵	khaon5
炕	炕		kʰɔ̃⁵⁵	khaon5
囥	囥	藏	kʰɔ̃⁵⁵	khaon5
□	□	～螂：螳螂	gɔ̃²³²	gaon2
肮	肮		ɔ̃⁴⁴³	aon1
昂	昂		ɔ̃²³²	aon2
杭	杭		ɔ̃²³²	aon2
航	航		ɔ̃²³²	aon2
行	行	银～	ɔ̃²³²	aon2
项	項		ɔ̃³²⁴	aon3
良	良		liɔ̃²³²	liaon2
凉	涼		liɔ̃²³²	liaon2
量	量	～一～	liɔ̃²³²	liaon2
粮	糧		liɔ̃²³²	liaon2
梁	梁		liɔ̃²³²	liaon2
粱	粱		liɔ̃²³²	liaon2
两	兩	量词	liɔ̃³²⁴	liaon3
辆	輛		liɔ̃³²⁴	liaon3
亮	亮		liɔ̃³¹³	liaon6
量	量	重～	liɔ̃³¹³	liaon6
谅	諒		liɔ̃³¹³	liaon6
将	將	～军	tɕiɔ̃⁴⁴³	ciaon1
浆	漿		tɕiɔ̃⁴⁴³	ciaon1
张	張	白读，光～：左右	tɕiɔ̃⁴⁴³	ciaon1
缰	韁		tɕiɔ̃⁴⁴³	ciaon1
疆	疆		tɕiɔ̃⁴⁴³	ciaon1
僵	僵		tɕiɔ̃⁴⁴³	ciaon1
姜	薑		tɕiɔ̃⁴⁴³	ciaon1
姜	姜		tɕiɔ̃⁴⁴³	ciaon1
江	江	文读，姓氏	tɕiɔ̃⁴⁴³	ciaon1
糨	糨		tɕiɔ̃⁴⁴³	ciaon1
蒋	蔣		tɕiɔ̃³²⁴	ciaon3
桨	槳		tɕiɔ̃³²⁴	ciaon3
奖	獎		tɕiɔ̃³²⁴	ciaon3
讲	講	文读，又读，～演	tɕiɔ̃³²⁴	ciaon3
将	將	～领	tɕiɔ̃⁵⁵	ciaon5
酱	醬		tɕiɔ̃⁵⁵	ciaon5
降	降	文读，～落	tɕiɔ̃⁵⁵	ciaon5
绛	絳		tɕiɔ̃⁵⁵	ciaon5
枪	槍		tɕʰiɔ̃⁴⁴³	chiaon1
呛	嗆		tɕʰiɔ̃⁴⁴³	chiaon1
羌	羌		tɕʰiɔ̃⁴⁴³	chiaon1
腔	腔		tɕʰiɔ̃⁴⁴³	chiaon1
□	□	一～风	tɕʰiɔ̃⁴⁴³	chiaon1
抢	搶		tɕʰiɔ̃³²⁴	chiaon3
强	強	勉～	tɕʰiɔ̃³²⁴	chiaon3
详	詳		dʑiɔ̃²³²	jiaon2
祥	祥		dʑiɔ̃²³²	jiaon2
翔	翔		dʑiɔ̃²³²	jiaon2
强	強	～弱	dʑiɔ̃²³²	jiaon2
犟	強		dʑiɔ̃³¹³	jiaon6
弶	弶		dʑiɔ̃³¹³	jiaon6
娘	娘		ȵiɔ̃²³²	gniaon2
瓤	瓤		ȵiɔ̃²³²	gniaon2
壤	壤		ȵiɔ̃³²⁴	gniaon3
仰	仰		ȵiɔ̃³²⁴	gniaon3
酿	釀		ȵiɔ̃³¹³	gniaon6
让	讓		ȵiɔ̃³¹³	gniaon6
相	相	～信	ɕiɔ̃⁴⁴³	shiaon1
厢	廂		ɕiɔ̃⁴⁴³	shiaon1
镶	鑲		ɕiɔ̃⁴⁴³	shiaon1
箱	箱		ɕiɔ̃⁴⁴³	shiaon1
襄	襄		ɕiɔ̃⁴⁴³	shiaon1
香	香		ɕiɔ̃⁴⁴³	shiaon1
乡	鄉		ɕiɔ̃⁴⁴³	shiaon1
想	想		ɕiɔ̃³²⁴	shiaon3
鲞	鯗		ɕiɔ̃³²⁴	shiaon3
饷	餉		ɕiɔ̃³²⁴	shiaon3
响	響		ɕiɔ̃³²⁴	shiaon3
相	相	～貌	ɕiɔ̃⁵⁵	shiaon5
享	享		ɕiɔ̃⁵⁵	shiaon5
向	向		ɕiɔ̃⁵⁵	shiaon5
墙	牆		ʑiɔ̃²³²	zhiaon2
蔷	薔		ʑiɔ̃²³²	zhiaon2
匠	匠		ʑiɔ̃³¹³	zhiaon6
像	像		ʑiɔ̃³¹³	zhiaon6
象	象		ʑiɔ̃³¹³	zhiaon6
央	央		iɔ̃⁴⁴³	iaon1
秧	秧		iɔ̃⁴⁴³	iaon1
殃	殃		iɔ̃⁴⁴³	iaon1
羊	羊		iɔ̃²³²	iaon2
洋	洋		iɔ̃²³²	iaon2
杨	楊		iɔ̃²³²	iaon2
扬	揚		iɔ̃²³²	iaon2
阳	陽		iɔ̃²³²	iaon2
降	降	投～	iɔ̃²³²	iaon2
养	養		iɔ̃³²⁴	iaon3
痒	癢		iɔ̃³²⁴	iaon3
映	映		iɔ̃⁵⁵	iaon5
样	樣		iɔ̃³¹³	iaon6
恙	恙		iɔ̃³¹³	iaon6
巷	巷		iɔ̃³¹³	iaon6
光	光		kuɔ̃⁴⁴³	kuaon1
广	廣		kuɔ̃³²⁴	kuaon3
逛	逛		kuɔ̃⁵⁵	kuaon5
洸	洸	液体晃	kuɔ̃⁵⁵	kuaon5
匡	匡		kʰuɔ̃⁴⁴³	khuaon1
筐	筐		kʰuɔ̃⁴⁴³	khuaon1
旷	曠		kʰuɔ̃⁵⁵	khuaon5
矿	礦		kʰuɔ̃⁵⁵	khuaon5
框	框		kʰuɔ̃⁵⁵	khuaon5
眶	眶		kʰuɔ̃⁵⁵	khuaon5
狂	狂		guɔ̃²³²	guaon2
荒	荒		huɔ̃⁴⁴³	huaon1
慌	慌		huɔ̃⁴⁴³	huaon1
恍	恍		huɔ̃³²⁴	huaon3
谎	謊		huɔ̃³²⁴	huaon3
况	況		huɔ̃⁵⁵	huaon5
晃	晃		huɔ̃⁵⁵	huaon5
