简	繁	注释	IPA	吴拼
寸	寸		tsʰeŋ³³⁵	tshen5
存	存		dzeŋ²²³	dzen2
层	層		dzeŋ²²³	dzen2
曾	曾	～经	dzeŋ²²³	dzen2
沉	沉	～淀	dzeŋ²²³	dzen2
赠	贈		dzeŋ³¹³	dzen6
□	□	抹零	dzeŋ³¹³	dzen6
森	森		seŋ⁵³	sen1
参	參	人～	seŋ⁵³	sen1
孙	孫		seŋ⁵³	sen1
狲	猻	猢～：猴子	seŋ⁵³	sen1
僧	僧		seŋ⁵³	sen1
新	新	～旧	seŋ⁵³	sen1
生	生	文读，过～活	seŋ⁵³	sen1
损	損		seŋ⁵⁵	sen3
笋	筍		seŋ⁵⁵	sen3
榫	榫	～头	seŋ⁵⁵	sen3
渗	滲		seŋ⁵⁵	sen3
省	省	文读，浙江～	seŋ⁵⁵	sen3
寻	尋		zeŋ²²³	zen2
亨	亨		heŋ⁵³	hen1
擤	擤	～鼻涕	heŋ⁵⁵	hen3
痕	痕	～条路：斑痕	heŋ⁵⁵	hen3
横	橫	人霸道、蛮横	heŋ³³⁵	hen5
恩	恩		eŋ⁵³	en1
痕	痕	～迹	eŋ²²³	ghen2
衡	衡	～山	eŋ²²³	ghen2
恒	恒		eŋ²²³	ghen2
恨	恨		eŋ³¹³	ghen6
冰	冰		piŋ⁵³	pin1
兵	兵		piŋ⁵³	pin1
宾	賓		piŋ⁵³	pin1
槟	檳		piŋ⁵³	pin1
鬓	鬢		piŋ⁵³	pin1
彬	彬		piŋ⁵³	pin1
丙	丙		piŋ⁵⁵	pin3
饼	餅		piŋ⁵⁵	pin3
并	併	～拢：合并	piŋ⁵⁵	pin3
柄	柄		piŋ³³⁵	pin5
拼	拼		pʰiŋ⁵³	phin1
姘	姘	～头	pʰiŋ⁵³	phin1
梬	梬	边：桌床～，床～	pʰiŋ⁵³	phin1
品	品		pʰiŋ⁵⁵	phin3
聘	聘		pʰiŋ⁵⁵	phin3
瓶	瓶		biŋ²²³	bin2
贫	貧		biŋ²²³	bin2
频	頻		biŋ²²³	bin2
凭	憑		biŋ²²³	bin2
平	平		biŋ²²³	bin2
坪	坪		biŋ²²³	bin2
评	評		biŋ²²³	bin2
苹	蘋		biŋ²²³	bin2
萍	萍		biŋ²²³	bin2
屏	屏		biŋ²²³	bin2
病	病		biŋ³¹³	bin6
并	並	～拢：靠在一起	biŋ³¹³	bin6
闽	閩		miŋ²²³	min2
民	民		miŋ²²³	min2
蚊	蚊	～虫：蚊子	miŋ²²³	min2
明	明	～白	miŋ²²³	min2
鸣	鳴		miŋ²²³	min2
名	名		miŋ²²³	min2
铭	銘		miŋ²²³	min2
敏	敏		miŋ⁵⁵	min3
命	命		miŋ³¹³	min6
丁	丁		tiŋ⁵³	tin1
钉	釘	一只～	tiŋ⁵³	tin1
靪	靪	补～	tiŋ⁵³	tin1
疔	疔	生～	tiŋ⁵³	tin1
顶	頂		tiŋ⁵⁵	tin3
鼎	鼎		tiŋ⁵⁵	tin3
钉	釘	动作；有目标地扔	tiŋ³³⁵	tin5
订	訂		tiŋ³³⁵	tin5
濎	濎	沉淀	tiŋ³³⁵	tin5
听	聽	～见	tʰiŋ⁵³	thin1
厅	廳		tʰiŋ⁵³	thin1
汀	汀		tʰiŋ⁵³	thin1
艇	艇		tʰiŋ⁵³	thin1
挺	挺		tʰiŋ⁵⁵	thin3
听	聽	留一部分	tʰiŋ³³⁵	thin5
亭	亭		diŋ²²³	din2
停	停		diŋ²²³	din2
廷	廷		diŋ²²³	din2
庭	庭		diŋ²²³	din2
蜓	蜓	蜻～	diŋ²²³	din2
定	定		diŋ³¹³	din6
锭	錠		diŋ³¹³	din6
拎	拎		liŋ⁵³	lin1
零	零	～碎	liŋ⁵³	lin1
林	林		liŋ²²³	lin2
临	臨		liŋ²²³	lin2
邻	鄰		liŋ²²³	lin2
鳞	鱗		liŋ²²³	lin2
磷	磷		liŋ²²³	lin2
菱	菱	老～	liŋ²²³	lin2
陵	陵		liŋ²²³	lin2
凌	淩		liŋ²²³	lin2
零	零		liŋ²²³	lin2
灵	靈		liŋ²²³	lin2
铃	鈴		liŋ²²³	lin2
翎	翎		liŋ²²³	lin2
榈	櫚	棕～树	liŋ²²³	lin2
淋	淋	～病	liŋ²²³	lin2
领	領		liŋ⁵⁵	lin3
岭	嶺		liŋ⁵⁵	lin3
令	令		liŋ³¹³	lin6
另	另		liŋ³¹³	lin6
赁	賃		liŋ³¹³	lin6
津	津		tsiŋ⁵³	tsin1
精	精		tsiŋ⁵³	tsin1
晶	晶		tsiŋ⁵³	tsin1
睛	睛		tsiŋ⁵³	tsin1
井	井		tsiŋ⁵⁵	tsin3
浸	浸		tsiŋ³³⁵	tsin5
进	進		tsiŋ³³⁵	tsin5
晋	晉		tsiŋ³³⁵	tsin5
俊	俊		tsiŋ³³⁵	tsin5
竣	竣		tsiŋ³³⁵	tsin5
侵	侵		tsʰiŋ⁵³	tshin1
亲	親		tsʰiŋ⁵³	tshin1
清	清		tsʰiŋ⁵³	tshin1
青	青		tsʰiŋ⁵³	tshin1
寝	寢		tsʰiŋ⁵⁵	tshin3
请	請		tsʰiŋ⁵⁵	tshin3
秦	秦		dziŋ²²³	dzin2
情	情		dziŋ²²³	dzin2
循	循		dziŋ²²³	dzin2
巡	巡		dziŋ²²³	dzin2
旬	旬		dziŋ²²³	dzin2
尽	盡	～根牙：智齿	dziŋ³¹³	dzin6
静	靜		dziŋ³¹³	dzin6
净	淨		dziŋ³¹³	dzin6
蕈	蕈	野生蘑菇	dziŋ³¹³	dzin6
心	心		siŋ⁵³	sin1
辛	辛		siŋ⁵³	sin1
新	新	文读，～闻	siŋ⁵³	sin1
薪	薪		siŋ⁵³	sin1
蜻	蜻	～蜓	siŋ⁵³	sin1
星	星		siŋ⁵³	sin1
腥	腥		siŋ⁵³	sin1
醒	醒		siŋ⁵⁵	sin3
□	□	休息	siŋ⁵⁵	sin3
信	信		siŋ³³⁵	sin5
性	性		siŋ³³⁵	sin5
姓	姓		siŋ³³⁵	sin5
迅	迅		siŋ³³⁵	sin5
晴	晴		ziŋ²²³	zin2
针	針		tɕiŋ⁵³	cin1
今	今		tɕiŋ⁵³	cin1
金	金		tɕiŋ⁵³	cin1
襟	襟		tɕiŋ⁵³	cin1
真	真		tɕiŋ⁵³	cin1
巾	巾		tɕiŋ⁵³	cin1
斤	斤		tɕiŋ⁵³	cin1
筋	筋		tɕiŋ⁵³	cin1
征	征	～求	tɕiŋ⁵³	cin1
蒸	蒸		tɕiŋ⁵³	cin1
京	京		tɕiŋ⁵³	cin1
惊	驚		tɕiŋ⁵³	cin1
贞	貞		tɕiŋ⁵³	cin1
侦	偵		tɕiŋ⁵³	cin1
经	經		tɕiŋ⁵³	cin1
茎	莖		tɕiŋ⁵³	cin1
荆	荊	～棘	tɕiŋ⁵³	cin1
砧	砧	～板	tɕiŋ⁵³	cin1
□	□	锲入	tɕiŋ⁵³	cin1
锦	錦		tɕiŋ⁵⁵	cin3
疹	疹		tɕiŋ⁵⁵	cin3
紧	緊		tɕiŋ⁵⁵	cin3
谨	謹		tɕiŋ⁵⁵	cin3
正	正	～月	tɕiŋ⁵⁵	cin3
整	整		tɕiŋ⁵⁵	cin3
颈	頸	脰～：脖子	tɕiŋ⁵⁵	cin3
枕	枕		tɕiŋ³³⁵	cin5
禁	禁		tɕiŋ³³⁵	cin5
镇	鎮		tɕiŋ³³⁵	cin5
振	振		tɕiŋ³³⁵	cin5
震	震		tɕiŋ³³⁵	cin5
正	正		tɕiŋ³³⁵	cin5
政	政		tɕiŋ³³⁵	cin5
证	證		tɕiŋ³³⁵	cin5
症	症		tɕiŋ³³⁵	cin5
境	境		tɕiŋ³³⁵	cin5
镜	鏡		tɕiŋ³³⁵	cin5
敬	敬		tɕiŋ³³⁵	cin5
拯	拯		tɕiŋ³³⁵	cin5
景	景		tɕiŋ³³⁵	cin5
警	警		tɕiŋ³³⁵	cin5
黰	黰	～鼻头气：霉味	tɕiŋ³³⁵	cin5
称	稱		tɕʰiŋ⁵³	chin1
卿	卿		tɕʰiŋ⁵³	chin1
轻	輕		tɕʰiŋ⁵³	chin1
倾	傾		tɕʰiŋ⁵³	chin1
□	□	挂人，是一种刑罚	tɕʰiŋ⁵³	chin1
揿	撳	按	tɕʰiŋ³³⁵	chin5
钦	欽		tɕʰiŋ³³⁵	chin5
趁	趁	～钞票	tɕʰiŋ³³⁵	chin5
秤	秤		tɕʰiŋ³³⁵	chin5
庆	慶		tɕʰiŋ³³⁵	chin5
磬	磬		tɕʰiŋ³³⁵	chin5
仍	仍	文读	dʑiŋ²²³	jin2
琴	琴		dʑiŋ²²³	jin2
禽	禽		dʑiŋ²²³	jin2
擒	擒		dʑiŋ²²³	jin2
陈	陳		dʑiŋ²²³	jin2
尘	塵		dʑiŋ²²³	jin2
芹	芹		dʑiŋ²²³	jin2
勤	勤		dʑiŋ²²³	jin2
乘	乘	～法	dʑiŋ²²³	jin2
承	承		dʑiŋ²²³	jin2
丞	丞		dʑiŋ²²³	jin2
擎	擎	举	dʑiŋ²²³	jin2
程	程		dʑiŋ²²³	jin2
成	成		dʑiŋ²²³	jin2
城	城		dʑiŋ²²³	jin2
诚	誠		dʑiŋ²²³	jin2
臣	臣		dʑiŋ²²³	jin2
橙	橙		dʑiŋ²²³	jin2
鲸	鯨		dʑiŋ²²³	jin2
盛	盛	～饭	dʑiŋ²²³	jin2
阵	陣	～头雨	dʑiŋ³¹³	jin6
近	近		dʑiŋ³¹³	jin6
劲	勁	～头	dʑiŋ³¹³	jin6
剩	剩		dʑiŋ³¹³	jin6
郑	鄭		dʑiŋ³¹³	jin6
竞	競		dʑiŋ³¹³	jin6
人	人	白读，一个～	ȵiŋ²²³	gnin2
仍	仍	白读，～旧	ȵiŋ²²³	gnin2
凝	凝	～拢来	ȵiŋ²²³	gnin2
迎	迎		ȵiŋ²²³	gnin2
宁	寧		ȵiŋ²²³	gnin2
柠	檸		ȵiŋ²²³	gnin2
忍	忍		ȵiŋ⁵⁵	gnin3
认	認	白读，～得	ȵiŋ³¹³	gnin6
韧	韌		ȵiŋ³¹³	gnin6
深	深		ɕiŋ⁵³	shin1
身	身		ɕiŋ⁵³	shin1
申	申		ɕiŋ⁵³	shin1
伸	伸		ɕiŋ⁵³	shin1
欣	欣		ɕiŋ⁵³	shin1
升	升		ɕiŋ⁵³	shin1
声	聲		ɕiŋ⁵³	shin1
馨	馨		ɕiŋ⁵³	shin1
审	審		ɕiŋ⁵⁵	shin3
婶	嬸		ɕiŋ⁵⁵	shin3
沈	瀋		ɕiŋ⁵⁵	shin3
胜	勝		ɕiŋ³³⁵	shin5
兴	興	高～	ɕiŋ³³⁵	shin5
圣	聖		ɕiŋ³³⁵	shin5
神	神		ʑiŋ²²³	zhin2
辰	辰		ʑiŋ²²³	zhin2
晨	晨		ʑiŋ²²³	zhin2
仁	仁		ʑiŋ²²³	zhin2
人	人	文读，～民	ʑiŋ²²³	zhin2
唇	脣		ʑiŋ²²³	zhin2
淳	淳	～安	ʑiŋ²²³	zhin2
鹑	鶉	鹌～蛋	ʑiŋ²²³	zhin2
绳	繩		ʑiŋ²²³	zhin2
塍	塍	田～	ʑiŋ²²³	zhin2
纯	純	～日～夜：一整天	ʑiŋ²²³	zhin2
甚	甚		ʑiŋ³¹³	zhin6
认	認	文读，～认	ʑiŋ³¹³	zhin6
壬	壬		ʑiŋ³¹³	zhin6
任	任	责～	ʑiŋ³¹³	zhin6
纫	紉	缝～	ʑiŋ³¹³	zhin6
顺	順		ʑiŋ³¹³	zhin6
闰	閏		ʑiŋ³¹³	zhin6
慎	慎		ʑiŋ³¹³	zhin6
盛	盛	植物茂盛；姓	ʑiŋ³¹³	zhin6
肾	腎		ʑiŋ³¹³	zhin6
今	今	～朝：今天	kiŋ⁵³	kin1
跟	跟		kiŋ⁵³	kin1
根	根		kiŋ⁵³	kin1
耿	耿		kiŋ⁵³	kin1
羹	羹	文读，瓢～	kiŋ⁵³	kin1
更	更	文读，～新	kiŋ⁵³	kin1
艮	艮	～山	kiŋ³³⁵	kin5
恳	懇		kʰiŋ⁵⁵	khin3
垦	墾		kʰiŋ⁵⁵	khin3
肯	肯		kʰiŋ⁵⁵	khin3
龈	齦	～弗动：咬不动	giŋ³¹³	gin6
□	□	固执	giŋ³¹³	gin6
音	音		iŋ⁵³	in1
阴	陰		iŋ⁵³	in1
因	因		iŋ⁵³	in1
姻	姻		iŋ⁵³	in1
殷	殷		iŋ⁵³	in1
应	應	～该；应答：～一声	iŋ⁵³	in1
鹰	鷹		iŋ⁵³	in1
蝇	蠅		iŋ⁵³	in1
英	英		iŋ⁵³	in1
婴	嬰		iŋ⁵³	in1
缨	纓		iŋ⁵³	in1
樱	櫻	文读，～花	iŋ⁵³	in1
鹦	鸚	文读，～鹉	iŋ⁵³	in1
瀴	瀴	凉	iŋ⁵³	in1
荫	蔭	树～	iŋ⁵³	in1
窨	窨	～井	iŋ⁵³	in1
尹	尹		iŋ⁵³	in1
淫	淫		iŋ²²³	yin2
银	銀		iŋ²²³	yin2
行	行	～为	iŋ²²³	yin2
赢	贏		iŋ²²³	yin2
形	形		iŋ²²³	yin2
型	型		iŋ²²³	yin2
刑	刑		iŋ²²³	yin2
荧	熒	～光粉	iŋ²²³	yin2
莹	瑩		iŋ²²³	yin2
颖	穎		iŋ²²³	yin2
寅	寅		iŋ²²³	yin2
盈	盈		iŋ²²³	yin2
营	營		iŋ²²³	yin2
□	□	打～阵：械斗	iŋ²²³	yin2
引	引		iŋ⁵⁵	in3
隐	隱		iŋ⁵⁵	in3
瘾	癮		iŋ⁵⁵	in3
影	影		iŋ⁵⁵	in3
洇	洇		iŋ⁵⁵	in3
饮	飲	～食部	iŋ⁵⁵	in3
印	印		iŋ³³⁵	in5
映	映		iŋ³³⁵	in5
□	□	施肥	iŋ³³⁵	in5
幸	幸		iŋ³¹³	yin6
滚	滾		kueŋ⁵⁵	kuen3
棍	棍		kueŋ⁵⁵	kuen3
昆	昆		kʰueŋ⁵³	khuen1
昆	崑		kʰueŋ⁵³	khuen1
坤	坤		kʰueŋ⁵³	khuen1
捆	捆	动词	kʰueŋ⁵⁵	khuen3
困	困		kʰueŋ³³⁵	khuen5
困	睏	睡	kʰueŋ³³⁵	khuen5
昏	昏		hueŋ⁵³	huen1
婚	婚		hueŋ⁵³	huen1
荤	葷		hueŋ⁵³	huen1
溷	溷	稻草等发酵	hueŋ³³⁵	huen5
温	溫		ueŋ⁵³	uen1
瘟	瘟		ueŋ⁵³	uen1
蕰	蕰	～草：水草	ueŋ⁵³	uen1
魂	魂		ueŋ²²³	wen2
馄	餛	～饨	ueŋ²²³	wen2
浑	渾	～浊	ueŋ²²³	wen2
稳	穩		ueŋ⁵⁵	uen3
混	混		ueŋ³¹³	wen6
肫	肫	鸡～肝	tɕyŋ⁵³	ciun1
均	均		tɕyŋ⁵³	ciun1
钧	鈞		tɕyŋ⁵³	ciun1
君	君		tɕyŋ⁵³	ciun1
军	軍		tɕyŋ⁵³	ciun1
菌	菌		tɕyŋ⁵³	ciun1
准	準		tɕyŋ⁵⁵	ciun3
准	准		tɕyŋ⁵⁵	ciun3
春	春		tɕʰyŋ⁵³	chiun1
椿	椿		tɕʰyŋ⁵³	chiun1
蠢	蠢		tɕʰyŋ⁵⁵	chiun3
群	群		dʑyŋ²²³	jiun2
裙	裙		dʑyŋ²²³	jiun2
熏	熏		ɕyŋ⁵³	shiun1
勋	勳		ɕyŋ⁵³	shiun1
薰	薰		ɕyŋ⁵³	shiun1
训	訓		ɕyŋ³³⁵	shiun5
允	允	～许	yŋ⁵⁵	iun3
云	云		yŋ²²³	yun2
云	雲		yŋ²²³	yun2
耘	耘	～田	yŋ²²³	yun2
匀	勻		yŋ²²³	yun2
晕	暈		yŋ³³⁵	iun5
孕	孕		yŋ³³⁵	iun5
运	運		yŋ³¹³	yun6
捧	捧		pʰoŋ⁵⁵	phon3
碰	碰	麻将术语，～线	pʰoŋ³³⁵	phon5
篷	篷	文读	boŋ²²³	bon2
蓬	蓬		boŋ²²³	bon2
棒	棒	白读，～头	boŋ³¹³	bon6
□	□	撒：～石灰、～稻子	boŋ³¹³	bon6
蒙	蒙		moŋ²²³	mon2
檬	檬		moŋ²²³	mon2
蠓	蠓	～蚣：蜈蚣	moŋ²²³	mon2
网	網		moŋ⁵⁵	mon3
望	望	白读，看	moŋ³¹³	mon6
忘	忘	白读	moŋ³¹³	mon6
梦	夢		moŋ³¹³	mon6
风	風		foŋ⁵³	fon1
枫	楓		foŋ⁵³	fon1
疯	瘋	猪头～：腮腺炎	foŋ⁵³	fon1
丰	豐		foŋ⁵³	fon1
封	封		foŋ⁵³	fon1
峰	峰		foŋ⁵³	fon1
蜂	蜂		foŋ⁵³	fon1
锋	鋒		foŋ⁵³	fon1
湗	湗	脏	foŋ³³⁵	fon5
逢	逢		voŋ²²³	von2
缝	縫	动词	voŋ²²³	von2
冯	馮		voŋ³¹³	von6
凤	鳳		voŋ³¹³	von6
奉	奉		voŋ³¹³	von6
俸	俸		voŋ³¹³	von6
缝	縫	名词	voŋ³¹³	von6
东	東		toŋ⁵³	ton1
冬	冬		toŋ⁵³	ton1
董	董		toŋ⁵⁵	ton3
懂	懂		toŋ⁵⁵	ton3
冻	凍		toŋ³³⁵	ton5
栋	棟		toŋ³³⁵	ton5
通	通		tʰoŋ⁵³	thon1
统	統		tʰoŋ⁵⁵	thon3
捅	捅		tʰoŋ⁵⁵	thon3
痛	痛		tʰoŋ³³⁵	thon5
同	同		doŋ²²³	don2
铜	銅		doŋ²²³	don2
桐	桐		doŋ²²³	don2
筒	筒		doŋ²²³	don2
童	童		doŋ²²³	don2
瞳	瞳		doŋ²²³	don2
桶	桶		doŋ³¹³	don6
动	動		doŋ³¹³	don6
洞	洞		doŋ³¹³	don6
农	農		loŋ²²³	lon2
脓	膿	出～	loŋ²²³	lon2
龙	龍		loŋ²²³	lon2
笼	籠		loŋ²²³	lon2
聋	聾		loŋ²²³	lon2
砻	礱	～糠	loŋ²²³	lon2
隆	隆		loŋ²²³	lon2
拢	攏		loŋ⁵⁵	lon3
陇	隴	山～田	loŋ⁵⁵	lon3
垄	壟	～岗	loŋ⁵⁵	lon3
弄	弄	～堂	loŋ³¹³	lon6
□	□	背后挑唆	loŋ³¹³	lon6
弄	弄	动词：～好	noŋ⁵³	non1
侬	儂	尔～：你	noŋ²²³	non2
棕	棕		tsoŋ⁵³	tson1
宗	宗		tsoŋ⁵³	tson1
踪	蹤	跟～	tsoŋ⁵³	tson1
鬃	鬃	猪～	tsoŋ⁵³	tson1
总	總		tsoŋ⁵⁵	tson3
粽	粽		tsoŋ³³⁵	tson5
纵	縱	向外跳	tsoŋ³³⁵	tson5
聪	聰		tsʰoŋ⁵³	tshon1
匆	匆		tsʰoŋ⁵³	tshon1
葱	蔥		tsʰoŋ⁵³	tshon1
囱	囪	烟～	tsʰoŋ⁵³	tshon1
丛	叢		dzoŋ²²³	dzon2
从	從		dzoŋ²²³	dzon2
崇	崇		dzoŋ²²³	dzon2
嵩	嵩		soŋ⁵³	son1
松	松		soŋ⁵³	son1
松	鬆		soŋ⁵³	son1
宋	宋		soŋ³³⁵	son5
讼	訟	文读，诉～	soŋ³³⁵	son5
送	送		soŋ³³⁵	son5
�	�	推一把	soŋ³³⁵	son5
□	□	告～：告诉	soŋ³³⁵	son5
怂	慫	精液	zoŋ²²³	zon2
诵	誦		zoŋ³¹³	zon6
颂	頌		zoŋ³¹³	zon6
讼	訟	白读，～师：律师	zoŋ³¹³	zon6
□	□	我，强调式，为“是我侬”的合音	zoŋ³¹³	zon6
公	公		koŋ⁵³	kon1
蚣	蚣		koŋ⁵³	kon1
工	工		koŋ⁵³	kon1
功	功		koŋ⁵³	kon1
弓	弓		koŋ⁵³	kon1
躬	躬		koŋ⁵³	kon1
宫	宮		koŋ⁵³	kon1
恭	恭		koŋ⁵³	kon1
供	供	文读	koŋ⁵³	kon1
拱	拱		koŋ⁵³	kon1
攻	攻		koŋ⁵³	kon1
巩	鞏	～固	koŋ³³⁵	kon5
贡	貢		koŋ³³⁵	kon5
供	供	～养，上～	koŋ³³⁵	kon5
空	空		kʰoŋ⁵³	khon1
孔	孔		kʰoŋ⁵⁵	khon3
恐	恐		kʰoŋ⁵⁵	khon3
控	控		kʰoŋ⁵⁵	khon3
空	空	闲暇：撮～：说大话	kʰoŋ³³⁵	khon5
共	共		goŋ³¹³	gon6
烘	烘	～干	hoŋ⁵³	hon1
轰	轟		hoŋ⁵³	hon1
哄	哄	臭～～	hoŋ⁵³	hon1
齆	齆	～鼻头	hoŋ³³⁵	hon5
翁	翁		oŋ⁵³	on1
宏	宏		oŋ²²³	ghon2
红	紅		oŋ²²³	ghon2
洪	洪		oŋ²²³	ghon2
鸿	鴻		oŋ²²³	ghon2
虹	虹		oŋ²²³	ghon2
弘	弘		oŋ²²³	ghon2
塕	塕	尘土飞扬	oŋ⁵⁵	on3
瓮	甕		oŋ³³⁵	on5
□	□	我，为“我侬”的合音	oŋ³¹³	ghon6
中	中	当～	tɕyoŋ⁵³	cion1
忠	忠		tɕyoŋ⁵³	cion1
终	終		tɕyoŋ⁵³	cion1
钟	鐘		tɕyoŋ⁵³	cion1
钟	鍾		tɕyoŋ⁵³	cion1
盅	盅		tɕyoŋ⁵³	cion1
众	眾		tɕyoŋ⁵³	cion1
供	供	白读，轮～：轮流供奉	tɕyoŋ⁵³	cion1
种	種	名词	tɕyoŋ⁵⁵	cion3
肿	腫		tɕyoŋ⁵⁵	cion3
冢	塚	义～坟头：无家可归人的坟	tɕyoŋ⁵⁵	cion3
种	種	动词	tɕyoŋ³³⁵	cion5
充	充		tɕʰyoŋ⁵³	chion1
冲	沖		tɕʰyoŋ⁵³	chion1
宠	寵		tɕʰyoŋ⁵⁵	chion3
冲	沖	刺鼻	tɕʰyoŋ³³⁵	chion5
�	�	打瞌～：打瞌睡	tɕʰyoŋ³³⁵	chion5
虫	蟲		dʑyoŋ²²³	jion2
穷	窮		dʑyoŋ²²³	jion2
重	重	～复	dʑyoŋ²²³	jion2
琼	瓊	～瑶	dʑyoŋ²²³	jion2
重	重	轻～，～庆	dʑyoŋ³¹³	jion6
兄	兄		ɕyoŋ⁵³	shion1
胸	胸		ɕyoŋ⁵³	shion1
凶	凶		ɕyoŋ⁵³	shion1
凶	兇		ɕyoŋ⁵³	shion1
荣	榮		yoŋ²²³	yon2
戎	戎		yoŋ²²³	yon2
绒	絨		yoŋ²²³	yon2
熊	熊		yoŋ²²³	yon2
雄	雄		yoŋ²²³	yon2
融	融		yoŋ²²³	yon2
浓	濃		yoŋ²²³	yon2
茸	茸		yoŋ²²³	yon2
容	容		yoŋ²²³	yon2
蓉	蓉		yoŋ²²³	yon2
永	永		yoŋ⁵⁵	ion3
泳	泳		yoŋ⁵⁵	ion3
勇	勇		yoŋ⁵⁵	ion3
雍	雍		yoŋ⁵⁵	ion3
拥	擁		yoŋ⁵⁵	ion3
甬	甬		yoŋ⁵⁵	ion3
用	用		yoŋ³¹³	yon6
百	百		paʔ⁵	paq7
柏	柏		paʔ⁵	paq7
伯	伯		paʔ⁵	paq7
袹	袹	布～：袼褙	paʔ⁵	paq7
拜	拜	寄～	paʔ⁵	paq7
把	把	给	paʔ⁵	paq7
擘	擘	用手～开	pʰaʔ⁵	phaq7
拍	拍	～手	pʰaʔ⁵	phaq7
泊	泊	梁山～	pʰaʔ⁵	phaq7
帕	帕		pʰaʔ⁵	phaq7
白	白		baʔ²	baq8
陌	陌	～生	maʔ²	maq8
麦	麥		maʔ²	maq8
脉	脈		maʔ²	maq8
□	□	压～：欺凌	maʔ²	maq8
法	法		faʔ⁵	faq7
发	發		faʔ⁵	faq7
发	髮		faʔ⁵	faq7
乏	乏		vaʔ²	vaq8
筏	筏		vaʔ²	vaq8
伐	伐		vaʔ²	vaq8
罚	罰		vaʔ²	vaq8
垡	垡	庄稼一季	vaʔ²	vaq8
答	答		taʔ⁵	taq7
搭	搭		taʔ⁵	taq7
耷	耷		taʔ⁵	taq7
溚	溚	湿～～	taʔ⁵	taq7
褡	褡	背～：背心	taʔ⁵	taq7
沰	沰	量词，一小块糊状物：一～鼻涕	taʔ⁵	taq7
□	□	～篮球：拍篮球	taʔ⁵	taq7
塔	塔		tʰaʔ⁵	thaq7
榻	榻	竹～：竹床	tʰaʔ⁵	thaq7
塌	塌		tʰaʔ⁵	thaq7
搨	搨	搽	tʰaʔ⁵	thaq7
遢	遢	邋～	tʰaʔ⁵	thaq7
獭	獺	水～	tʰaʔ⁵	thaq7
托	托		tʰaʔ⁵	thaq7
拓	拓		tʰaʔ⁵	thaq7
踏	踏		daʔ²	daq8
沓	遝		daʔ²	daq8
达	達		daʔ²	daq8
浊	濁	～头：执拗、不合拍的人	daʔ²	daq8
□	□	被植物划	laʔ⁵	laq7
腊	臘		laʔ²	laq8
蜡	蠟		laʔ²	laq8
邋	邋	～遢	laʔ²	laq8
镴	鑞	锡	laʔ²	laq8
辣	辣		laʔ²	laq8
瘌	瘌		laʔ²	laq8
落	落		laʔ²	laq8
烙	烙		laʔ²	laq8
骆	駱		laʔ²	laq8
洛	洛		laʔ²	laq8
络	絡		laʔ²	laq8
栏	欄	栅～档	laʔ²	laq8
拦	攔	拦住	laʔ²	laq8
乐	樂	快～	laʔ²	laq8
盝	盝	壳～：盒子	laʔ²	laq8
捺	捺		naʔ²	naq8
如	如	～何：怎么	naʔ²	naq8
眨	眨		tsaʔ⁵	tsaq7
扎	紮		tsaʔ⁵	tsaq7
摘	摘	文读，～要	tsaʔ⁵	tsaq7
作	作	工～；小孩吵闹	tsaʔ⁵	tsaq7
斫	斫	～柴：砍柴	tsaʔ⁵	tsaq7
宅	宅	住～	tsaʔ⁵	tsaq7
撒	撒	用力撒出去	tsaʔ⁵	tsaq7
□	□	拿物品扔	tsaʔ⁵	tsaq7
插	插		tsʰaʔ⁵	tshaq7
擦	擦		tsʰaʔ⁵	tshaq7
察	察		tsʰaʔ⁵	tshaq7
□	□	小孩顽皮	tsʰaʔ⁵	tshaq7
萨	薩		saʔ⁵	saq7
杀	殺		saʔ⁵	saq7
煞	煞		saʔ⁵	saq7
索	索	～子：绳索	saʔ⁵	saq7
闸	閘		zaʔ²	zaq8
炸	煠	清水煮	zaʔ²	zaq8
凿	鑿		zaʔ²	zaq8
昨	昨		zaʔ²	zaq8
勺	勺	水～，漏～	zaʔ²	zaq8
芍	芍	～药花	zaʔ²	zaq8
铡	鍘	～刀	zaʔ²	zaq8
夹	夾	～袄	kaʔ⁵	kaq7
胛	胛	肩～：肩膀	kaʔ⁵	kaq7
格	格		kaʔ⁵	kaq7
骼	骼		kaʔ⁵	kaq7
隔	隔		kaʔ⁵	kaq7
各	各		kaʔ⁵	kaq7
阁	閣		kaʔ⁵	kaq7
搁	擱		kaʔ⁵	kaq7
觉	覺	白读，～着：觉得	kaʔ⁵	kaq7
角	角		kaʔ⁵	kaq7
掐	掐		kʰaʔ⁵	khaq7
客	客		kʰaʔ⁵	khaq7
壳	殼	轮～：轮廓	kʰaʔ⁵	khaq7
确	確	白读，的～	kʰaʔ⁵	khaq7
卡	卡	喉咙有些～牢	kʰaʔ⁵	khaq7
夹	夾	动词	gaʔ²	gaq8
轧	軋		gaʔ²	gaq8
□	□	拥挤	gaʔ²	gaq8
瞎	瞎		haʔ⁵	haq7
吓	嚇	害怕	haʔ⁵	haq7
赫	赫		haʔ⁵	haq7
呷	呷	喝一口液体	haʔ⁵	haq7
壑	壑	～落里：沟缝等狭窄的地方	haʔ⁵	haq7
阿	阿	亲属前缀：～哥	aʔ⁵	aq7
鸭	鴨		aʔ⁵	aq7
押	押		aʔ⁵	aq7
