#符号说明：-白=文/河北旧文读*俗?待考	
#ɿ	
ts	[1]资咨滋[2]只{~是}[3]姊紫[5]字自{~不拉}
tsʰ	[1]呲{~水}[2]瓷词慈[3]此[5]呲次
s	[1]丝私嘶{~气}司思撕饲[3]死[5]四似寺
#ʅ	
tʂ	[1]质织只{~有}[2]值侄[3]纸指止[5]制治掷
tʂʰ	[1]吃痴尺嗤眵[2]池迟持驰池斥[3]耻赤齿迟叱[5]翅
ʂ	[1]师湿式室失适虱[2]拾十石时实识食[3]使史屎始驶[5]是世士试视势
ʐ	[1]日[5]日
#i	
p	[1]□{脏话}[2]鼻荸[3]比{~~}秕[5]毕币必避闭碧弊璧壁
pʰ	[1]批匹庇痹坯{~子}匹劈癖僻辟[2]皮脾皮疲裴啤痞[3]批{~了}譬比匹{~配}[5]屁
m	[1]密觅咪眯蜜[2]迷谜泌[3]米弥[5]秘
t	[1]滴低堤嘀提{~留}[2]敌迪递嘀{~咕}狄[3]抵柢底的[5]第地蒂帝弟
tʰ	[1]踢梯剃剔[2]提蹄啼[3]题体屉[5]替惕
n	[1]妮[2]尼泥霓呢[3]你[5]腻
l	[1]力立哩粒笠[2]厘黎犁梨篱狸[3]李里鲤礼理[5]例丽莉荔离利厉历沥
ts	[1]集迹即疾{小~儿}积及[2]集{赶~}[3]挤济[5]系垄带剂际
tsʰ	[1]七妻漆戚膝[2]齐脐[3]□{~这走}[5]砌
s	[1]西息熄夕惜悉[2]席媳[3]洗习[5]细
tɕ	[1]鸡机急{心~}级几{条~}籍[2]急{~眼}[3]幾{~个}纪{姓}虮{~子}[5]记技季寄纪
tɕʰ	[1]沏期欺泣[2]奇骑棋旗畦麒[3]启起企乞祈[5]气汽弃器
ɕ	[1]吸希溪[3]喜[5]吸{~铁石}戏系
Ø	[1]一衣依伊医宜[2]姨疑移毅倪[3]倚椅尾-{~巴、二~子}拟[5]亿异议义逆{大~不道}
#u	
p	[1]不[2]醭拨[3]补[5]部步布
pʰ	[1]扑铺{动词}仆{~倒}[2]葡菩[3]普谱蒲哺捕脯仆{~人}朴[5]铺{名词}
m	[1]木穆牧沐睦[2]谋抹没-{~了、~事}[3]某拇亩[5]目幕墓募慕
f	[1]夫妇肤麸福芙复[2]孵服浮凫佛-{老~爷}俘符扶幅[3]斧府腐咐腑[5]负父傅富副
t	[1]都督嘟突[2]读毒独犊涂[3]赌堵肚{猪~}[5]度肚渡镀杜
tʰ	[1]秃[2]图途屠[3]土吐[5]兔
n	[2]奴努[5]怒
l	[1]鹿辘录禄六绿[2]芦卢炉庐漉[3]卤鲁[5]路陆露
ts	[1]租组做[2]卒族[3]阻祖诅
tsʰ	[1]粗[5]醋
s	[1]苏酥速[5]素嗉谡诉
tʂ	[1]触猪驻竹珠朱筑株诛[2]轴妯逐[3]柱煮主[5]注住柱祝助著
tʂʰ	[1]出初缩{~水}[2]厨锄除橱杵殊[3]处础楚杵[5]怵处{~长}
ʂ	[1]输书叔{~伯}梳舒帚淑塾[2]熟[3]数叔属蜀黍暑蔬[5]树数漱
ʐ	[1]输{~钱}入[2]如茹[3]褥儒乳辱孺[5]褥{~子}
