tsɿ	1	31	知蜘池驰支枝肢栀资姿咨瓷餈迟脂慈磁辞词祠持之芝质直值织职殖植隻	
tsɿ	3	53	紫纸只旨指子梓	
tsɿ	5	55	翅痔止趾置志痣蛰至	
tsɿ	6	13	自字治	
tsʰɿ	1	31	嗤赤斥	
tsʰɿ	3	53	耻	
tsʰɿ	5	55	刺次齿姪尺	
sɿ	1	31	斯厮撕私师狮尸司丝思诗时实失室	
sɿ	3	53	死矢屎使史驶始	
sɿ	5	55	世势四肆示士柿寺嗣饲试十拾食蚀识式饰石	
sɿ	6	13	誓逝是氏豉市恃事侍	
zɿ	1	31	日	
zɿ	6	13	自(~家)	
ɚ	1	31	儿而	
ɚ	3	53	耳	
ɚ	6	13	二贰	
pi	1	31	皮疲脾琵枇鼻篦匹逼碧	
pi	3	53	比	
pi	5	55	敝弊币毙闭算笔毕必璧	
pʰi	5	55	屁	
mi	1	31	迷眉密蜜	
mi	3	53	米	
ti	1	31	爹题提蹄啼	
ti	3	53	底抵	
ti	5	55	帝的滴(一~~)	
ti	6	13	弟第递地	
tʰi	1	31	梯	
tʰi	3	53	体	
tʰi	5	55	替涕剃屉	
ni	1	31	犁黎离篱璃梨立笠粒栗	
ni	3	53	里	
ni	5	55	力	
ni	6	13	例厉励礼利痢李里理鲤	
tɕi	1	31	齐鸡奇骑岐基其棋旗机讥饥急级及吉即鲫极	
tɕi	3	53	挤已纪幾	
tɕi	5	55	脐计继技妓寄记季绩	
tɕi	6	13	疾	
tɕʰi	1	31	欺	
tɕʰi	3	53	起杞岂	
tɕʰi	5	55	器弃气汽七柒漆戚喫(~饭,吃饭)	
ȵi	1	31	泥倪尼疑	
ȵi	3	53	你	
ȵi	6	13	艺谊义议腻	
ɕi	1	31	些西犀熙希稀息熄席夕	
ɕi	3	53	洗习袭	
ɕi	5	55	细婿系戏悉膝媳惜昔锡	
ɕi	6	13	喜	
ki	5	55	渠(第三人称代词“他”或者“她”)	
kʰi	5	55	渠(“他”(她)字又音)	
i	1	31	移夷姨医衣依一	
i	3	53	倚椅以	
i	5	55	宜仪蚁易意揖一乙逸忆亿抑益易	
pu	1	31	蒲菩脯	
pu	3	53	补谱	
pu	5	55	布饰	
pu	6	13	部簿	
pʰu	1	31	铺(~设)	
pʰu	3	53	普浦	
pʰu	5	55	铺(店~)	
pʰu	6	13	步捕埠	
mu	1	31	目穆牧	
mu	3	53	牡母拇	
fu	1	31	夫肤敷俘麸符佛複腹服伏	
fu	3	53	府腑俯	
fu	5	55	妇负富副福幅蝠	
fu	6	13	付赋傅	
tu	1	31	都	
tu	3	53	杜肚	
tu	5	55	度渡镀	
tʰu	1	31	途涂图	
lu	1	31	奴卢炉芦律	
tsu	1	31	祝粥足	
tsu	3	53	祖组阻主	
tsʰu	1	31	除储族	
tsʰu	3	53	杵处楚拄	
tsʰu	5	55	醋	
su	1	31	苏酥舒输叔蜀属	
su	3	53	暑鼠黍	
su	5	55	素漱术述	
zu	1	31	入如	
ku	1	31	姑孤骨(果核)	
ku	3	53	古估牯䀇股鼓	
ku	5	55	雇顾故固骨谷	
kʰu	1	31	箍枯	
kʰu	3	53	苦	
kʰu	5	55	库裤哭	
xu	1	31	胡湖葫狐壶乎	
xu	3	53	虎浒	
xu	5	55	戽互护	
xu	6	13	户沪	
u	1	31	吴蜈吾梧巫诬	
u	3	53	五伍午	
