#备注：	《海安县志》																		
#调值	[1]21 [2]45 [3]213 [4]33 [5]3 [6]45																		
#符号说明：-白=文																			
#ɿ																			
Ø	[5]育玉狱欲1郁俗浴[6]欲2{需要，~着}囿{聚集}																		
#əʔ																			
p	[5]不																		
pʰ	[5]渤勃[6]悖饽{面~}																		
m	[6]没																		
f	[5]沸拂[6]佛																		
v	[5]物𩑦{淹}[6]杌𣝗{果核}																		
t	[5]得德□{跺，急得~脚}																		
tʰ	[5]特丢{掉}[6]突凸																		
n	[6]勒肋枘																		
ts	[5]则责职汁织只执质窄摘指翟=植=宅=塞值=																		
tsʰ	[5]侧策册尺赤拆秩测厕2[6]直值贼择植-宅-翟-																		
s	[5]啬湿色失识室式适塞涩虱蚀[6]十拾食石实																		
ʐ	[5]入																		
k	[5]格膈革轭䞘虼																		
kʰ	[5]克刻客咳																		
x	[5]吓-黑[6]核龁																		
Ø	[5]扼厄[6]额嗝																		
#iəʔ																			
tɕʰ	[5]吃七乞																		
#uəʔ																			
k	[5]骨																		
kʰ	[5]𦡆窟																		
x	[5]忽坏2{质量差}寣{小睡}																		
#yəʔ																			
tɕ	[5]橘撅倔趟																		
tɕʰ	[5]出																		
ɕ	[5]率蟀术沭□{毛脱落}																		
Ø	[5]域抈{将条状物扳直}																		
#ɛʔ																			
v	[5]挖[6]袜滑-																		
Ø	[5]压鸭阿押[6]轧1{压}齾{量器缺口}																		
#iɛʔ																			
p	[5]八																		
pʰ	[6]拔跋																		
m	[6]抹																		
f	[5]发法伐[6]罚乏{~了}																		
t	[5]答搭锘达繨																		
tʰ	[5]塔塌榻獭遢搨[6]踏闼																		
n	[5]捺纳钠虐[6]辣癞{~子，黄癣}邋疟蜡腊																		
ts	[5]扎札杂眨																		
tsʰ	[5]插擦察[6]闸铡																		
s	[5]杀煞萨㞚{木楔}讪撒[6]刹煠轧2{～帐}																		
k	[5]夹挟																		
kʰ	[5]掐1甲-{指~}[6]轧3{~棉花}																		
x	[5]瞎[6]狭1匣{~子}																		
tɕ	[5]甲=																		
ɕ	[5]峡侠																		
#uɛʔ																			
k	[5]刮括狭2{促~}																		
kʰ	[6]□{刮或划破}																		
x	[5]搳□{超越，他~嘎我前头去啊}[6]滑猾																		
#yɛʔ																			
ɕ	[5]刷																		
#ʊʔ																			
p	[5]拨1钵																		
pʰ	[5]泼1[6]拨2{~嫁妆}泼2{~绰：费用}																		
m	[5]末=[6]末-劘{用牙床磨碎}																		
t	[5]掇夺=□{沸腾}□{胖~~}																		
tʰ	[5]脱[6]夺-																		
n	[5]纳2{~福}[6]衲挪{移动}□{~拙，笨拙}																		
ts	[5]拙																		
tsʰ	[5]撮[6]□{乱无条理}																		
s	[5]说																		
k	[5]鸽葛割佮{合作}敆{针法}																		
kʰ	[5]渴阔瞌磕1[6]磕2																		
x	[5]喝豁{~子}[6]盒合活1																		
Ø	[5]□{久闷腐烂，木头~掉啊}餲{~醭气}𤎣{闷煮}[6]活2																		
#iʊʔ																			
tɕ	[5]决绝=诀㔃{用力折断}																		
tɕʰ	[5]缺[6]绝-																		
ɕ	[5]血薛雪屑																		
Ø	[5]月=悦阅越[6]越月-																		
#iʔ																			
p	[5]鳖瘪笔别3{~针}憋碧壁																		
pʰ	[5]撇僻辟箅匹辙劈[6]别4{~处}																		
m	[5]灭=密觅[6]抿蜜灭-篾																		
t	[5]跌迭敌滴的{目~}嫡碟																		
tʰ	[5]踢蝶贴帖铁剔[6]挺{突出}笛																		
n	[5]烈列律历力=聂粒劣逆猎孽[6]裂粟捏镊力-																		
ts	[5]折1{~纸}哲浙䇽																		
tsʰ	[5]彻撤[6]侄																		
ʐ	[5]日={生~}[6]热日-{~子}																		
tɕ	[5]接节结洁急激集=劫脊疾剧-极击迹疖揭=绩积																		
tɕʰ	[5]切怯戚-泣漆[6]集-{胡~:地名}席-{芦~}																		
ɕ	[5]协歇息泄吸蝎悉膝惜昔习揭-析[6]席={~位}																		
s	[5]设涉摄[6]舌折2{~本}																		
Ø	[5]噎一业逸译亦揞乙揖抑[6]叶拽																		
