简体	繁體	注释	声母	韵母	声调	IPA	吴拼	
榕	榕		ɦ	yoŋ	²³²	ɦyoŋ²³²	yon2	
蓉	蓉		ɦ	yoŋ	²³²	ɦyoŋ²³²	yon2	
泳	泳		ɦ	yoŋ	³¹³	ɦyoŋ³¹³	yon6	
用	用		ɦ	yoŋ	³¹³	ɦyoŋ³¹³	yon6	
雍	雍		∅	yoŋ	⁴⁴³	yoŋ⁴⁴³	ion1	
庸	庸		∅	yoŋ	⁴⁴³	yoŋ⁴⁴³	ion1	
壅	壅	～壮：施肥	∅	yoŋ	⁴⁴³	yoŋ⁴⁴³	ion1	
永	永		∅	yoŋ	⁵³	yoŋ⁵³	ion3	
冗	冗		∅	yoŋ	⁵³	yoŋ⁵³	ion3	
拥	擁		∅	yoŋ	⁵³	yoŋ⁵³	ion3	
甬	甬		∅	yoŋ	⁵³	yoŋ⁵³	ion3	
勇	勇		∅	yoŋ	⁵³	yoŋ⁵³	ion3	
涌	湧		∅	yoŋ	⁵³	yoŋ⁵³	ion3	
八	八		p	ɐʔ	⁵	pɐʔ⁵	paq7	
百	百		p	ɐʔ	⁵	pɐʔ⁵	paq7	
柏	柏		p	ɐʔ	⁵	pɐʔ⁵	paq7	
伯	伯		p	ɐʔ	⁵	pɐʔ⁵	paq7	
□	□	～鸟：男性外生殖器	p	ɐʔ	⁵	pɐʔ⁵	paq7	
泊	泊	梁山～	pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
迫	迫		pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
拍	拍	～球	pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
珀	珀		pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
魄	魄		pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
𢪘	𢪘	掰	pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
□	□	脾气古怪	pʰ	ɐʔ	⁵	pʰɐʔ⁵	phaq7	
跋	跋		b	ɐʔ	²	bɐʔ²	baq8	
泊	泊	停～	b	ɐʔ	²	bɐʔ²	baq8	
白	白		b	ɐʔ	²	bɐʔ²	baq8	
帛	帛		b	ɐʔ	²	bɐʔ²	baq8	
□	□	～～泡：很烫	b	ɐʔ	²	bɐʔ²	baq8	
□	□	□ha3～□lɔ̃1□tɔ̃1：一共	b	ɐʔ	²	bɐʔ²	baq8	
陌	陌		m	ɐʔ	²	mɐʔ²	maq8	
麦	麥		m	ɐʔ	²	mɐʔ²	maq8	
脉	脈		m	ɐʔ	²	mɐʔ²	maq8	
嬷	嬤	～～：大伯的妻子	m	ɐʔ	²	mɐʔ²	maq8	
法	法		f	ɐʔ	⁵	fɐʔ⁵	faq7	
乏	乏		v	ɐʔ	²	vɐʔ²	vaq8	
伐	伐		v	ɐʔ	²	vɐʔ²	vaq8	
筏	筏		v	ɐʔ	²	vɐʔ²	vaq8	
阀	閥		v	ɐʔ	²	vɐʔ²	vaq8	
答	答		t	ɐʔ	⁵	tɐʔ⁵	taq7	
搭	搭		t	ɐʔ	⁵	tɐʔ⁵	taq7	
瘩	瘩		t	ɐʔ	⁵	tɐʔ⁵	taq7	
□	□	末～：最后	t	ɐʔ	⁵	tɐʔ⁵	taq7	
□	□	～年糕：把年糕烧熟	t	ɐʔ	⁵	tɐʔ⁵	taq7	
□	□	远指代词；在～：在（远指）	t	ɐʔ	⁵	tɐʔ⁵	taq7	
□	□	眼～：眼睛里生的块状物	t	ɐʔ	⁵	tɐʔ⁵	taq7	
□	□	一～鼻涕；迹～：污渍	t	ɐʔ	⁵	tɐʔ⁵	taq7	
□	□	～落：植物、菜、冷冻保存的肉等因日照、化冰而软下来	t	ɐʔ	⁵	tɐʔ⁵	taq7	
榻	榻	竹～：竹床	tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
塔	塔		tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
塌	塌		tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
獭	獺		tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
㿹	㿹	擦伤或烫伤：皮～	tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
突	突	眼睛～出	tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
托	托		tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
托	託		tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
□	□	～地：接触地面；～地板坐：躺平	tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
□	□	一～□u5□dɔ̃6：一块地方	tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
□	□	掉落：～落	tʰ	ɐʔ	⁵	tʰɐʔ⁵	thaq7	
踏	踏		d	ɐʔ	²	dɐʔ²	daq8	
达	達		d	ɐʔ	²	dɐʔ²	daq8	
铎	鐸		d	ɐʔ	²	dɐʔ²	daq8	
踱	踱		d	ɐʔ	²	dɐʔ²	daq8	
□	□	～头：呆子	d	ɐʔ	²	dɐʔ²	daq8	
□	□	疑问词，～□dəʔ8：什么；～个：什么（后接名词）；～侬：谁	d	ɐʔ	²	dɐʔ²	daq8	
呐	呐	唢～	n	ɐʔ	²	nɐʔ²	naq8	
捺	捺		n	ɐʔ	²	nɐʔ²	naq8	
诺	諾		n	ɐʔ	²	nɐʔ²	naq8	
腊	臘		l	ɐʔ	²	lɐʔ²	laq8	
蜡	蠟		l	ɐʔ	²	lɐʔ²	laq8	
镴	鑞	～锡：锡	l	ɐʔ	²	lɐʔ²	laq8	
拦	攔	～牢：截住	l	ɐʔ	²	lɐʔ²	laq8	
栏	欄	栅～子档：栅栏	l	ɐʔ	²	lɐʔ²	laq8	
辣	辣		l	ɐʔ	²	lɐʔ²	laq8	
癞	癩	～痢头	l	ɐʔ	²	lɐʔ²	laq8	
落	落		l	ɐʔ	²	lɐʔ²	laq8	
洛	洛		l	ɐʔ	²	lɐʔ²	laq8	
骆	駱		l	ɐʔ	²	lɐʔ²	laq8	
络	絡		l	ɐʔ	²	lɐʔ²	laq8	
酪	酪		l	ɐʔ	²	lɐʔ²	laq8	
烙	烙		l	ɐʔ	²	lɐʔ²	laq8	
乐	樂	快～；音～	l	ɐʔ	²	lɐʔ²	laq8	
盝	盝	壳～子：外壳	l	ɐʔ	²	lɐʔ²	laq8	
□	□	短时间，一下子：一～～	l	ɐʔ	²	lɐʔ²	laq8	
□	□	～□u6：地方	l	ɐʔ	²	lɐʔ²	laq8	
□	□	往上爬：～山，～扶梯	l	ɐʔ	²	lɐʔ²	laq8	
眨	眨		ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
撒	撒	～谷	ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
札	札		ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
扎	紮	～制：填充得实，有料	ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
作	作		ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
□	□	砍树、砍柴	ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
□	□	～脓：溃脓	ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
□	□	～田塍：筑田埂；～坝：筑坝	ts	ɐʔ	⁵	tsɐʔ⁵	tsaq7	
擦	擦		tsʰ	ɐʔ	⁵	tsʰɐʔ⁵	tshaq7	
察	察		tsʰ	ɐʔ	⁵	tsʰɐʔ⁵	tshaq7	
绰	綽	阔～	tsʰ	ɐʔ	⁵	tsʰɐʔ⁵	tshaq7	
策	策		tsʰ	ɐʔ	⁵	tsʰɐʔ⁵	tshaq7	
□	□	抬重物等时帮助出力	tsʰ	ɐʔ	⁵	tsʰɐʔ⁵	tshaq7	
萨	薩		s	ɐʔ	⁵	sɐʔ⁵	saq7	
索	索	壁角落～：墙角	s	ɐʔ	⁵	sɐʔ⁵	saq7	
□	□	□tɕʰie1～～：做作	s	ɐʔ	⁵	sɐʔ⁵	saq7	
□	□	塞紧：衣裳～到裤子里；桌子脚下脚～～平	s	ɐʔ	⁵	sɐʔ⁵	saq7	
闸	閘		z	ɐʔ	²	zɐʔ²	zaq8	
铡	鍘		z	ɐʔ	²	zɐʔ²	zaq8	
凿	鑿	旋～：螺丝起子	z	ɐʔ	²	zɐʔ²	zaq8	
昨	昨		z	ɐʔ	²	zɐʔ²	zaq8	
若	若		z	ɐʔ	²	zɐʔ²	zaq8	
□	□	～杀：车等碾死	z	ɐʔ	²	zɐʔ²	zaq8	
虼	虼	～蜢：蝗虫，蚱蜢	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
夹	夾	～□yɪŋ2：篱笆；～袄	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
甲	甲	白读，穿山～	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
胛	胛	□pʰa5肩～：肩膀	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
各	各		k	ɐʔ	⁵	kɐʔ⁵	kaq7	
阁	閣		k	ɐʔ	⁵	kɐʔ⁵	kaq7	
搁	擱	搁浅；挂电话	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
觉	覺	白读，～得	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
角	角		k	ɐʔ	⁵	kɐʔ⁵	kaq7	
格	格		k	ɐʔ	⁵	kɐʔ⁵	kaq7	
隔	隔		k	ɐʔ	⁵	kɐʔ⁵	kaq7	
个	個	～□lɐʔ8歇：（长时间的）现在	k	ɐʔ	⁵	kɐʔ⁵	kaq7	
掐	掐		kʰ	ɐʔ	⁵	kʰɐʔ⁵	khaq7	
恰	恰	白读，～～乎好：恰好	kʰ	ɐʔ	⁵	kʰɐʔ⁵	khaq7	
确	確	白读，～实	kʰ	ɐʔ	⁵	kʰɐʔ⁵	khaq7	
壳	殼		kʰ	ɐʔ	⁵	kʰɐʔ⁵	khaq7	
客	客		kʰ	ɐʔ	⁵	kʰɐʔ⁵	khaq7	
□	□	清～：衣着清爽	kʰ	ɐʔ	⁵	kʰɐʔ⁵	khaq7	
夹	夾	～子	ɡ	ɐʔ	²	ɡɐʔ²	gaq8	
轧	軋	拥挤；～米：碾米；～朋友	ɡ	ɐʔ	²	ɡɐʔ²	gaq8	
鄂	鄂		ŋ	ɐʔ	²	ŋɐʔ²	ngaq8	
鳄	鱷		ŋ	ɐʔ	²	ŋɐʔ²	ngaq8	
呷	呷	喝	h	ɐʔ	⁵	hɐʔ⁵	haq7	
瞎	瞎		h	ɐʔ	⁵	hɐʔ⁵	haq7	
壑	壑		h	ɐʔ	⁵	hɐʔ⁵	haq7	
赫	赫		h	ɐʔ	⁵	hɐʔ⁵	haq7	
吓	嚇		h	ɐʔ	⁵	hɐʔ⁵	haq7	
匣	匣	～头：盒子	ɦ	ɐʔ	²	ɦɐʔ²	ghaq8	
狭	狹	窄	ɦ	ɐʔ	²	ɦɐʔ²	ghaq8	
学	學	白读，～堂	ɦ	ɐʔ	²	ɦɐʔ²	ghaq8	
额	額		ɦ	ɐʔ	²	ɦɐʔ²	ghaq8	
鹤	鶴		ɦ	ɐʔ	²	ɦɐʔ²	ghaq8	
齾	齾	～口：器物上的缺口	ɦ	ɐʔ	²	ɦɐʔ²	ghaq8	
阿	阿		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
恶	惡		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
鸭	鴨		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
押	押	抵～	∅	ɐʔ	⁵	ɐʔ⁵	aq7	
压	壓		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
还	還	～要	∅	ɐʔ	⁵	ɐʔ⁵	aq7	
厄	厄		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
扼	扼		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
轭	軛		∅	ɐʔ	⁵	ɐʔ⁵	aq7	
□	□	折断	∅	ɐʔ	⁵	ɐʔ⁵	aq7	
掠	掠	文读，～夺	l	iɐʔ	²	liɐʔ²	liaq8	
略	略		l	iɐʔ	²	liɐʔ²	liaq8	
爵	爵		ts	iɐʔ	⁵	tsiɐʔ⁵	tsiaq7	
且	且		tsʰ	iɐʔ	⁵	tsʰiɐʔ⁵	tshiaq7	
雀	雀		tsʰ	iɐʔ	⁵	tsʰiɐʔ⁵	tshiaq7	
鹊	鵲		tsʰ	iɐʔ	⁵	tsʰiɐʔ⁵	tshiaq7	
甲	甲	文读，～乙	tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
押	押	～宝	tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
钾	鉀		tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
挟	挾	～菜	tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
着	著	穿衣物	tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
脚	腳		tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
觉	覺	文读，感～	tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
窄	窄		tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
摘	摘		tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
只	隻	一～	tɕ	iɐʔ	⁵	tɕiɐʔ⁵	ciaq7	
插	插		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
恰	恰	文读，～当	tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
洽	洽		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
却	卻		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
确	確	文读，～定	tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
拆	拆		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
册	冊		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
赤	赤		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
斥	斥		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
尺	尺		tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
□	□	～簟：打稻时用的竹簟	tɕʰ	iɐʔ	⁵	tɕʰiɐʔ⁵	chiaq7	
着	著	火～：着火	dʑ	iɐʔ	²	dʑiɐʔ²	jiaq8	
择	擇	白读，～菜	dʑ	iɐʔ	²	dʑiɐʔ²	jiaq8	
宅	宅		dʑ	iɐʔ	²	dʑiɐʔ²	jiaq8	
掷	擲	～骰子	dʑ	iɐʔ	²	dʑiɐʔ²	jiaq8	
□	□	用力扯：叶爿～落来	dʑ	iɐʔ	²	dʑiɐʔ²	jiaq8	
捻	捏		ȵ	iɐʔ	²	ȵiɐʔ²	gniaq8	
虐	虐		ȵ	iɐʔ	²	ȵiɐʔ²	gniaq8	
疟	瘧		ȵ	iɐʔ	²	ȵiɐʔ²	gniaq8	
匿	匿	～名信	ȵ	iɐʔ	²	ȵiɐʔ²	gniaq8	
箬	箬	～帽；～壳	ȵ	iɐʔ	²	ȵiɐʔ²	gniaq8	
霎	霎	一～时光	ɕ	iɐʔ	⁵	ɕiɐʔ⁵	shiaq7	
杀	殺		ɕ	iɐʔ	⁵	ɕiɐʔ⁵	shiaq7	
煞	煞		ɕ	iɐʔ	⁵	ɕiɐʔ⁵	shiaq7	
辖	轄		ɕ	iɐʔ	⁵	ɕiɐʔ⁵	shiaq7	
栅	柵	夹～弄：弄堂	ɕ	iɐʔ	⁵	ɕiɐʔ⁵	shiaq7	
□	□	泡在水里不洗	ɕ	iɐʔ	⁵	ɕiɐʔ⁵	shiaq7	
𧼰	𧼰	冲	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
煠	煠	素菜焯水	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
勺	勺	汤～；料～	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
芍	芍	～药；白～	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
弱	弱		ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
石	石	～头	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
硕	碩		ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
□	□	衣物等变形突出	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
□	□	乌～：乌贼	ʑ	iɐʔ	²	ʑiɐʔ²	zhiaq8	
峡	峽		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
协	協		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
侠	俠		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
挟	挾	要～	ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
药	藥		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
钥	鑰		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
跃	躍	跳～	ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
岳	岳		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
岳	嶽		ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
学	學	文读，～校	ɦ	iɐʔ	²	ɦiɐʔ²	yaq8	
约	約		∅	iɐʔ	⁵	iɐʔ⁵	iaq7	
括	括		k	uɐʔ	⁵	kuɐʔ⁵	kuaq7	
刮	刮		k	uɐʔ	⁵	kuɐʔ⁵	kuaq7	
□	□	杀～：厉害	k	uɐʔ	⁵	kuɐʔ⁵	kuaq7	
□	□	～裂：裂开	k	uɐʔ	⁵	kuɐʔ⁵	kuaq7	
阔	闊	宽	kʰ	uɐʔ	⁵	kʰuɐʔ⁵	khuaq7	
扩	擴		kʰ	uɐʔ	⁵	kʰuɐʔ⁵	khuaq7	
掴	摑	～麦果：打巴掌	ɡ	uɐʔ	²	ɡuɐʔ⁵	guaq8	
豁	豁	～开；～拳	h	uɐʔ	⁵	huɐʔ⁵	huaq7	
□	□	甩；～～燥：甩干	h	uɐʔ	⁵	huɐʔ⁵	huaq7	
活	活	死～	ɦ	uɐʔ	²	ɦuɐʔ⁵	waq8	
滑	滑		ɦ	uɐʔ	²	ɦuɐʔ⁵	waq8	
猾	猾		ɦ	uɐʔ	²	ɦuɐʔ⁵	waq8	
划	劃	计～	ɦ	uɐʔ	²	ɦuɐʔ⁵	waq8	
挖	挖		∅	uɐʔ	⁵	uɐʔ⁵	uaq7	
睕	睕	～醒：叫醒；眼睛～开：睡醒眼睛睁开	∅	uɐʔ	⁵	uɐʔ⁵	uaq7	
钵	缽		p	əʔ	⁵	pəʔ⁵	peq7	
拨	撥	～号	p	əʔ	⁵	pəʔ⁵	peq7	
不	不	～锈钢	p	əʔ	⁵	pəʔ⁵	peq7	
驳	駁	白读，～子船：岸边的停船	p	əʔ	⁵	pəʔ⁵	peq7	
怕	怕	～道：难道	pʰ	əʔ	⁵	pʰəʔ⁵	pheq7	
泼	潑		pʰ	əʔ	⁵	pʰəʔ⁵	pheq7	
拍	拍	～照相	pʰ	əʔ	⁵	pʰəʔ⁵	pheq7	
蝮	蝮	老□a1～：蝮蛇	pʰ	əʔ	⁵	pʰəʔ⁵	pheq7	
拨	撥	～算盘；～一～，动一动	b	əʔ	²	bəʔ²	beq8	
鼻	鼻		b	əʔ	²	bəʔ²	beq8	
泛	泛	白～：泡沫	b	əʔ	²	bəʔ²	beq8	
勃	勃		b	əʔ	²	bəʔ²	beq8	
渤	渤		b	əʔ	²	bəʔ²	beq8	
脖	脖		b	əʔ	²	bəʔ²	beq8	
𡋯	𡋯	一～泥土	b	əʔ	²	bəʔ²	beq8	
薄	薄	～刀：菜刀	b	əʔ	²	bəʔ²	beq8	
□	□	～牙齿：剔牙齿；～转身：帮人翻身	b	əʔ	²	bəʔ²	beq8	
□	□	□dʑiɪŋ2多～少：很多	m	əʔ	⁵	məʔ⁵	meq7	
末	末	期～	m	əʔ	²	məʔ²	meq8	
抹	抹		m	əʔ	²	məʔ²	meq8	
沫	沫	～灰：粉状石灰	m	əʔ	²	məʔ²	meq8	
没	沒		m	əʔ	²	məʔ²	meq8	
墨	墨	白读，～黑	m	əʔ	²	məʔ²	meq8	
默	默	白读，～～里想：独自想	m	əʔ	²	məʔ²	meq8	
么	麼	话题标记	m	əʔ	²	məʔ²	meq8	
拂	拂		f	əʔ	⁵	fəʔ⁵	feq7	
氟	氟		v	əʔ	²	vəʔ²	veq8	
佛	佛		v	əʔ	²	vəʔ²	veq8	
物	物		v	əʔ	²	vəʔ²	veq8	
□	□	白～：说话多时嘴角冒的泡沫	v	əʔ	²	vəʔ²	veq8	
掇	掇	端	t	əʔ	⁵	təʔ⁵	teq7	
德	德		t	əʔ	⁵	təʔ⁵	teq7	
得	得		t	əʔ	⁵	təʔ⁵	teq7	
□	□	呃～：冷嗝	t	əʔ	⁵	təʔ⁵	teq7	
□	□	一种大的容器，像缸：炭～	t	əʔ	⁵	təʔ⁵	teq7	
□	□	暂时借用，很快还	t	əʔ	⁵	təʔ⁵	teq7	
脱	脫		tʰ	əʔ	⁵	tʰəʔ⁵	theq7	
忒	忒	太	tʰ	əʔ	⁵	tʰəʔ⁵	theq7	
秃	禿		tʰ	əʔ	⁵	tʰəʔ⁵	theq7	
□	□	浮，油炸	tʰ	əʔ	⁵	tʰəʔ⁵	theq7	
□	□	饭碗啄～：丢饭碗	tʰ	əʔ	⁵	tʰəʔ⁵	theq7	
夺	奪		d	əʔ	²	dəʔ²	deq8	
突	突	～然	d	əʔ	²	dəʔ²	deq8	
特	特		d	əʔ	²	dəʔ²	deq8	
□	□	□dɐʔ8～：什么	d	əʔ	²	dəʔ²	deq8	
□	□	完整体助词	d	əʔ	²	dəʔ²	deq8	
纳	納		n	əʔ	²	nəʔ²	neq8	
□	□	尔～：你们	n	əʔ	²	nəʔ²	neq8	
道	道	怕～：难道	l	əʔ	²	ləʔ²	leq8	
在	在	又读，～新登	l	əʔ	²	ləʔ²	leq8	
粒	粒		l	əʔ	²	ləʔ²	leq8	
捋	捋		l	əʔ	²	ləʔ²	leq8	
肋	肋	～棚骨：肋骨	l	əʔ	²	ləʔ²	leq8	
勒	勒		l	əʔ	²	ləʔ²	leq8	
鳓	鰳	～鲞：鳓鱼	l	əʔ	²	ləʔ²	leq8	
□	□	我～：我们；渠～：他们	l	əʔ	²	ləʔ²	leq8	
□	□	□da6～：什么	l	əʔ	²	ləʔ²	leq8	
□	□	完整体助词	l	əʔ	²	ləʔ²	leq8	
□	□	难对付	l	əʔ	²	ləʔ²	leq8	
质	質		ts	əʔ	⁵	tsəʔ⁵	tseq7	
卒	卒		ts	əʔ	⁵	tsəʔ⁵	tseq7	
则	則		ts	əʔ	⁵	tsəʔ⁵	tseq7	
责	責		ts	əʔ	⁵	tsəʔ⁵	tseq7	
□	□	～ɡɔ̃6：怎么	ts	əʔ	⁵	tsəʔ⁵	tseq7	
撮	撮		tsʰ	əʔ	⁵	tsʰəʔ⁵	tsheq7	
猝	猝		tsʰ	əʔ	⁵	tsʰəʔ⁵	tsheq7	
测	測		tsʰ	əʔ	⁵	tsʰəʔ⁵	tsheq7	
杂	雜		dz	əʔ	²	dzəʔ²	dzeq8	
蛰	蟄		dz	əʔ	²	dzəʔ²	dzeq8	
择	擇	文读，选～	dz	əʔ	²	dzəʔ²	dzeq8	
泽	澤		dz	əʔ	²	dzəʔ²	dzeq8	
屑	屑	末～子：碎屑	s	əʔ	⁵	səʔ⁵	seq7	
㽺	㽺	坏	s	əʔ	⁵	səʔ⁵	seq7	
涩	澀		s	əʔ	⁵	səʔ⁵	seq7	
瑟	瑟		s	əʔ	⁵	səʔ⁵	seq7	
虱	虱		s	əʔ	⁵	səʔ⁵	seq7	
塞	塞		s	əʔ	⁵	səʔ⁵	seq7	
色	色		s	əʔ	⁵	səʔ⁵	seq7	
□	□	～把：给，让，替；处置式：～把我侬个东西吃掉	s	əʔ	⁵	səʔ⁵	seq7	
是	是	人称代词强调前缀；～介：那样	z	əʔ	²	zəʔ²	zeq8	
贼	賊		z	əʔ	²	zəʔ²	zeq8	
虼	虼	～蚤：跳蚤	k	əʔ	⁵	kəʔ⁵	keq7	
蛤	蛤	文～	k	əʔ	⁵	kəʔ⁵	keq7	
鸽	鴿		k	əʔ	⁵	kəʔ⁵	keq7	
合	合	弗～：不值得	k	əʔ	⁵	kəʔ⁵	keq7	
割	割		k	əʔ	⁵	kəʔ⁵	keq7	
葛	葛		k	əʔ	⁵	kəʔ⁵	keq7	
疙	疙		k	əʔ	⁵	kəʔ⁵	keq7	
吃	吃	～子吊舌头：口吃的人	k	əʔ	⁵	kəʔ⁵	keq7	
革	革		k	əʔ	⁵	kəʔ⁵	keq7	
个	個	近指代词	k	əʔ	⁵	kəʔ⁵	keq7	
磕	磕		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
瞌	瞌		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
渴	渴		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
咳	咳		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
刻	刻		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
克	克		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
克	剋		kʰ	əʔ	⁵	kʰəʔ⁵	kheq7	
个	個	一～；结构助词	ɡ	əʔ	²	ɡəʔ²	geq8	
胳	胳	肋～肢下：腋下	ɡ	əʔ	²	ɡəʔ²	geq8	
黑	黑		h	əʔ	⁵	həʔ⁵	heq7	
合	合	～作	ɦ	əʔ	²	ɦəʔ²	gheq8	
核	核		ɦ	əʔ	²	ɦəʔ²	gheq8	
□	□	用工具在器物上做出缺口	ɦ	əʔ	²	ɦəʔ²	gheq8	
呃	呃	～□təʔ7：冷嗝	∅	əʔ	⁵	əʔ⁵	eq7	
罯	罯	盖：～草药	∅	əʔ	⁵	əʔ⁵	eq7	
瘪	癟	～壳佬：不饱满的谷粒	p	ieʔ	⁵	pieʔ⁵	piq7	
憋	憋		p	ieʔ	⁵	pieʔ⁵	piq7	
鳖	鱉		p	ieʔ	⁵	pieʔ⁵	piq7	
𤮕	𤮕	～壶：盛茶水、酒的扁形金属制品	p	ieʔ	⁵	pieʔ⁵	piq7	
笔	筆		p	ieʔ	⁵	pieʔ⁵	piq7	
滗	潷	挡住固体，把液体倒出	p	ieʔ	⁵	pieʔ⁵	piq7	
毕	畢		p	ieʔ	⁵	pieʔ⁵	piq7	
必	必		p	ieʔ	⁵	pieʔ⁵	piq7	
逼	逼		p	ieʔ	⁵	pieʔ⁵	piq7	
碧	碧		p	ieʔ	⁵	pieʔ⁵	piq7	
璧	璧		p	ieʔ	⁵	pieʔ⁵	piq7	
壁	壁		p	ieʔ	⁵	pieʔ⁵	piq7	
□	□	屙～：便秘	p	ieʔ	⁵	pieʔ⁵	piq7	
撇	撇		pʰ	ieʔ	⁵	pʰieʔ⁵	phiq7	
匹	匹		pʰ	ieʔ	⁵	pʰieʔ⁵	phiq7	
僻	僻		pʰ	ieʔ	⁵	pʰieʔ⁵	phiq7	
辟	辟	开天～地	pʰ	ieʔ	⁵	pʰieʔ⁵	phiq7	
霹	霹		pʰ	ieʔ	⁵	pʰieʔ⁵	phiq7	
劈	劈		pʰ	ieʔ	⁵	pʰieʔ⁵	phiq7	
别	別		b	ieʔ	²	bieʔ²	biq8	
蹩	蹩	戳～脚：暗中搞破坏	b	ieʔ	²	bieʔ²	biq8	
弼	弼		b	ieʔ	²	bieʔ²	biq8	
𧼱	𧼱	追，赶	b	ieʔ	²	bieʔ²	biq8	
煏	煏	用火烤干；火～佬：用火孵化的鸡鸭	b	ieʔ	²	bieʔ²	biq8	
米	米	饭～□liʊ2：饭粒	m	ieʔ	²	mieʔ²	miq8	
