譜	pʰou阴上					
布	pou阴去					
佈	pu阴去	pou阴去				
鋪	pʰou阴平					
普	pʰou阴上					
浦	pʰou阴上					
鋪	pʰou阴去					
怖	pu阴去	pou阴去				
菩	pʰu阳平	pʰou阳平				
蒲	pʰu阳平	pʰou阳平				
脯	pou阴上					
脯						
部	pou阳上					
簿	pʰou阳上					
步	pou阳去					
捕	pou阴上					
埠	pou阳上					
模	mo阳平	bou阳平				
暮	mu阳上					
墓	mu阳上					
募	mu阳上					
慕	mu阳上					
都	tou阴平					
堵	tu阴上					
賭	tu阴上					
肚	tou阴上					
妒	tou阳上					
蠹						
土	tʰou阴上					
吐	tʰou阴去					
兔	tʰou阴去					
途	tʰu阳平					
鈽						
屠	tʰu阳平	tou阳平				
圖	tʰu阳平	tou阳平				
徒	tʰu阳平					
徒						
肚	tou阳上					
杜	tou阳上					
度	tou阳去					
渡	tou阳去					
鍍	tou阳去					
奴	nu阳平					
努	no阴上					
怒	nu阳上					
盧	lou阳平					
爐	lou阳平					
鹵	lou阴上					
魯	lu阴上	lou阴上				
櫓						
虜	lou阴上					
露	lou阴去					
路	lou阳去					
賂	lou阴上					
租	tsou阴平					
祖	tsou阴上					
組	tso阴上					
做	tso阴去					
粗	tsʰou阴平					
醋	tsʰou阴去					
錯	tsʰo阴去					
措	tsʰo阴去					
蘇	sou阴平					
酥	sou阴平					
素	su阴去	so阴去				
塑	sok阴入					
訴	sou阴去					
嗉						
辜	kou阴平					
孤	kou阴平					
箍	kʰu阴平	kʰou阴平				
姑	kou阴平					
估	kou阴平					
古	kou阴上					
賈	ke阴上					
股	kou阴上					
鼓	kou阴上					
蠱	kou阴上					
故	ku阴去					
顧	ku阴去	kou阴去				
固	ku阴上					
雇	kou阴上					
枯	kou阴平					
苦	kʰou阴上					
庫	kʰou阴去					
褲	kʰou阴去					
梧	gou阳平					
吾						
吳	gou阳平					
五	ŋou阳上					
午	ŋou阴上					
伍	ŋou阴上					
悟	gou阳上					
誤	gou阳上					
呼	hu阴平					
虎	hou阴上					
滸	hou阴上					
戽						
乎	hu阴平					
壺	hu阳平					
瓠	pu阳平					
胡	hu阳平	ou阳平				
狐	hu阳平	hou阳平				
湖	ou阳平					
鈑						
戶	hou阳上					
滬						
互	hu阳上					
護	hu阳上	ho阳去				
瓠						
烏	ou阴平					
污	u阴平					
塢	u阴平					
惡	ak阴入	u阴去				
女	ni阴上	nŋ阴上				
廬	lou阳平					
驢	li阳平					
呂	li阳上					
侶	li阴上					
旅	li阴上					
慮	li阳上					
濾	le阴去					
蛆						
疽						
胥						
絮	si阳上					
徐	tsʰi阳平					
序	si阳上					
緒	si阴上					
叙	si阴上					
豬	ti阴平					
著	ti阴去					
著	tioʔ阳入					
著						
褚						
除	ti阳平	tu阳平				
儲	ti阳平					
苧						
箸	ti阳去					
阻	tso阴上					
初	tsʰo阴平	tsʰiu阴平				
楚	tsʰo阴上					
鋤	tsʰo阳平	ti阳平				
鋤						
疏	so阴平					
蔬	so阴平					
梳	so阴平	siu阴平				
所	so阴上					
疏						
諸	tsi阴平	tsu阴平				
煮	tsi阴上					
處	tsʰi阴去					
處	tsʰu阴去					
書	si阴平	tsu阴平				
舒	si阴平	su阴平				
鼠	tsʰi阴上					
暑	si阴上	su阴上				
黍						
庶						
恕	su阴去					
墅	sui阳去					
薯	tsi阳平					
署	si阴上	su阴上				
如	dzi阳平					
汝	dzi阴上	li阴上				
居	ki阴平					
居						
車						
舉	ki阴上					
鋸	ku阴去					
據	ki阴去					
墟	hi阴平					
去	kʰi阴去					
去						
渠	kʰi阳平					
渠						
巨	ki阳上					
距	ki阳上					
拒	ki阳上					
遽						
魚	hi阳平					
漁	hi阳平					
語	gi阴上					
御	gi阳上					
禦	gi阳上					
虚	hi阴平					
虛	hi阴平					
噓	hi阴平	si阴平				
許	hi阴上					
許	kʰou阴上					
淤	i阴平					
於	i阴平					
余	i阳平					
餘	i阳平					
與	i阴上					
與						
譽	i阳上					
預	i阳上					
豫	i阳平					
夫	hu阴平					
夫	pou阴平					
膚	hu阴平					
甫	hu阴上	pʰou阴上				
斧	hu阴上	po阴上				
府	hu阴上					
腑	hu阴上					
俯	hu阴上					
賦	hu阴去					
傅	hu阳上					
付	hu阴去					
敷	hu阴平					
俘	hu阴平					
撫	hu阴上					
赴	hu阴去					
赴						
訃						
符	hu阳平	pou阳平				
扶	hu阳平					
扶						
釜	hu阴上					
腐	hu阳去					
輔	hu阴上					
父	hu阳上					
父	pe阳上					
附	hu阳上					
毋	bo阳平	m阳上				
巫	bu阳平					
誣	bu阳平					
無	bo阳平					
無						
舞	bu阴上					
侮	bu阴上					
武	bu阴上					
鵡	bu阴上					
霧	mu阳上	bu阳去				
務	mu阳上					
縷	li阴上	liu阴上				
縷						
屢	li阴上					
屢						
趨	kʰi阴平	tsʰu阴平				
取	tsʰi阴上					
取						
取						
娶	tsʰi阴上					
趣	tsʰi阴去					
聚	tsi阳上					
需	si阴平					
須	si阴平					
鎢						
續	siok阳入					
蛛	tu阴平					
株	tsu阴平					
誅	tsu阴平					
駐	tsu阴去					
注	tsu阴去					
厨	ti阳平					
柱	tʰiau阳上					
住	tsi阳上	tiu阳去				
住	tsap阴入					
雛	tsʰo阳平					
數	siau阴去					
數	sou阴去					
數						
數						
珠	tsu阴平					
朱	tsu阴平					
主	tsi阴上	tsu阴上				
注	tsu阴去					
鑄	tsu阴去					
樞	si阴平	su阴平				
輸	si阴平	su阴平				
戍	su阴去					
殊	si阳平					
豎	si阳上					
樹	si阳去	tsʰiu阳去				
儒	dzi阳平					
乳	dzi阴上					
拘	ki阴平					
駒	ki阴平					
俱	ki阳上					
矩	ki阴上					
句	ku阴去					
區	kʰi阴平	au阴平				
驅	kʰi阴平					
瞿						
具	ki阳上					
懼	ki阳上					
虞						
愚	gi阳平					
娛	gi阳平					
遇	gi阳上					
寓	gi阳上	i阳上				
吁	i阴平	hi阴平				
迂	i阴平					
于	i阴平					
盂						
雨	i阴上	hou阳上				
禹	i阴上					
宇	i阴上					
羽	i阴上					
芋	i阴平	ou阳去				
羽						
逾	i阴平					
逾						
榆	i阳平					
愉	i阳平					
愈	dzi阴上					
喻	dzi阳上					
裕	dzi阳上	dzu阳上				
獃	tai阴平	ŋai阳平				
戴	tua阴去	ti阴去				
胎	tʰai阴平	tʰe阴平				
台	tʰai阳平					
台						
態	tʰai阴去					
貸	tai阳上					
貸						
臺	tʰai阳平					
苔	tʰai阳平	tʰi阳平				
抬	tʰai阳平					
殆	tai阳上					
待	tai阳上	tʰai阳上				
怠	tai阳上					
代	tai阳上	te阳去				
袋	te阳去					
乃	nai阴上					
耐	nai阳上					
來	lai阳平					
災	tsai阴平					
栽	tsai阴平					
宰	tsai阴上					
載	tsai阴上					
再	tsai阴去					
載	tsai阴去					
猜	tsʰai阴平	tsʰaĩ阴平				
采	tsʰai阴上	tsʰaĩ阴上				
睬	tsʰai阴上					
彩	tsʰai阴上					
菜	tsʰai阴去					
裁	tsʰai阳平					
材	tsʰai阳平					
才	tsʰai阳平	tsai阳平				
纔	sai阳平训					
財	tsʰai阳平					
在	tsai阳上					
在						
腮	sai阴平					
腮	tsʰi阴平训					
賽	sai阴去					
該	kai阴平					
改	kei阴上					
溉	kai阴去					
概	kai阴去	kʰai阴上				
開	kʰai阴平	kʰui阴平				
凱	kʰai阴平					
愷	kʰai阴上					
慨	kʰai阴去					
呆						
礙	ai阳上					
海	hai阴上					
孩	hai阳平					
孩						
亥	hai阳上					
哀	ai阴平					
埃	ai阴平					
唉	ai					
唉						
愛	aĩ阴去					
貝	pue阴去					
沛	pʰue阴去					
帶	tai阴去	tua阴去				
泰	tʰai阴去					
太	tʰai阴去					
大						
奈	nai阳上					
賴	lai阳上	lua阳去				
癩	lai阳上					
蔡	tsʰua阴去					
蓋	kai阴去	kʰaĩ阴去				
丐	kai阴去					
丐						
艾	ŋai阳上	hiã阳去				
害	hai阳上					
藹	ai阴上					
靄	ai阴上					
拜	pai阴去					
排	pai阳平					
埋	mai阳平					
埋	tai阳平					
齋	tsai阴平	tse阴平				
豺	tsʰai阳平					
皆	kai阴平					
偕	kai阴平	hai阳平				
稭						
街	kei阴平					
階	kai阴平					
戒	kai阴去					
芥	kai阴去					
尬	kai阴去					
界	kai阴去					
介	kai阴去					
疥	kai阴去	kei阴去				
届	kai阴去					
届						
揩	kʰai阴上					
楷	kʰai阴上					
諧	hai阳平					
駭	hai阳上					
械	hai阳上					
挨	ai阴平	ei阴平				
挨						
擺	pai阴上	pue阴上				
派	pʰai阴去					
牌	pai阳平					
罷	pa阴去					
稗						
買	bei阴上					
賣	bei阳去					
奶	nai阴上	ne阴平				
奶						
債	tsai阴去	tse阴去				
釵	tsʰai阴平	tʰe阴平				
差	tsʰai阴平					
柴	tsʰa阳平					
篩	sai阴平	tʰai阴平				
灑						
曬	sai阴去					
佳	ke阴平					
街						
解	kei阴上					
涯	ŋai阳平					
崖	ŋai阳平					
鞋	ei阳平					
蟹	hei阳上					
解						
懈	hai阳上					
矮	ei阴上					
隘	ai阴上					
敗	pai阳上					
邁	mai阳上					
寨	tsai阴去	tse阴去				
蔽	pi阴去					
斃	pi阴去					
敝	pi阴去					
幣	pi阳上					
弊	pi阴去					
厲	li阳上					
勵	li阳上					
例	li阳去					
祭	tsi阴去					
際	tsi阴去					
穄	tsi阴去					
滯	ti阴去					
制	tsi阴去	tsai阴去				
製	tsi阴去					
勢	si阴去					
世	si阴去					
誓	si阴去					
逝	si阴去					
藝	ŋi阳上	gei阳去				
囈						
刈						
閉	pi阴去					
箅						
批	pʰi阴平	pʰei阴平				
陛	pi阴去					
迷	mi阳平					
米	bi阴上					
謎	mi阳平					
堤						
低	tei阴平					
底	tei阴上	ti阴平				
抵	tei阴上					
渧						
帝	ti阴去					
梯	tʰui阴平					
體	tʰi阴上					
替	tʰei阴去					
涕	tʰi阳上					
剃	tʰi阴去					
提	tʰi阳平					
題	tei阳平					
蹄	tei阳平					
蹄						
啼	tʰi阳平	tei阳平				
弟	ti阳上	tʰai阳上				
第	ti阳上	tei阳上				
遞	ti阳上					
泥	ni阳平					
犁	lei阳平					
黎	lei阳平					
禮	li阴上					
麗	li阳上					
麗						
隸	li阳上					
擠	tsĩ阴去					
濟	tsi阴去	tsei阳去				
妻	tsʰi阴平					
凄	tsʰi阴平					
砌	kiʔ阴入					
齊	tsei阳平					
臍	tsaĩ阳平					
薺	tsi阳平					
薺						
西	sai阴平					
棲						
犀	sai阴平					
洗	sei阴上					
細	sei阴去					
婿	sai阴去					
雞	kei阴平					
稽	ki阴平	kʰei阴平				
計	ki阴去					
繼	ki阴去					
繋	hi阳上					
溪	kʰei阴平					
啟	kʰi阴上					
契	kʰei阴去					
倪						
詣						
兮	hi阴平	a				
奚	hi阴平					
系	hi阳上					
系						
繫						
係	hi阳上					
縊						
瞖						
杯	pue阴平					
背	pue阴去					
輩	pue阴去					
背	pi阴去					
坯	pʰue阴平					
胚	pʰue阴平					
配	pʰue阴去					
培	pʰue阳平					
陪	pʰue阳平					
賠	pue阳平					
倍	pue阳上					
佩	pʰue阴去					
媒	bue阳平					
枚	bue阳平					
玫	bue阳平					
娒	bue阳平					
梅	bue阳平					
每	mue阴上					
昧	bue阳上					
妹	mue阳上					
堆	tui阴平					
對	tui阴去					
推	tʰui阴平	tʰe阴平				
腿	tʰui阴上					
退	tʰe阴去					
頽	tʰui阳上					
隊	tui阳去					
餒	lui阴上					
内	lai阳上					
雷	lui阳平					
儡	lui阴上					
催	tsʰui阴平					
崔	tsʰui阴平					
罪	tsue阳上					
罪						
碎	tsʰui阴去					
瑰	kui阴去					
盔	kʰue阴平					
魁	kʰui阳平					
詼	hui阴平					
詼						
恢	hue阴平					
傀	kʰui阴上					
塊	kʰuai阴上	kʰok阴入				
桅	ki阴上					
灰	hui阴平	hu阴平				
悔	hue阴去					
賄	hue阳上					
晦	hue阴去					
回	hue阳平					
匯	hue阳上					
潰	kʰui阳上					
煨	ue阴平					
□						
兑	tui阳去					
兑						
最	tsue阴去					
最						
劊						
會	hue阳上	ei阳上				
外	gua阳去					
會	kʰue阴去					
繪	hue阳上					
乖	kuai阴平	gau阳平				
怪	kuai阴去					
蒯						
淮	huai阳平					
懷	huai阳平					
槐	huai阳平					
壞	huai阳上					
拐	kuai阴上					
掛	kua阴去					
卦	kua阴去	kue阴去				
歪	uai阴平	tsʰua阴上				
畫	ue阳去					
蛙	ua阴平					
快	kʰuai阴去					
筷	kʰuai阴去					
話	ue阳去					
脆	tsʰui阴上					
歲	sue阴去	hue阴去				
彗	hui阳上					
綴	tsue阳上	tue阴去				
贅	tsue阳上					
税	sue阴去					
説	sueʔ阴入					
鱖						
衛	ue阳上					
鋭	dzue阳上					
廢	hui阴去					
肺	hui阴去					
吠	hui阴去	pui阳去				
穢	ue阴去					
圭	kui阴平					
閨	kui阴平					
桂	kui阴去					
奎	kʰui阳平					
携	kʰui阳平訓					
慧	hui阳上					
惠	hui阳上					
卑	pi阴平					
碑	pi阴平					
裨						
彼	pi阴上					
俾						
臂	pi阴去					
披	pʰi阴平					
譬	pʰi阴去					
皮	pʰue阳平					
疲	pʰi阳平					
脾	pʰi阳平					
被	pi阳上	pʰue阳上				
婢	pi阳上					
避	pi阴去					
糜	mi阳平	mue阳平				
彌	ni阳平					
靡	mi阳平					
籬	li阳平					
離	li阳平					
璃	li阳平					
荔	li阳上	nai阳上				
紫	tsi阴上	tsu阴上				
雌	tsʰu阳平					
此	tsʰi阴上	tsʰu阴上				
刺	tsʰi阴去					
疵	tsʰi阴平					
斯	su阴平					
撕	si阴平					
厮	si阴平					
璽						
徙	sua阴上					
賜	tsʰi阴去					
知	ti阴去	tsai阴平				
智	ti阴去					
池	ti阳平					
馳	tʰi阳平					
篩						
支	tsi阴平	ki阴平				
枝	ki阴平					
肢	tsi阴平	ki阴平				
只	tsi阴上					
只						
紙	tsua阴上					
侈						
施	si阴平					
豕						
啻						
翅	tsʰi阴去					
匙	si阳平					
是	si阳上					
氏	si阳上					
豉	si阳去					
兒	dzi阳平					
爾	dzi阴上	ni阳去				
羈	ki阴平					
寄	kia阴去					
企	kʰi阴上					
企						
奇	kʰi阳平	kʰia阳上				
騎	kʰia阳平					
岐	kʰi阳平					
技	ki阳上					
妓	ki阳上					
宜	ŋi阳平	i阳平				
儀	ŋi阳平					
蟻	ŋi阳平					
義	ŋi阳上					
義						
議	ŋi阴上					
誼	ŋi阳平					
犧	hi阴平					
戲	hi阴去					
椅	ĩ阴上					
移	i阳平					
易	i阳上	ek阳入				
悲	pi阴平					
鄙	pʰi阴上					
比	pi阴上					
庇	pi阴去					
痹	pi阴去					
泌	pi阴去					
秘	pi阴去					
轡						
丕	pʰi阴平					
屁	pʰui阴去					
琵	pʰi阳平					
牝						
備	pi阳上					
鼻	pʰĩ阳去					
篦						
眉	bai阳平					
楣	bai阳平					
霉	bue阳平					
美	mi阴上					
媚						
寐	bue阳上					
地	ti阳去	te阴去				
尼	ni阳平					
呢	ni阴平					
呢	ne阴平					
膩	ni阳上	nek阳入				
梨	lai阳平					
履	li阴上					
利	li阳上	lai阳去				
痢	li阳上					
咨	tsu阴平					
資	tsu阴平					
姿	tsu阴平					
姊	tsi阴上					
次	tsʰu阴去					
瓷	tsʰu阳平					
糍	tsi阳平					
自	tsu阳上					
私	su阴平					
死	si阴上					
四	si阴去	su阴去				
肆	si阴去					
致	tsi阴去	ti阴去				
遲	ti阳平					
雉	ti阴去					
稚	ti阳上	tsĩ阴上				
師	su阴平	sai阴平				
獅	sai阴平					
脂	tsi阴平	tsu阴平				
指	tsaĩ阴上					
指	tsi阴上	ki阴上				
旨	tsi阴上					
至	tsi阴去					
鴟						
示	si阳去					
尸	si阴平					
鈰						
矢	si阴上					
屎	sai阴上					
嗜	si阴去					
視	si阳上	tsʰi阳上				
二	dzi阳上					
貳	dzi阳上					
肌	ki阴平					
飢	ki阴平					
几	ki阳上					
几						
冀	ki阴去					
器	kʰi阴去					
棄	kʰi阴去					
祈	kʰi阳平					
鰭	ki阳平					
耆						
伊	i阴平					
懿						
懿						
夷	i阳平					
姨	i阳平					
肄						
你	ni阴上	li阴上				
厘	li阳平					
李	li阴上					
理	li阴上					
里	li阴上					
裏						
鯉	li阴上					
吏	li阴去					
兹	tsi阴平	tsu阴平				
滋	tsu阴平					
子	tsi阴上	tsu阴上				
梓	tsu阴上					
磁	tsʰu阳平					
慈	tsʰu阳平					
字	dzi阳去					
司	si阴平	su阴平				
絲	si阴平					
思	su阴平					
伺	su阴去					
辭	su阳平	ti阳平				
詞	su阳平					
祠	su阳平					
巳						
祀	su阳上					
似	su阳上					
寺	tsĩ阳去					
嗣						
飼	su阳去	tsʰi阳去				
置	ti阴去					
痴	tsʰi阴平					
耻	tsʰi阴上					
持	tʰi阳平					
峙						
痔	tʰi阳上					
治	ti阳上					
輜						
廁	tsʰe阴去					
俟						
士	su阳上					
事	su阳上					
史	su阴上					
使	su阴上	sai阴上				
駛	sai阴上					
芝	tsu阴平					
之	tsu阴平					
址	tsi阴上					
止	tsi阴上					
趾	tsi阴上	tsaĩ阴上				
志	tsi阴去					
誌	tsi阴去					
痣	ki阴去					
嗤						
齒	tsʰi阴上					
詩	si阴平					
始	si阴上					
試	si阴去	tsʰi阴去				
時	si阳平					
鰣						
市	tsʰi阳上					
恃						
侍	si阳上	su阳上				
而	dzi阳平					
耳	dzi阴上 	hĩ阳上				
而	au阴去訓					
餌	dzi阴去					
基	ki阴平					
姬	ki阴平					
己	ki阴上	ti阳去				
紀	ki阴上					
記	ki阴去					
欺	kʰi阴平					
起	kʰi阴上					
杞	ki阴上					
棋	ki阳平					
其	kʰi阳平					
旗	ki阳平					
期	kʰi阳平					
忌	ki阳上					
疑	gi阳平					
擬	ŋi阴上	ni阴上				
嘻	hi阴平					
嬉	hi阴平					
禧	hi阴平					
熙	hi阴平					
喜	hi阴上					
醫	i阴平					
意	i阴去					
矣	i阴上	a阳去				
怡	i阳平					
貽	i阳平					
已	i阴上					
以	i阴上					
異	i阳上					
機	ki阴平					
鉿						
譏	ki阴平					
饑	ki阴平					
幾	ki阴上	kui阴上				
幾	kue阴上	ko阴上				
既	ki阴去					
豈	kʰi阴上					
氣	kʰi阴去	kʰui阴去				
汽	kʰi阴去					
祈	kʰi阳平					
沂						
毅	ŋi阳上					
希	hi阴平					
稀	hi阴平					
依	i阴平					
衣	i阴平					
累	lui阴上	lui阳上				
嘴	tsui阴上	tsʰui阴去				
髓	sui阴上					
髓	tsʰue阴上					
隨	sui阳平					
揣	tsʰue阳去					
吹	tsʰue阴平					
炊	tsʰue阴平					
垂	sui阳平	sue阳平				
睡	sui阳上					
瑞	sui阳上					
蕊	lui阴上					
規	kui阴平					
規						
詭	kui阴上					
虧	kʰui阴平					
窺	kʰui阴平					
跪	kui阳上					
危	gui阳平	ui阳平				
偽	ui阴上					
麾	hui阴平					
麾						
毁	hui阴上					
毁						
委	ui阴上					
喂	ui阳上					
為	ui阳平					
為						
壘	lui阴上					
類	lui阳上					
淚	lui阳上					
醉	tsui阴去					
醉						
翠	tsʰui阴去					
悴	tsʰui阴去					
綏						
雖	sui阴平					
粹	tsʰui阴去					
遂	sui阳平					
隧	sui阳上					
穗	sui阳去					
追	tui阴平					
槌	tʰui阳平					
錘	tʰui阳平					
墜	tsui阳上	tʰui阳去				
衰	sue阴平					
摔	sut阴入	siak阴入				
帥	sue阴去					
率	sut阴入	lut阳入				
錐	tsui阴平					
水	tsui阴上	sui阴上				
誰	sui阳平					
龜	kui阴平	ku阴平				
龜						
軌	kui阴上	kʰui阴上				
癸	kui阳平					
晷						
愧	kʰui阴去					
愧						
季	ki阴去	kui阴去				
葵	kʰui阳平					
逵	kʰui阳平					
夔						
揆						
櫃	kui阳去					
帷	ui阳平					
位	ui阳去					
維	dzui阳平					
惟	ui阳平					
遺	ui阳平					
遺						
唯	ui阳平	dzui阳平				
唯						
飛	hui阴平	pue阴平				
非	hui阴平					
匪	hui阴上					
沸	hui阴去					
痱	bui阴去					
妃	hui阴平					
菲	hui阴平					
費	hui阴去					
肥	pui阳平					
薇						
微	mi阳平					
尾	bue阴上					
未	bue阳上					
味	bi阳去					
歸	kui阴平					
鬼	kui阴上					
貴	kui阴去					
巍						
魏	ui阳上					
揮	hui阴平					
輝	hui阴平					
徽	hui阴平					
諱	hui阳上					
卉	hui阳上					
威	ui阴平					
畏	ue阳上	ui阴去				
慰	ui阳上					
違	ui阳平					
圍	ui阳平					
葦	ui阴上					
偉	ui阴上					
緯	ui阴上					
胃	ui阳上					
謂	ui阳上					
猬	ui阴上					
匯	hue阳上					
褒	pau阴平					
保	pau阴上	po阴上				
堡	pau阴上	po阴上				
寶	po阴上					
報	po阴去					
袍	pʰau阳平					
抱	pau阳上	pʰo阳上				
暴	pau阳上					
毛	mau阳平	mo阳平				
冒	mau阳上					
帽	bo阳去					
刀	to阴平					
叨	tau阴平					
倒	to阴去					
島	tau阴上					
禱	tau阴上					
到	tau阴去	kau阴去				
倒	tau阴上	to阴上				
掏	tʰau阴平					
滔	tʰau阴平					
討	tʰau阴上	tʰo阴上				
套	tʰau阴去					
桃	tʰo阳平	to阳平				
逃	tʰau阳平					
陶	tʰau阳平					
萄	tʰo阳平					
濤	tʰau阴平	tʰiu阳平				
稻	tau阳上	tiu阳上				
道	tau阳上					
導	tau阳上					
盗	tau阳上					
腦	nau阴上					
惱	nau阴上	lou阴上				
勞	lau阳平					
撈	lau阴平	liau阳平				
嘮	lau阳平					
牢	lau阳平	tiau阳平				
老	lau阳上					
遭	tsau阴平					
糟	tsau阴平					
早	tsa阴平					
棗	tso阴上					
蚤	tsau阴上					
澡	tsau阴上					
躁	tsau阴去	tsʰau阴去				
灶	tsau阴去					
操	tsʰau阴平					
造	tsau阳上					
草	tsʰau阴上					
曹	tsʰau阳平					
皂	tsau阳上					
造						
騷	sau阴平					
臊	sau阴去					
掃	sau阴去					
嫂	so阴上					
掃						
高	kau阴平	kuaĩ阳平				
膏	ko阴平					
羔	kau阴平	ko阴平				
糕	kau阴平	ko阴平				
稿	ko阴上					
告	kau阴去	ko阴去				
考	kʰau阴上					
烤	kʰau阴上					
靠	kʰau阴去					
犒	kʰau阴去	kʰo阴去				
熬	ŋau阳平					
傲	ŋau阳上					
蒿	ho阴平					
薅	kʰau阴平					
好	hau阴去					
好	ho阴上					
耗	hau阴去	ho阴去				
豪	hau阳平					
毫	hau阳平					
號	hau阴去					
浩	hau阴平					
號	ho阳去					
爊	ŋau阳平					
襖	au阴去					
懊	o阴去					
奥	o阴去					
懊						
包	pau阴平					
胞	pau阴平					
飽	pau阴上	pa阴上				
豹	pa阴去					
爆	pau阳上					
泡	pʰau阳上	pʰa阳上				
