#ɿ		
ts	①支枝资□{～他一下，碰他一下}脂{～肪}栀{~子花}蜘{~蛛}芝②瓷{～器}③紫{发～}址{地～}指纸⑤痣置⑥字痔{～疮}治	
tsʰ	①痴②磁词池匙{~~，调羹}餈{～巴}③耻{羞～}⑤厕{～所}刺次翅{～膀}	
s	①撕诗丝饲{～料}②时{～间}③死屎驶{驾～员}⑤四⑥是事市誓{发～}巳{辰龙～蛇}视{电～}寺试侍{服～}	
#i		
p	①屄②脾{～气}③比⑤闭毙{枪～}⑥皮被{～单}篦{～子}□{把刀放在缸沿上擦两下，使其锋利}滗	
pʰ	①披批④□{动词，指液体从容器中溢出}⑤屁	
m	①眯□{眼中进了灰尘}迷②眉{～毛}谜{～～，谜语}④米蚁{蚂～}⑥味	
f	①飞⑤费{小孩不听话，使人心烦}废{浪～}肺⑥肥	
t	①低□{～他，惹他}②蹄{～膀}③抵底⑥弟{～兄}啼	
tʰ	②梯{楼～}题⑤替涕{鼻~}剃	
l	①犁②梨篱{～笆}④里{九～，地名}李理礼⑥利痢{～疾}	
tɕ	①鸡饥机稽{滑～}②旗骑{～车}③挤④几{茶～}技{～术}⑤计记系寄季{～度}⑥纪{年～}忌{～妒}□{来不～，来不及}棋	
tɕʰ	①欺②齐③起⑤汽气砌	
ȵ	①泥□{涂抹}②尼{～姑}疑{怀～}⑤腻{油～}	
ɕ	①西稀兮{神经～～}③洗喜⑤系{联～}细戏	
Ø	①依衣医②姨{～娘}③椅{～子}④以{所～}⑤易{容～}宜{便～}⑥议{～论}亿	
#u		
p	①□{对父亲的姐妹的称呼}②葡{～萄}菩{～萨}③补⑤布⑥步部簿	
pʰ	①铺{动词}⑤铺{店～}	
f	①□{动词，揍的意思}□{动词，指狼吞虎咽地吃东西}麸{麦～}③虎⑤富⑥扶孵付副{～业}	
v	①乌②胡葫{～芦}糊{～涂}狐{～狸}蝴{～蝶}③捂④舞武午鹉{鹦～}斧{大～，斧头}⑤雾焐傅{师～}⑥壶湖	
t	②徒{～弟}⑥肚{～皮}镀渡度涂	
tʰ	②图④土⑤兔{～子}吐{呕吐}	
n	②奴{～隶}④努{～力}⑥怒{发～}	
