fɑŋ	[34]方	[42]妨房防芳	[54]仿倣纺访彷	[31]放		4		
vɑŋ		[42]芒麦芒	[54]网辋惘亡往	[31]忘妄望		3		
tɑŋ	[34]当裆		[54]党挡	[31]当档砀荡宕挡{~住}		3		
tʰɑŋ	[34]汤蹚	[42]唐糖塘堂棠螳膛	[54]躺倘淌	[31]烫趟		4		
nɑŋ	[34]齉	[42]囊攮□{好：怪~}				2		
lɑŋ		[42]狼郎廊螂	[54]朗	[31]浪朗{~读}		3		
tsɑŋ	[34]髒脏赃臧			[31]臓葬奘藏		2		
tsʰɑŋ	[34]仓苍舱沧	[42]藏		[31]□{蹭：~痒}		3		
sɑŋ	[34]桑丧		[54]嗓搡	[31]丧		3		
tʂɑŋ	[34]张章樟彰璋蟑		[54]长涨掌□{放：~一点盐}	[31]丈杖仗账帐胀障		3		
tʂʰɑŋ	[34]昌娼猖	[42]长肠场{~院}常尝嫦偿	[54]场{量词}敞厂	[31]畅怅唱倡		4		
ʂɑŋ	[34]商伤裳		[54]偿赏晌	[31]上尚		3		
ʐɑŋ	[34]秧	[42]瓤穰{弱：这人不~}	[54]壤攘攘酿{白：~酒}	[31]让		4		
kɑŋ	[34]冈刚钢纲缸肛		[54]港岗	[31]杠		3		
kʰɑŋ	[34]康糠		[54]扛慷	[31]抗炕亢伉		3		
xɑŋ	[34]夯	[42]行航杭	[54]□{挺：~着肚子}	[31]行量词		4		
ɣɑŋ	[34]肮		[54]昂	[31]盎		3		
tiɑŋ	[34]□{顶上的合音}					1		
niɑŋ		[42]娘		[31]酿=		2		
liɑŋ		[42]良凉量粮梁	[54]两俩	[31]亮谅辆量踉		3		
tsiɑŋ	[34]将浆		[54]蒋奖桨	[31]酱将匠虹{白：出~}		3		
tsʰiɑŋ	[34]枪锵呛{吃饭~着了}	[42]墙嫱樯蔷藏{白：~起来}	[54]抢	[31]呛{~鼻子}		4		
siɑŋ	[34]相箱湘厢镶襄	[42]详祥翔	[54]想	[31]相象橡像		4		
tɕiɑŋ	[34]僵礓缰疆姜江豇		[54]讲耩膙	[31]降绛		3		
tɕʰiɑŋ	[34]腔羌勥{欺负：~人}	[42]强	[54]强襁			3		
ɕiɑŋ	[34]香乡	[42]降	[54]饷享响	[31]向项巷		4		
iɑŋ	[34]央秧秧泱	[42]羊洋烊佯杨扬阳	[54]仰养痒氧疡	[31]样恙漾		4		
tʂuɑŋ	[34]庄壮妆桩		[54]□{~脸：使人自豪}	[31]壮状撞幢装{把馍~上，把馍放在笼子上蒸}		3		
tʂʰuɑŋ	[34]窗疮	[42]床	[54]闯	[31]创怆		4		
ʂuɑŋ	[34]霜孀双	[42]樁{猛塞或猛插：把这捆木头~进去}	[54]爽	[31]双{~生}		4		
kuɑŋ	[34]光胱		[54]广	[31]逛		3		
kʰuɑŋ	[34]匡筐眶框		[54]狂	[31]旷况矿		3		
xuɑŋ	[34]荒慌谎	[42]黄簧潢蟥皇蝗隍凰	[54]幌	[31]晃		4		
uɑŋ	[34]汪	[42]王	[54]枉	[31]旺		4		
pəŋ	[34]崩	[42]甭	[54]绷	[31]迸蹦泵		4		
pʰəŋ	[34]烹怦抨	[42]朋鹏彭膨篷蓬棚	[54]捧	[31]碰		4		
məŋ	[34]懵	[42]萌蒙盟朦蠓	[54]猛	[31]孟梦		4		
fəŋ	[34]风枫封蜂锋丰疯讽	[42]冯逢缝峰		[31]凤奉俸缝		3		
vəŋ	[34]扔-					1		
təŋ	[34]灯登覴{黑~~：光线黑暗}		[54]等	[31]凳邓瞪澄{~清}		3		
tʰəŋ	[34]熥	[42]腾誊藤疼				2		
nəŋ	[34]能{打~~，小儿学站}	[42]能				2		
ləŋ	[34]□{打：他~我一下}	[42]棱	[54]冷	[31]愣愣睖		4		
tsəŋ	[34]曾争睁筝增			[31]赠憎挣锃		2		
tsʰəŋ	[34]撑	[42]层曾		[31]蹭牚		3		
səŋ	[34]僧生牲笙甥		[54]省			2		
tʂəŋ	[34]征蒸正征贞-侦-		[54]整拯=	[31]证症郑正政		3		
tʂʰəŋ	[34]称瞠	[42]橙乘承丞呈程成城诚盛	[54]惩骋拯-逞	[31]秤		4		
ʂəŋ	[34]升声	[42]绳		[31]剩胜圣盛		3		
ʐəŋ	[34]扔=		[54]仍			2		
kəŋ	[34]更庚耕		[54]哽埂梗粳耿	[31]更		3		
kʰəŋ	[34]坑铿					1		
xəŋ	[34]哼	[42]恒衡亨		[31]杏横=		3		
ɣəŋ				[31]硬		1		
piŋ	[34]冰兵		[54]禀丙秉柄饼	[31]病并並□{不用的合音}		3		
pʰiŋ	[34]乒	[42]凭平坪评苹瓶屏萍				2		
miŋ	[34]鸣明名铭冥螟溟酩			[31]命		2		
tiŋ	[34]丁叮钉蜓		[54]顶鼎	[31]订锭定钉		3		
tʰiŋ	[34]听厅汀	[42]停亭婷庭廷霆	[54]挺艇	[31]停{僵持：这事~到那儿了}		4		
niŋ		[42]宁柠拧凝=	[54]拧	[31]宁佞		3		
liŋ		[42]陵凌菱绫灵零玲	[54]岭领	[31]令另		3		
tsiŋ	[34]精晶旌睛菁		[54]井	[31]静靖婧净		3		
tsʰiŋ	[34]清青蜻	[42]晴情	[54]请			3		
siŋ	[34]星腥猩		[54]省醒擤	[31]性姓饧		3		
tɕiŋ	[34]京荆警鲸经兢		[54]景憬璟	[31]境敬竟镜竞径		3		
tɕʰiŋ	[34]轻卿	[42]擎顷		[31]庆罄磬凝饭凝住了		3		
ɕiŋ	[34]兴	[42]行形型刑邢荥		[31]兴幸杏=悻		3		
iŋ	[34]英瑛应鹰莺鹦婴缨璎罂	[42]凝-蝇赢嬴莹营萤荧	[54]影颖颍迎盈楹	[31]应映		4		
tʊŋ	[34]东冬		[54]懂董□{糟蹋}	[31]动栋冻洞		3		
tʰʊŋ	[34]通	[42]同铜桐童曈潼彤佟	[54]桶捅筒统	[31]痛恸		4		
nʊŋ	[34]齈{~鼻子}	[42]农脓浓		[31]弄		3		
lʊŋ		[42]笼聋胧咙	[54]隆陇拢			2		
tsʊŋ	[34]鬃棕宗踪综		[54]总	[31]纵		3		
tsʰʊŋ	[34]聪匆葱囱丛	[42]从				2		
sʊŋ	[34]松鬆		[54]耸怂	[31]送宋诵颂讼		3		
tʂʊŋ	[34]中忠衷终钟盅		[54]冢塚种種肿	[31]中仲众重种種		3		
tʂʰʊŋ	[34]冲充	[42]虫种崇重	[54]宠	[31]揰推开舂		4		
ʐʊŋ	[34]荣戎绒茸蓉冗榕氄			[31]蛹{蛄蛹：蠕动}		2		
kʊŋ	[34]公工功攻弓躬宫恭供		[54]汞拱巩	[31]贡共拱供㓋{液体凝固：饭~住了}		3		
kʰʊŋ	[34]空		[54]孔恐	[31]控空		3		
xʊŋ	[34]轰揈{~出去}烘	[42]弘宏横红洪鸿虹=	[54]哄	[31]横-讧閧		4		
uəŋ	[34]翁嗡蓊			[31]瓮		2		
lyŋ		[42]龙	[54]垄			2		
tsyŋ				[31]粽		1		
syŋ	[34]松嵩					1		
tɕyŋ			[54]囧窘炯迥炅			1		
tɕʰyŋ	[34]倾	[42]琼穷穹				2		
ɕyŋ	[34]兄胸匈凶	[42]熊雄□{训斥}				2		
yŋ	[34]慵雍邕拥臃痈庸	[42]容熔融溶	[54]永咏泳甬勇涌踊	[31]用佣		4		
						1306		
