来源：	韩昆瑜 2020《山西文水开栅方言语音研究》；Hynuza, Skanda 整理录入
tsʰ	［1］参{～加}蚕={～丝被}惭谗馋={嘴～}搀餐残仓苍藏={收～}长={～沙，地名}肠={～胃}昌常={姓}偿［3］惨铲产场={广～}厂={～长}［5］灿倡{提～}畅
s	［1］三馋-{嘴～}杉衫珊山删桑={姓}丧{婚～}商伤={～害}［3］伞赏散{～装}搡［5］散{分～}丧{～失}上={～海}尚
ʐ	［3］壤{土～}攘{熙熙～～}［5］让={出～}
k	［1］尴{～尬}冈纲钢缸肛［3］岗{～位}港{～口}［5］杠
kʰ	［1］堪勘{～误，～探}刊康={健～}慷{～慨}［5］抗{抵～}
ŋ	［1］淹{～了}昂肮{～脏}［3］□{～水，舀水}
x	［1］含函咸-{～菜}衔-{～住}行{～列，银～}航杭夯{打～}［3］喊［5］撼憾还{～有}
#iɑŋ
t	［1］□{形容走路上下耸动的样子}
l	［1］良={～心}粱量={测～}梁粮={粗～}［5］亮={～晶晶}谅辆量{数～}
tɕ	［1］监{～察，～视，～牢}艰间{空～，中～}奸肩将={～来}疆僵江［3］简柬拣茧趼蒋奖桨讲减-{大～产}［5］鉴监{国子～}舰间{～或}谏涧锏{车～}浆强{倔～}酱={～油}将={大～}降{下～}
tɕʰ	［1］铅枪={～毙}墙={～纸}羌强{勉～}腔鹐{鸟啄物}［3］抢={～劫}强={～大}［5］嵌
ȵ	［1］颜-{～色}娘={王母～～}［3］眼［5］雁-{楼～：大～}酿
ɕ	［1］咸={～了}衔={～接}闲相={互～}箱={行李～}厢湘襄详祥香={～水}乡降={投～}［3］想={～象}享={～受}响={音～}饷［5］陷馅限苋{～菜}相={照～}象={～棋}像={雕～}向={方～}项
Ø	［1］央秧={插～}殃洋烊{融化}杨={姓}阳扬={表～}［3］仰疡{溃～}养={保～}［5］样={榜～}
#uɑŋ
ts	［1］庄={宋家～，地名}装={～修}桩［3］壮{～实}［5］赚撰壮{～大}状撞={顶～}
tsʰ	［1］床={大～}窗={～口}疮={痔～}［3］闯={～关东}［5］篡创
s	［1］疝{～气}闩拴霜={砒～}孀双={～方}［3］爽□{～破：因摩擦过多而受伤}［5］涮{～洗}
k	［1］关光={～明}［3］广［5］惯逛
kʰ	［1］匡眶{眼～}狂［5］旷况矿
x	［1］凡帆桓还{～原}环藩翻番{几～}烦矾繁黄={～金}簧皇蝗方={～便}肪芳妨{～害}房={楼～}防={消～}［3］反谎仿{～效，～佛}纺={～织厂}仿{相似}访={采～}［5］范犯幻患宦贩饭放={解～}泛
Ø	［1］顽{～皮，～固}弯湾汪亡王={姓}［3］晚挽网={上～}辋{车～}枉往={来～}［5］万蔓{～～}妄望旺={兴～}
#əŋ
p	［1］奔{～波}锛盆-{～～}崩［3］本［5］逩奔{投～，～跑，～驰}笨蹦
pʰ	［1］喷{～水，～嚏}盆={～地}朋烹彭膨{～胀}棚={～～}篷蓬蜂-{～儿}［3］捧［5］碰
m	［1］门萌蒙懵［3］猛={可～了}［5］闷{～热}孟梦
t	［1］登灯腾-{～下}疼-{心～}［3］等［5］凳镫{鞍～}邓澄{水浑，～一～}瞪{～眼}□{～在上面：支在上面}
tʰ	［1］吞腾={沸～}疼={～爱}熥{把包子～～}誊藤［3］□{～子：傻子}［5］□{形容人莽撞的样子}
n	［1］能农脓浓□{～眵：眼屎}［3］□{拧开}［5］嫩
l	［1］棱楞［3］冷［5］愣楞
ts	［1］针斟珍臻真曾{姓}增憎层-{一～～}征{～求}蒸={水～气}争筝睁={眼～～}贞侦正{～月}征［3］诊疹振震拯{～救}整［5］枕镇阵赠证症锃{～光}郑{姓}正{～方形}政挣
tsʰ	［1］沉参{～差}岑陈尘辰晨={～读}臣澄{～清}曾{～经}层={楼～}称{～呼，～重量}乘{～法}承丞撑铛{电饼～，烙饼用具}橙{～子}呈程成={～功}城={～里}诚［3］惩逞{～能}□{圪～：得寸进尺}［5］称{～职}趁衬蹭乘{～机}秤{一秆～}□{圪～：再等等}
s	［1］参{人～}森深神身申伸娠晨-{早～}僧绳={跳～}升={一～水}胜{～任}生={学～}牲笙声={～控}［3］沈审婶省{～长}省{节～}［5］葚{桑～}甚肾慎胜{～利}剩={～余}盛{兴～}圣渗{水～透}
ʐ	［1］壬任{姓}人仁仍扔［3］忍［5］刃认韧任{责～}纫{缝～}
k	［1］跟根更{三～}庚羹耕={～地}［3］哽{骨～在喉}埂{田～}梗{～子}耿［5］更{～加}
kʰ	［1］坑吭［3］恳垦肯□{经常}啃［5］□{～前些：临近}
ŋ	［1］恩
x	［1］衡痕亨横={～竖}恒［3］很狠［5］恨横{蛮～}
#iəŋ
p	［1］彬宾槟{～榔}冰［3］丙秉柄饼={老婆～}禀［5］蓖{～麻}殡鬓病={～人}并{合～}並
pʰ	［1］拼贫频{～繁}凭平坪评瓶屏{围～}萍姘{～头}苹乒［3］品［5］聘
m	［1］民鸣={～笛}明={～天}名={出～}铭［3］闽{～越}悯敏抿皿［5］命={～令}□{～糖：把糖含在嘴里}
t	［1］丁钉={图～～}盯［3］顶={～事}鼎［5］锭订定={肯～}
tʰ	［1］听={～力}听{～其自然，～任}厅亭停={～车}廷庭蜓{蜻～}［3］艇挺铤
l	［1］林淋{～漓，～湿}临邻鳞磷陵={～园}凌={姓}菱灵零={～星}铃={～声}伶拎翎琳龄玲［3］檩领岭［5］赁{租～}吝{～啬}令另={～外}□{～～：漏斗}
tɕ	［1］今金禁{～不住}襟津巾斤筋勤-{～紧}芹{胡～}更{打～}京荆惊鲸兢精={～神}晶睛={眼～}经{～纬，～线}□{大～，大建}□{～死鬼：小气鬼}［3］锦紧仅谨景警井={姓}颈［5］禁{～止}妗{舅母}尽{～力}进晋近劲{有～}境敬竟镜={望远～}静靖径净={～水器}浸劲{～敌}
tɕʰ	［1］侵钦琴禽擒亲{～人}秦勤={后～}卿擎清情晴轻={年～}青={～草}蜻{～蜓}［3］寝请倾={～斜}顷［5］亲{～家}庆吣{猫～，放在嘴里时间较短}□{嘴里含着水不咽下去}沁
ȵ	［1］龈银凝宁{安～}［3］拧［5］硬={软～}宁{～可}佞
ɕ	［1］心寻{～见}辛新薪欣行{～为}行{品～}兴{～旺}星={～～}腥={血～}馨形型刑芯猩□{～～来地：形容人心多}［3］省{反～}醒［5］信衅{挑～}兴{高～}杏={银～}幸性姓囟{～门门}
Ø	［1］吟音阴淫因姻寅殷应{～用}鹰蝇={苍～}莺鹦{～鹉}樱{～桃}迎英婴缨盈萤营={军～}［3］饮{～酒}引隐尹影={电～}颖蚓瘾［5］饮{～马}荫{屋子很～}窨{地～子}洇印应={响～}映={反～}
#uəŋ
t	［1］敦{～厚}墩蹲东铜-{金银～铁}冬同-{～岁}［3］董懂［5］饨{馄～}沌顿钝遁盾{矛～}动冻栋洞囤{～子}炖
tʰ	［1］屯豚臀通同={～学}铜={～板}桐童瞳［3］筒桶捅{～破了}统［5］痛
l	［1］仑论{～语}伦轮笼隆龙沦珑聋［3］拢陇垄［5］论{～文}弄{捉～}
ts	［1］尊遵棕鬃{马～}宗中{～间}忠虫-{圪～}终踪重-{～做}钟盅衷［3］准总综冢种{～类}肿［5］中{射～}仲众纵{～横}纵{放～}重{轻～}种{～树}
tsʰ	［1］村存春唇={～膏}纯醇{酒味～}椿聪匆葱囱{烟～}丛崇充从{～容}从{跟～}重={～复}冲虫={害～}椿{～树}［3］忖蠢宠［5］寸
s	［1］孙唇-{嘴～}松嵩［3］损笋怂{～恿}［5］顺舜送宋诵颂讼瞬
ʐ	［1］荣绒融镕茸{参～}戎蓉{芙～}容［3］冗{～长}□{形容人性格腼腆}［5］润闰
k	［1］公恭蚣{蜈～}工攻{～击}躬功宫供{～不起}弓［3］滚汞拱{～手}巩{～固}［5］棍贡供{上～}共
kʰ	［1］昆坤空{～虚}［3］捆孔恐［5］困空{～缺}控
x	［1］昏婚魂馄{～饨}分{～开}芬纷焚坟荤虹{天上的～}弘轰宏烘{～干}红洪鸿虹风枫疯丰冯封峰蜂={～蜜}锋逢缝{～衣服}浑{～球}混{～蛋}汾烽［3］粉哄{～骗}讽［5］浑{～浊}混{相～，～沌}分{天～}愤粪奋份哄{起～}凤缝{一条～}奉俸
Ø	［1］温文纹闻蚊翁瘟［3］稳吻刎［5］问瓮
#yəŋ
tɕ	［1］群-{一～羊}均钧君军穷{可～了}［3］窘菌迥{～然不同}［5］郡粽俊□{～儿：猪肉冻}竣
tɕʰ	［1］群={一～人}裙琼［3］□{～相：穷相}
ɕ	［1］熏勋薰兄={～弟}熊雄胸凶{吉～}荀旬循巡［3］□{紧跟在旁边}［5］讯逊迅殉训驯□{～甜：特别甜}
Ø	［1］匀云晕雍拥{～有}庸耘［3］允永泳甬{～道}勇涌拥{～抱，～护}［5］熨韵运孕用蕴
#aʔ
p	［7］八钵拨{～号}钹饽{香～～}泊{梁山～}泊{～车}剥驳卜{姓}［8］薄{～荷}拔搏博勃□{～人：形容事物很冰}脖渤
pʰ	［7］□{量词，棵}帕泼胖-{～子}朴
m	［7］抹{～布，～桌子}末沫没{沉～}莫膜寞摸陌{～生}漠□{～了：形容速度快}［8］□{拔出来}
t	［7］答搭瘩［8］达
tʰ	［7］踏搨{～本}沓{一～纸}塔榻塌溻{汗～湿了}獭{水～}托{摩～}
n	［7］纳捺{撇～}诺□{～反，孩子们玩闹的情景}□{～住：压住}魇{睡～}
l	［7］拉-{～稀}腊蜡镴{锡～}辣落{～后}洛络乐{快～}［8］喇
ts	［7］指-{～头}扎眨{～眼}蛰{惊～}札哲蜇{蝎子～人}折{～断}作{工～}泽择{选～}宅责折{～叠}褶{～子，皱纹}睫-{眼～毛}□{～摞：收拾整理东西}［8］炸={油～}杂={可～了}闸轧铡={～刀}辙浙着{睡～，～衣}砸
tsʰ	［7］厕{～所，茅～}杂-{～凑}插擦察彻撤-{～退}绰{～号}侧测策册搽澈
s	［7］撒{～手}杀设色啬{吝～}摄涉［8］铡-{～刀}炸-{～油糕}折{弄～了}舌
ʐ	［7］热若弱
k	［7］格鸽割搁葛阁戈革隔={～离}各搁
kʰ	［7］咳{～嗽}磕渴壳克客={～气}
ŋ	［7］压-{～住}鄂恶{善～}额扼鸭-{～子}噩
x	［7］喝{～酒，～采}瞎{～子}吓{恐～}［8］合盒{烟～}鹤核{肺结～，审～，～心}
#iaʔ
p	［7］鳖憋弼-{姓}百{一～}柏伯-{大～子}擘{～开}□{圪～～：硬纸片}□{～性：不好的性格}［8］白-{～天}别{区～，离～}蝙-{夜～蝠}
pʰ	［7］撇{～开}迫拍-{～打}魄□{用勺子轻轻地舀表面的一层液体}□{哄骗人}
m	［7］灭篾{竹～}麦脉{号～}
t	［7］跌滴咥{吃}［8］笛敌狄叠碟牒蝶谍
tʰ	［7］帖{碑～，请～}贴铁
l	［7］掠猎烈劣列略裂□{～过来：转过来}
tɕ	［7］夹裌{～衣}夹{～菜}揭节结洁隔-{～开}甲接鲫睫={～毛夹}［8］劫级及{～格}截捷杰
tɕʰ	［7］恰掐={～一下}洽妾怯{畏～}切{～开}客-{～人}
ȵ	［7］聂{姓}镊{～子}蹑{～脚走}业捏虐疟{～疾，发～子}孽
ɕ	［7］狭辖{管～}歇蝎楔{～子}［8］携峡匣{箱～}胁{～迫}协薛学={～校}
Ø	［7］腌-{～菜}叶页噎{～住了}
#uaʔ
t	［7］掇{拾～}［8］夺
tʰ	［7］脱拓□{～～：蜂窝煤}
n	［7］糯{～米}□{～住：拿住}
ts	［7］拙桌卓琢啄涿{～鹿}捉撮{一～米}酌浊
tsʰ	［7］撞-{～了}戳□{～摞：收拾整理东西}
s	［7］说{～话}朔缩刷镯{～子}［8］硕
k	［7］聒{～耳朵，形容声音很嘈杂}刮-{～风}
kʰ	［7］廓括{包～}扩{～充}阔={宽～}
x	［7］法{方～，～子}豁{～然，～嘴，～口}发［8］乏活滑猾{狡～}伐筏罚获火-{红～}
Ø	［7］袜握沃
#yaʔ
tɕ	［7］觉{～见，知～}厥嚼{咀～}角-{三～形}饺-{～儿}［8］绝掘橛{～子}决诀{秘～}倔{～强}爵
tɕʰ	［7］瘸{～腿}却雀={孔～}确鹊{喜～}缺
ɕ	［7］雪血削{剥～}［8］穴
Ø	［7］悦阅月越曰粤乐{音～}约跃={跳～}岳
#əʔ
p	［7］不［8］卜{胡萝～}拨{～拉}薄{很～}
pʰ	［7］殕{食上生白毛}扑-{～灭}醭{醋生白～}仆{～倒}瀑{～布}
m	［7］木目穆睦{和～}［8］没{～有}□{～鸽儿：鸽子}
t	［7］□{～老：脑袋}
tʰ	［7］特托{～起来}［8］□{～拉：穿着拖鞋走路的动作}
n	［7］□{语气词，表示说话人的无奈}
l	［7］落{～枕}肋勒
ts	［7］蔗子-{刀～}滓执汁秩质则稙{～茬}值{～日}织职殖植窄摘只脊-{～背}炙择{～菜}栀{～子花}［8］侄直值{～得}
tsʰ	［7］娶{～媳妇}拆{～开}赤={～脚医生}斥尺吃
s	［7］湿虱失塞{～住}释赤-{～不条}饰-{装～}瑟［8］佘{姓}矢十什{～物}拾{～起来}实室食蚀识式适石
ʐ	［7］日
k	［8］胳{～臂}核{～桃}圪
kʰ	［7］刻{时～，用刀～}□{齐～齐：正好}［8］可-{～胖了}
ŋ	［7］□{形容程度深或数量多}
x	［7］郝{姓}黑［8］赫核{～武器}
#iəʔ
p	［7］笔毕必北逼碧璧辟{复～}壁［8］鼻
pʰ	［7］撇{～捺}匹{一～布，一～马}僻辟{开～}劈［8］□{～□liɑ22：乱动}
m	［7］墨秘觅密默泌蜜
t	［7］得德的{目～}嫡
tʰ	［7］踢剔
l	［7］笠立力粒荔{～枝}栗历
tɕ	［7］藉{～故，狼～}稽缉{～鞋口}集{～体}辑{编～}急及{以～}疾吉即极戟屐{木～}积迹脊={～梁骨}籍击激绩寂□{土坯}［8］集{～上}
tɕʰ	［7］七漆乞戚
ȵ	［7］逆{顺～，～风}匿溺{～死}
ɕ	［7］吸悉塞{～进去}息={消～}熄媳惜昔夕锡析［8］习袭膝席
Ø	［7］逸缢乙揖{作～}一抑役益译溢疫
#uəʔ
t	［7］□{～子：屁股}［8］独读牍犊{牛～子}毒督
tʰ	［7］秃突凸
n	［7］□{～着，折}
l	［7］啰{～唆}赂鹿禄六-{～月鲜：六月的桃子}陆绿录碌
ts	［7］做作{～坊}术{白～}竹筑逐祝粥-{～儿}妯{～娌}［8］轴-{～儿}昨族烛嘱触-{接～}
tsʰ	［7］猝{仓～}出促□{圪～：褶皱}［8］□{～溜：滑下去}触={～电}
s	［7］唆{啰～}术{手～}述索{绳～}速叔淑［8］诉-{告～}勺{～子}熟{煮～，～悉}赎束蜀属
ʐ	［7］入褥
k	［7］股{屁～}锢{～露锅}骨{筋～，～头}郭国谷［8］给
kʰ	［7］窟{～窿}哭［8］核{～～}
x	［7］忽佛{仿～}佛{～像}或福蝠={蝙～}［8］佛{～教}复{～兴}霍藿{～香}缚惑幅腹覆{反～}服伏辐
Ø	［7］物勿屋［8］兀往-{～哪里}
#yəʔ
l	［7］律率{速～}捋{～袖}
tɕ	［7］脚镢{～头}菊={～花}足［8］橘{～子}局嚼{～烂}□{面食放久之后变黏}
tɕʰ	［7］黢{～黑}屈菊-{～花}曲
ɕ	［7］戌恤削{～苹果}肃畜{～牧}蓄{储～}粟［8］宿{～舍}续俗旭
Ø	［7］药钥{～匙}域育狱欲浴
n 	［3］你
